,지구별,주차장명,주차대수,이용시간,날짜,주차구획수,연도,월,일,요일,휴일여부,아침 주차대수,낮 주차대수,저녁 주차대수,아침 이용시간,낮 이용시간,저녁 이용시간
1122,PLT-008,여의도2주차장,1643,174241,2024-02-17,176,2024,2,17,5,1,385.43,683.96,573.61,40875.05090079123,72534.31184418747,60831.637255021305
1123,PLT-008,여의도4주차장,59,5727,2024-02-17,218,2024,2,17,5,1,13.84,24.56,20.6,1343.4183050847457,2383.985084745763,1999.596610169492
1124,PLT-008,여의도1주차장,1674,262456,2024-02-16,462,2024,2,16,4,0,475.21,628.04,570.74,74505.65162276954,98467.05550212367,89483.29287510678
1125,PLT-008,여의도5주차장,387,111847,2024-02-16,141,2024,2,16,4,0,109.86,145.19,131.95,31750.675503875966,41961.41067183462,38134.913824289404
1126,PLT-008,여의도4주차장,205,66990,2024-02-16,218,2024,2,16,4,0,58.19,76.91,69.89,19016.284208985802,25133.913361627394,22839.8024293868
1127,PLT-008,여의도3주차장,1167,367050,2024-02-16,785,2024,2,16,4,0,331.29,437.83,397.88,104198.79562982006,137708.22750642675,125142.97686375323
1128,PLT-008,여의도2주차장,858,185812,2024-02-16,176,2024,2,16,4,0,243.57,321.9,292.53,52748.518461538464,69711.98461538462,63351.49692307692
1129,PLT-008,여의도2주차장,691,182039,2024-02-15,176,2024,2,15,3,0,192.0,266.44,232.56,50581.02460202605,70191.70934876989,61266.26604920405
1130,PLT-008,여의도5주차장,337,115749,2024-02-15,141,2024,2,15,3,0,93.64,129.94,113.42,32162.422433234424,44630.34142433234,38956.236142433234
1131,PLT-008,여의도4주차장,182,64675,2024-02-15,218,2024,2,15,3,0,50.57,70.18,61.25,17970.410714285714,24938.964285714286,21765.625
1132,PLT-008,여의도1주차장,1206,231318,2024-02-15,462,2024,2,15,3,0,335.09,465.02,405.89,64272.26253731343,89193.61223880597,77852.1252238806
1133,PLT-008,여의도3주차장,914,341686,2024-02-15,785,2024,2,15,3,0,253.96,352.43,307.61,94939.36166301969,131750.9813785558,114995.65695842452
1134,PLT-008,여의도5주차장,467,120822,2024-02-14,141,2024,2,14,2,0,128.35,185.19,153.46,33206.64603854389,47912.26162740899,39703.09233404711
1135,PLT-008,여의도4주차장,203,70916,2024-02-14,218,2024,2,14,2,0,55.79,80.5,66.71,19489.673103448276,28121.862068965518,23304.464827586206
1136,PLT-008,여의도3주차장,1267,392319,2024-02-14,785,2024,2,14,2,0,348.23,502.43,416.34,107827.34441199685,155574.4555406472,128917.20004735595
1137,PLT-008,여의도1주차장,2006,318433,2024-02-14,462,2024,2,14,2,0,551.34,795.48,659.18,87519.86551345963,126274.71726819541,104638.41721834497
1138,PLT-008,여의도2주차장,1038,205442,2024-02-14,176,2024,2,14,2,0,285.29,411.62,341.09,56464.88263969172,81468.24281310213,67508.87454720616
1139,PLT-008,여의도1주차장,1710,297945,2024-02-13,462,2024,2,13,1,0,470.81,694.65,544.54,82032.44763157895,121033.62236842106,94878.93
1140,PLT-008,여의도3주차장,1066,379726,2024-02-13,785,2024,2,13,1,0,293.5,433.04,339.46,104549.32551594746,154255.67264540336,120921.00183864914
1141,PLT-008,여의도4주차장,215,71663,2024-02-13,218,2024,2,13,1,0,59.2,87.34,68.47,19731.405981117157,29110.48983768197,22821.10418120087
1142,PLT-008,여의도5주차장,398,120291,2024-02-13,141,2024,2,13,1,0,109.58,161.68,126.74,33119.31603015075,48865.951959799,38305.73201005025
1143,PLT-008,여의도2주차장,865,188689,2024-02-13,176,2024,2,13,1,0,238.16,351.39,275.45,51951.64420809249,76651.36151445087,60085.994277456644
1144,PLT-008,여의도3주차장,957,115791,2024-02-12,785,2024,2,12,0,2,187.78,443.7,325.52,22720.202695924767,53684.91818181818,39385.87912225705
1145,PLT-008,여의도1주차장,2165,179045,2024-02-12,462,2024,2,12,0,2,424.82,1003.76,736.41,35132.67816479522,83011.10360786886,60901.21822733592
1146,PLT-008,여의도4주차장,39,2128,2024-02-12,218,2024,2,12,0,2,7.65,18.08,13.27,417.4153846153846,986.5189743589742,724.065641025641
1147,PLT-008,여의도5주차장,127,10922,2024-02-12,141,2024,2,12,0,2,24.92,58.88,43.2,2143.12,5063.679999999999,3715.2
1148,PLT-008,여의도2주차장,988,85590,2024-02-12,176,2024,2,12,0,2,193.87,458.07,336.06,16794.871761133603,39682.400101214575,29112.728137651822
1149,PLT-008,여의도4주차장,25,1288,2024-02-11,218,2024,2,11,6,2,4.92,11.37,8.71,253.4784,585.7823999999999,448.73920000000004
1150,PLT-008,여의도5주차장,142,1890,2024-02-11,141,2024,2,11,6,2,27.95,64.59,49.45,372.03676315233463,859.7443481935347,658.2188886541306
1151,PLT-008,여의도1주차장,2085,29622,2024-02-11,462,2024,2,11,6,2,410.43,948.44,726.13,5831.05873381295,13474.671309352518,10316.269956834532
1152,PLT-008,여의도2주차장,911,9717,2024-02-11,176,2024,2,11,6,2,179.33,414.4,317.27,1912.787716794731,4420.115038419319,3384.0972447859494
1153,PLT-008,여의도3주차장,1802,244022,2024-02-11,785,2024,2,11,6,2,354.72,819.71,627.57,48035.22965593785,111002.92653718092,84983.84380688125
1154,PLT-008,여의도4주차장,21,607,2024-02-10,218,2024,2,10,5,2,5.53,8.45,7.02,159.84333333333336,244.24523809523808,202.91142857142856
1155,PLT-008,여의도3주차장,656,54816,2024-02-10,785,2024,2,10,5,2,172.6,263.98,219.42,14422.624390243904,22058.42634146342,18334.949268292683
1156,PLT-008,여의도1주차장,2049,30102,2024-02-10,462,2024,2,10,5,2,539.12,824.53,685.34,7920.287673439108,12113.286087291784,10068.426239269103
1157,PLT-008,여의도2주차장,722,4008,2024-02-10,176,2024,2,10,5,2,189.97,290.54,241.49,1054.5703047091413,1612.8591689750695,1340.5705263157895
1158,PLT-008,여의도5주차장,93,5103,2024-02-10,141,2024,2,10,5,2,24.47,37.42,31.11,1342.6925806451613,2053.271612903226,1707.035806451613
1159,PLT-008,여의도5주차장,123,4284,2024-02-09,141,2024,2,9,4,2,28.25,56.52,38.23,983.9268292682926,1968.5502439024392,1331.5229268292683
1160,PLT-008,여의도2주차장,617,5781,2024-02-09,176,2024,2,9,4,2,141.73,283.51,191.76,1327.9434846029171,2656.3554457050245,1796.7010696920584
1161,PLT-008,여의도4주차장,38,206,2024-02-09,218,2024,2,9,4,2,8.73,17.46,11.81,47.32578947368421,94.65157894736842,64.02263157894737
1162,PLT-008,여의도1주차장,1821,42875,2024-02-09,462,2024,2,9,4,2,418.3,836.74,565.96,9848.77127951675,19700.838824821527,13325.389895661727
1163,PLT-008,여의도3주차장,652,66407,2024-02-09,785,2024,2,9,4,2,149.77,299.59,202.64,15254.258266871168,30513.609095092022,20639.132638036812
1164,PLT-008,여의도5주차장,363,105133,2024-02-08,141,2024,2,8,3,0,101.46,141.52,120.02,29385.107933884297,40987.38887052342,34760.50319559228
1165,PLT-008,여의도2주차장,749,156002,2024-02-08,176,2024,2,8,3,0,209.35,292.0,247.65,43603.49626168224,60817.86915887851,51580.634579439255
1166,PLT-008,여의도3주차장,1012,296558,2024-02-08,785,2024,2,8,3,0,282.86,394.53,334.61,82889.71924901186,115613.66377470356,98054.6169762846
1167,PLT-008,여의도1주차장,1341,206216,2024-02-08,462,2024,2,8,3,0,374.82,522.79,443.39,57638.986666666664,80393.48444444445,68183.52888888888
1168,PLT-008,여의도4주차장,201,57433,2024-02-08,218,2024,2,8,3,0,56.18,78.36,66.46,16052.666368159204,22390.297910447764,18990.035721393033
1169,PLT-008,여의도5주차장,382,125046,2024-02-07,141,2024,2,7,2,0,108.44,149.67,123.9,35496.42218790084,48992.52590246328,40557.05190963588
1170,PLT-008,여의도4주차장,204,73535,2024-02-07,218,2024,2,7,2,0,57.91,79.93,66.16,20874.56789215686,28812.02230392157,23848.409803921568
1171,PLT-008,여의도1주차장,1121,228441,2024-02-07,462,2024,2,7,2,0,318.21,439.21,363.58,64845.86138269401,89503.63212310435,74091.5064942016
1172,PLT-008,여의도3주차장,1154,393939,2024-02-07,785,2024,2,7,2,0,327.58,452.14,374.29,111824.4535315985,154344.9185535654,127769.62791483609
1173,PLT-008,여의도2주차장,673,181490,2024-02-07,176,2024,2,7,2,0,191.04,263.68,218.28,51518.350074294205,71107.4044576523,58864.245468053494
1174,PLT-008,여의도1주차장,1012,224285,2024-02-06,462,2024,2,6,1,0,284.26,395.74,331.99,62999.88547317661,87706.93969307997,73578.17483374343
1175,PLT-008,여의도3주차장,993,359971,2024-02-06,785,2024,2,6,1,0,278.92,388.31,325.76,101111.9057795144,140767.11649664145,118091.97772384415
1176,PLT-008,여의도5주차장,349,106050,2024-02-06,141,2024,2,6,1,0,98.03,136.48,114.49,29788.19914040115,41471.93123209169,34789.86962750716
1177,PLT-008,여의도2주차장,536,181757,2024-02-06,176,2024,2,6,1,0,150.56,209.6,175.84,51054.72746268657,71075.12537313433,59627.14716417911
1178,PLT-008,여의도4주차장,187,66720,2024-02-06,218,2024,2,6,1,0,52.53,73.13,61.35,18741.25233944709,26090.763060798887,21887.984599754025
1179,PLT-008,여의도5주차장,323,101813,2024-02-05,141,2024,2,5,0,0,90.88,127.08,105.04,28646.33263157895,40056.95368421052,33109.71368421053
1180,PLT-008,여의도2주차장,530,182410,2024-02-05,176,2024,2,5,0,0,149.13,208.51,172.36,51326.04396226416,71762.84735849056,59321.10867924529
1181,PLT-008,여의도3주차장,921,356642,2024-02-05,785,2024,2,5,0,0,259.15,362.34,299.51,100351.54647122692,140310.16534201952,115980.28818675353
1182,PLT-008,여의도4주차장,201,67665,2024-02-05,218,2024,2,5,0,0,56.56,79.08,65.37,19039.512462066567,26620.30844236605,22005.179095567386
1183,PLT-008,여의도1주차장,887,203193,2024-02-05,462,2024,2,5,0,0,249.58,348.97,288.45,57173.51627959414,79941.66990980835,66077.81381059751
1184,PLT-008,여의도4주차장,34,1415,2024-02-04,218,2024,2,4,6,1,7.15,15.25,11.6,297.56617647058823,634.6691176470589,482.7647058823529
1185,PLT-008,여의도5주차장,177,17027,2024-02-04,141,2024,2,4,6,1,37.23,79.4,60.38,3581.2395344895767,7637.6690582452975,5808.091407265127
1186,PLT-008,여의도1주차장,2369,186634,2024-02-04,462,2024,2,4,6,1,498.26,1062.66,808.07,39253.96765710281,83718.58321056653,63661.44913233065
1187,PLT-008,여의도2주차장,1150,104395,2024-02-04,176,2024,2,4,6,1,241.88,515.86,392.27,21957.25480647994,46828.46644811784,35609.27874540221
1188,PLT-008,여의도3주차장,2198,307901,2024-02-04,785,2024,2,4,6,1,462.3,985.96,749.74,64760.06929026388,138115.59142857144,105025.3392811647
1189,PLT-008,여의도5주차장,270,21906,2024-02-03,141,2024,2,3,5,1,66.79,111.39,91.82,5418.895333333334,9037.442000000001,7449.662666666665
1190,PLT-008,여의도2주차장,739,103916,2024-02-03,176,2024,2,3,5,1,182.81,304.87,251.32,25706.202922868742,42869.9200541272,35339.87702300406
1191,PLT-008,여의도4주차장,59,6990,2024-02-03,218,2024,2,3,5,1,14.6,24.34,20.06,1729.728813559322,2883.671186440678,2376.6
1192,PLT-008,여의도3주차장,777,96949,2024-02-03,785,2024,2,3,5,1,192.22,320.54,264.24,23983.95981981982,39994.893770913775,32970.14640926641
1193,PLT-008,여의도1주차장,1637,138586,2024-02-03,462,2024,2,3,5,1,404.96,675.33,556.71,34283.31494196701,57172.43945021381,47130.24560781918
1194,PLT-008,여의도2주차장,695,181100,2024-02-02,176,2024,2,2,4,0,187.17,270.56,237.28,48771.221996805805,70500.30359275406,61828.47441044014
1195,PLT-008,여의도5주차장,316,100229,2024-02-02,141,2024,2,2,4,0,85.1,123.02,107.88,26992.050316455694,39019.5303164557,34217.4193670886
1196,PLT-008,여의도4주차장,216,67405,2024-02-02,218,2024,2,2,4,0,58.17,84.09,73.74,18152.540972222225,26241.140972222223,23011.318055555552
1197,PLT-008,여의도1주차장,1397,234730,2024-02-02,462,2024,2,2,4,0,376.22,543.84,476.94,63214.116392269156,91378.35590551181,80137.52770221904
1198,PLT-008,여의도3주차장,1226,376191,2024-02-02,785,2024,2,2,4,0,330.17,477.27,418.56,101310.75242251225,146447.53553833603,128432.71203915172
1199,PLT-008,여의도1주차장,1272,249771,2024-02-01,462,2024,2,1,3,0,347.74,494.57,429.69,68282.52165094341,97114.18511792453,84374.29323113208
1200,PLT-008,여의도2주차장,637,175336,2024-02-01,176,2024,2,1,3,0,174.14,247.67,215.18,47933.265891144285,68172.9181305829,59229.81597827281
1201,PLT-008,여의도3주차장,1063,372936,2024-02-01,785,2024,2,1,3,0,290.6,413.31,359.09,101952.21222953904,145002.98980244593,125980.79796801505
1202,PLT-008,여의도5주차장,379,106442,2024-02-01,141,2024,2,1,3,0,103.61,147.36,128.03,29098.827493403693,41385.99767810027,35957.17482849604
1203,PLT-008,여의도4주차장,199,73033,2024-02-01,218,2024,2,1,3,0,54.4,77.37,67.22,19965.80330669883,28396.216945575154,24670.979747726014
1204,PLT-008,여의도4주차장,202,72160,2024-01-31,218,2024,1,31,2,0,54.34,80.22,67.44,19411.754455445545,28656.807920792082,24091.437623762373
1205,PLT-008,여의도2주차장,709,176936,2024-01-31,176,2024,1,31,2,0,190.73,281.57,236.7,47598.03001410438,70267.79904090268,59070.17094499295
1206,PLT-008,여의도3주차장,1155,379674,2024-01-31,785,2024,1,31,2,0,310.71,458.7,385.59,102137.23683116882,150784.81714285715,126751.94602597402
1207,PLT-008,여의도1주차장,1243,238746,2024-01-31,462,2024,1,31,2,0,334.39,493.65,414.97,64226.57495917169,94815.78016266965,79703.64487815867
1208,PLT-008,여의도5주차장,323,107836,2024-01-31,141,2024,1,31,2,0,86.89,128.28,107.83,29008.885572755422,42827.25102167183,35999.86340557275
1209,PLT-008,여의도1주차장,1169,232039,2024-01-30,462,2024,1,30,1,0,318.6,462.17,388.23,63240.05594525236,91737.77983746793,77061.16421727973
1210,PLT-008,여의도5주차장,372,105345,2024-01-30,141,2024,1,30,1,0,101.39,147.07,123.54,28712.176209677422,41648.089112903224,34984.73467741936
1211,PLT-008,여의도3주차장,1085,378946,2024-01-30,785,2024,1,30,1,0,295.71,428.96,360.33,103279.3748018433,149818.13470967743,125848.49048847926
1212,PLT-008,여의도2주차장,587,172924,2024-01-30,176,2024,1,30,1,0,159.98,232.07,194.94,47129.22114516431,68366.53551167822,57428.24334315747
1213,PLT-008,여의도4주차장,206,75824,2024-01-30,218,2024,1,30,1,0,56.14,81.44,68.41,20664.88353803583,29977.700665080833,25181.415796883346
1214,PLT-008,여의도5주차장,343,103239,2024-01-29,141,2024,1,29,0,0,95.15,137.16,110.69,28639.040379008748,41283.56046647231,33316.39915451895
1215,PLT-008,여의도1주차장,1073,219916,2024-01-29,462,2024,1,29,0,0,297.67,429.08,346.26,61008.18791996347,87940.98589947903,70966.8261805575
1216,PLT-008,여의도4주차장,192,70386,2024-01-29,218,2024,1,29,0,0,53.26,76.78,61.96,19524.783125,28147.068125,22714.14875
1217,PLT-008,여의도2주차장,570,163899,2024-01-29,176,2024,1,29,0,0,158.13,227.93,183.94,45469.03310526316,65539.47205263158,52890.49484210527
1218,PLT-008,여의도3주차장,1092,378215,2024-01-29,785,2024,1,29,0,0,302.94,436.67,352.39,104923.49093406594,151240.97440476192,122050.53466117216
1219,PLT-008,여의도3주차장,2214,314473,2024-01-28,785,2024,1,28,6,1,457.92,990.92,765.16,65042.22048780489,140748.68345076783,108682.09606142728
1220,PLT-008,여의도2주차장,745,76471,2024-01-28,176,2024,1,28,6,1,154.09,333.44,257.47,15816.666295302013,34226.161395973155,26428.172308724836
1221,PLT-008,여의도1주차장,1623,118771,2024-01-28,462,2024,1,28,6,1,335.68,726.41,560.91,24565.033444239063,53158.621139864445,41047.34541589649
1222,PLT-008,여의도5주차장,139,13134,2024-01-28,141,2024,1,28,6,1,28.75,62.21,48.04,2716.5647482014388,5878.173669064748,4539.261582733813
1223,PLT-008,여의도4주차장,30,1525,2024-01-28,218,2024,1,28,6,1,6.2,13.43,10.37,315.1666666666667,682.6916666666666,527.1416666666667
1224,PLT-008,여의도2주차장,786,103347,2024-01-27,176,2024,1,27,5,1,189.24,327.05,269.71,24882.170839694656,43002.081870229005,35462.74729007633
1225,PLT-008,여의도5주차장,121,14857,2024-01-27,141,2024,1,27,5,1,29.13,50.35,41.52,3576.7306611570248,6182.230991735538,5098.038347107438
1226,PLT-008,여의도4주차장,35,3886,2024-01-27,218,2024,1,27,5,1,8.43,14.56,12.01,935.9708571428571,1616.5760000000002,1333.453142857143
1227,PLT-008,여의도1주차장,1790,133706,2024-01-27,462,2024,1,27,5,1,430.98,744.8,614.22,32192.520603351957,55633.64737430167,45879.83202234637
1228,PLT-008,여의도3주차장,945,121438,2024-01-27,785,2024,1,27,5,1,227.53,393.21,324.27,29238.619845292644,50529.2388228696,41670.14133183776
1229,PLT-008,여의도5주차장,321,94299,2024-01-26,141,2024,1,26,4,0,86.63,125.46,108.91,25448.979345794392,36855.926915887845,31994.093738317755
1230,PLT-008,여의도3주차장,1144,354280,2024-01-26,785,2024,1,26,4,0,308.74,447.13,388.13,95612.24405594404,138469.59475524476,120198.1611888112
1231,PLT-008,여의도2주차장,617,165254,2024-01-26,176,2024,1,26,4,0,166.52,241.15,209.33,44599.831572123185,64588.3340356564,56065.83439222042
1232,PLT-008,여의도1주차장,1247,223153,2024-01-26,462,2024,1,26,4,0,336.54,487.38,423.07,60224.95017602387,87218.26890351967,75709.78092045645
1233,PLT-008,여의도4주차장,209,70738,2024-01-26,218,2024,1,26,4,0,56.41,81.69,70.91,19091.577340797092,27647.419836371468,23999.002822831444
1234,PLT-008,여의도1주차장,990,204299,2024-01-25,462,2024,1,25,3,0,265.68,393.87,330.45,54826.422545454545,81280.0476060606,68192.52984848485
1235,PLT-008,여의도5주차장,328,99764,2024-01-25,141,2024,1,25,3,0,88.02,130.49,109.48,26772.850635690113,39690.85752614409,33300.2918381658
1236,PLT-008,여의도4주차장,202,63790,2024-01-25,218,2024,1,25,3,0,54.21,80.37,67.43,17118.241176179396,25378.953022127618,21292.805801692986
1237,PLT-008,여의도2주차장,562,167311,2024-01-25,176,2024,1,25,3,0,150.82,223.59,187.59,44900.08010676156,66564.17524911033,55846.74464412811
1238,PLT-008,여의도3주차장,972,359042,2024-01-25,785,2024,1,25,3,0,260.85,386.71,324.44,96354.01820987655,142844.78582304527,119843.1959670782
1239,PLT-008,여의도5주차장,335,103007,2024-01-24,141,2024,1,24,2,0,92.0,133.97,109.03,28288.489552238807,41193.57549253731,33524.934955223885
1240,PLT-008,여의도2주차장,483,160166,2024-01-24,176,2024,1,24,2,0,132.65,193.15,157.2,43987.61884057971,64049.819668737066,52128.56149068323
1241,PLT-008,여의도4주차장,215,58827,2024-01-24,218,2024,1,24,2,0,59.05,85.98,69.98,16156.152504534672,23524.233570531607,19146.613924933725
1242,PLT-008,여의도3주차장,984,354926,2024-01-24,785,2024,1,24,2,0,270.24,393.5,320.26,97474.79902439025,141934.33028455285,115516.8706910569
1243,PLT-008,여의도1주차장,915,209361,2024-01-24,462,2024,1,24,2,0,251.29,365.91,297.8,57497.62370491803,83723.8071147541,68139.56918032788
1244,PLT-008,여의도3주차장,896,347001,2024-01-23,785,2024,1,23,1,0,254.89,335.62,305.49,98713.2643861607,129978.20939732144,118309.52621651786
1245,PLT-008,여의도4주차장,192,57526,2024-01-23,218,2024,1,23,1,0,54.62,71.92,65.46,16364.948541666667,21548.280833333334,19612.770624999997
1246,PLT-008,여의도5주차장,445,125105,2024-01-23,141,2024,1,23,1,0,126.59,166.69,151.72,35588.85831460674,46862.36505617978,42653.776629213484
1247,PLT-008,여의도1주차장,877,204512,2024-01-23,462,2024,1,23,1,0,249.49,328.5,299.01,58179.81628278221,76604.55188141392,69727.63183580387
1248,PLT-008,여의도2주차장,473,158449,2024-01-23,176,2024,1,23,1,0,134.56,177.17,161.27,45075.893107822405,59349.70260042283,54023.40429175476
1249,PLT-008,여의도5주차장,385,115637,2024-01-22,141,2024,1,22,0,0,105.72,156.09,123.2,31752.795096231268,46881.32601750604,37002.8788862627
1250,PLT-008,여의도1주차장,822,197501,2024-01-22,462,2024,1,22,0,0,225.71,333.26,263.03,54231.08358880779,80071.9990997567,63197.91731143552
1251,PLT-008,여의도3주차장,968,369273,2024-01-22,785,2024,1,22,0,0,265.8,392.45,309.75,101397.48285123968,149711.97195247933,118163.54519628099
1252,PLT-008,여의도2주차장,478,166884,2024-01-22,176,2024,1,22,0,0,131.25,193.79,152.96,45823.27405857741,67657.8459414226,53402.880000000005
1253,PLT-008,여의도4주차장,246,74560,2024-01-22,218,2024,1,22,0,0,67.55,99.73,78.72,20473.691056910568,30227.10894308943,23859.2
1254,PLT-008,여의도2주차장,571,56944,2024-01-21,176,2024,1,21,6,1,120.42,253.38,197.2,12009.100665499123,25268.775341506127,19666.123992994748
1255,PLT-008,여의도5주차장,154,15578,2024-01-21,141,2024,1,21,6,1,32.48,68.34,53.18,3285.5418181818177,6912.990389610391,5379.467792207792
1256,PLT-008,여의도3주차장,1929,274233,2024-01-21,785,2024,1,21,6,1,406.8,856.01,666.19,57832.02923794712,121693.20390357697,94707.76685847591
1257,PLT-008,여의도4주차장,51,14686,2024-01-21,218,2024,1,21,6,1,10.76,22.63,17.61,3098.4580392156863,6516.552549019608,5070.989411764705
1258,PLT-008,여의도1주차장,1286,95234,2024-01-21,462,2024,1,21,6,1,271.2,570.67,444.13,20083.56205287714,42260.64290824261,32889.79503888025
1259,PLT-008,여의도3주차장,747,90080,2024-01-20,785,2024,1,20,5,1,184.72,303.04,259.24,22275.20428380187,36543.29745649264,31261.49825970549
1260,PLT-008,여의도4주차장,76,19989,2024-01-20,218,2024,1,20,5,1,18.79,30.83,26.38,4942.017236842105,8108.6956578947365,6938.287105263158
1261,PLT-008,여의도2주차장,600,101075,2024-01-20,176,2024,1,20,5,1,148.37,243.4,208.22,24994.57949299155,41003.44172402874,35076.97878297971
1262,PLT-008,여의도5주차장,147,17424,2024-01-20,141,2024,1,20,5,1,36.35,59.63,51.01,4308.880876250085,7068.461255867746,6046.657867882169
1263,PLT-008,여의도1주차장,1350,109845,2024-01-20,462,2024,1,20,5,1,333.84,547.66,468.5,27163.447999999997,44561.26866666667,38120.28333333333
1264,PLT-008,여의도3주차장,1161,355952,2024-01-19,785,2024,1,19,4,0,317.35,460.06,383.59,97296.61257536607,141050.19562446166,117605.19180017225
1265,PLT-008,여의도2주차장,749,180206,2024-01-19,176,2024,1,19,4,0,204.73,296.8,247.47,49257.10865153538,71408.73271028038,59540.15863818425
1266,PLT-008,여의도5주차장,342,100562,2024-01-19,141,2024,1,19,4,0,93.48,135.52,113.0,27486.94666666667,39848.42760233918,33226.62573099415
1267,PLT-008,여의도1주차장,1504,236038,2024-01-19,462,2024,1,19,4,0,411.11,595.98,496.91,64519.66900265958,93533.1963031915,77985.13469414895
1268,PLT-008,여의도4주차장,267,75250,2024-01-19,218,2024,1,19,4,0,72.98,105.8,88.22,20568.333333333336,29818.16479400749,24863.501872659177
1269,PLT-008,여의도3주차장,1086,364347,2024-01-18,785,2024,1,18,3,0,294.6,423.9,367.51,98835.76228579848,142214.79848251858,123296.43923168295
1270,PLT-008,여의도1주차장,1179,233472,2024-01-18,462,2024,1,18,3,0,319.82,460.2,398.98,63332.497913486,91131.30992366411,79008.19216284988
1271,PLT-008,여의도2주차장,695,178699,2024-01-18,176,2024,1,18,3,0,188.53,271.28,235.19,48474.996359712226,69751.74779856115,60472.25584172662
1272,PLT-008,여의도5주차장,336,101486,2024-01-18,141,2024,1,18,3,0,91.15,131.15,113.7,27531.09791666667,39612.76458333333,34342.137500000004
1273,PLT-008,여의도4주차장,275,74663,2024-01-18,218,2024,1,18,3,0,74.6,107.34,93.06,20254.03563636364,29143.005163636364,25265.9592
1274,PLT-008,여의도1주차장,853,211500,2024-01-17,462,2024,1,17,2,0,244.91,317.32,290.77,60725.0468933177,78678.9917936694,72095.96131301289
1275,PLT-008,여의도3주차장,1001,350982,2024-01-17,785,2024,1,17,2,0,287.41,372.37,341.22,100774.96165834166,130564.60273726273,119642.43560439562
1276,PLT-008,여의도5주차장,319,97354,2024-01-17,141,2024,1,17,2,0,91.59,118.67,108.74,27951.88984326019,36216.298369905955,33185.81178683386
1277,PLT-008,여의도4주차장,258,76898,2024-01-17,218,2024,1,17,2,0,74.08,95.98,87.95,22079.004069609706,28606.139451959232,26212.85647843107
1278,PLT-008,여의도2주차장,513,168570,2024-01-17,176,2024,1,17,2,0,147.29,190.84,174.87,48398.97719298245,62709.354385964914,57461.66842105264
1279,PLT-008,여의도4주차장,93,25173,2024-01-16,218,2024,1,16,1,0,25.98,36.93,30.09,7032.19935483871,9996.117096774193,8144.683548387096
1280,PLT-008,여의도5주차장,213,47725,2024-01-16,141,2024,1,16,1,0,59.51,84.57,68.92,13333.872065727699,18948.841549295772,15442.286384976525
1281,PLT-008,여의도2주차장,416,93387,2024-01-16,176,2024,1,16,1,0,116.22,165.18,134.61,26089.365976779405,37080.03331650682,30217.600706713787
1282,PLT-008,여의도1주차장,817,125456,2024-01-16,462,2024,1,16,1,0,228.24,324.4,264.36,35047.83040391677,49813.863402692776,40594.306193390454
1283,PLT-008,여의도3주차장,713,203976,2024-01-16,785,2024,1,16,1,0,199.19,283.1,230.71,56984.5433941094,80989.62917251053,66001.8274333801
1284,PLT-008,여의도4주차장,278,70301,2024-01-15,218,2024,1,15,0,0,76.9,113.96,87.14,19446.571582733814,28818.35237410072,22036.07604316547
1285,PLT-008,여의도3주차장,1101,394236,2024-01-15,785,2024,1,15,0,0,304.56,451.32,345.12,109054.05645776566,161604.5336239782,123577.40991825613
1286,PLT-008,여의도2주차장,558,156784,2024-01-15,176,2024,1,15,0,0,154.35,228.73,174.91,43369.25464614061,64268.543020484234,49146.20233337515
1287,PLT-008,여의도1주차장,938,196798,2024-01-15,462,2024,1,15,0,0,259.47,384.5,294.03,54438.355074626874,80670.39552238806,61689.24940298507
1288,PLT-008,여의도5주차장,347,103717,2024-01-15,141,2024,1,15,0,0,95.99,142.24,108.77,28691.0513832853,42515.00311239193,32510.945504322768
1289,PLT-008,여의도4주차장,25,762,2024-01-14,218,2024,1,14,6,1,5.31,11.02,8.67,161.84879999999998,335.8896,264.2616
1290,PLT-008,여의도5주차장,126,13043,2024-01-14,141,2024,1,14,6,1,26.78,55.52,43.7,2772.155079365079,5747.201269841269,4523.6436507936505
1291,PLT-008,여의도3주차장,1648,226182,2024-01-14,785,2024,1,14,6,1,350.28,726.18,571.53,48074.94642564579,99666.16591120091,78440.88766315329
1292,PLT-008,여의도2주차장,551,53571,2024-01-14,176,2024,1,14,6,1,117.12,242.8,191.09,11386.790657156858,23605.81259868242,18578.396744160724
1293,PLT-008,여의도1주차장,1191,84591,2024-01-14,462,2024,1,14,6,1,253.15,524.81,413.04,17980.026574307303,37274.72939546599,29336.244030226702
1294,PLT-008,여의도4주차장,53,13377,2024-01-13,218,2024,1,13,5,1,12.66,21.94,18.4,3195.336226415094,5537.57320754717,4644.090566037736
1295,PLT-008,여의도1주차장,1735,129277,2024-01-13,462,2024,1,13,5,1,414.28,718.27,602.44,30868.69409045585,53519.49624493513,44888.80966460903
1296,PLT-008,여의도3주차장,1442,193294,2024-01-13,785,2024,1,13,5,1,344.32,596.98,500.7,46154.63944521498,80022.64363384189,67116.71692094313
1297,PLT-008,여의도5주차장,137,16669,2024-01-13,141,2024,1,13,5,1,32.71,56.72,47.57,3979.8758394160586,6901.209343065693,5787.914817518248
1298,PLT-008,여의도2주차장,816,105040,2024-01-13,176,2024,1,13,5,1,194.84,337.82,283.34,25080.87450980392,43486.04509803922,36473.08039215686
