,지구별,주차장명,주차대수,이용시간,날짜,주차구획수,연도,월,일,요일,휴일여부,아침 주차대수,낮 주차대수,저녁 주차대수,아침 이용시간,낮 이용시간,저녁 이용시간
3210,PLT-008,여의도1주차장,1011,174063,2022-12-22,462,2022,12,22,3,0,271.14,399.47,340.39,46681.94047477744,68776.40614243325,58604.653382789314
3211,PLT-008,여의도3주차장,774,298453,2022-12-22,785,2022,12,22,3,0,207.58,305.83,260.6,80041.43840518857,117925.97122776191,100485.59036704953
3212,PLT-008,여의도2주차장,1011,149949,2022-12-22,176,2022,12,22,3,0,271.14,399.47,340.39,40214.80896142433,59248.39468842731,50485.79635014837
3213,PLT-008,여의도4주차장,201,60377,2022-12-22,218,2022,12,22,3,0,53.91,79.42,67.67,16193.652089552239,23856.424577114427,20326.923333333332
3214,PLT-008,여의도4주차장,172,40715,2022-12-21,218,2022,12,21,2,0,44.52,71.59,55.89,10538.556976744188,16946.435174418606,13230.007848837211
3215,PLT-008,여의도2주차장,452,110142,2022-12-21,176,2022,12,21,2,0,117.0,188.13,146.87,28510.20796460177,45842.95234513274,35788.839690265486
3216,PLT-008,여의도1주차장,1026,154697,2022-12-21,462,2022,12,21,2,0,265.59,427.03,333.39,40044.420843851425,64385.590695997125,50266.988460151464
3217,PLT-008,여의도5주차장,291,69863,2022-12-21,141,2022,12,21,2,0,75.33,121.12,94.56,18084.53245592935,29077.373835950657,22701.09370812
3218,PLT-008,여의도3주차장,598,191517,2022-12-21,785,2022,12,21,2,0,154.8,248.89,194.31,49576.641471571915,79710.14403010033,62230.214498327754
3219,PLT-008,여의도1주차장,1365,227015,2022-12-20,462,2022,12,20,1,0,366.59,539.84,458.57,60968.07974358975,89781.52205128205,76265.39820512821
3220,PLT-008,여의도5주차장,357,100225,2022-12-20,141,2022,12,20,1,0,95.88,141.19,119.93,26917.571428571428,39638.00490196078,33669.42366946779
3221,PLT-008,여의도4주차장,187,58010,2022-12-20,218,2022,12,20,1,0,50.22,73.96,62.82,15578.942245989305,22943.42032085561,19487.63743315508
3222,PLT-008,여의도2주차장,645,178011,2022-12-20,176,2022,12,20,1,0,173.22,255.09,216.69,47806.302976744184,70401.28060465117,59803.416418604655
3223,PLT-008,여의도3주차장,883,343006,2022-12-20,785,2022,12,20,1,0,237.14,349.22,296.64,92118.28181200453,135656.3480407701,115231.37014722536
3224,PLT-008,여의도4주차장,221,61747,2022-12-19,218,2022,12,19,0,0,60.59,88.51,71.91,16927.970363331977,24728.414868105516,20090.614768562504
3225,PLT-008,여의도3주차장,937,367719,2022-12-19,785,2022,12,19,0,0,256.88,375.25,304.87,100810.73289220917,147264.1993062967,119644.06780149414
3226,PLT-008,여의도5주차장,488,106165,2022-12-19,141,2022,12,19,0,0,133.79,195.43,158.78,29106.17899590164,42516.03678278689,34542.78422131148
3227,PLT-008,여의도1주차장,1086,201148,2022-12-19,462,2022,12,19,0,0,297.73,434.92,353.35,55145.29837937386,80555.51395948435,65447.187661141805
3228,PLT-008,여의도2주차장,831,146147,2022-12-19,176,2022,12,19,0,0,227.82,332.8,270.38,40066.43747292418,58529.147533092655,47551.41499398315
3229,PLT-008,여의도3주차장,1089,141223,2022-12-18,785,2022,12,18,6,1,214.85,495.09,379.05,27862.295842937034,64204.53362289828,49156.17053416469
3230,PLT-008,여의도1주차장,1000,83059,2022-12-18,462,2022,12,18,6,1,197.29,454.63,348.07,16386.873978739786,37761.49078490785,28910.635236352362
3231,PLT-008,여의도5주차장,108,7352,2022-12-18,141,2022,12,18,6,1,21.31,49.1,37.59,1450.6585185185183,3342.437037037037,2558.9044444444444
3232,PLT-008,여의도2주차장,730,25035,2022-12-18,176,2022,12,18,6,1,144.02,331.88,254.09,4939.164509102865,11381.821394813627,8714.014096083507
3233,PLT-008,여의도4주차장,32,1984,2022-12-18,218,2022,12,18,6,1,6.31,14.55,11.14,391.21999999999997,902.1,690.6800000000001
3234,PLT-008,여의도5주차장,133,15900,2022-12-17,141,2022,12,17,5,1,29.93,55.4,47.67,3578.097744360902,6623.007518796992,5698.894736842106
3235,PLT-008,여의도3주차장,213,24085,2022-12-17,785,2022,12,17,5,1,47.94,88.73,76.34,5420.5666400638465,10032.684146284211,8631.749213651941
3236,PLT-008,여의도2주차장,648,55042,2022-12-17,176,2022,12,17,5,1,145.84,269.93,232.23,12387.847654320987,22928.22077160494,19725.93157407407
3237,PLT-008,여의도4주차장,19,2396,2022-12-17,218,2022,12,17,5,1,4.28,7.91,6.81,539.7305263157895,997.4926315789473,858.7768421052631
3238,PLT-008,여의도1주차장,1276,125082,2022-12-17,462,2022,12,17,5,1,287.17,531.53,457.3,28150.311865203763,52104.103025078366,44827.58510971787
3239,PLT-008,여의도3주차장,815,280437,2022-12-16,785,2022,12,16,4,0,215.08,327.12,272.8,74007.8404417178,112560.18581595091,93868.97374233129
3240,PLT-008,여의도2주차장,630,155355,2022-12-16,176,2022,12,16,4,0,166.26,252.86,210.88,40998.92428571428,62354.071904761906,52002.003809523805
3241,PLT-008,여의도1주차장,1307,207197,2022-12-16,462,2022,12,16,4,0,344.92,524.59,437.49,54679.71632746749,83162.56635807193,69354.7173144606
3242,PLT-008,여의도5주차장,295,81459,2022-12-16,141,2022,12,16,4,0,77.85,118.4,98.74,21497.620766805652,32695.161191904812,27266.218041289532
3243,PLT-008,여의도4주차장,193,57426,2022-12-16,218,2022,12,16,4,0,50.93,77.46,64.6,15154.703248873,23048.955697186382,19222.34105394062
3244,PLT-008,여의도1주차장,1021,188841,2022-12-15,462,2022,12,15,3,0,303.95,400.37,316.68,56217.6512732615,74051.19605288933,58572.152673849174
3245,PLT-008,여의도5주차장,314,86485,2022-12-15,141,2022,12,15,3,0,93.48,123.13,97.39,25747.190445859873,33913.688057324835,26824.12149681529
3246,PLT-008,여의도3주차장,665,242854,2022-12-15,785,2022,12,15,3,0,197.97,260.77,206.26,72297.45320300752,95231.6354586466,75324.91133834586
3247,PLT-008,여의도2주차장,471,125971,2022-12-15,176,2022,12,15,3,0,140.22,184.7,146.09,37501.653085921746,49397.77011103798,39071.576803040276
3248,PLT-008,여의도4주차장,193,53532,2022-12-15,218,2022,12,15,3,0,57.46,75.68,59.86,15937.558134715027,20991.200829015546,16603.241036269428
3249,PLT-008,여의도1주차장,1352,258630,2022-12-14,462,2022,12,14,2,0,364.6,533.95,453.44,69746.44634945525,102142.38899696004,86741.16465358471
3250,PLT-008,여의도5주차장,340,104495,2022-12-14,141,2022,12,14,2,0,91.69,134.28,114.03,28179.84279411765,41269.37823529412,35045.77897058823
3251,PLT-008,여의도2주차장,660,153028,2022-12-14,176,2022,12,14,2,0,177.99,260.66,221.36,41268.243996303085,60435.86988075939,51323.88612293754
3252,PLT-008,여의도4주차장,219,66432,2022-12-14,218,2022,12,14,2,0,59.06,86.49,73.45,17915.40602739726,26236.089863013698,22280.50410958904
3253,PLT-008,여의도3주차장,884,329121,2022-12-14,785,2022,12,14,2,0,238.39,349.12,296.48,88755.70446498263,129981.92685437617,110383.36868064119
3254,PLT-008,여의도3주차장,799,310160,2022-12-13,785,2022,12,13,1,0,231.91,309.78,257.31,90024.03704630789,120252.02102628283,99883.94192740927
3255,PLT-008,여의도4주차장,222,70707,2022-12-13,218,2022,12,13,1,0,64.44,86.07,71.49,20524.14,27413.295,22769.565
3256,PLT-008,여의도5주차장,297,99406,2022-12-13,141,2022,12,13,1,0,86.21,115.15,95.64,28854.516026936024,38540.74377104377,32010.740202020203
3257,PLT-008,여의도2주차장,508,149297,2022-12-13,176,2022,12,13,1,0,147.45,196.96,163.59,43334.33592519685,57884.91559055119,48077.74848425197
3258,PLT-008,여의도1주차장,1213,217903,2022-12-13,462,2022,12,13,1,0,352.08,470.29,390.63,63247.558318219286,84482.7715333883,70172.67014839241
3259,PLT-008,여의도2주차장,650,179628,2022-12-12,176,2022,12,12,0,0,179.42,257.96,212.62,49582.85501538461,71287.44443076923,58757.70055384616
3260,PLT-008,여의도1주차장,1192,221487,2022-12-12,462,2022,12,12,0,0,329.03,473.05,389.91,61137.98572974605,87898.74524954068,72450.26902071325
3261,PLT-008,여의도3주차장,1004,389720,2022-12-12,785,2022,12,12,0,0,277.14,398.44,328.42,107576.69402390438,154661.39123505977,127481.91474103586
3262,PLT-008,여의도4주차장,240,73214,2022-12-12,218,2022,12,12,0,0,66.25,95.25,78.51,20209.27253031124,29055.595600183326,23949.13186950544
3263,PLT-008,여의도5주차장,343,114088,2022-12-12,141,2022,12,12,0,0,94.68,136.12,112.2,31492.27941690962,45275.972478134114,37319.74810495627
3264,PLT-008,여의도2주차장,997,87346,2022-12-11,176,2022,12,11,6,1,205.56,440.76,350.68,18008.87037111334,38614.46635907723,30722.66326980943
3265,PLT-008,여의도5주차장,157,12893,2022-12-11,141,2022,12,11,6,1,32.37,69.41,55.22,2658.2573885350316,5700.019936305733,4534.722675159235
3266,PLT-008,여의도4주차장,30,964,2022-12-11,218,2022,12,11,6,1,6.19,13.26,10.55,198.90533333333335,426.088,339.00666666666666
3267,PLT-008,여의도1주차장,2036,142506,2022-12-11,462,2022,12,11,6,1,419.77,900.08,716.14,29381.15787405636,62999.72027367522,50125.12185226843
3268,PLT-008,여의도3주차장,1109,140134,2022-12-11,785,2022,12,11,6,1,228.65,490.27,390.08,28892.37069431921,61950.85318304779,49290.776122633004
3269,PLT-008,여의도3주차장,368,34248,2022-12-10,785,2022,12,10,5,1,87.92,149.57,130.51,8182.293913043478,13919.76456521739,12145.94152173913
3270,PLT-008,여의도1주차장,2457,163759,2022-12-10,462,2022,12,10,5,1,587.03,998.62,871.34,39125.69679567275,66558.273570507,58075.02963382024
3271,PLT-008,여의도5주차장,142,21506,2022-12-10,141,2022,12,10,5,1,33.93,57.71,50.36,5138.722394366197,8740.220140845071,7627.057464788732
3272,PLT-008,여의도4주차장,45,2343,2022-12-10,218,2022,12,10,5,1,10.75,18.29,15.96,559.7166666666667,952.2993333333334,830.984
3273,PLT-008,여의도2주차장,829,90797,2022-12-10,176,2022,12,10,5,1,198.07,336.94,293.99,21693.801917973462,36903.66849215923,32199.529589867314
3274,PLT-008,여의도2주차장,742,175905,2022-12-09,176,2022,12,9,4,0,208.54,282.21,251.25,49438.31361185984,66903.1671832884,59563.51920485175
3275,PLT-008,여의도1주차장,1879,238371,2022-12-09,462,2022,12,9,4,0,528.1,714.65,636.25,66995.06391697712,90660.90215540181,80715.03392762107
3276,PLT-008,여의도3주차장,992,325911,2022-12-09,785,2022,12,9,4,0,278.8,377.29,335.9,91597.68425084931,123955.84752870494,110357.46822044576
3277,PLT-008,여의도5주차장,351,100901,2022-12-09,141,2022,12,9,4,0,98.65,133.5,118.85,28358.64287749288,38376.87606837606,34165.48105413105
3278,PLT-008,여의도4주차장,234,64878,2022-12-09,218,2022,12,9,4,0,65.77,89.0,79.24,18234.374855775393,24674.766035639506,21968.8591085851
3279,PLT-008,여의도5주차장,356,105378,2022-12-08,141,2022,12,8,3,0,95.52,141.66,118.82,28274.456629213484,41932.15584269663,35171.38752808989
3280,PLT-008,여의도3주차장,965,347658,2022-12-08,785,2022,12,8,3,0,258.93,383.98,322.09,93284.02688082901,138335.45993782385,116038.51318134714
3281,PLT-008,여의도4주차장,256,72740,2022-12-08,218,2022,12,8,3,0,68.69,101.86,85.45,19517.61953125,28942.5640625,24279.81640625
3282,PLT-008,여의도2주차장,762,181123,2022-12-08,176,2022,12,8,3,0,204.46,303.21,254.33,48598.96139107612,72071.26618110236,60452.772427821525
3283,PLT-008,여의도1주차장,1720,238369,2022-12-08,462,2022,12,8,3,0,461.51,684.4,574.09,63959.11464534884,94848.68813953488,79561.19721511628
3284,PLT-008,여의도2주차장,664,174549,2022-12-07,176,2022,12,7,2,0,184.22,260.16,219.62,48426.832500000004,68389.56,57732.607500000006
3285,PLT-008,여의도4주차장,248,70622,2022-12-07,218,2022,12,7,2,0,68.81,97.17,82.03,19593.967259384703,27669.609048022256,23358.42369259304
3286,PLT-008,여의도5주차장,343,114099,2022-12-07,141,2022,12,7,2,0,95.16,134.39,113.45,31654.987871720114,44704.853090379,37739.15903790088
3287,PLT-008,여의도1주차장,1494,200676,2022-12-07,462,2022,12,7,2,0,414.5,585.35,494.15,55676.17269076305,78624.96425702811,66374.86305220882
3288,PLT-008,여의도3주차장,992,364232,2022-12-07,785,2022,12,7,2,0,275.22,388.67,328.11,101052.34983870966,142707.71314516128,120471.93701612903
3289,PLT-008,여의도5주차장,373,118827,2022-12-06,141,2022,12,6,1,0,104.15,150.37,118.48,33179.174396782844,47903.5281233244,37744.29747989276
3290,PLT-008,여의도1주차장,1435,267206,2022-12-06,462,2022,12,6,1,0,400.68,578.48,455.83,74609.64890347669,107717.35474114802,84878.99635537529
3291,PLT-008,여의도3주차장,929,344622,2022-12-06,785,2022,12,6,1,0,259.4,374.5,295.1,96227.06867599569,138924.58449946178,109470.34682454252
3292,PLT-008,여의도2주차장,561,163773,2022-12-06,176,2022,12,6,1,0,156.64,226.15,178.2,45728.805718462005,66021.25519171465,52022.93908982334
3293,PLT-008,여의도4주차장,225,63070,2022-12-06,218,2022,12,6,1,0,62.82,90.7,71.47,17609.926663407263,25425.347793235254,20034.72554335748
3294,PLT-008,여의도4주차장,245,75647,2022-12-05,218,2022,12,5,0,0,69.15,99.78,76.07,21350.979795918367,30808.3986122449,23487.621591836734
3295,PLT-008,여의도3주차장,1028,405730,2022-12-05,785,2022,12,5,0,0,290.16,418.66,319.18,114520.0552529183,165236.3052529183,125973.63949416342
3296,PLT-008,여의도1주차장,1290,235451,2022-12-05,462,2022,12,5,0,0,364.11,525.36,400.53,66457.41365116279,95888.78865116279,73104.79769767441
3297,PLT-008,여의도5주차장,378,124021,2022-12-05,141,2022,12,5,0,0,106.69,153.94,117.36,35005.68927749411,50508.72441069869,38506.58631180719
3298,PLT-008,여의도2주차장,614,177185,2022-12-05,176,2022,12,5,0,0,173.3,250.05,190.64,50010.84789654555,72159.33362106876,55014.8184823857
3299,PLT-008,여의도2주차장,615,41368,2022-12-04,176,2022,12,4,6,1,127.41,273.81,213.78,8570.238829268292,18417.840780487804,14379.920390243902
3300,PLT-008,여의도4주차장,42,2061,2022-12-04,218,2022,12,4,6,1,8.7,18.7,14.6,426.9214285714285,917.6357142857142,716.4428571428571
3301,PLT-008,여의도1주차장,1352,101020,2022-12-04,462,2022,12,4,6,1,280.09,601.94,469.97,20928.02647928994,44976.31568047337,35115.65784023669
3302,PLT-008,여의도5주차장,104,7138,2022-12-04,141,2022,12,4,6,1,21.55,46.3,36.15,1479.0759615384616,3177.7826923076923,2481.141346153846
3303,PLT-008,여의도3주차장,1067,143413,2022-12-04,785,2022,12,4,6,1,221.05,475.05,370.9,29710.818791002814,63850.37080599813,49851.81040299906
3304,PLT-008,여의도2주차장,736,75841,2022-12-03,176,2022,12,3,5,1,177.57,312.44,246.0,18297.42309207755,32194.8914281056,25348.685479816853
3305,PLT-008,여의도4주차장,44,3526,2022-12-03,218,2022,12,3,5,1,10.62,18.68,14.71,850.8548057259713,1496.607134742104,1178.5380595319248
3306,PLT-008,여의도5주차장,128,19593,2022-12-03,141,2022,12,3,5,1,30.88,54.34,42.78,4726.81125,8317.84078125,6548.34796875
3307,PLT-008,여의도3주차장,341,37680,2022-12-03,785,2022,12,3,5,1,82.27,144.76,113.97,9090.714369501466,15995.767741935484,12593.51788856305
3308,PLT-008,여의도1주차장,1767,136597,2022-12-03,462,2022,12,3,5,1,426.31,750.1,590.59,32955.66897000566,57986.083588002264,45655.247441992076
3309,PLT-008,여의도4주차장,269,81675,2022-12-02,218,2022,12,2,4,0,73.13,104.52,91.35,22204.06226765799,31734.836431226766,27736.10130111524
3310,PLT-008,여의도3주차장,908,324354,2022-12-02,785,2022,12,2,4,0,246.84,352.81,308.35,88175.70634361234,126030.10433920706,110148.18931718062
3311,PLT-008,여의도2주차장,651,163196,2022-12-02,176,2022,12,2,4,0,176.97,252.95,221.08,44363.742119815666,63410.79600614439,55421.461874039946
3312,PLT-008,여의도1주차장,1339,244084,2022-12-02,462,2022,12,2,4,0,364.01,520.28,454.72,66354.25937072911,94840.23533804827,82889.50529122262
3313,PLT-008,여의도5주차장,321,107994,2022-12-02,141,2022,12,2,4,0,87.26,124.73,109.01,29356.873644859814,41962.902242990654,36674.22411214953
3314,PLT-008,여의도5주차장,348,124515,2022-12-01,141,2022,12,1,3,0,94.5,138.15,115.35,33812.262931034486,49430.308189655174,41272.42887931034
3315,PLT-008,여의도1주차장,1132,230655,2022-12-01,462,2022,12,1,3,0,307.41,449.37,375.21,62638.05647576393,91563.91606816315,76453.02745607293
3316,PLT-008,여의도4주차장,246,75777,2022-12-01,218,2022,12,1,3,0,66.8,97.66,81.54,20576.843902439025,30082.852926829266,25117.30317073171
3317,PLT-008,여의도2주차장,620,178694,2022-12-01,176,2022,12,1,3,0,168.37,246.12,205.51,48526.949645161294,70935.75367741936,59231.29667741935
3318,PLT-008,여의도3주차장,877,324122,2022-12-01,785,2022,12,1,3,0,238.16,348.15,290.69,88019.26513112885,128669.41197263398,107433.32289623718
3319,PLT-008,여의도4주차장,242,75812,2022-11-30,218,2022,11,30,2,0,66.13,96.67,79.2,20716.725454545453,30284.074545454547,24811.2
3320,PLT-008,여의도5주차장,344,134777,2022-11-30,141,2022,11,30,2,0,94.0,137.42,112.58,36828.5988372093,53840.27715116278,44108.12401162791
3321,PLT-008,여의도1주차장,1312,255587,2022-11-30,462,2022,11,30,2,0,358.5,524.1,429.39,69838.90083003682,102099.21317997851,83648.88598998469
3322,PLT-008,여의도3주차장,948,352868,2022-11-30,785,2022,11,30,2,0,259.04,378.7,310.26,96420.80877637131,140961.08818565402,115486.10303797468
3323,PLT-008,여의도2주차장,646,178524,2022-11-30,176,2022,11,30,2,0,176.52,258.06,211.42,48781.821176470585,71315.64,58426.5388235294
3324,PLT-008,여의도4주차장,262,72028,2022-11-29,218,2022,11,29,1,0,73.68,104.58,83.74,20255.813129770995,28750.718473282443,23021.468396946566
3325,PLT-008,여의도3주차장,1040,387943,2022-11-29,785,2022,11,29,1,0,292.46,415.13,332.42,109092.9988942414,154851.1818059442,123998.81929981442
3326,PLT-008,여의도5주차장,363,128160,2022-11-29,141,2022,11,29,1,0,102.08,144.9,116.03,36039.15264042313,51156.673369879616,40964.17398969726
3327,PLT-008,여의도1주차장,1404,250775,2022-11-29,462,2022,11,29,1,0,394.82,560.42,448.76,70520.64494301994,100099.23468660968,80155.12037037036
3328,PLT-008,여의도2주차장,616,174927,2022-11-29,176,2022,11,29,1,0,173.22,245.88,196.89,49190.49812496956,69824.26786149126,55912.23401353918
3329,PLT-008,여의도2주차장,523,169861,2022-11-28,176,2022,11,28,0,0,154.09,212.06,156.86,50044.70562704346,68871.95973308351,50944.33463987305
3330,PLT-008,여의도4주차장,242,76230,2022-11-28,218,2022,11,28,0,0,71.3,98.12,72.58,22459.5,30907.8,22862.7
3331,PLT-008,여의도5주차장,354,127529,2022-11-28,141,2022,11,28,0,0,104.29,143.53,106.17,37571.681149185,51708.34591372638,38248.97293708862
3332,PLT-008,여의도1주차장,1073,209759,2022-11-28,462,2022,11,28,0,0,316.12,435.06,321.81,61798.353274494635,85049.9543704974,62910.69235500797
3333,PLT-008,여의도3주차장,971,398966,2022-11-28,785,2022,11,28,0,0,286.07,393.7,291.22,117542.09993923728,161765.7382671294,119658.1617936333
3334,PLT-008,여의도5주차장,167,13171,2022-11-27,141,2022,11,27,6,1,35.96,72.88,58.16,2836.102754491018,5747.919041916167,4586.978203592815
3335,PLT-008,여의도4주차장,29,2174,2022-11-27,218,2022,11,27,6,1,6.24,12.66,10.1,467.7848275862069,949.063448275862,757.151724137931
3336,PLT-008,여의도3주차장,1221,156027,2022-11-27,785,2022,11,27,6,1,262.88,532.88,425.23,33592.72210255612,68095.28969115225,54338.988206291615
3337,PLT-008,여의도1주차장,2128,153328,2022-11-27,462,2022,11,27,6,1,458.16,928.72,741.11,33011.78881479706,66917.03445974839,53399.176725454534
3338,PLT-008,여의도2주차장,959,82220,2022-11-27,176,2022,11,27,6,1,206.48,418.54,333.99,17702.407274168152,35883.21164534259,28634.381080489253
3339,PLT-008,여의도2주차장,1073,98977,2022-11-26,176,2022,11,26,5,1,272.59,417.55,382.86,25144.585675675673,38516.16621621622,35316.24810810811
3340,PLT-008,여의도5주차장,201,27211,2022-11-26,141,2022,11,26,5,1,51.06,78.22,71.72,6912.406268656717,10589.275721393034,9709.31800995025
3341,PLT-008,여의도1주차장,2627,198451,2022-11-26,462,2022,11,26,5,1,667.37,1022.29,937.34,50415.01479634565,77226.67407308717,70809.31113056719
3342,PLT-008,여의도3주차장,488,39724,2022-11-26,785,2022,11,26,5,1,123.97,189.9,174.12,10091.568023934917,15458.488083772208,14173.943892292875
3343,PLT-008,여의도4주차장,56,7731,2022-11-26,218,2022,11,26,5,1,14.23,21.79,19.98,1964.5023214285716,3008.187321428571,2758.3103571428574
3344,PLT-008,여의도4주차장,249,72991,2022-11-25,218,2022,11,25,4,0,69.26,95.74,83.99,20303.45258845737,28066.020081127754,24621.527330414872
3345,PLT-008,여의도5주차장,366,121000,2022-11-25,141,2022,11,25,4,0,101.81,140.73,123.46,33658.497267759565,46525.49180327868,40816.01092896175
3346,PLT-008,여의도2주차장,799,169499,2022-11-25,176,2022,11,25,4,0,222.26,307.23,269.51,47149.99717146433,65175.441514392995,57173.56131414267
3347,PLT-008,여의도3주차장,1042,329623,2022-11-25,785,2022,11,25,4,0,289.85,400.67,351.48,91690.23661228408,126746.68657389635,111186.07681381959
3348,PLT-008,여의도1주차장,2253,260771,2022-11-25,462,2022,11,25,4,0,626.71,866.31,759.97,72538.179667908,100270.54048619834,87962.2798458937
3349,PLT-008,여의도5주차장,386,127363,2022-11-24,141,2022,11,24,3,0,103.68,159.13,123.19,34209.83378238342,52505.89168393782,40647.274533678756
3350,PLT-008,여의도2주차장,666,177707,2022-11-24,176,2022,11,24,3,0,178.89,274.56,212.55,47732.74058558558,73260.11099099099,56714.14842342342
3351,PLT-008,여의도4주차장,232,73087,2022-11-24,218,2022,11,24,3,0,62.32,95.64,74.04,19632.68034482759,30129.485689655172,23324.833965517242
3352,PLT-008,여의도1주차장,1908,269380,2022-11-24,462,2022,11,24,3,0,512.51,786.57,608.92,72358.46111111112,111051.48144654089,85970.057442348
3353,PLT-008,여의도3주차장,965,349563,2022-11-24,785,2022,11,24,3,0,259.21,397.82,307.97,93896.60645595854,144106.89394818654,111559.49959585493
3354,PLT-008,여의도3주차장,1075,364143,2022-11-23,785,2022,11,23,2,0,298.09,407.04,369.87,100974.31336744186,137879.78299534883,125288.90363720931
3355,PLT-008,여의도1주차장,1928,277137,2022-11-23,462,2022,11,23,2,0,534.61,730.02,663.37,76846.58276452281,104935.4526659751,95354.96456950207
3356,PLT-008,여의도5주차장,382,125194,2022-11-23,141,2022,11,23,2,0,105.92,144.64,131.43,34714.38644990707,47404.539804706925,43075.07374538601
3357,PLT-008,여의도4주차장,225,69707,2022-11-23,218,2022,11,23,2,0,62.39,85.19,77.42,19328.97657777778,26392.619244444442,23985.40417777778
3358,PLT-008,여의도2주차장,739,180364,2022-11-23,176,2022,11,23,2,0,204.92,279.82,254.27,50013.11332728921,68293.3309156845,62057.5557570263
3359,PLT-008,여의도1주차장,1951,258520,2022-11-22,462,2022,11,22,1,0,560.08,737.36,653.56,74214.18841619682,97704.92424397744,86600.88733982571
3360,PLT-008,여의도2주차장,678,178706,2022-11-22,176,2022,11,22,1,0,194.64,256.24,227.12,51302.85522123893,67539.27056047198,59863.87421828909
3361,PLT-008,여의도4주차장,260,76936,2022-11-22,218,2022,11,22,1,0,74.64,98.26,87.1,22086.550153846154,29075.889846153845,25773.559999999998
3362,PLT-008,여의도5주차장,394,125600,2022-11-22,141,2022,11,22,1,0,113.11,148.91,131.98,36057.401015228425,47469.78680203045,42072.812182741116
3363,PLT-008,여의도3주차장,1079,389934,2022-11-22,785,2022,11,22,1,0,309.75,407.8,361.45,111938.88461538461,147372.64615384614,130622.46923076923
3364,PLT-008,여의도5주차장,373,126482,2022-11-21,141,2022,11,21,0,0,108.0,143.64,121.36,36622.13404825738,48707.4382841823,41152.427667560325
3365,PLT-008,여의도4주차장,264,84373,2022-11-21,218,2022,11,21,0,0,76.44,101.67,85.89,24429.818636363638,32493.19284090909,27449.98852272727
3366,PLT-008,여의도2주차장,825,179733,2022-11-21,176,2022,11,21,0,0,238.88,317.7,268.42,52041.962472727275,69213.54436363636,58477.49316363637
3367,PLT-008,여의도3주차장,1092,397941,2022-11-21,785,2022,11,21,0,0,316.19,420.53,355.29,115223.27157260466,153245.9672805194,129471.76114687596
3368,PLT-008,여의도1주차장,1977,253590,2022-11-21,462,2022,11,21,0,0,572.44,761.34,643.22,73426.93960546282,97657.1626707132,82505.89772382397
3369,PLT-008,여의도5주차장,155,15561,2022-11-20,141,2022,11,20,6,1,35.98,66.63,52.39,3612.159870967742,6689.222129032258,5259.618
3370,PLT-008,여의도2주차장,1430,133393,2022-11-20,176,2022,11,20,6,1,331.97,614.73,483.3,30966.765181818184,57343.132090909094,45083.10272727273
3371,PLT-008,여의도3주차장,1794,221690,2022-11-20,785,2022,11,20,6,1,416.47,771.21,606.32,51464.45613154962,95300.74966555185,74924.79420289856
3372,PLT-008,여의도4주차장,53,3327,2022-11-20,218,2022,11,20,6,1,12.3,22.78,17.91,772.260803925269,1430.2521230420837,1124.487073032648
3373,PLT-008,여의도1주차장,3751,287276,2022-11-20,462,2022,11,20,6,1,870.78,1612.49,1267.73,66690.00140762463,123494.98193548387,97091.01665689149
3374,PLT-008,여의도1주차장,3792,286096,2022-11-19,462,2022,11,19,5,1,956.61,1578.42,1256.97,72173.60088607596,119087.46,94834.93911392406
3375,PLT-008,여의도5주차장,213,23226,2022-11-19,141,2022,11,19,5,1,53.73,88.66,70.61,5858.84028169014,9667.686197183099,7699.47352112676
3376,PLT-008,여의도3주차장,743,66702,2022-11-19,785,2022,11,19,5,1,187.44,309.27,246.29,16827.217873485868,27764.37084791386,22110.411278600266
3377,PLT-008,여의도4주차장,88,12543,2022-11-19,218,2022,11,19,5,1,22.2,36.63,29.17,3164.256818181818,5221.02375,4157.719431818182
3378,PLT-008,여의도2주차장,1493,157848,2022-11-19,176,2022,11,19,5,1,376.64,621.46,494.9,39820.40905559277,65704.09784326858,52323.49310113864
3379,PLT-008,여의도3주차장,1094,340978,2022-11-18,785,2022,11,18,4,0,304.8,433.88,355.32,95000.08628884827,135231.75012797076,110746.16358318098
3380,PLT-008,여의도1주차장,2479,265041,2022-11-18,462,2022,11,18,4,0,690.68,983.17,805.15,73843.69418313836,105115.11091972569,86082.19489713594
3381,PLT-008,여의도4주차장,243,72892,2022-11-18,218,2022,11,18,4,0,67.7,96.37,78.92,20308.60693855714,28909.01699658422,23674.376064858632
3382,PLT-008,여의도2주차장,945,192128,2022-11-18,176,2022,11,18,4,0,263.29,374.78,306.93,53529.503830687834,76196.54162962962,62401.95453968254
3383,PLT-008,여의도5주차장,366,110091,2022-11-18,141,2022,11,18,4,0,101.97,145.15,118.87,30672.912565917104,43661.59908740676,35756.48834667614
3384,PLT-008,여의도1주차장,1662,270569,2022-11-17,462,2022,11,17,3,0,457.82,658.11,546.07,74531.82886883273,107138.4865162455,88898.68461492179
3385,PLT-008,여의도5주차장,396,127183,2022-11-17,141,2022,11,17,3,0,109.08,156.81,130.11,35033.13545454545,50362.540984848485,41787.32356060607
3386,PLT-008,여의도4주차장,226,72373,2022-11-17,218,2022,11,17,3,0,62.25,89.49,74.26,19934.598451327434,28657.786592920354,23780.61495575221
3387,PLT-008,여의도2주차장,872,188285,2022-11-17,176,2022,11,17,3,0,240.2,345.29,286.51,51864.744266055044,74556.10969036698,61864.14604357798
