날짜,호선,역명,구분,아침 합계,낮 합계,저녁 합계
2021-02-07,7,뚝섬유원지,승차,603,1825,1434
2021-02-07,7,뚝섬유원지,하차,334,1749,1652
2021-02-08,7,뚝섬유원지,승차,2856,1895,1527
2021-02-08,7,뚝섬유원지,하차,1059,1724,3494
2021-02-09,7,뚝섬유원지,승차,2847,1963,1779
2021-02-09,7,뚝섬유원지,하차,1075,1866,3644
2021-02-10,7,뚝섬유원지,승차,2613,2227,1566
2021-02-10,7,뚝섬유원지,하차,1024,2331,3016
2021-02-11,7,뚝섬유원지,승차,548,1581,1258
2021-02-11,7,뚝섬유원지,하차,279,1629,1288
2021-02-12,7,뚝섬유원지,승차,341,1471,1447
2021-02-12,7,뚝섬유원지,하차,263,1672,1222
2021-02-13,7,뚝섬유원지,승차,541,2268,2364
2021-02-13,7,뚝섬유원지,하차,242,2654,1977
2021-02-14,7,뚝섬유원지,승차,607,2037,1979
2021-02-14,7,뚝섬유원지,하차,291,2332,1801
2021-02-15,7,뚝섬유원지,승차,2778,1856,1442
2021-02-15,7,뚝섬유원지,하차,1042,1739,3388
2021-02-16,7,뚝섬유원지,승차,3007,1716,1516
2021-02-16,7,뚝섬유원지,하차,1117,1645,3507
2021-02-17,7,뚝섬유원지,승차,2888,1845,1372
2021-02-17,7,뚝섬유원지,하차,1076,1698,3313
2021-02-18,7,뚝섬유원지,승차,2866,2107,1594
2021-02-18,7,뚝섬유원지,하차,1243,1858,3472
2021-02-19,7,뚝섬유원지,승차,2818,2160,2012
2021-02-19,7,뚝섬유원지,하차,1081,2121,3711
2021-02-20,7,뚝섬유원지,승차,1155,2866,3166
2021-02-20,7,뚝섬유원지,하차,610,3542,2876
2021-02-21,7,뚝섬유원지,승차,750,2763,4137
2021-02-21,7,뚝섬유원지,하차,412,4102,2883
2021-02-22,7,뚝섬유원지,승차,2934,2309,2421
2021-02-22,7,뚝섬유원지,하차,1126,2561,3895
2021-02-23,7,뚝섬유원지,승차,2962,2149,1834
2021-02-23,7,뚝섬유원지,하차,1089,2104,3608
2021-02-24,7,뚝섬유원지,승차,2960,2189,2207
2021-02-24,7,뚝섬유원지,하차,1112,2162,3925
2021-02-25,7,뚝섬유원지,승차,2916,2472,2108
2021-02-25,7,뚝섬유원지,하차,1321,2343,3862
2021-02-26,7,뚝섬유원지,승차,2935,2615,3506
2021-02-26,7,뚝섬유원지,하차,1110,3207,4468
2021-02-27,7,뚝섬유원지,승차,1254,3237,4375
2021-02-27,7,뚝섬유원지,하차,591,4768,3290
2021-02-28,7,뚝섬유원지,승차,795,2891,3260
2021-02-28,7,뚝섬유원지,하차,353,3831,2533
2021-03-01,7,뚝섬유원지,승차,669,1339,724
2021-03-01,7,뚝섬유원지,하차,344,1036,1297
2021-03-02,7,뚝섬유원지,승차,3061,1955,1925
2021-03-02,7,뚝섬유원지,하차,1182,1957,3711
2021-03-03,7,뚝섬유원지,승차,3078,2061,2173
2021-03-03,7,뚝섬유원지,하차,1228,2179,3906
2021-03-04,7,뚝섬유원지,승차,3045,2158,2239
2021-03-04,7,뚝섬유원지,하차,1206,2243,4002
2021-03-05,7,뚝섬유원지,승차,3066,2475,3816
2021-03-05,7,뚝섬유원지,하차,1169,3176,4871
2021-03-06,7,뚝섬유원지,승차,1210,3048,2441
2021-03-06,7,뚝섬유원지,하차,696,3612,2465
2021-03-07,7,뚝섬유원지,승차,767,2690,3190
2021-03-07,7,뚝섬유원지,하차,383,3557,2320
2021-03-08,7,뚝섬유원지,승차,3098,2142,2198
2021-03-08,7,뚝섬유원지,하차,1160,2280,4045
2021-03-09,7,뚝섬유원지,승차,3116,2312,2179
2021-03-09,7,뚝섬유원지,하차,1200,2372,3981
2021-03-10,7,뚝섬유원지,승차,3081,2362,2721
2021-03-10,7,뚝섬유원지,하차,1241,2695,4196
2021-03-11,7,뚝섬유원지,승차,3065,2196,2415
2021-03-11,7,뚝섬유원지,하차,1181,2417,4063
2021-03-12,7,뚝섬유원지,승차,2991,2111,2287
2021-03-12,7,뚝섬유원지,하차,1199,1975,4048
2021-03-13,7,뚝섬유원지,승차,1233,3588,4079
2021-03-13,7,뚝섬유원지,하차,619,4735,3363
2021-03-14,7,뚝섬유원지,승차,804,2872,3533
2021-03-14,7,뚝섬유원지,하차,492,3903,2415
2021-03-15,7,뚝섬유원지,승차,3065,1999,2161
2021-03-15,7,뚝섬유원지,하차,1138,2195,3953
2021-03-16,7,뚝섬유원지,승차,3176,2061,2195
2021-03-16,7,뚝섬유원지,하차,1141,2151,4061
2021-03-17,7,뚝섬유원지,승차,3138,2265,2790
2021-03-17,7,뚝섬유원지,하차,1140,2537,4429
2021-03-18,7,뚝섬유원지,승차,3077,2172,2869
2021-03-18,7,뚝섬유원지,하차,1150,2581,4405
2021-03-19,7,뚝섬유원지,승차,3019,2509,4941
2021-03-19,7,뚝섬유원지,하차,1144,3531,5717
2021-03-20,7,뚝섬유원지,승차,1170,2051,1549
2021-03-20,7,뚝섬유원지,하차,561,2034,2080
2021-03-21,7,뚝섬유원지,승차,762,2645,2385
2021-03-21,7,뚝섬유원지,하차,394,2975,2088
2021-03-22,7,뚝섬유원지,승차,3117,2159,2074
2021-03-22,7,뚝섬유원지,하차,1137,2340,3948
2021-03-23,7,뚝섬유원지,승차,3142,2207,2723
2021-03-23,7,뚝섬유원지,하차,1150,2600,4356
2021-03-24,7,뚝섬유원지,승차,3142,2331,2880
2021-03-24,7,뚝섬유원지,하차,1217,2643,4511
2021-03-25,7,뚝섬유원지,승차,3157,2250,3507
2021-03-25,7,뚝섬유원지,하차,1187,2960,4783
2021-03-26,7,뚝섬유원지,승차,3096,2611,4820
2021-03-26,7,뚝섬유원지,하차,1197,3733,5866
2021-03-27,7,뚝섬유원지,승차,1243,2352,1022
2021-03-27,7,뚝섬유원지,하차,622,2178,1822
2021-03-28,7,뚝섬유원지,승차,638,1857,1471
2021-03-28,7,뚝섬유원지,하차,325,1727,1660
2021-03-29,7,뚝섬유원지,승차,3109,2064,2101
2021-03-29,7,뚝섬유원지,하차,1220,2096,4002
2021-03-30,7,뚝섬유원지,승차,3159,2215,3329
2021-03-30,7,뚝섬유원지,하차,1208,2683,4839
2021-03-31,7,뚝섬유원지,승차,3134,2501,4515
2021-03-31,7,뚝섬유원지,하차,1213,3253,5653
2021-04-01,7,뚝섬유원지,승차,3185,2537,5444
2021-04-01,7,뚝섬유원지,하차,1222,3881,6112
2021-04-02,7,뚝섬유원지,승차,3078,2795,5803
2021-04-02,7,뚝섬유원지,하차,1201,4327,6239
2021-04-03,7,뚝섬유원지,승차,1083,2093,930
2021-04-03,7,뚝섬유원지,하차,599,1922,1650
2021-04-04,7,뚝섬유원지,승차,722,2962,4126
2021-04-04,7,뚝섬유원지,하차,382,4226,2887
2021-04-05,7,뚝섬유원지,승차,3167,2345,3955
2021-04-05,7,뚝섬유원지,하차,1220,3216,5062
2021-04-06,7,뚝섬유원지,승차,3264,2409,3990
2021-04-06,7,뚝섬유원지,하차,1344,3245,5218
2021-04-07,7,뚝섬유원지,승차,3075,2576,4176
2021-04-07,7,뚝섬유원지,하차,1195,3635,5095
2021-04-08,7,뚝섬유원지,승차,3141,2502,3963
2021-04-08,7,뚝섬유원지,하차,1300,3247,5154
2021-04-09,7,뚝섬유원지,승차,3083,2608,5381
2021-04-09,7,뚝섬유원지,하차,1217,3942,5964
2021-04-10,7,뚝섬유원지,승차,1292,4174,7336
2021-04-10,7,뚝섬유원지,하차,643,7968,4474
2021-04-11,7,뚝섬유원지,승차,906,3378,6298
2021-04-11,7,뚝섬유원지,하차,527,6332,3473
2021-04-12,7,뚝섬유원지,승차,3173,1966,1391
2021-04-12,7,뚝섬유원지,하차,1308,1825,3414
2021-04-13,7,뚝섬유원지,승차,3180,2300,2097
2021-04-13,7,뚝섬유원지,하차,1269,2352,4028
2021-04-14,7,뚝섬유원지,승차,3213,2358,2558
2021-04-14,7,뚝섬유원지,하차,1320,2603,4181
2021-04-15,7,뚝섬유원지,승차,3168,2376,3074
2021-04-15,7,뚝섬유원지,하차,1283,2701,4529
2021-04-16,7,뚝섬유원지,승차,3073,1986,2421
2021-04-16,7,뚝섬유원지,하차,1250,2040,4173
2021-04-17,7,뚝섬유원지,승차,1221,2916,1947
2021-04-17,7,뚝섬유원지,하차,659,3054,2244
2021-04-18,7,뚝섬유원지,승차,751,2998,3963
2021-04-18,7,뚝섬유원지,하차,446,4795,2567
2021-04-19,7,뚝섬유원지,승차,3205,2338,2713
2021-04-19,7,뚝섬유원지,하차,1271,2794,4196
2021-04-20,7,뚝섬유원지,승차,3237,2581,2919
2021-04-20,7,뚝섬유원지,하차,1396,3018,4488
2021-04-21,7,뚝섬유원지,승차,3205,2445,3687
2021-04-21,7,뚝섬유원지,하차,1335,3056,5126
2021-04-22,7,뚝섬유원지,승차,3208,2470,3567
2021-04-22,7,뚝섬유원지,하차,1325,2998,5212
2021-04-23,7,뚝섬유원지,승차,3165,2488,3846
2021-04-23,7,뚝섬유원지,하차,1333,3067,5265
2021-04-24,7,뚝섬유원지,승차,1254,3633,6869
2021-04-24,7,뚝섬유원지,하차,716,6327,4719
2021-04-25,7,뚝섬유원지,승차,874,3258,6910
2021-04-25,7,뚝섬유원지,하차,491,6136,4019
2021-04-26,7,뚝섬유원지,승차,3217,2278,4173
2021-04-26,7,뚝섬유원지,하차,1249,3193,5175
2021-04-27,7,뚝섬유원지,승차,3186,2403,2856
2021-04-27,7,뚝섬유원지,하차,1279,2852,4443
2021-04-28,7,뚝섬유원지,승차,3201,2401,3739
2021-04-28,7,뚝섬유원지,하차,1258,2984,5078
2021-04-29,7,뚝섬유원지,승차,3127,2283,4357
2021-04-29,7,뚝섬유원지,하차,1285,3071,5018
2021-04-30,7,뚝섬유원지,승차,3011,2455,3043
2021-04-30,7,뚝섬유원지,하차,1284,2613,4540
2021-05-01,7,뚝섬유원지,승차,1020,2621,1612
2021-05-01,7,뚝섬유원지,하차,577,2425,2134
2021-05-02,7,뚝섬유원지,승차,806,3533,7544
2021-05-02,7,뚝섬유원지,하차,508,6752,4011
2021-05-03,7,뚝섬유원지,승차,3159,2380,4265
2021-05-03,7,뚝섬유원지,하차,1200,3493,5199
2021-05-04,7,뚝섬유원지,승차,2991,1860,1540
2021-05-04,7,뚝섬유원지,하차,1148,1833,3444
2021-05-05,7,뚝섬유원지,승차,984,4384,8886
2021-05-05,7,뚝섬유원지,하차,620,8903,4743
2021-05-06,7,뚝섬유원지,승차,3169,2578,4573
2021-05-06,7,뚝섬유원지,하차,1221,3774,5381
2021-05-07,7,뚝섬유원지,승차,2988,2119,3144
2021-05-07,7,뚝섬유원지,하차,1215,2516,4613
2021-05-08,7,뚝섬유원지,승차,1208,2927,3117
2021-05-08,7,뚝섬유원지,하차,668,4051,2751
2021-05-09,7,뚝섬유원지,승차,836,3380,7647
2021-05-09,7,뚝섬유원지,하차,525,6998,4096
2021-05-10,7,뚝섬유원지,승차,3207,1959,1955
2021-05-10,7,뚝섬유원지,하차,1234,1877,4011
2021-05-11,7,뚝섬유원지,승차,3301,2265,4364
2021-05-11,7,뚝섬유원지,하차,1259,3117,5867
2021-05-12,7,뚝섬유원지,승차,3281,2400,4505
2021-05-12,7,뚝섬유원지,하차,1298,3226,5901
2021-05-13,7,뚝섬유원지,승차,3235,2361,4723
2021-05-13,7,뚝섬유원지,하차,1299,3165,6144
2021-05-14,7,뚝섬유원지,승차,3212,2595,5992
2021-05-14,7,뚝섬유원지,하차,1286,3832,7721
2021-05-15,7,뚝섬유원지,승차,1315,2694,1451
2021-05-15,7,뚝섬유원지,하차,689,2631,2071
2021-05-16,7,뚝섬유원지,승차,659,1769,718
2021-05-16,7,뚝섬유원지,하차,415,1482,1264
2021-05-17,7,뚝섬유원지,승차,3164,1908,1815
2021-05-17,7,뚝섬유원지,하차,1264,1816,3835
2021-05-18,7,뚝섬유원지,승차,3226,2553,3898
2021-05-18,7,뚝섬유원지,하차,1387,2949,5571
2021-05-19,7,뚝섬유원지,승차,1245,4111,8387
2021-05-19,7,뚝섬유원지,하차,791,7606,4960
2021-05-20,7,뚝섬유원지,승차,3114,2262,1751
2021-05-20,7,뚝섬유원지,하차,1338,2070,3729
2021-05-21,7,뚝섬유원지,승차,3073,2268,2614
2021-05-21,7,뚝섬유원지,하차,1251,2196,4423
2021-05-22,7,뚝섬유원지,승차,1309,3682,7124
2021-05-22,7,뚝섬유원지,하차,855,6316,4986
2021-05-23,7,뚝섬유원지,승차,961,3058,5043
2021-05-23,7,뚝섬유원지,하차,571,4772,3305
2021-05-24,7,뚝섬유원지,승차,3234,2142,3070
2021-05-24,7,뚝섬유원지,하차,1274,2506,4697
2021-05-25,7,뚝섬유원지,승차,3176,2081,2724
2021-05-25,7,뚝섬유원지,하차,1234,2167,4623
2021-05-26,7,뚝섬유원지,승차,3271,2304,2844
2021-05-26,7,뚝섬유원지,하차,1271,2607,4656
2021-05-27,7,뚝섬유원지,승차,3161,1944,2214
2021-05-27,7,뚝섬유원지,하차,1239,1935,4180
2021-05-28,7,뚝섬유원지,승차,2988,2076,2633
2021-05-28,7,뚝섬유원지,하차,1177,2131,4387
2021-05-29,7,뚝섬유원지,승차,1295,3122,2267
2021-05-29,7,뚝섬유원지,하차,888,3296,2572
2021-05-30,7,뚝섬유원지,승차,888,3171,3931
2021-05-30,7,뚝섬유원지,하차,599,4691,2504
2021-05-31,7,뚝섬유원지,승차,3177,2000,2327
2021-05-31,7,뚝섬유원지,하차,1261,2080,4234
2021-06-01,7,뚝섬유원지,승차,3284,2015,2326
2021-06-01,7,뚝섬유원지,하차,1253,2161,4357
2021-06-02,7,뚝섬유원지,승차,3193,2153,2906
2021-06-02,7,뚝섬유원지,하차,1263,2391,4732
2021-06-03,7,뚝섬유원지,승차,3151,1882,1435
2021-06-03,7,뚝섬유원지,하차,1277,1754,3477
2021-06-04,7,뚝섬유원지,승차,3093,2340,4061
2021-06-04,7,뚝섬유원지,하차,1296,2897,5625
2021-06-05,7,뚝섬유원지,승차,1332,3155,5818
2021-06-05,7,뚝섬유원지,하차,843,4931,4576
2021-06-06,7,뚝섬유원지,승차,821,2530,4434
2021-06-06,7,뚝섬유원지,하차,504,3869,3203
2021-06-07,7,뚝섬유원지,승차,3164,1960,2276
2021-06-07,7,뚝섬유원지,하차,1260,2106,4249
2021-06-08,7,뚝섬유원지,승차,3268,2136,2695
2021-06-08,7,뚝섬유원지,하차,1242,2439,4572
2021-06-09,7,뚝섬유원지,승차,3245,2093,2791
2021-06-09,7,뚝섬유원지,하차,1263,2249,4667
2021-06-10,7,뚝섬유원지,승차,3130,2178,1973
2021-06-10,7,뚝섬유원지,하차,1238,2103,3817
2021-06-11,7,뚝섬유원지,승차,2954,2056,2775
2021-06-11,7,뚝섬유원지,하차,1202,2176,4790
2021-06-12,7,뚝섬유원지,승차,1266,2762,4727
2021-06-12,7,뚝섬유원지,하차,740,3773,4315
2021-06-13,7,뚝섬유원지,승차,884,2321,3347
2021-06-13,7,뚝섬유원지,하차,564,2947,2955
2021-06-14,7,뚝섬유원지,승차,3190,2154,2560
2021-06-14,7,뚝섬유원지,하차,1360,2137,4453
2021-06-15,7,뚝섬유원지,승차,3201,1995,2420
2021-06-15,7,뚝섬유원지,하차,1324,2004,4345
2021-06-16,7,뚝섬유원지,승차,3231,2264,4177
2021-06-16,7,뚝섬유원지,하차,1319,2732,5921
2021-06-17,7,뚝섬유원지,승차,3163,2276,2612
2021-06-17,7,뚝섬유원지,하차,1419,2319,4319
2021-06-18,7,뚝섬유원지,승차,2976,2049,2794
2021-06-18,7,뚝섬유원지,하차,1256,1975,4708
2021-06-19,7,뚝섬유원지,승차,1298,3042,6468
2021-06-19,7,뚝섬유원지,하차,862,4419,5618
2021-06-20,7,뚝섬유원지,승차,823,2535,4624
2021-06-20,7,뚝섬유원지,하차,539,3376,3627
2021-06-21,7,뚝섬유원지,승차,3197,2193,3920
2021-06-21,7,뚝섬유원지,하차,1304,2538,5695
2021-06-22,7,뚝섬유원지,승차,3274,2183,2860
2021-06-22,7,뚝섬유원지,하차,1326,2346,4671
2021-06-23,7,뚝섬유원지,승차,3182,2288,2752
2021-06-23,7,뚝섬유원지,하차,1340,2178,4698
2021-06-24,7,뚝섬유원지,승차,3231,2305,3480
2021-06-24,7,뚝섬유원지,하차,1290,2598,5122
2021-06-25,7,뚝섬유원지,승차,3179,2335,4352
2021-06-25,7,뚝섬유원지,하차,1308,2885,6421
2021-06-26,7,뚝섬유원지,승차,1216,2724,4587
2021-06-26,7,뚝섬유원지,하차,684,3092,4479
2021-06-27,7,뚝섬유원지,승차,961,2584,3709
2021-06-27,7,뚝섬유원지,하차,535,3318,2932
2021-06-28,7,뚝섬유원지,승차,3227,2086,2586
2021-06-28,7,뚝섬유원지,하차,1359,2143,4334
2021-06-29,7,뚝섬유원지,승차,3257,2353,2431
2021-06-29,7,뚝섬유원지,하차,1425,2349,4467
2021-06-30,7,뚝섬유원지,승차,3189,2340,2869
2021-06-30,7,뚝섬유원지,하차,1442,2330,4733
2021-07-01,7,뚝섬유원지,승차,3211,2483,3780
2021-07-01,7,뚝섬유원지,하차,1404,2901,5174
2021-07-02,7,뚝섬유원지,승차,3202,2361,4399
2021-07-02,7,뚝섬유원지,하차,1339,2789,6449
2021-07-03,7,뚝섬유원지,승차,1280,2588,1122
2021-07-03,7,뚝섬유원지,하차,734,2462,1851
2021-07-04,7,뚝섬유원지,승차,687,1850,1359
2021-07-04,7,뚝섬유원지,하차,401,1781,1611
2021-07-05,7,뚝섬유원지,승차,3231,2102,2736
2021-07-05,7,뚝섬유원지,하차,1322,2362,4488
2021-07-06,7,뚝섬유원지,승차,3288,2327,3219
2021-07-06,7,뚝섬유원지,하차,1300,2607,4916
2021-07-07,7,뚝섬유원지,승차,3129,2059,2205
2021-07-07,7,뚝섬유원지,하차,1302,2087,4086
2021-07-08,7,뚝섬유원지,승차,3030,1981,2157
2021-07-08,7,뚝섬유원지,하차,1255,2019,3873
2021-07-09,7,뚝섬유원지,승차,3001,2068,2583
2021-07-09,7,뚝섬유원지,하차,1249,2195,4271
2021-07-10,7,뚝섬유원지,승차,1144,2120,2422
2021-07-10,7,뚝섬유원지,하차,689,2410,2556
2021-07-11,7,뚝섬유원지,승차,700,1641,1651
2021-07-11,7,뚝섬유원지,하차,395,1689,1767
2021-07-12,7,뚝섬유원지,승차,2826,1781,1886
2021-07-12,7,뚝섬유원지,하차,1219,1866,3526
2021-07-13,7,뚝섬유원지,승차,2869,1819,1895
2021-07-13,7,뚝섬유원지,하차,1215,1883,3580
2021-07-14,7,뚝섬유원지,승차,2783,1842,1975
2021-07-14,7,뚝섬유원지,하차,1195,1888,3589
2021-07-15,7,뚝섬유원지,승차,2729,1821,1619
2021-07-15,7,뚝섬유원지,하차,1180,1816,3370
2021-07-16,7,뚝섬유원지,승차,2726,1836,1949
2021-07-16,7,뚝섬유원지,하차,1150,1935,3510
2021-07-17,7,뚝섬유원지,승차,1127,1890,2085
2021-07-17,7,뚝섬유원지,하차,655,2108,2256
2021-07-18,7,뚝섬유원지,승차,761,1628,1948
2021-07-18,7,뚝섬유원지,하차,488,1643,1870
2021-07-19,7,뚝섬유원지,승차,2815,1731,1723
2021-07-19,7,뚝섬유원지,하차,1238,1743,3383
2021-07-20,7,뚝섬유원지,승차,2789,1906,1990
2021-07-20,7,뚝섬유원지,하차,1219,1911,3597
2021-07-21,7,뚝섬유원지,승차,2829,1721,2036
2021-07-21,7,뚝섬유원지,하차,1127,1788,3733
2021-07-22,7,뚝섬유원지,승차,2735,1729,1896
2021-07-22,7,뚝섬유원지,하차,1133,1741,3481
2021-07-23,7,뚝섬유원지,승차,2655,1817,1988
2021-07-23,7,뚝섬유원지,하차,1148,1763,3600
2021-07-24,7,뚝섬유원지,승차,1097,1861,1822
2021-07-24,7,뚝섬유원지,하차,630,1908,2236
2021-07-25,7,뚝섬유원지,승차,695,1427,1574
2021-07-25,7,뚝섬유원지,하차,380,1430,1766
2021-07-26,7,뚝섬유원지,승차,2760,1597,1726
2021-07-26,7,뚝섬유원지,하차,1105,1619,3542
2021-07-27,7,뚝섬유원지,승차,2776,1730,1817
2021-07-27,7,뚝섬유원지,하차,1099,1764,3499
2021-07-28,7,뚝섬유원지,승차,2710,1736,1789
2021-07-28,7,뚝섬유원지,하차,1060,1697,3516
2021-07-29,7,뚝섬유원지,승차,2670,1723,1752
2021-07-29,7,뚝섬유원지,하차,1061,1745,3374
2021-07-30,7,뚝섬유원지,승차,2605,1734,2091
2021-07-30,7,뚝섬유원지,하차,1014,1894,3634
2021-07-31,7,뚝섬유원지,승차,1099,1782,1790
2021-07-31,7,뚝섬유원지,하차,548,1875,2159
2021-08-01,7,뚝섬유원지,승차,689,1401,1136
2021-08-01,7,뚝섬유원지,하차,379,1483,1361
2021-08-02,7,뚝섬유원지,승차,2619,1632,1884
2021-08-02,7,뚝섬유원지,하차,961,1684,3406
2021-08-03,7,뚝섬유원지,승차,2666,1727,1879
2021-08-03,7,뚝섬유원지,하차,1006,1783,3484
2021-08-04,7,뚝섬유원지,승차,2635,1766,2109
2021-08-04,7,뚝섬유원지,하차,1047,1782,3592
2021-08-05,7,뚝섬유원지,승차,2673,1798,2045
2021-08-05,7,뚝섬유원지,하차,1075,1812,3659
2021-08-06,7,뚝섬유원지,승차,2645,1737,2171
2021-08-06,7,뚝섬유원지,하차,1058,1830,3747
2021-08-07,7,뚝섬유원지,승차,1144,1998,2453
2021-08-07,7,뚝섬유원지,하차,617,2132,2646
2021-08-08,7,뚝섬유원지,승차,735,1737,1765
2021-08-08,7,뚝섬유원지,하차,389,1814,1674
2021-08-09,7,뚝섬유원지,승차,2853,1946,2238
2021-08-09,7,뚝섬유원지,하차,1206,1963,3809
2021-08-10,7,뚝섬유원지,승차,2866,1921,2296
2021-08-10,7,뚝섬유원지,하차,1216,1989,3841
2021-08-11,7,뚝섬유원지,승차,2839,1931,2379
2021-08-11,7,뚝섬유원지,하차,1132,1988,3901
2021-08-12,7,뚝섬유원지,승차,2783,1977,1857
2021-08-12,7,뚝섬유원지,하차,1181,2007,3396
2021-08-13,7,뚝섬유원지,승차,2736,2080,2581
2021-08-13,7,뚝섬유원지,하차,1149,2183,3855
2021-08-14,7,뚝섬유원지,승차,1177,2294,2980
2021-08-14,7,뚝섬유원지,하차,711,2553,2858
2021-08-15,7,뚝섬유원지,승차,848,1980,3492
2021-08-15,7,뚝섬유원지,하차,440,2381,2886
2021-08-16,7,뚝섬유원지,승차,1147,1976,3053
2021-08-16,7,뚝섬유원지,하차,594,2233,2821
2021-08-17,7,뚝섬유원지,승차,2793,1974,1846
2021-08-17,7,뚝섬유원지,하차,1166,2021,3461
2021-08-18,7,뚝섬유원지,승차,2794,1975,2564
2021-08-18,7,뚝섬유원지,하차,1153,2026,4010
2021-08-19,7,뚝섬유원지,승차,2865,2080,3002
2021-08-19,7,뚝섬유원지,하차,1234,2218,4298
2021-08-20,7,뚝섬유원지,승차,2843,1913,3130
2021-08-20,7,뚝섬유원지,하차,1147,2217,4276
2021-08-21,7,뚝섬유원지,승차,1081,1793,1446
2021-08-21,7,뚝섬유원지,하차,564,1848,1690
2021-08-22,7,뚝섬유원지,승차,737,2070,3096
2021-08-22,7,뚝섬유원지,하차,438,2400,2395
2021-08-23,7,뚝섬유원지,승차,2900,1772,1389
2021-08-23,7,뚝섬유원지,하차,1225,1742,3251
2021-08-24,7,뚝섬유원지,승차,2802,1777,1510
2021-08-24,7,뚝섬유원지,하차,1178,1699,3333
2021-08-25,7,뚝섬유원지,승차,2925,1863,2259
2021-08-25,7,뚝섬유원지,하차,1234,1908,3762
2021-08-26,7,뚝섬유원지,승차,2877,1946,2160
2021-08-26,7,뚝섬유원지,하차,1181,2004,3706
2021-08-27,7,뚝섬유원지,승차,2793,1886,2107
2021-08-27,7,뚝섬유원지,하차,1133,1906,3747
2021-08-28,7,뚝섬유원지,승차,1158,2367,4097
2021-08-28,7,뚝섬유원지,하차,633,3109,3377
2021-08-29,7,뚝섬유원지,승차,712,2131,3565
2021-08-29,7,뚝섬유원지,하차,423,2622,2599
2021-08-30,7,뚝섬유원지,승차,3011,1885,2613
2021-08-30,7,뚝섬유원지,하차,1189,2063,4166
2021-08-31,7,뚝섬유원지,승차,2915,1733,1357
2021-08-31,7,뚝섬유원지,하차,1201,1798,3192
2021-09-01,7,뚝섬유원지,승차,2949,1843,2229
2021-09-01,7,뚝섬유원지,하차,1124,1881,4047
2021-09-02,7,뚝섬유원지,승차,2896,1948,2634
2021-09-02,7,뚝섬유원지,하차,1164,2094,4059
2021-09-03,7,뚝섬유원지,승차,2903,2198,4278
2021-09-03,7,뚝섬유원지,하차,1216,2615,5479
2021-09-04,7,뚝섬유원지,승차,1338,3066,6260
2021-09-04,7,뚝섬유원지,하차,735,4627,4438
2021-09-05,7,뚝섬유원지,승차,851,2465,5231
2021-09-05,7,뚝섬유원지,하차,490,3937,3289
2021-09-06,7,뚝섬유원지,승차,2991,2025,1575
2021-09-06,7,뚝섬유원지,하차,1309,2010,3383
2021-09-07,7,뚝섬유원지,승차,2952,1816,1419
2021-09-07,7,뚝섬유원지,하차,1292,1820,3185
2021-09-08,7,뚝섬유원지,승차,3000,2335,3299
2021-09-08,7,뚝섬유원지,하차,1341,2578,4813
2021-09-09,7,뚝섬유원지,승차,3000,2247,3207
2021-09-09,7,뚝섬유원지,하차,1332,2569,4501
2021-09-10,7,뚝섬유원지,승차,2919,2163,3859
2021-09-10,7,뚝섬유원지,하차,1264,2661,5037
2021-09-11,7,뚝섬유원지,승차,1275,3075,5971
2021-09-11,7,뚝섬유원지,하차,855,4630,4326
2021-09-12,7,뚝섬유원지,승차,839,2528,5300
2021-09-12,7,뚝섬유원지,하차,548,3919,3364
2021-09-13,7,뚝섬유원지,승차,3013,2087,2775
2021-09-13,7,뚝섬유원지,하차,1316,2287,4305
2021-09-14,7,뚝섬유원지,승차,3054,2030,3252
2021-09-14,7,뚝섬유원지,하차,1318,2336,4620
2021-09-15,7,뚝섬유원지,승차,3074,2085,3588
2021-09-15,7,뚝섬유원지,하차,1260,2528,5080
2021-09-16,7,뚝섬유원지,승차,3061,2120,3401
2021-09-16,7,뚝섬유원지,하차,1275,2453,4736
2021-09-17,7,뚝섬유원지,승차,2885,2636,4181
2021-09-17,7,뚝섬유원지,하차,1322,3259,5080
2021-09-18,7,뚝섬유원지,승차,1260,2843,5679
2021-09-18,7,뚝섬유원지,하차,693,4404,4003
2021-09-19,7,뚝섬유원지,승차,781,2215,4461
2021-09-19,7,뚝섬유원지,하차,414,3262,3038
2021-09-20,7,뚝섬유원지,승차,645,1910,3877
2021-09-20,7,뚝섬유원지,하차,348,2880,2692
2021-09-21,7,뚝섬유원지,승차,372,1454,2850
2021-09-21,7,뚝섬유원지,하차,289,1911,2438
2021-09-22,7,뚝섬유원지,승차,650,2102,4400
2021-09-22,7,뚝섬유원지,하차,303,3064,3132
2021-09-23,7,뚝섬유원지,승차,2781,2127,3391
2021-09-23,7,뚝섬유원지,하차,1208,2646,4417
2021-09-24,7,뚝섬유원지,승차,2808,2316,4381
2021-09-24,7,뚝섬유원지,하차,1225,2980,5373
2021-09-25,7,뚝섬유원지,승차,1288,2857,5590
2021-09-25,7,뚝섬유원지,하차,728,4639,4065
2021-09-26,7,뚝섬유원지,승차,866,2661,5480
2021-09-26,7,뚝섬유원지,하차,471,4492,3430
2021-09-27,7,뚝섬유원지,승차,3122,2110,2121
2021-09-27,7,뚝섬유원지,하차,1301,2226,3894
2021-09-28,7,뚝섬유원지,승차,3108,2026,1884
2021-09-28,7,뚝섬유원지,하차,1331,2120,3668
2021-09-29,7,뚝섬유원지,승차,2973,1860,1704
