날짜,호선,역명,구분,아침 합계,낮 합계,저녁 합계
2023-05-19,7호선,뚝섬유원지,하차,1808,4380,7533
2023-05-20,7호선,뚝섬유원지,승차,1714,4449,9869
2023-05-20,7호선,뚝섬유원지,하차,1085,7977,6824
2023-05-21,7호선,뚝섬유원지,승차,1168,3872,6165
2023-05-21,7호선,뚝섬유원지,하차,843,6346,3970
2023-05-22,7호선,뚝섬유원지,승차,3614,2505,3227
2023-05-22,7호선,뚝섬유원지,하차,1339,2838,5167
2023-05-23,7호선,뚝섬유원지,승차,3770,2684,3733
2023-05-23,7호선,뚝섬유원지,하차,1281,3091,5642
2023-05-24,7호선,뚝섬유원지,승차,3678,2791,3725
2023-05-24,7호선,뚝섬유원지,하차,1297,3202,5687
2023-05-25,7호선,뚝섬유원지,승차,3583,2729,4004
2023-05-25,7호선,뚝섬유원지,하차,1463,3037,5774
2023-05-26,7호선,뚝섬유원지,승차,3424,3085,4464
2023-05-26,7호선,뚝섬유원지,하차,1547,3528,6108
2023-05-27,7호선,뚝섬유원지,승차,1359,2962,1398
2023-05-27,7호선,뚝섬유원지,하차,820,2726,1958
2023-05-28,7호선,뚝섬유원지,승차,905,2080,1095
2023-05-28,7호선,뚝섬유원지,하차,467,1736,1654
2023-05-29,7호선,뚝섬유원지,승차,1066,3012,4846
2023-05-29,7호선,뚝섬유원지,하차,563,3677,3946
2023-05-30,7호선,뚝섬유원지,승차,3692,2566,2723
2023-05-30,7호선,뚝섬유원지,하차,1354,2782,4910
2023-05-31,7호선,뚝섬유원지,승차,3630,2655,3184
2023-05-31,7호선,뚝섬유원지,하차,1372,2774,5385
2023-06-01,7호선,뚝섬유원지,승차,3651,2557,3364
2023-06-01,7호선,뚝섬유원지,하차,1303,2835,5490
2023-06-02,7호선,뚝섬유원지,승차,3523,2904,4268
2023-06-02,7호선,뚝섬유원지,하차,1482,3173,6226
2023-06-03,7호선,뚝섬유원지,승차,1579,3752,7695
2023-06-03,7호선,뚝섬유원지,하차,1000,5863,5969
2023-06-04,7호선,뚝섬유원지,승차,1124,3397,6125
2023-06-04,7호선,뚝섬유원지,하차,702,4773,4441
2023-06-05,7호선,뚝섬유원지,승차,3006,2739,4945
2023-06-05,7호선,뚝섬유원지,하차,1106,3575,5878
2023-06-06,7호선,뚝섬유원지,승차,1189,3472,6093
2023-06-06,7호선,뚝섬유원지,하차,682,5494,4213
2023-06-07,7호선,뚝섬유원지,승차,3695,2670,2822
2023-06-07,7호선,뚝섬유원지,하차,1362,2762,4907
2023-06-08,7호선,뚝섬유원지,승차,3648,2516,2339
2023-06-08,7호선,뚝섬유원지,하차,1324,2464,4409
2023-06-09,7호선,뚝섬유원지,승차,3498,2757,3894
2023-06-09,7호선,뚝섬유원지,하차,1328,3106,5763
2023-06-10,7호선,뚝섬유원지,승차,1519,3610,3469
2023-06-10,7호선,뚝섬유원지,하차,921,3579,3375
2023-06-11,7호선,뚝섬유원지,승차,982,3500,3407
2023-06-11,7호선,뚝섬유원지,하차,1584,3183,2934
2023-06-12,7호선,뚝섬유원지,승차,3638,2400,2345
2023-06-12,7호선,뚝섬유원지,하차,1338,2510,4398
2023-06-13,7호선,뚝섬유원지,승차,3734,2528,3133
2023-06-13,7호선,뚝섬유원지,하차,1368,2669,5255
2023-06-14,7호선,뚝섬유원지,승차,3667,2614,2875
2023-06-14,7호선,뚝섬유원지,하차,1343,2739,4843
2023-06-15,7호선,뚝섬유원지,승차,3569,2581,3522
2023-06-15,7호선,뚝섬유원지,하차,1290,2771,5381
2023-06-16,7호선,뚝섬유원지,승차,3429,2858,4183
2023-06-16,7호선,뚝섬유원지,하차,1336,3251,6118
2023-06-17,7호선,뚝섬유원지,승차,1554,4044,6745
2023-06-17,7호선,뚝섬유원지,하차,1489,4992,5706
2023-06-18,7호선,뚝섬유원지,승차,1192,2831,4207
2023-06-18,7호선,뚝섬유원지,하차,645,3274,3749
2023-06-19,7호선,뚝섬유원지,승차,3470,2269,2728
2023-06-19,7호선,뚝섬유원지,하차,1317,2359,4945
2023-06-20,7호선,뚝섬유원지,승차,3580,2484,2604
2023-06-20,7호선,뚝섬유원지,하차,1309,2530,4599
2023-06-21,7호선,뚝섬유원지,승차,3423,2369,2312
2023-06-21,7호선,뚝섬유원지,하차,1257,2284,4257
2023-06-22,7호선,뚝섬유원지,승차,3475,2808,3749
2023-06-22,7호선,뚝섬유원지,하차,1379,3159,5424
2023-06-23,7호선,뚝섬유원지,승차,3374,2832,4830
2023-06-23,7호선,뚝섬유원지,하차,1386,3487,6208
2023-06-24,7호선,뚝섬유원지,승차,1530,3892,6417
2023-06-24,7호선,뚝섬유원지,하차,1187,5004,5418
2023-06-25,7호선,뚝섬유원지,승차,1139,3085,4218
2023-06-25,7호선,뚝섬유원지,하차,869,3873,3417
2023-06-26,7호선,뚝섬유원지,승차,3333,2189,1748
2023-06-26,7호선,뚝섬유원지,하차,1357,2191,3685
2023-06-27,7호선,뚝섬유원지,승차,3510,2623,3362
2023-06-27,7호선,뚝섬유원지,하차,1358,2971,5186
2023-06-28,7호선,뚝섬유원지,승차,3541,2721,2976
2023-06-28,7호선,뚝섬유원지,하차,1403,2978,4816
2023-06-29,7호선,뚝섬유원지,승차,3375,2235,1621
2023-06-29,7호선,뚝섬유원지,하차,1294,2157,3597
2023-06-30,7호선,뚝섬유원지,승차,3343,2769,3165
2023-06-30,7호선,뚝섬유원지,하차,1315,2995,4829
2023-07-01,7호선,뚝섬유원지,승차,692,3292,3732
2023-07-01,7호선,뚝섬유원지,하차,311,3429,4741
2023-07-02,7호선,뚝섬유원지,승차,444,2705,3398
2023-07-02,7호선,뚝섬유원지,하차,238,2847,3677
2023-07-03,7호선,뚝섬유원지,승차,1698,3700,2581
2023-07-03,7호선,뚝섬유원지,하차,428,2606,4703
2023-07-04,7호선,뚝섬유원지,승차,1711,3811,2044
2023-07-04,7호선,뚝섬유원지,하차,443,2526,3882
2023-07-05,7호선,뚝섬유원지,승차,1581,3973,3218
2023-07-05,7호선,뚝섬유원지,하차,411,2950,5442
2023-07-06,7호선,뚝섬유원지,승차,1636,3842,3099
2023-07-06,7호선,뚝섬유원지,하차,462,2753,5170
2023-07-07,7호선,뚝섬유원지,승차,1591,3840,3389
2023-07-07,7호선,뚝섬유원지,하차,411,2791,6043
2023-07-08,7호선,뚝섬유원지,승차,686,3342,4905
2023-07-08,7호선,뚝섬유원지,하차,284,3819,5397
2023-07-09,7호선,뚝섬유원지,승차,405,2299,2101
2023-07-09,7호선,뚝섬유원지,하차,218,1935,2481
2023-07-10,7호선,뚝섬유원지,승차,1664,3657,2438
2023-07-10,7호선,뚝섬유원지,하차,409,2294,4813
2023-07-11,7호선,뚝섬유원지,승차,1619,3632,1998
2023-07-11,7호선,뚝섬유원지,하차,419,2152,3843
2023-07-12,7호선,뚝섬유원지,승차,1589,3884,2597
2023-07-12,7호선,뚝섬유원지,하차,434,2541,4686
2023-07-13,7호선,뚝섬유원지,승차,1612,3539,1953
2023-07-13,7호선,뚝섬유원지,하차,421,2131,3535
2023-07-14,7호선,뚝섬유원지,승차,1407,3655,2118
2023-07-14,7호선,뚝섬유원지,하차,398,2272,3644
2023-07-15,7호선,뚝섬유원지,승차,539,2906,1924
2023-07-15,7호선,뚝섬유원지,하차,230,2002,2596
2023-07-16,7호선,뚝섬유원지,승차,367,2347,1805
2023-07-16,7호선,뚝섬유원지,하차,198,1633,2308
2023-07-17,7호선,뚝섬유원지,승차,1627,3681,2274
2023-07-17,7호선,뚝섬유원지,하차,438,2223,4278
2023-07-18,7호선,뚝섬유원지,승차,1584,3683,2454
2023-07-18,7호선,뚝섬유원지,하차,434,2334,4326
2023-07-19,7호선,뚝섬유원지,승차,1641,3973,3155
2023-07-19,7호선,뚝섬유원지,하차,464,2826,5210
2023-07-20,7호선,뚝섬유원지,승차,1634,4017,3230
2023-07-20,7호선,뚝섬유원지,하차,463,2911,5243
2023-07-21,7호선,뚝섬유원지,승차,1505,3899,3433
2023-07-21,7호선,뚝섬유원지,하차,430,2848,5062
2023-07-22,7호선,뚝섬유원지,승차,627,3001,2837
2023-07-22,7호선,뚝섬유원지,하차,331,2838,2836
2023-07-23,7호선,뚝섬유원지,승차,341,1928,1781
2023-07-23,7호선,뚝섬유원지,하차,194,1473,2094
2023-07-24,7호선,뚝섬유원지,승차,1554,3669,2772
2023-07-24,7호선,뚝섬유원지,하차,378,2478,4780
2023-07-25,7호선,뚝섬유원지,승차,1566,3756,2672
2023-07-25,7호선,뚝섬유원지,하차,423,2467,4528
2023-07-26,7호선,뚝섬유원지,승차,1528,3691,2731
2023-07-26,7호선,뚝섬유원지,하차,406,2548,4297
2023-07-27,7호선,뚝섬유원지,승차,1485,3738,2791
2023-07-27,7호선,뚝섬유원지,하차,447,2570,4408
2023-07-28,7호선,뚝섬유원지,승차,1428,3821,3103
2023-07-28,7호선,뚝섬유원지,하차,400,2890,4769
2023-07-29,7호선,뚝섬유원지,승차,650,2931,3389
2023-07-29,7호선,뚝섬유원지,하차,301,2967,3837
2023-07-30,7호선,뚝섬유원지,승차,384,2550,3170
2023-07-30,7호선,뚝섬유원지,하차,241,2544,3000
2023-07-31,7호선,뚝섬유원지,승차,1448,3527,2966
2023-07-31,7호선,뚝섬유원지,하차,421,2721,4420
2023-08-01,7호선,뚝섬유원지,승차,1448,3681,3000
2023-08-01,7호선,뚝섬유원지,하차,384,2892,4542
2023-08-02,7호선,뚝섬유원지,승차,1435,3579,2934
2023-08-02,7호선,뚝섬유원지,하차,353,2741,4479
2023-08-03,7호선,뚝섬유원지,승차,1413,3506,2923
2023-08-03,7호선,뚝섬유원지,하차,382,2631,4514
2023-08-04,7호선,뚝섬유원지,승차,1339,3428,2766
2023-08-04,7호선,뚝섬유원지,하차,383,2518,4468
2023-08-05,7호선,뚝섬유원지,승차,573,2698,3016
2023-08-05,7호선,뚝섬유원지,하차,276,2642,3431
2023-08-06,7호선,뚝섬유원지,승차,406,2332,2439
2023-08-06,7호선,뚝섬유원지,하차,234,2118,2689
2023-08-07,7호선,뚝섬유원지,승차,1464,3420,2841
2023-08-07,7호선,뚝섬유원지,하차,415,2677,4322
2023-08-08,7호선,뚝섬유원지,승차,1534,3617,3019
2023-08-08,7호선,뚝섬유원지,하차,399,2788,4529
2023-08-09,7호선,뚝섬유원지,승차,1519,3738,2856
2023-08-09,7호선,뚝섬유원지,하차,451,2707,4332
2023-08-10,7호선,뚝섬유원지,승차,1366,3090,1547
2023-08-10,7호선,뚝섬유원지,하차,350,1889,3210
2023-08-11,7호선,뚝섬유원지,승차,1293,3338,2251
2023-08-11,7호선,뚝섬유원지,하차,344,2061,3687
2023-08-12,7호선,뚝섬유원지,승차,569,2956,2616
2023-08-12,7호선,뚝섬유원지,하차,258,2322,3257
2023-08-13,7호선,뚝섬유원지,승차,384,2524,3449
2023-08-13,7호선,뚝섬유원지,하차,234,2555,3770
2023-08-14,7호선,뚝섬유원지,승차,1281,3488,3088
2023-08-14,7호선,뚝섬유원지,하차,415,2747,4645
2023-08-15,7호선,뚝섬유원지,승차,534,2535,3753
2023-08-15,7호선,뚝섬유원지,하차,301,2858,3767
2023-08-16,7호선,뚝섬유원지,승차,1641,3717,2839
2023-08-16,7호선,뚝섬유원지,하차,440,2575,4841
2023-08-17,7호선,뚝섬유원지,승차,1607,3668,2816
2023-08-17,7호선,뚝섬유원지,하차,434,2510,4857
2023-08-18,7호선,뚝섬유원지,승차,1530,3718,2864
2023-08-18,7호선,뚝섬유원지,하차,490,2537,4588
2023-08-19,7호선,뚝섬유원지,승차,607,3265,3462
2023-08-19,7호선,뚝섬유원지,하차,362,3053,4195
2023-08-20,7호선,뚝섬유원지,승차,432,2434,3014
2023-08-20,7호선,뚝섬유원지,하차,194,2289,3567
2023-08-21,7호선,뚝섬유원지,승차,1735,3413,2351
2023-08-21,7호선,뚝섬유원지,하차,449,2129,4567
2023-08-22,7호선,뚝섬유원지,승차,1686,3576,2029
2023-08-22,7호선,뚝섬유원지,하차,422,2171,3900
2023-08-23,7호선,뚝섬유원지,승차,1605,3479,1833
2023-08-23,7호선,뚝섬유원지,하차,429,2067,3588
2023-08-24,7호선,뚝섬유원지,승차,1559,3659,2434
2023-08-24,7호선,뚝섬유원지,하차,433,2197,4429
2023-08-25,7호선,뚝섬유원지,승차,1564,3751,3032
2023-08-25,7호선,뚝섬유원지,하차,433,2275,5715
2023-08-26,7호선,뚝섬유원지,승차,677,3583,3627
2023-08-26,7호선,뚝섬유원지,하차,481,2754,5339
2023-08-27,7호선,뚝섬유원지,승차,441,2575,3018
2023-08-27,7호선,뚝섬유원지,하차,246,2011,3707
2023-08-28,7호선,뚝섬유원지,승차,1649,3471,2045
2023-08-28,7호선,뚝섬유원지,하차,444,2070,3858
2023-08-29,7호선,뚝섬유원지,승차,1590,3460,1917
2023-08-29,7호선,뚝섬유원지,하차,420,1969,3884
2023-08-30,7호선,뚝섬유원지,승차,1657,3832,2224
2023-08-30,7호선,뚝섬유원지,하차,433,2378,4070
2023-08-31,7호선,뚝섬유원지,승차,1655,3758,3064
2023-08-31,7호선,뚝섬유원지,하차,451,2382,5752
2023-09-01,7호선,뚝섬유원지,승차,1642,3884,3420
2023-09-01,7호선,뚝섬유원지,하차,440,2613,6957
2023-09-02,7호선,뚝섬유원지,승차,668,3354,5193
2023-09-02,7호선,뚝섬유원지,하차,319,3081,7188
2023-09-03,7호선,뚝섬유원지,승차,453,3942,3274
2023-09-03,7호선,뚝섬유원지,하차,1129,3020,3966
2023-09-04,7호선,뚝섬유원지,승차,1718,3756,2762
2023-09-04,7호선,뚝섬유원지,하차,427,2338,5168
2023-09-05,7호선,뚝섬유원지,승차,1715,3877,2813
2023-09-05,7호선,뚝섬유원지,하차,428,2387,5009
2023-09-06,7호선,뚝섬유원지,승차,1735,3883,3022
2023-09-06,7호선,뚝섬유원지,하차,503,2427,5911
2023-09-07,7호선,뚝섬유원지,승차,1660,4049,2882
2023-09-07,7호선,뚝섬유원지,하차,456,2427,5868
2023-09-08,7호선,뚝섬유원지,승차,1621,3895,5010
2023-09-08,7호선,뚝섬유원지,하차,470,2862,9363
2023-09-09,7호선,뚝섬유원지,승차,704,3802,5137
2023-09-09,7호선,뚝섬유원지,하차,323,3554,7512
2023-09-10,7호선,뚝섬유원지,승차,445,2665,4387
2023-09-10,7호선,뚝섬유원지,하차,250,2642,5666
2023-09-11,7호선,뚝섬유원지,승차,1712,3871,2862
2023-09-11,7호선,뚝섬유원지,하차,436,2420,5946
2023-09-12,7호선,뚝섬유원지,승차,1705,3955,2876
2023-09-12,7호선,뚝섬유원지,하차,457,2424,5865
2023-09-13,7호선,뚝섬유원지,승차,1680,3977,2037
2023-09-13,7호선,뚝섬유원지,하차,484,2331,3990
2023-09-14,7호선,뚝섬유원지,승차,1699,3931,2923
2023-09-14,7호선,뚝섬유원지,하차,474,2419,5540
2023-09-15,7호선,뚝섬유원지,승차,1518,3830,3559
2023-09-15,7호선,뚝섬유원지,하차,459,2307,5835
2023-09-16,7호선,뚝섬유원지,승차,645,4528,2678
2023-09-16,7호선,뚝섬유원지,하차,1009,3229,3146
2023-09-17,7호선,뚝섬유원지,승차,392,2555,3117
2023-09-17,7호선,뚝섬유원지,하차,175,2182,3866
2023-09-18,7호선,뚝섬유원지,승차,1723,3784,2970
2023-09-18,7호선,뚝섬유원지,하차,432,2421,5642
2023-09-19,7호선,뚝섬유원지,승차,1689,4075,2801
2023-09-19,7호선,뚝섬유원지,하차,459,2575,5466
2023-09-20,7호선,뚝섬유원지,승차,1637,3948,2024
2023-09-20,7호선,뚝섬유원지,하차,463,2289,3942
2023-09-21,7호선,뚝섬유원지,승차,1684,4093,3402
2023-09-21,7호선,뚝섬유원지,하차,445,2617,6165
2023-09-22,7호선,뚝섬유원지,승차,1634,4129,9703
2023-09-22,7호선,뚝섬유원지,하차,453,3471,21652
2023-09-23,7호선,뚝섬유원지,승차,674,3538,7285
2023-09-23,7호선,뚝섬유원지,하차,297,4491,9092
2023-09-24,7호선,뚝섬유원지,승차,440,2944,6374
2023-09-24,7호선,뚝섬유원지,하차,257,4005,7109
2023-09-25,7호선,뚝섬유원지,승차,1711,3905,3400
2023-09-25,7호선,뚝섬유원지,하차,444,2672,5397
2023-09-26,7호선,뚝섬유원지,승차,1592,3812,2000
2023-09-26,7호선,뚝섬유원지,하차,407,2113,3947
2023-09-27,7호선,뚝섬유원지,승차,1558,3938,2790
2023-09-27,7호선,뚝섬유원지,하차,397,2839,4923
2023-09-28,7호선,뚝섬유원지,승차,345,2004,3437
2023-09-28,7호선,뚝섬유원지,하차,194,2182,4063
2023-09-29,7호선,뚝섬유원지,승차,349,1747,3667
2023-09-29,7호선,뚝섬유원지,하차,176,1980,4277
2023-09-30,7호선,뚝섬유원지,승차,277,1956,3064
2023-09-30,7호선,뚝섬유원지,하차,177,1872,3964
2023-10-01,7호선,뚝섬유원지,승차,872,3357,18254
2023-10-01,7호선,뚝섬유원지,하차,428,7429,20187
2023-10-02,7호선,뚝섬유원지,승차,1079,3449,8565
2023-10-02,7호선,뚝섬유원지,하차,518,6733,5860
2023-10-03,7호선,뚝섬유원지,승차,1013,3074,6248
2023-10-03,7호선,뚝섬유원지,하차,500,5190,4244
2023-10-04,7호선,뚝섬유원지,승차,3752,2590,1927
2023-10-04,7호선,뚝섬유원지,하차,1308,2696,4214
2023-10-05,7호선,뚝섬유원지,승차,3758,2591,3265
2023-10-05,7호선,뚝섬유원지,하차,1307,3066,5257
2023-10-06,7호선,뚝섬유원지,승차,3627,2996,12099
2023-10-06,7호선,뚝섬유원지,하차,1368,4464,16534
2023-10-07,7호선,뚝섬유원지,승차,1575,3970,5985
2023-10-07,7호선,뚝섬유원지,하차,808,5894,4714
2023-10-08,7호선,뚝섬유원지,승차,1136,3228,4469
2023-10-08,7호선,뚝섬유원지,하차,549,4437,3623
2023-10-09,7호선,뚝섬유원지,승차,1118,3134,5358
2023-10-09,7호선,뚝섬유원지,하차,557,4808,3709
2023-10-10,7호선,뚝섬유원지,승차,3776,3070,3142
2023-10-10,7호선,뚝섬유원지,하차,1611,3123,5201
2023-10-11,7호선,뚝섬유원지,승차,3876,2764,3852
2023-10-11,7호선,뚝섬유원지,하차,1323,3479,5483
2023-10-12,7호선,뚝섬유원지,승차,3791,3260,3539
2023-10-12,7호선,뚝섬유원지,하차,1713,3397,5327
2023-10-13,7호선,뚝섬유원지,승차,3715,3055,12972
2023-10-13,7호선,뚝섬유원지,하차,1476,4675,17278
2023-10-14,7호선,뚝섬유원지,승차,1564,3043,3537
2023-10-14,7호선,뚝섬유원지,하차,741,3298,3824
2023-10-15,7호선,뚝섬유원지,승차,1325,5101,5179
2023-10-15,7호선,뚝섬유원지,하차,1914,5855,3476
2023-10-16,7호선,뚝섬유원지,승차,3828,2604,2702
2023-10-16,7호선,뚝섬유원지,하차,1352,2836,4720
2023-10-17,7호선,뚝섬유원지,승차,3839,2712,2776
2023-10-17,7호선,뚝섬유원지,하차,1289,3077,4764
2023-10-18,7호선,뚝섬유원지,승차,3907,2983,3054
2023-10-18,7호선,뚝섬유원지,하차,1438,3337,5012
2023-10-19,7호선,뚝섬유원지,승차,3647,2631,2716
2023-10-19,7호선,뚝섬유원지,하차,1353,2847,4513
2023-10-20,7호선,뚝섬유원지,승차,3627,3079,12623
2023-10-20,7호선,뚝섬유원지,하차,1409,4506,15248
2023-10-21,7호선,뚝섬유원지,승차,1601,4141,4880
2023-10-21,7호선,뚝섬유원지,하차,774,5679,3860
2023-10-22,7호선,뚝섬유원지,승차,1160,3913,3882
2023-10-22,7호선,뚝섬유원지,하차,592,4997,3002
2023-10-23,7호선,뚝섬유원지,승차,3702,2598,2542
2023-10-23,7호선,뚝섬유원지,하차,1406,2727,4444
2023-10-24,7호선,뚝섬유원지,승차,3755,2858,2530
2023-10-24,7호선,뚝섬유원지,하차,1402,2951,4547
2023-10-25,7호선,뚝섬유원지,승차,3786,2806,2880
2023-10-25,7호선,뚝섬유원지,하차,1334,2988,4846
2023-10-26,7호선,뚝섬유원지,승차,3726,2576,2356
2023-10-26,7호선,뚝섬유원지,하차,1363,2604,4335
2023-10-27,7호선,뚝섬유원지,승차,3549,3435,13100
2023-10-27,7호선,뚝섬유원지,하차,1742,4702,17074
2023-10-28,7호선,뚝섬유원지,승차,1645,4405,5559
2023-10-28,7호선,뚝섬유원지,하차,922,5773,4324
2023-10-29,7호선,뚝섬유원지,승차,1160,3827,4628
2023-10-29,7호선,뚝섬유원지,하차,583,5314,3165
2023-10-30,7호선,뚝섬유원지,승차,3713,2718,2564
2023-10-30,7호선,뚝섬유원지,하차,1335,2910,4483
2023-10-31,7호선,뚝섬유원지,승차,3824,2582,2667
2023-10-31,7호선,뚝섬유원지,하차,1371,2702,4810
2023-11-01,7호선,뚝섬유원지,승차,3764,2789,2483
2023-11-01,7호선,뚝섬유원지,하차,1628,2678,4510
2023-11-02,7호선,뚝섬유원지,승차,3768,2966,3234
2023-11-02,7호선,뚝섬유원지,하차,1512,3057,5318
2023-11-03,7호선,뚝섬유원지,승차,3558,2617,2556
2023-11-03,7호선,뚝섬유원지,하차,1366,2759,4552
2023-11-04,7호선,뚝섬유원지,승차,1572,3681,4201
2023-11-04,7호선,뚝섬유원지,하차,731,4280,3845
2023-11-05,7호선,뚝섬유원지,승차,959,2275,1453
2023-11-05,7호선,뚝섬유원지,하차,415,2069,1972
2023-11-06,7호선,뚝섬유원지,승차,3663,2111,1529
2023-11-06,7호선,뚝섬유원지,하차,1273,2078,3899
2023-11-07,7호선,뚝섬유원지,승차,3774,2369,1955
2023-11-07,7호선,뚝섬유원지,하차,1288,2424,4327
2023-11-08,7호선,뚝섬유원지,승차,3777,2522,2326
2023-11-08,7호선,뚝섬유원지,하차,1444,2435,4496
2023-11-09,7호선,뚝섬유원지,승차,3742,2554,2852
2023-11-09,7호선,뚝섬유원지,하차,1337,2412,5181
2023-11-10,7호선,뚝섬유원지,승차,3501,2644,2994
2023-11-10,7호선,뚝섬유원지,하차,1386,2831,4455
2023-11-11,7호선,뚝섬유원지,승차,1508,3016,1946
2023-11-11,7호선,뚝섬유원지,하차,619,2912,2573
2023-11-12,7호선,뚝섬유원지,승차,988,2797,1375
2023-11-12,7호선,뚝섬유원지,하차,660,2345,1976
2023-11-13,7호선,뚝섬유원지,승차,3611,2387,1715
2023-11-13,7호선,뚝섬유원지,하차,1286,2311,4073
2023-11-14,7호선,뚝섬유원지,승차,3732,2448,1740
2023-11-14,7호선,뚝섬유원지,하차,1294,2390,4181
2023-11-15,7호선,뚝섬유원지,승차,3766,2560,2033
2023-11-15,7호선,뚝섬유원지,하차,1334,2518,4287
2023-11-16,7호선,뚝섬유원지,승차,3599,2185,1606
2023-11-16,7호선,뚝섬유원지,하차,1194,2067,3897
2023-11-17,7호선,뚝섬유원지,승차,3517,2561,2027
2023-11-17,7호선,뚝섬유원지,하차,1293,2545,3973
2023-11-18,7호선,뚝섬유원지,승차,1448,3309,1803
2023-11-18,7호선,뚝섬유원지,하차,1044,2790,2469
2023-11-19,7호선,뚝섬유원지,승차,1008,2837,1865
2023-11-19,7호선,뚝섬유원지,하차,489,2647,2162
2023-11-20,7호선,뚝섬유원지,승차,3636,2419,1998
2023-11-20,7호선,뚝섬유원지,하차,1318,2419,4188
2023-11-21,7호선,뚝섬유원지,승차,3751,2562,2064
2023-11-21,7호선,뚝섬유원지,하차,1330,2498,4333
2023-11-22,7호선,뚝섬유원지,승차,3723,2498,2049
2023-11-22,7호선,뚝섬유원지,하차,1275,2392,4313
2023-11-23,7호선,뚝섬유원지,승차,3690,2413,1971
2023-11-23,7호선,뚝섬유원지,하차,1288,2370,4150
2023-11-24,7호선,뚝섬유원지,승차,3493,2376,1930
2023-11-24,7호선,뚝섬유원지,하차,1176,2313,3985
2023-11-25,7호선,뚝섬유원지,승차,1350,2923,1606
2023-11-25,7호선,뚝섬유원지,하차,592,2669,2332
2023-11-26,7호선,뚝섬유원지,승차,1033,2950,1475
2023-11-26,7호선,뚝섬유원지,하차,1027,2289,2022
2023-11-27,7호선,뚝섬유원지,승차,3625,2232,1680
2023-11-27,7호선,뚝섬유원지,하차,1170,2113,3946
2023-11-28,7호선,뚝섬유원지,승차,3696,2396,1697
2023-11-28,7호선,뚝섬유원지,하차,1178,2245,4169
2023-11-29,7호선,뚝섬유원지,승차,3662,2418,1609
2023-11-29,7호선,뚝섬유원지,하차,1199,2368,4013
2023-11-30,7호선,뚝섬유원지,승차,3598,2355,1554
2023-11-30,7호선,뚝섬유원지,하차,1278,2215,3873
2023-12-01,7호선,뚝섬유원지,승차,3547,2524,1960
2023-12-01,7호선,뚝섬유원지,하차,1292,2433,3954
2023-12-02,7호선,뚝섬유원지,승차,1402,3491,1789
2023-12-02,7호선,뚝섬유원지,하차,693,3258,2388
2023-12-03,7호선,뚝섬유원지,승차,916,2403,1293
2023-12-03,7호선,뚝섬유원지,하차,380,2148,1999
2023-12-04,7호선,뚝섬유원지,승차,3647,2380,1660
2023-12-04,7호선,뚝섬유원지,하차,1211,2218,3982
2023-12-05,7호선,뚝섬유원지,승차,3886,2339,1835
2023-12-05,7호선,뚝섬유원지,하차,1192,2439,4129
2023-12-06,7호선,뚝섬유원지,승차,3760,2356,1664
2023-12-06,7호선,뚝섬유원지,하차,1188,2300,4043
2023-12-07,7호선,뚝섬유원지,승차,3715,2441,1803
2023-12-07,7호선,뚝섬유원지,하차,1251,2443,4067
2023-12-08,7호선,뚝섬유원지,승차,3541,2889,2437
2023-12-08,7호선,뚝섬유원지,하차,1340,2897,4243
2023-12-09,7호선,뚝섬유원지,승차,1402,3487,2702
2023-12-09,7호선,뚝섬유원지,하차,755,3363,3116
2023-12-10,7호선,뚝섬유원지,승차,973,2775,1985
2023-12-10,7호선,뚝섬유원지,하차,436,2609,2314
2023-12-11,7호선,뚝섬유원지,승차,3571,2085,1393
2023-12-11,7호선,뚝섬유원지,하차,1166,1929,3800
2023-12-12,7호선,뚝섬유원지,승차,3682,2406,1815
2023-12-12,7호선,뚝섬유원지,하차,1200,2371,4032
2023-12-13,7호선,뚝섬유원지,승차,3677,2609,2025
2023-12-13,7호선,뚝섬유원지,하차,1269,2597,4217
2023-12-14,7호선,뚝섬유원지,승차,3542,2554,1616
2023-12-14,7호선,뚝섬유원지,하차,1380,2332,3856
2023-12-15,7호선,뚝섬유원지,승차,3468,2608,2037
2023-12-15,7호선,뚝섬유원지,하차,1274,2520,3800
2023-12-16,7호선,뚝섬유원지,승차,1372,3660,1604
2023-12-16,7호선,뚝섬유원지,하차,691,3397,2445
2023-12-17,7호선,뚝섬유원지,승차,837,2294,964
2023-12-17,7호선,뚝섬유원지,하차,376,1794,1718
2023-12-18,7호선,뚝섬유원지,승차,3398,2215,1567
2023-12-18,7호선,뚝섬유원지,하차,1197,2033,3746
2023-12-19,7호선,뚝섬유원지,승차,3541,2407,1579
2023-12-19,7호선,뚝섬유원지,하차,1232,2194,3899
2023-12-20,7호선,뚝섬유원지,승차,3603,2438,1651
2023-12-20,7호선,뚝섬유원지,하차,1252,2193,4005
2023-12-21,7호선,뚝섬유원지,승차,3327,2320,1611
2023-12-21,7호선,뚝섬유원지,하차,1200,2146,3753
2023-12-22,7호선,뚝섬유원지,승차,3167,2849,2608
2023-12-22,7호선,뚝섬유원지,하차,1204,2921,4042
2023-12-23,7호선,뚝섬유원지,승차,1207,3198,2830
2023-12-23,7호선,뚝섬유원지,하차,608,3389,2989
2023-12-24,7호선,뚝섬유원지,승차,898,4031,4375
2023-12-24,7호선,뚝섬유원지,하차,450,4969,3532
2023-12-25,7호선,뚝섬유원지,승차,858,4274,4925
2023-12-25,7호선,뚝섬유원지,하차,553,5534,3494
