지구별,주차장명,주차대수,이용시간,날짜,년도,월,일,휴일여부,1대당 평균 주차시간,평균기온,최저기온,최고기온,평균온도 구분,최고기온 구분,최저기온 구분,지점명_청담,아침 비율_청담,낮 비율_청담,저녁 비율_청담,지점명_영동,아침 비율_영동,낮 비율_영동,저녁 비율_영동
PLT-005,뚝섬1주차장,365,17979.0,2023-09-28,2023,9,28,1,49.25753424657534,22.7,19.6,27.3,20,24,16,청담대교,0.265075191923441,0.4815648333158061,0.25335997476075295,영동대교,0.20457507278524886,0.5236933314848191,0.27173159572993205
PLT-005,뚝섬4주차장,712,57388.0,2023-09-27,2023,9,27,0,80.60112359550561,21.5,20.0,23.7,20,19,16,청담대교,0.27102754330625406,0.41549333004387895,0.31347912664986693,영동대교,0.21889880356928496,0.462406466327878,0.318694730102837
PLT-005,뚝섬2주차장,536,57701.0,2023-09-27,2023,9,27,0,107.65111940298507,21.5,20.0,23.7,20,19,16,청담대교,0.27102754330625406,0.41549333004387895,0.31347912664986693,영동대교,0.21889880356928496,0.462406466327878,0.318694730102837
PLT-005,뚝섬1주차장,210,13020.0,2023-09-27,2023,9,27,0,62.0,21.5,20.0,23.7,20,19,16,청담대교,0.27102754330625406,0.41549333004387895,0.31347912664986693,영동대교,0.21889880356928496,0.462406466327878,0.318694730102837
PLT-005,뚝섬3주차장,326,23283.0,2023-09-27,2023,9,27,0,71.420245398773,21.5,20.0,23.7,20,19,16,청담대교,0.27102754330625406,0.41549333004387895,0.31347912664986693,영동대교,0.21889880356928496,0.462406466327878,0.318694730102837
PLT-005,뚝섬3주차장,173,16075.0,2023-09-26,2023,9,26,0,92.91907514450868,19.9,18.6,20.8,15,19,16,청담대교,0.2584246778255073,0.3593726855280699,0.38220263664642273,영동대교,0.2164809873928186,0.45045723945497873,0.3330617731522027
PLT-005,뚝섬4주차장,400,41120.0,2023-09-26,2023,9,26,0,102.8,19.9,18.6,20.8,15,19,16,청담대교,0.2584246778255073,0.3593726855280699,0.38220263664642273,영동대교,0.2164809873928186,0.45045723945497873,0.3330617731522027
PLT-005,뚝섬2주차장,365,51622.0,2023-09-26,2023,9,26,0,141.43013698630136,19.9,18.6,20.8,15,19,16,청담대교,0.2584246778255073,0.3593726855280699,0.38220263664642273,영동대교,0.2164809873928186,0.45045723945497873,0.3330617731522027
PLT-005,뚝섬1주차장,150,11004.0,2023-09-26,2023,9,26,0,73.36,19.9,18.6,20.8,15,19,16,청담대교,0.2584246778255073,0.3593726855280699,0.38220263664642273,영동대교,0.2164809873928186,0.45045723945497873,0.3330617731522027
PLT-005,뚝섬3주차장,301,28661.0,2023-09-25,2023,9,25,0,95.21926910299004,21.6,17.9,26.0,20,24,16,청담대교,0.262400191495546,0.4216492553900867,0.3159505531143673,영동대교,0.20477340805874963,0.4494154024543434,0.3458111894869069
PLT-005,뚝섬2주차장,500,66692.0,2023-09-25,2023,9,25,0,133.384,21.6,17.9,26.0,20,24,16,청담대교,0.262400191495546,0.4216492553900867,0.3159505531143673,영동대교,0.20477340805874963,0.4494154024543434,0.3458111894869069
PLT-005,뚝섬4주차장,549,57819.0,2023-09-25,2023,9,25,0,105.3169398907104,21.6,17.9,26.0,20,24,16,청담대교,0.262400191495546,0.4216492553900867,0.3159505531143673,영동대교,0.20477340805874963,0.4494154024543434,0.3458111894869069
PLT-005,뚝섬1주차장,203,14865.0,2023-09-25,2023,9,25,0,73.22660098522168,21.6,17.9,26.0,20,24,16,청담대교,0.262400191495546,0.4216492553900867,0.3159505531143673,영동대교,0.20477340805874963,0.4494154024543434,0.3458111894869069
PLT-005,뚝섬4주차장,1075,117016.0,2023-09-24,2023,9,24,1,108.85209302325582,21.8,17.9,26.2,20,24,16,청담대교,0.2443178603089575,0.4434049455834921,0.3122771941075504,영동대교,0.1891742811233422,0.48890807492145716,0.3219176439552006
PLT-005,뚝섬3주차장,930,102642.0,2023-09-24,2023,9,24,1,110.36774193548388,21.8,17.9,26.2,20,24,16,청담대교,0.2443178603089575,0.4434049455834921,0.3122771941075504,영동대교,0.1891742811233422,0.48890807492145716,0.3219176439552006
PLT-005,뚝섬2주차장,1715,227587.0,2023-09-24,2023,9,24,1,132.70379008746357,21.8,17.9,26.2,20,24,16,청담대교,0.2443178603089575,0.4434049455834921,0.3122771941075504,영동대교,0.1891742811233422,0.48890807492145716,0.3219176439552006
PLT-005,뚝섬1주차장,747,48439.0,2023-09-24,2023,9,24,1,64.84471218206158,21.8,17.9,26.2,20,24,16,청담대교,0.2443178603089575,0.4434049455834921,0.3122771941075504,영동대교,0.1891742811233422,0.48890807492145716,0.3219176439552006
PLT-005,뚝섬1주차장,630,47323.0,2023-09-23,2023,9,23,1,75.11587301587302,21.8,16.3,27.6,20,24,16,청담대교,0.27119545633933323,0.4083975359906656,0.3204070076700012,영동대교,0.21727240991427796,0.4555292657383344,0.3271983243473876
PLT-005,뚝섬2주차장,1849,225958.0,2023-09-23,2023,9,23,1,122.20551649540292,21.8,16.3,27.6,20,24,16,청담대교,0.27119545633933323,0.4083975359906656,0.3204070076700012,영동대교,0.21727240991427796,0.4555292657383344,0.3271983243473876
PLT-005,뚝섬3주차장,945,102813.0,2023-09-23,2023,9,23,1,108.7968253968254,21.8,16.3,27.6,20,24,16,청담대교,0.27119545633933323,0.4083975359906656,0.3204070076700012,영동대교,0.21727240991427796,0.4555292657383344,0.3271983243473876
PLT-005,뚝섬4주차장,1105,111233.0,2023-09-23,2023,9,23,1,100.6633484162896,21.8,16.3,27.6,20,24,16,청담대교,0.27119545633933323,0.4083975359906656,0.3204070076700012,영동대교,0.21727240991427796,0.4555292657383344,0.3271983243473876
PLT-005,뚝섬4주차장,873,83207.0,2023-09-22,2023,9,22,0,95.31156930126002,20.5,15.2,26.7,20,24,11,청담대교,0.2609957903904776,0.39873550426606025,0.3402687053434622,영동대교,0.21323007916578812,0.44376928827464585,0.34300063255956603
PLT-005,뚝섬3주차장,599,72562.0,2023-09-22,2023,9,22,0,121.13856427378964,20.5,15.2,26.7,20,24,11,청담대교,0.2609957903904776,0.39873550426606025,0.3402687053434622,영동대교,0.21323007916578812,0.44376928827464585,0.34300063255956603
PLT-005,뚝섬2주차장,1122,150130.0,2023-09-22,2023,9,22,0,133.80570409982175,20.5,15.2,26.7,20,24,11,청담대교,0.2609957903904776,0.39873550426606025,0.3402687053434622,영동대교,0.21323007916578812,0.44376928827464585,0.34300063255956603
PLT-005,뚝섬1주차장,526,35690.0,2023-09-22,2023,9,22,0,67.85171102661597,20.5,15.2,26.7,20,24,11,청담대교,0.2609957903904776,0.39873550426606025,0.3402687053434622,영동대교,0.21323007916578812,0.44376928827464585,0.34300063255956603
PLT-005,뚝섬4주차장,756,77725.0,2023-09-21,2023,9,21,0,102.81084656084656,20.1,17.5,23.6,20,19,16,청담대교,0.25496389121267476,0.4160790808051491,0.3289570279821761,영동대교,0.20219624125874125,0.42502549533799533,0.3727782634032634
PLT-005,뚝섬2주차장,701,85287.0,2023-09-21,2023,9,21,0,121.66476462196862,20.1,17.5,23.6,20,19,16,청담대교,0.25496389121267476,0.4160790808051491,0.3289570279821761,영동대교,0.20219624125874125,0.42502549533799533,0.3727782634032634
PLT-005,뚝섬1주차장,266,20961.0,2023-09-21,2023,9,21,0,78.80075187969925,20.1,17.5,23.6,20,19,16,청담대교,0.25496389121267476,0.4160790808051491,0.3289570279821761,영동대교,0.20219624125874125,0.42502549533799533,0.3727782634032634
PLT-005,뚝섬3주차장,419,43403.0,2023-09-21,2023,9,21,0,103.5871121718377,20.1,17.5,23.6,20,19,16,청담대교,0.25496389121267476,0.4160790808051491,0.3289570279821761,영동대교,0.20219624125874125,0.42502549533799533,0.3727782634032634
PLT-005,뚝섬3주차장,175,15260.0,2023-09-20,2023,9,20,0,87.2,20.6,18.8,23.9,20,19,16,청담대교,0.28165712990357195,0.39801863754843975,0.3203242325479883,영동대교,0.20694918658365133,0.42990560353484636,0.3631452098815023
PLT-005,뚝섬2주차장,332,50803.0,2023-09-20,2023,9,20,0,153.0210843373494,20.6,18.8,23.9,20,19,16,청담대교,0.28165712990357195,0.39801863754843975,0.3203242325479883,영동대교,0.20694918658365133,0.42990560353484636,0.3631452098815023
PLT-005,뚝섬1주차장,134,13343.0,2023-09-20,2023,9,20,0,99.57462686567165,20.6,18.8,23.9,20,19,16,청담대교,0.28165712990357195,0.39801863754843975,0.3203242325479883,영동대교,0.20694918658365133,0.42990560353484636,0.3631452098815023
PLT-005,뚝섬4주차장,432,44248.0,2023-09-20,2023,9,20,0,102.42592592592592,20.6,18.8,23.9,20,19,16,청담대교,0.28165712990357195,0.39801863754843975,0.3203242325479883,영동대교,0.20694918658365133,0.42990560353484636,0.3631452098815023
PLT-005,뚝섬2주차장,581,77410.0,2023-09-19,2023,9,19,0,133.2358003442341,24.1,21.6,27.2,20,24,21,청담대교,0.27166240410903014,0.41007343126406054,0.3182641646269094,영동대교,0.20269863374609506,0.4301253340359065,0.36717603221799844
PLT-005,뚝섬1주차장,267,22914.0,2023-09-19,2023,9,19,0,85.82022471910112,24.1,21.6,27.2,20,24,21,청담대교,0.27166240410903014,0.41007343126406054,0.3182641646269094,영동대교,0.20269863374609506,0.4301253340359065,0.36717603221799844
PLT-005,뚝섬4주차장,743,72034.0,2023-09-19,2023,9,19,0,96.95020188425303,24.1,21.6,27.2,20,24,21,청담대교,0.27166240410903014,0.41007343126406054,0.3182641646269094,영동대교,0.20269863374609506,0.4301253340359065,0.36717603221799844
PLT-005,뚝섬3주차장,392,36153.0,2023-09-19,2023,9,19,0,92.22704081632654,24.1,21.6,27.2,20,24,21,청담대교,0.27166240410903014,0.41007343126406054,0.3182641646269094,영동대교,0.20269863374609506,0.4301253340359065,0.36717603221799844
PLT-005,뚝섬2주차장,627,74844.0,2023-09-18,2023,9,18,0,119.36842105263158,24.7,22.1,28.9,20,24,21,청담대교,0.2712284019599415,0.4176050889710307,0.31116650906902776,영동대교,0.20385267135427826,0.44284295202664536,0.3533043766190764
PLT-005,뚝섬4주차장,703,66875.0,2023-09-18,2023,9,18,0,95.1280227596017,24.7,22.1,28.9,20,24,21,청담대교,0.2712284019599415,0.4176050889710307,0.31116650906902776,영동대교,0.20385267135427826,0.44284295202664536,0.3533043766190764
PLT-005,뚝섬1주차장,244,22326.0,2023-09-18,2023,9,18,0,91.5,24.7,22.1,28.9,20,24,21,청담대교,0.2712284019599415,0.4176050889710307,0.31116650906902776,영동대교,0.20385267135427826,0.44284295202664536,0.3533043766190764
PLT-005,뚝섬3주차장,435,36366.0,2023-09-18,2023,9,18,0,83.6,24.7,22.1,28.9,20,24,21,청담대교,0.2712284019599415,0.4176050889710307,0.31116650906902776,영동대교,0.20385267135427826,0.44284295202664536,0.3533043766190764
PLT-005,뚝섬1주차장,389,29639.0,2023-09-17,2023,9,17,1,76.19280205655527,24.7,22.0,28.0,20,24,21,청담대교,0.23109364516438224,0.4418671523051855,0.3270392025304323,영동대교,0.18450543710527564,0.48822356237238235,0.327271000522342
PLT-005,뚝섬3주차장,830,71944.0,2023-09-17,2023,9,17,1,86.67951807228916,24.7,22.0,28.0,20,24,21,청담대교,0.23109364516438224,0.4418671523051855,0.3270392025304323,영동대교,0.18450543710527564,0.48822356237238235,0.327271000522342
PLT-005,뚝섬2주차장,1179,116251.0,2023-09-17,2023,9,17,1,98.60135708227313,24.7,22.0,28.0,20,24,21,청담대교,0.23109364516438224,0.4418671523051855,0.3270392025304323,영동대교,0.18450543710527564,0.48822356237238235,0.327271000522342
PLT-005,뚝섬4주차장,1066,89280.0,2023-09-17,2023,9,17,1,83.75234521575985,24.7,22.0,28.0,20,24,21,청담대교,0.23109364516438224,0.4418671523051855,0.3270392025304323,영동대교,0.18450543710527564,0.48822356237238235,0.327271000522342
PLT-005,뚝섬1주차장,323,30660.0,2023-09-16,2023,9,16,1,94.92260061919504,23.9,22.0,26.6,20,24,21,청담대교,0.2586023390704375,0.40991688149215255,0.33148077943740994,영동대교,0.21389542805904488,0.45589595360063717,0.330208618340318
PLT-005,뚝섬4주차장,794,78877.0,2023-09-16,2023,9,16,1,99.34130982367758,23.9,22.0,26.6,20,24,21,청담대교,0.2586023390704375,0.40991688149215255,0.33148077943740994,영동대교,0.21389542805904488,0.45589595360063717,0.330208618340318
PLT-005,뚝섬2주차장,946,124534.0,2023-09-16,2023,9,16,1,131.64270613107823,23.9,22.0,26.6,20,24,21,청담대교,0.2586023390704375,0.40991688149215255,0.33148077943740994,영동대교,0.21389542805904488,0.45589595360063717,0.330208618340318
PLT-005,뚝섬3주차장,595,70446.0,2023-09-16,2023,9,16,1,118.39663865546218,23.9,22.0,26.6,20,24,21,청담대교,0.2586023390704375,0.40991688149215255,0.33148077943740994,영동대교,0.21389542805904488,0.45589595360063717,0.330208618340318
PLT-005,뚝섬3주차장,314,18955.0,2023-09-15,2023,9,15,0,60.36624203821656,22.3,20.3,24.3,20,24,16,청담대교,0.2565199253729272,0.40609633256221156,0.33738374206486116,영동대교,0.19995545705868953,0.44710216185140633,0.3529423810899041
PLT-005,뚝섬1주차장,189,7734.0,2023-09-15,2023,9,15,0,40.92063492063492,22.3,20.3,24.3,20,24,16,청담대교,0.2565199253729272,0.40609633256221156,0.33738374206486116,영동대교,0.19995545705868953,0.44710216185140633,0.3529423810899041
PLT-005,뚝섬2주차장,499,34121.0,2023-09-15,2023,9,15,0,68.37875751503006,22.3,20.3,24.3,20,24,16,청담대교,0.2565199253729272,0.40609633256221156,0.33738374206486116,영동대교,0.19995545705868953,0.44710216185140633,0.3529423810899041
PLT-005,뚝섬4주차장,560,29509.0,2023-09-15,2023,9,15,0,52.69464285714286,22.3,20.3,24.3,20,24,16,청담대교,0.2565199253729272,0.40609633256221156,0.33738374206486116,영동대교,0.19995545705868953,0.44710216185140633,0.3529423810899041
PLT-005,뚝섬2주차장,704,85004.0,2023-09-14,2023,9,14,0,120.7443181818182,23.4,19.2,27.2,20,24,16,청담대교,0.26128799691497745,0.4064349546468152,0.3322770484382073,영동대교,0.19720998531571218,0.4222466960352423,0.3805433186490455
PLT-005,뚝섬1주차장,293,27580.0,2023-09-14,2023,9,14,0,94.1296928327645,23.4,19.2,27.2,20,24,16,청담대교,0.26128799691497745,0.4064349546468152,0.3322770484382073,영동대교,0.19720998531571218,0.4222466960352423,0.3805433186490455
PLT-005,뚝섬3주차장,408,37607.0,2023-09-14,2023,9,14,0,92.17401960784314,23.4,19.2,27.2,20,24,16,청담대교,0.26128799691497745,0.4064349546468152,0.3322770484382073,영동대교,0.19720998531571218,0.4222466960352423,0.3805433186490455
PLT-005,뚝섬4주차장,740,69626.0,2023-09-14,2023,9,14,0,94.08918918918918,23.4,19.2,27.2,20,24,16,청담대교,0.26128799691497745,0.4064349546468152,0.3322770484382073,영동대교,0.19720998531571218,0.4222466960352423,0.3805433186490455
PLT-005,뚝섬2주차장,344,50248.0,2023-09-13,2023,9,13,0,146.06976744186048,22.1,19.6,24.6,20,24,16,청담대교,0.26640221855583246,0.39128374346193,0.34231403798223753,영동대교,0.20490405117270788,0.4233572397751502,0.3717387090521419
PLT-005,뚝섬3주차장,194,16963.0,2023-09-13,2023,9,13,0,87.4381443298969,22.1,19.6,24.6,20,24,16,청담대교,0.26640221855583246,0.39128374346193,0.34231403798223753,영동대교,0.20490405117270788,0.4233572397751502,0.3717387090521419
PLT-005,뚝섬4주차장,441,47321.0,2023-09-13,2023,9,13,0,107.30385487528343,22.1,19.6,24.6,20,24,16,청담대교,0.26640221855583246,0.39128374346193,0.34231403798223753,영동대교,0.20490405117270788,0.4233572397751502,0.3717387090521419
PLT-005,뚝섬1주차장,179,12531.0,2023-09-13,2023,9,13,0,70.00558659217877,22.1,19.6,24.6,20,24,16,청담대교,0.26640221855583246,0.39128374346193,0.34231403798223753,영동대교,0.20490405117270788,0.4233572397751502,0.3717387090521419
PLT-005,뚝섬1주차장,247,14880.0,2023-09-12,2023,9,12,0,60.24291497975708,25.7,21.7,29.8,25,29,21,청담대교,0.2745108279367732,0.3979876053199638,0.32750156674326303,영동대교,0.20256824240603763,0.4357376187436639,0.3616941388502985
PLT-005,뚝섬2주차장,615,76539.0,2023-09-12,2023,9,12,0,124.45365853658537,25.7,21.7,29.8,25,29,21,청담대교,0.2745108279367732,0.3979876053199638,0.32750156674326303,영동대교,0.20256824240603763,0.4357376187436639,0.3616941388502985
PLT-005,뚝섬4주차장,764,67178.0,2023-09-12,2023,9,12,0,87.92931937172774,25.7,21.7,29.8,25,29,21,청담대교,0.2745108279367732,0.3979876053199638,0.32750156674326303,영동대교,0.20256824240603763,0.4357376187436639,0.3616941388502985
PLT-005,뚝섬3주차장,476,43680.0,2023-09-12,2023,9,12,0,91.76470588235294,25.7,21.7,29.8,25,29,21,청담대교,0.2745108279367732,0.3979876053199638,0.32750156674326303,영동대교,0.20256824240603763,0.4357376187436639,0.3616941388502985
PLT-005,뚝섬3주차장,382,37982.0,2023-09-11,2023,9,11,0,99.42931937172774,25.5,23.1,29.8,25,29,21,청담대교,0.2652285401760898,0.41630354869367187,0.3184679111302383,영동대교,0.2095884683536743,0.44392458239592253,0.3464869492504032
PLT-005,뚝섬4주차장,702,66299.0,2023-09-11,2023,9,11,0,94.44301994301996,25.5,23.1,29.8,25,29,21,청담대교,0.2652285401760898,0.41630354869367187,0.3184679111302383,영동대교,0.2095884683536743,0.44392458239592253,0.3464869492504032
PLT-005,뚝섬1주차장,257,20045.0,2023-09-11,2023,9,11,0,77.99610894941634,25.5,23.1,29.8,25,29,21,청담대교,0.2652285401760898,0.41630354869367187,0.3184679111302383,영동대교,0.2095884683536743,0.44392458239592253,0.3464869492504032
PLT-005,뚝섬2주차장,586,78482.0,2023-09-11,2023,9,11,0,133.92832764505118,25.5,23.1,29.8,25,29,21,청담대교,0.2652285401760898,0.41630354869367187,0.3184679111302383,영동대교,0.2095884683536743,0.44392458239592253,0.3464869492504032
PLT-005,뚝섬2주차장,1720,202010.0,2023-09-10,2023,9,10,1,117.44767441860463,25.7,22.0,29.6,25,29,21,청담대교,0.23023211567732116,0.4482876712328767,0.3214802130898021,영동대교,0.1884499917263551,0.4850956196960026,0.32645438857764225
PLT-005,뚝섬3주차장,975,104626.0,2023-09-10,2023,9,10,1,107.30871794871796,25.7,22.0,29.6,25,29,21,청담대교,0.23023211567732116,0.4482876712328767,0.3214802130898021,영동대교,0.1884499917263551,0.4850956196960026,0.32645438857764225
PLT-005,뚝섬1주차장,727,46678.0,2023-09-10,2023,9,10,1,64.20632737276479,25.7,22.0,29.6,25,29,21,청담대교,0.23023211567732116,0.4482876712328767,0.3214802130898021,영동대교,0.1884499917263551,0.4850956196960026,0.32645438857764225
PLT-005,뚝섬4주차장,1247,96997.0,2023-09-10,2023,9,10,1,77.78428227746592,25.7,22.0,29.6,25,29,21,청담대교,0.23023211567732116,0.4482876712328767,0.3214802130898021,영동대교,0.1884499917263551,0.4850956196960026,0.32645438857764225
PLT-005,뚝섬3주차장,929,106092.0,2023-09-09,2023,9,9,1,114.20021528525297,25.8,20.8,31.2,25,29,16,청담대교,0.2715754526822162,0.39439673425140165,0.3340278130663821,영동대교,0.2053670745272525,0.4600548228190052,0.33457810265374227
PLT-005,뚝섬4주차장,1134,95557.0,2023-09-09,2023,9,9,1,84.26543209876543,25.8,20.8,31.2,25,29,16,청담대교,0.2715754526822162,0.39439673425140165,0.3340278130663821,영동대교,0.2053670745272525,0.4600548228190052,0.33457810265374227
PLT-005,뚝섬2주차장,1765,196847.0,2023-09-09,2023,9,9,1,111.52804532577905,25.8,20.8,31.2,25,29,16,청담대교,0.2715754526822162,0.39439673425140165,0.3340278130663821,영동대교,0.2053670745272525,0.4600548228190052,0.33457810265374227
PLT-005,뚝섬1주차장,850,52339.0,2023-09-09,2023,9,9,1,61.57529411764706,25.8,20.8,31.2,25,29,16,청담대교,0.2715754526822162,0.39439673425140165,0.3340278130663821,영동대교,0.2053670745272525,0.4600548228190052,0.33457810265374227
PLT-005,뚝섬3주차장,590,58824.0,2023-09-08,2023,9,8,0,99.70169491525424,25.3,19.6,30.5,25,29,16,청담대교,0.2739848429691895,0.3894992884799947,0.3365158685508158,영동대교,0.21687257868666038,0.43950812404833955,0.3436192972650001
PLT-005,뚝섬2주차장,1105,134168.0,2023-09-08,2023,9,8,0,121.41900452488689,25.3,19.6,30.5,25,29,16,청담대교,0.2739848429691895,0.3894992884799947,0.3365158685508158,영동대교,0.21687257868666038,0.43950812404833955,0.3436192972650001
PLT-005,뚝섬1주차장,418,25405.0,2023-09-08,2023,9,8,0,60.77751196172249,25.3,19.6,30.5,25,29,16,청담대교,0.2739848429691895,0.3894992884799947,0.3365158685508158,영동대교,0.21687257868666038,0.43950812404833955,0.3436192972650001
PLT-005,뚝섬4주차장,846,69297.0,2023-09-08,2023,9,8,0,81.91134751773049,25.3,19.6,30.5,25,29,16,청담대교,0.2739848429691895,0.3894992884799947,0.3365158685508158,영동대교,0.21687257868666038,0.43950812404833955,0.3436192972650001
PLT-005,뚝섬1주차장,241,16703.0,2023-09-07,2023,9,7,0,69.30705394190872,26.3,20.9,31.6,25,29,16,청담대교,0.2697548135026406,0.40529443901792955,0.3249507474794298,영동대교,0.1970840787119857,0.41221824686940967,0.39069767441860465
PLT-005,뚝섬4주차장,755,64764.0,2023-09-07,2023,9,7,0,85.78013245033112,26.3,20.9,31.6,25,29,16,청담대교,0.2697548135026406,0.40529443901792955,0.3249507474794298,영동대교,0.1970840787119857,0.41221824686940967,0.39069767441860465
PLT-005,뚝섬3주차장,411,38254.0,2023-09-07,2023,9,7,0,93.07542579075424,26.3,20.9,31.6,25,29,16,청담대교,0.2697548135026406,0.40529443901792955,0.3249507474794298,영동대교,0.1970840787119857,0.41221824686940967,0.39069767441860465
PLT-005,뚝섬2주차장,660,84890.0,2023-09-07,2023,9,7,0,128.62121212121212,26.3,20.9,31.6,25,29,16,청담대교,0.2697548135026406,0.40529443901792955,0.3249507474794298,영동대교,0.1970840787119857,0.41221824686940967,0.39069767441860465
PLT-005,뚝섬2주차장,586,69096.0,2023-09-06,2023,9,6,0,117.9112627986348,27.9,24.0,32.1,25,29,21,청담대교,0.27781364686692944,0.41876784015223595,0.30341851298083455,영동대교,0.20207612456747404,0.41963901617880855,0.3782848592537174
PLT-005,뚝섬4주차장,825,78477.0,2023-09-06,2023,9,6,0,95.12363636363636,27.9,24.0,32.1,25,29,21,청담대교,0.27781364686692944,0.41876784015223595,0.30341851298083455,영동대교,0.20207612456747404,0.41963901617880855,0.3782848592537174
PLT-005,뚝섬3주차장,428,37662.0,2023-09-06,2023,9,6,0,87.99532710280374,27.9,24.0,32.1,25,29,21,청담대교,0.27781364686692944,0.41876784015223595,0.30341851298083455,영동대교,0.20207612456747404,0.41963901617880855,0.3782848592537174
PLT-005,뚝섬1주차장,289,23806.0,2023-09-06,2023,9,6,0,82.37370242214533,27.9,24.0,32.1,25,29,21,청담대교,0.27781364686692944,0.41876784015223595,0.30341851298083455,영동대교,0.20207612456747404,0.41963901617880855,0.3782848592537174
PLT-005,뚝섬1주차장,213,13788.0,2023-09-05,2023,9,5,0,64.73239436619718,28.5,25.0,32.8,25,29,21,청담대교,0.2709842865256527,0.41061563086243397,0.3184000826119133,영동대교,0.2030906322260448,0.429079014155998,0.36783035361795724
PLT-005,뚝섬2주차장,530,64425.0,2023-09-05,2023,9,5,0,121.55660377358492,28.5,25.0,32.8,25,29,21,청담대교,0.2709842865256527,0.41061563086243397,0.3184000826119133,영동대교,0.2030906322260448,0.429079014155998,0.36783035361795724
PLT-005,뚝섬4주차장,632,52784.0,2023-09-05,2023,9,5,0,83.51898734177215,28.5,25.0,32.8,25,29,21,청담대교,0.2709842865256527,0.41061563086243397,0.3184000826119133,영동대교,0.2030906322260448,0.429079014155998,0.36783035361795724
PLT-005,뚝섬3주차장,312,28288.0,2023-09-05,2023,9,5,0,90.66666666666669,28.5,25.0,32.8,25,29,21,청담대교,0.2709842865256527,0.41061563086243397,0.3184000826119133,영동대교,0.2030906322260448,0.429079014155998,0.36783035361795724
PLT-005,뚝섬4주차장,679,58053.0,2023-09-04,2023,9,4,0,85.4977908689249,27.0,24.3,30.2,25,29,21,청담대교,0.2727099698930685,0.41895352458732743,0.3083365055196041,영동대교,0.20611054425042835,0.4394239839824423,0.35446547176712934
PLT-005,뚝섬1주차장,236,16092.0,2023-09-04,2023,9,4,0,68.1864406779661,27.0,24.3,30.2,25,29,21,청담대교,0.2727099698930685,0.41895352458732743,0.3083365055196041,영동대교,0.20611054425042835,0.4394239839824423,0.35446547176712934
PLT-005,뚝섬2주차장,583,71891.0,2023-09-04,2023,9,4,0,123.31217838765008,27.0,24.3,30.2,25,29,21,청담대교,0.2727099698930685,0.41895352458732743,0.3083365055196041,영동대교,0.20611054425042835,0.4394239839824423,0.35446547176712934
PLT-005,뚝섬3주차장,347,32940.0,2023-09-04,2023,9,4,0,94.92795389048992,27.0,24.3,30.2,25,29,21,청담대교,0.2727099698930685,0.41895352458732743,0.3083365055196041,영동대교,0.20611054425042835,0.4394239839824423,0.35446547176712934
PLT-005,뚝섬1주차장,510,34137.0,2023-09-03,2023,9,3,1,66.93529411764706,25.8,23.1,28.8,25,24,21,청담대교,0.21783010933557612,0.4502064378010551,0.33196345286336876,영동대교,0.18686978599927456,0.4934590738725668,0.3196711401281586
PLT-005,뚝섬2주차장,1788,213032.0,2023-09-03,2023,9,3,1,119.14541387024607,25.8,23.1,28.8,25,24,21,청담대교,0.21783010933557612,0.4502064378010551,0.33196345286336876,영동대교,0.18686978599927456,0.4934590738725668,0.3196711401281586
PLT-005,뚝섬3주차장,1125,110250.0,2023-09-03,2023,9,3,1,98.0,25.8,23.1,28.8,25,24,21,청담대교,0.21783010933557612,0.4502064378010551,0.33196345286336876,영동대교,0.18686978599927456,0.4934590738725668,0.3196711401281586
PLT-005,뚝섬4주차장,1184,112877.0,2023-09-03,2023,9,3,1,95.33530405405403,25.8,23.1,28.8,25,24,21,청담대교,0.21783010933557612,0.4502064378010551,0.33196345286336876,영동대교,0.18686978599927456,0.4934590738725668,0.3196711401281586
PLT-005,뚝섬3주차장,889,90052.0,2023-09-02,2023,9,2,1,101.29583802024749,25.4,19.7,30.8,25,29,16,청담대교,0.2761044001188749,0.3835812807020611,0.340314319179064,영동대교,0.21633182638311674,0.4748312283333671,0.30883694528351613
PLT-005,뚝섬2주차장,1736,188504.0,2023-09-02,2023,9,2,1,108.5852534562212,25.4,19.7,30.8,25,29,16,청담대교,0.2761044001188749,0.3835812807020611,0.340314319179064,영동대교,0.21633182638311674,0.4748312283333671,0.30883694528351613
PLT-005,뚝섬4주차장,1144,97930.0,2023-09-02,2023,9,2,1,85.60314685314685,25.4,19.7,30.8,25,29,16,청담대교,0.2761044001188749,0.3835812807020611,0.340314319179064,영동대교,0.21633182638311674,0.4748312283333671,0.30883694528351613
PLT-005,뚝섬1주차장,653,37631.0,2023-09-02,2023,9,2,1,57.62787136294027,25.4,19.7,30.8,25,29,16,청담대교,0.2761044001188749,0.3835812807020611,0.340314319179064,영동대교,0.21633182638311674,0.4748312283333671,0.30883694528351613
PLT-005,뚝섬3주차장,577,49255.0,2023-09-01,2023,9,1,0,85.36395147313692,24.5,19.7,29.6,20,29,16,청담대교,0.26949533807133075,0.39205842081241443,0.3384462411162548,영동대교,0.20218353718016058,0.4369513018683875,0.36086516095145194
PLT-005,뚝섬2주차장,934,95572.0,2023-09-01,2023,9,1,0,102.3254817987152,24.5,19.7,29.6,20,29,16,청담대교,0.26949533807133075,0.39205842081241443,0.3384462411162548,영동대교,0.20218353718016058,0.4369513018683875,0.36086516095145194
