지구별,주차장명,주차대수,이용시간,날짜,년도,월,일,휴일여부,1대당 평균 주차시간,평균기온,최저기온,최저기온 시각(hhmi),최고기온,최고기온 시각(hhmi),평균 상대습도(%)
PLT-005,뚝섬2주차장,518,54850.0,2024-02-29,2024,2,29,0,105.88803088803088,4.8,0.3,2400.0,9.6,1539,63.6
PLT-005,뚝섬1주차장,175,10098.0,2024-02-29,2024,2,29,0,57.70285714285714,4.8,0.3,2400.0,9.6,1539,63.6
PLT-005,뚝섬3주차장,260,20227.0,2024-02-29,2024,2,29,0,77.79615384615384,4.8,0.3,2400.0,9.6,1539,63.6
PLT-005,뚝섬4주차장,526,54791.0,2024-02-29,2024,2,29,0,104.16539923954372,4.8,0.3,2400.0,9.6,1539,63.6
PLT-005,뚝섬3주차장,195,17464.0,2024-02-28,2024,2,28,0,89.55897435897435,6.4,3.2,712.0,10.1,1509,59.5
PLT-005,뚝섬2주차장,488,58616.0,2024-02-28,2024,2,28,0,120.11475409836063,6.4,3.2,712.0,10.1,1509,59.5
PLT-005,뚝섬4주차장,524,60552.0,2024-02-28,2024,2,28,0,115.55725190839696,6.4,3.2,712.0,10.1,1509,59.5
PLT-005,뚝섬1주차장,191,13356.0,2024-02-28,2024,2,28,0,69.92670157068063,6.4,3.2,712.0,10.1,1509,59.5
PLT-005,뚝섬4주차장,519,66605.0,2024-02-27,2024,2,27,0,128.33333333333334,5.3,1.2,607.0,9.8,1510,52.0
PLT-005,뚝섬2주차장,511,58955.0,2024-02-27,2024,2,27,0,115.37181996086106,5.3,1.2,607.0,9.8,1510,52.0
PLT-005,뚝섬1주차장,176,13270.0,2024-02-27,2024,2,27,0,75.39772727272727,5.3,1.2,607.0,9.8,1510,52.0
PLT-005,뚝섬3주차장,222,17810.0,2024-02-27,2024,2,27,0,80.22522522522523,5.3,1.2,607.0,9.8,1510,52.0
PLT-005,뚝섬1주차장,165,11144.0,2024-02-26,2024,2,26,0,67.53939393939395,3.8,-1.2,656.0,9.7,1414,65.3
PLT-005,뚝섬2주차장,524,69284.0,2024-02-26,2024,2,26,0,132.22137404580153,3.8,-1.2,656.0,9.7,1414,65.3
PLT-005,뚝섬3주차장,248,25668.0,2024-02-26,2024,2,26,0,103.5,3.8,-1.2,656.0,9.7,1414,65.3
PLT-005,뚝섬4주차장,509,56167.0,2024-02-26,2024,2,26,0,110.34774066797642,3.8,-1.2,656.0,9.7,1414,65.3
PLT-005,뚝섬1주차장,410,23622.0,2024-02-25,2024,2,25,1,57.614634146341466,2.8,0.8,602.0,5.9,1549,80.8
PLT-005,뚝섬4주차장,775,80606.0,2024-02-25,2024,2,25,1,104.00774193548386,2.8,0.8,602.0,5.9,1549,80.8
PLT-005,뚝섬2주차장,987,151674.0,2024-02-25,2024,2,25,1,153.67173252279636,2.8,0.8,602.0,5.9,1549,80.8
PLT-005,뚝섬3주차장,543,76250.0,2024-02-25,2024,2,25,1,140.4235727440147,2.8,0.8,602.0,5.9,1549,80.8
PLT-005,뚝섬2주차장,500,50339.0,2024-02-24,2024,2,24,1,100.678,2.0,-1.3,657.0,5.9,1418,68.6
PLT-005,뚝섬1주차장,224,16034.0,2024-02-24,2024,2,24,1,71.58035714285714,2.0,-1.3,657.0,5.9,1418,68.6
PLT-005,뚝섬3주차장,319,22524.0,2024-02-24,2024,2,24,1,70.60815047021944,2.0,-1.3,657.0,5.9,1418,68.6
PLT-005,뚝섬4주차장,717,65184.0,2024-02-24,2024,2,24,1,90.9121338912134,2.0,-1.3,657.0,5.9,1418,68.6
PLT-005,뚝섬2주차장,463,53280.0,2024-02-23,2024,2,23,0,115.0755939524838,1.8,-1.0,702.0,6.1,1458,68.8
PLT-005,뚝섬1주차장,138,10774.0,2024-02-23,2024,2,23,0,78.07246376811594,1.8,-1.0,702.0,6.1,1458,68.8
PLT-005,뚝섬3주차장,207,14574.0,2024-02-23,2024,2,23,0,70.40579710144928,1.8,-1.0,702.0,6.1,1458,68.8
PLT-005,뚝섬4주차장,539,57160.0,2024-02-23,2024,2,23,0,106.04823747680892,1.8,-1.0,702.0,6.1,1458,68.8
PLT-005,뚝섬2주차장,363,50548.0,2024-02-22,2024,2,22,0,139.25068870523415,0.2,-1.1,653.0,1.6,1325,84.5
PLT-005,뚝섬4주차장,372,42430.0,2024-02-22,2024,2,22,0,114.05913978494624,0.2,-1.1,653.0,1.6,1325,84.5
PLT-005,뚝섬3주차장,144,10583.0,2024-02-22,2024,2,22,0,73.49305555555556,0.2,-1.1,653.0,1.6,1325,84.5
PLT-005,뚝섬1주차장,120,6305.0,2024-02-22,2024,2,22,0,52.541666666666664,0.2,-1.1,653.0,1.6,1325,84.5
PLT-005,뚝섬3주차장,107,10853.0,2024-02-21,2024,2,21,0,101.42990654205607,1.9,0.0,2349.0,4.0,101,92.5
PLT-005,뚝섬2주차장,318,50517.0,2024-02-21,2024,2,21,0,158.85849056603774,1.9,0.0,2349.0,4.0,101,92.5
PLT-005,뚝섬4주차장,354,44729.0,2024-02-21,2024,2,21,0,126.35310734463278,1.9,0.0,2349.0,4.0,101,92.5
PLT-005,뚝섬1주차장,104,4657.0,2024-02-21,2024,2,21,0,44.77884615384615,1.9,0.0,2349.0,4.0,101,92.5
PLT-005,뚝섬4주차장,422,51166.0,2024-02-20,2024,2,20,0,121.24644549763032,4.3,2.8,506.0,6.8,1432,86.3
PLT-005,뚝섬3주차장,175,12868.0,2024-02-20,2024,2,20,0,73.53142857142858,4.3,2.8,506.0,6.8,1432,86.3
PLT-005,뚝섬2주차장,434,71183.0,2024-02-20,2024,2,20,0,164.01612903225808,4.3,2.8,506.0,6.8,1432,86.3
PLT-005,뚝섬1주차장,126,10684.0,2024-02-20,2024,2,20,0,84.7936507936508,4.3,2.8,506.0,6.8,1432,86.3
PLT-005,뚝섬1주차장,130,9829.0,2024-02-19,2024,2,19,0,75.6076923076923,9.1,4.2,2348.0,11.9,1028,95.8
PLT-005,뚝섬4주차장,375,50846.0,2024-02-19,2024,2,19,0,135.58933333333334,9.1,4.2,2348.0,11.9,1028,95.8
PLT-005,뚝섬2주차장,383,64977.0,2024-02-19,2024,2,19,0,169.65274151436032,9.1,4.2,2348.0,11.9,1028,95.8
PLT-005,뚝섬3주차장,129,9785.0,2024-02-19,2024,2,19,0,75.85271317829458,9.1,4.2,2348.0,11.9,1028,95.8
PLT-005,뚝섬2주차장,520,54758.0,2024-02-18,2024,2,18,1,105.30384615384617,6.2,1.2,717.0,9.4,2357,81.4
PLT-005,뚝섬3주차장,241,19084.0,2024-02-18,2024,2,18,1,79.18672199170125,6.2,1.2,717.0,9.4,2357,81.4
PLT-005,뚝섬1주차장,171,15250.0,2024-02-18,2024,2,18,1,89.18128654970761,6.2,1.2,717.0,9.4,2357,81.4
PLT-005,뚝섬4주차장,533,46420.0,2024-02-18,2024,2,18,1,87.09193245778611,6.2,1.2,717.0,9.4,2357,81.4
PLT-005,뚝섬3주차장,504,40551.0,2024-02-17,2024,2,17,1,80.45833333333333,4.4,-1.2,745.0,11.7,1525,73.5
PLT-005,뚝섬2주차장,826,79033.0,2024-02-17,2024,2,17,1,95.681598062954,4.4,-1.2,745.0,11.7,1525,73.5
PLT-005,뚝섬4주차장,966,83556.0,2024-02-17,2024,2,17,1,86.4968944099379,4.4,-1.2,745.0,11.7,1525,73.5
PLT-005,뚝섬1주차장,319,22495.0,2024-02-17,2024,2,17,1,70.51724137931035,4.4,-1.2,745.0,11.7,1525,73.5
PLT-005,뚝섬4주차장,595,65367.0,2024-02-16,2024,2,16,0,109.86050420168068,2.3,-1.5,643.0,8.1,1540,72.4
PLT-005,뚝섬1주차장,191,15110.0,2024-02-16,2024,2,16,0,79.10994764397905,2.3,-1.5,643.0,8.1,1540,72.4
PLT-005,뚝섬2주차장,462,57411.0,2024-02-16,2024,2,16,0,124.26623376623375,2.3,-1.5,643.0,8.1,1540,72.4
PLT-005,뚝섬3주차장,206,14498.0,2024-02-16,2024,2,16,0,70.37864077669903,2.3,-1.5,643.0,8.1,1540,72.4
PLT-005,뚝섬3주차장,126,9993.0,2024-02-15,2024,2,15,0,79.30952380952381,4.5,0.6,2357.0,11.6,1,89.9
PLT-005,뚝섬4주차장,401,46342.0,2024-02-15,2024,2,15,0,115.56608478802993,4.5,0.6,2357.0,11.6,1,89.9
PLT-005,뚝섬2주차장,397,54261.0,2024-02-15,2024,2,15,0,136.67758186397984,4.5,0.6,2357.0,11.6,1,89.9
PLT-005,뚝섬1주차장,151,9647.0,2024-02-15,2024,2,15,0,63.88741721854305,4.5,0.6,2357.0,11.6,1,89.9
PLT-005,뚝섬2주차장,647,74695.0,2024-02-14,2024,2,14,0,115.4482225656878,12.9,8.8,1.0,18.3,1448,76.4
PLT-005,뚝섬1주차장,232,11317.0,2024-02-14,2024,2,14,0,48.7801724137931,12.9,8.8,1.0,18.3,1448,76.4
PLT-005,뚝섬4주차장,668,70106.0,2024-02-14,2024,2,14,0,104.9491017964072,12.9,8.8,1.0,18.3,1448,76.4
PLT-005,뚝섬3주차장,327,25699.0,2024-02-14,2024,2,14,0,78.59021406727828,12.9,8.8,1.0,18.3,1448,76.4
PLT-005,뚝섬1주차장,170,14581.0,2024-02-13,2024,2,13,0,85.77058823529411,8.2,2.0,615.0,13.7,1441,70.6
PLT-005,뚝섬3주차장,250,18060.0,2024-02-13,2024,2,13,0,72.24,8.2,2.0,615.0,13.7,1441,70.6
PLT-005,뚝섬2주차장,520,65713.0,2024-02-13,2024,2,13,0,126.37115384615385,8.2,2.0,615.0,13.7,1441,70.6
PLT-005,뚝섬4주차장,513,48083.0,2024-02-13,2024,2,13,0,93.729044834308,8.2,2.0,615.0,13.7,1441,70.6
PLT-005,뚝섬4주차장,810,60707.0,2024-02-12,2024,2,12,1,74.94691358024691,3.5,-2.9,713.0,10.5,1601,62.8
PLT-005,뚝섬3주차장,521,52918.0,2024-02-12,2024,2,12,1,101.57005758157388,3.5,-2.9,713.0,10.5,1601,62.8
PLT-005,뚝섬1주차장,230,18245.0,2024-02-12,2024,2,12,1,79.32608695652173,3.5,-2.9,713.0,10.5,1601,62.8
PLT-005,뚝섬2주차장,775,77287.0,2024-02-12,2024,2,12,1,99.72516129032256,3.5,-2.9,713.0,10.5,1601,62.8
PLT-005,뚝섬3주차장,502,52390.0,2024-02-11,2024,2,11,1,104.3625498007968,1.0,-3.1,738.0,5.5,1356,70.6
PLT-005,뚝섬2주차장,556,52114.0,2024-02-11,2024,2,11,1,93.73021582733811,1.0,-3.1,738.0,5.5,1356,70.6
PLT-005,뚝섬1주차장,173,3802.0,2024-02-11,2024,2,11,1,21.976878612716764,1.0,-3.1,738.0,5.5,1356,70.6
PLT-005,뚝섬4주차장,677,44258.0,2024-02-11,2024,2,11,1,65.37370753323486,1.0,-3.1,738.0,5.5,1356,70.6
PLT-005,뚝섬3주차장,448,38788.0,2024-02-10,2024,2,10,1,86.58035714285714,1.7,-1.5,542.0,7.4,1437,69.4
PLT-005,뚝섬4주차장,734,45440.0,2024-02-10,2024,2,10,1,61.90735694822888,1.7,-1.5,542.0,7.4,1437,69.4
PLT-005,뚝섬2주차장,543,44826.0,2024-02-10,2024,2,10,1,82.5524861878453,1.7,-1.5,542.0,7.4,1437,69.4
PLT-005,뚝섬1주차장,222,11719.0,2024-02-10,2024,2,10,1,52.788288288288285,1.7,-1.5,542.0,7.4,1437,69.4
PLT-005,뚝섬1주차장,227,10137.0,2024-02-09,2024,2,9,1,44.65638766519824,1.1,-2.5,731.0,6.1,1428,66.8
PLT-005,뚝섬3주차장,385,39125.0,2024-02-09,2024,2,9,1,101.62337662337664,1.1,-2.5,731.0,6.1,1428,66.8
PLT-005,뚝섬2주차장,522,45658.0,2024-02-09,2024,2,9,1,87.46743295019157,1.1,-2.5,731.0,6.1,1428,66.8
PLT-005,뚝섬4주차장,604,37430.0,2024-02-09,2024,2,9,1,61.97019867549669,1.1,-2.5,731.0,6.1,1428,66.8
PLT-005,뚝섬3주차장,235,21501.0,2024-02-08,2024,2,8,0,91.4936170212766,0.6,-3.0,716.0,6.2,1532,66.9
PLT-005,뚝섬4주차장,451,42480.0,2024-02-08,2024,2,8,0,94.19068736141908,0.6,-3.0,716.0,6.2,1532,66.9
PLT-005,뚝섬2주차장,476,53497.0,2024-02-08,2024,2,8,0,112.38865546218489,0.6,-3.0,716.0,6.2,1532,66.9
PLT-005,뚝섬1주차장,191,13364.0,2024-02-08,2024,2,8,0,69.96858638743456,0.6,-3.0,716.0,6.2,1532,66.9
PLT-005,뚝섬1주차장,140,12021.0,2024-02-07,2024,2,7,0,85.86428571428571,0.6,-0.9,700.0,2.7,1435,76.6
PLT-005,뚝섬3주차장,195,17802.0,2024-02-07,2024,2,7,0,91.29230769230767,0.6,-0.9,700.0,2.7,1435,76.6
PLT-005,뚝섬4주차장,392,46199.0,2024-02-07,2024,2,7,0,117.8545918367347,0.6,-0.9,700.0,2.7,1435,76.6
PLT-005,뚝섬2주차장,452,66775.0,2024-02-07,2024,2,7,0,147.73230088495575,0.6,-0.9,700.0,2.7,1435,76.6
PLT-005,뚝섬4주차장,356,35981.0,2024-02-06,2024,2,6,0,101.07022471910112,1.2,0.0,135.0,2.9,1224,83.5
PLT-005,뚝섬1주차장,124,10804.0,2024-02-06,2024,2,6,0,87.12903225806451,1.2,0.0,135.0,2.9,1224,83.5
PLT-005,뚝섬2주차장,382,57134.0,2024-02-06,2024,2,6,0,149.565445026178,1.2,0.0,135.0,2.9,1224,83.5
PLT-005,뚝섬3주차장,190,19023.0,2024-02-06,2024,2,6,0,100.12105263157896,1.2,0.0,135.0,2.9,1224,83.5
PLT-005,뚝섬1주차장,140,11160.0,2024-02-05,2024,2,5,0,79.71428571428571,2.7,0.1,2113.0,6.6,1,81.8
PLT-005,뚝섬4주차장,299,31724.0,2024-02-05,2024,2,5,0,106.10033444816054,2.7,0.1,2113.0,6.6,1,81.8
PLT-005,뚝섬3주차장,134,11534.0,2024-02-05,2024,2,5,0,86.07462686567165,2.7,0.1,2113.0,6.6,1,81.8
PLT-005,뚝섬2주차장,344,52532.0,2024-02-05,2024,2,5,0,152.7093023255814,2.7,0.1,2113.0,6.6,1,81.8
PLT-005,뚝섬3주차장,550,61498.0,2024-02-04,2024,2,4,1,111.81454545454544,7.3,3.7,704.0,12.2,1411,60.9
PLT-005,뚝섬1주차장,281,21380.0,2024-02-04,2024,2,4,1,76.08540925266904,7.3,3.7,704.0,12.2,1411,60.9
PLT-005,뚝섬2주차장,899,95244.0,2024-02-04,2024,2,4,1,105.94438264738598,7.3,3.7,704.0,12.2,1411,60.9
PLT-005,뚝섬4주차장,813,62188.0,2024-02-04,2024,2,4,1,76.4920049200492,7.3,3.7,704.0,12.2,1411,60.9
PLT-005,뚝섬4주차장,581,55670.0,2024-02-03,2024,2,3,1,95.81755593803788,4.7,-0.2,208.0,8.3,1430,63.9
PLT-005,뚝섬3주차장,409,48754.0,2024-02-03,2024,2,3,1,119.20293398533008,4.7,-0.2,208.0,8.3,1430,63.9
PLT-005,뚝섬2주차장,562,61286.0,2024-02-03,2024,2,3,1,109.04982206405694,4.7,-0.2,208.0,8.3,1430,63.9
PLT-005,뚝섬1주차장,250,17274.0,2024-02-03,2024,2,3,1,69.096,4.7,-0.2,208.0,8.3,1430,63.9
PLT-005,뚝섬1주차장,187,13403.0,2024-02-02,2024,2,2,0,71.67379679144385,3.1,0.7,2355.0,7.9,1352,65.5
PLT-005,뚝섬2주차장,454,58217.0,2024-02-02,2024,2,2,0,128.23127753303964,3.1,0.7,2355.0,7.9,1352,65.5
PLT-005,뚝섬4주차장,436,41577.0,2024-02-02,2024,2,2,0,95.36009174311928,3.1,0.7,2355.0,7.9,1352,65.5
PLT-005,뚝섬3주차장,214,20403.0,2024-02-02,2024,2,2,0,95.3411214953271,3.1,0.7,2355.0,7.9,1352,65.5
PLT-005,뚝섬4주차장,416,45299.0,2024-02-01,2024,2,1,0,108.89182692307692,2.4,-1.3,717.0,8.2,1543,64.9
PLT-005,뚝섬1주차장,162,12525.0,2024-02-01,2024,2,1,0,77.31481481481481,2.4,-1.3,717.0,8.2,1543,64.9
PLT-005,뚝섬2주차장,440,62723.0,2024-02-01,2024,2,1,0,142.55227272727274,2.4,-1.3,717.0,8.2,1543,64.9
PLT-005,뚝섬3주차장,206,21984.0,2024-02-01,2024,2,1,0,106.71844660194176,2.4,-1.3,717.0,8.2,1543,64.9
PLT-005,뚝섬2주차장,461,55709.0,2024-01-31,2024,1,31,0,120.84381778741866,4.7,0.7,1.0,10.6,1447,54.1
PLT-005,뚝섬1주차장,184,14119.0,2024-01-31,2024,1,31,0,76.7336956521739,4.7,0.7,1.0,10.6,1447,54.1
PLT-005,뚝섬3주차장,235,25921.0,2024-01-31,2024,1,31,0,110.30212765957448,4.7,0.7,1.0,10.6,1447,54.1
PLT-005,뚝섬4주차장,426,41467.0,2024-01-31,2024,1,31,0,97.34037558685446,4.7,0.7,1.0,10.6,1447,54.1
PLT-005,뚝섬2주차장,439,54079.0,2024-01-30,2024,1,30,0,123.1867881548975,1.4,-4.0,738.0,8.1,1559,59.3
PLT-005,뚝섬4주차장,414,44851.0,2024-01-30,2024,1,30,0,108.33574879227054,1.4,-4.0,738.0,8.1,1559,59.3
PLT-005,뚝섬1주차장,152,12184.0,2024-01-30,2024,1,30,0,80.15789473684211,1.4,-4.0,738.0,8.1,1559,59.3
PLT-005,뚝섬3주차장,225,25061.0,2024-01-30,2024,1,30,0,111.38222222222224,1.4,-4.0,738.0,8.1,1559,59.3
PLT-005,뚝섬3주차장,205,22408.0,2024-01-29,2024,1,29,0,109.30731707317074,-0.4,-4.8,718.0,4.6,1440,66.6
PLT-005,뚝섬4주차장,411,42745.0,2024-01-29,2024,1,29,0,104.00243309002433,-0.4,-4.8,718.0,4.6,1440,66.6
PLT-005,뚝섬2주차장,419,60413.0,2024-01-29,2024,1,29,0,144.1837708830549,-0.4,-4.8,718.0,4.6,1440,66.6
PLT-005,뚝섬1주차장,152,15100.0,2024-01-29,2024,1,29,0,99.34210526315788,-0.4,-4.8,718.0,4.6,1440,66.6
PLT-005,뚝섬3주차장,471,50776.0,2024-01-28,2024,1,28,1,107.80467091295117,-1.5,-5.0,753.0,3.8,1524,62.3
PLT-005,뚝섬1주차장,203,15932.0,2024-01-28,2024,1,28,1,78.48275862068965,-1.5,-5.0,753.0,3.8,1524,62.3
PLT-005,뚝섬2주차장,663,70252.0,2024-01-28,2024,1,28,1,105.96078431372548,-1.5,-5.0,753.0,3.8,1524,62.3
PLT-005,뚝섬4주차장,578,46449.0,2024-01-28,2024,1,28,1,80.36159169550173,-1.5,-5.0,753.0,3.8,1524,62.3
PLT-005,뚝섬4주차장,620,48104.0,2024-01-27,2024,1,27,1,77.58709677419355,-0.5,-4.6,801.0,4.6,1503,70.0
PLT-005,뚝섬2주차장,616,58952.0,2024-01-27,2024,1,27,1,95.7012987012987,-0.5,-4.6,801.0,4.6,1503,70.0
PLT-005,뚝섬1주차장,234,16391.0,2024-01-27,2024,1,27,1,70.04700854700855,-0.5,-4.6,801.0,4.6,1503,70.0
PLT-005,뚝섬3주차장,573,61386.0,2024-01-27,2024,1,27,1,107.13089005235602,-0.5,-4.6,801.0,4.6,1503,70.0
PLT-005,뚝섬3주차장,258,27336.0,2024-01-26,2024,1,26,0,105.95348837209302,-1.7,-6.9,725.0,4.0,1544,62.5
PLT-005,뚝섬4주차장,411,39309.0,2024-01-26,2024,1,26,0,95.64233576642336,-1.7,-6.9,725.0,4.0,1544,62.5
PLT-005,뚝섬1주차장,179,12861.0,2024-01-26,2024,1,26,0,71.84916201117318,-1.7,-6.9,725.0,4.0,1544,62.5
PLT-005,뚝섬2주차장,460,50855.0,2024-01-26,2024,1,26,0,110.55434782608695,-1.7,-6.9,725.0,4.0,1544,62.5
PLT-005,뚝섬1주차장,154,11277.0,2024-01-25,2024,1,25,0,73.22727272727273,-5.3,-9.7,640.0,-0.5,1532,47.8
PLT-005,뚝섬2주차장,400,59478.0,2024-01-25,2024,1,25,0,148.695,-5.3,-9.7,640.0,-0.5,1532,47.8
PLT-005,뚝섬3주차장,160,15498.0,2024-01-25,2024,1,25,0,96.8625,-5.3,-9.7,640.0,-0.5,1532,47.8
PLT-005,뚝섬4주차장,394,46868.0,2024-01-25,2024,1,25,0,118.95431472081218,-5.3,-9.7,640.0,-0.5,1532,47.8
PLT-005,뚝섬4주차장,320,36020.0,2024-01-24,2024,1,24,0,112.5625,-8.0,-11.2,36.0,-3.7,1600,52.0
PLT-005,뚝섬1주차장,128,8219.0,2024-01-24,2024,1,24,0,64.2109375,-8.0,-11.2,36.0,-3.7,1600,52.0
PLT-005,뚝섬2주차장,388,54114.0,2024-01-24,2024,1,24,0,139.46907216494844,-8.0,-11.2,36.0,-3.7,1600,52.0
PLT-005,뚝섬3주차장,178,16341.0,2024-01-24,2024,1,24,0,91.80337078651684,-8.0,-11.2,36.0,-3.7,1600,52.0
PLT-005,뚝섬3주차장,144,14118.0,2024-01-23,2024,1,23,0,98.04166666666669,-11.7,-14.0,729.0,-8.2,1525,53.6
PLT-005,뚝섬4주차장,291,35869.0,2024-01-23,2024,1,23,0,123.26116838487972,-11.7,-14.0,729.0,-8.2,1525,53.6
PLT-005,뚝섬2주차장,367,61001.0,2024-01-23,2024,1,23,0,166.21525885558583,-11.7,-14.0,729.0,-8.2,1525,53.6
PLT-005,뚝섬1주차장,109,9083.0,2024-01-23,2024,1,23,0,83.3302752293578,-11.7,-14.0,729.0,-8.2,1525,53.6
PLT-005,뚝섬4주차장,324,36550.0,2024-01-22,2024,1,22,0,112.80864197530865,-8.7,-11.9,2349.0,-2.4,1,65.6
PLT-005,뚝섬3주차장,180,17084.0,2024-01-22,2024,1,22,0,94.91111111111113,-8.7,-11.9,2349.0,-2.4,1,65.6
PLT-005,뚝섬2주차장,364,50962.0,2024-01-22,2024,1,22,0,140.0054945054945,-8.7,-11.9,2349.0,-2.4,1,65.6
PLT-005,뚝섬1주차장,110,8751.0,2024-01-22,2024,1,22,0,79.55454545454545,-8.7,-11.9,2349.0,-2.4,1,65.6
PLT-005,뚝섬3주차장,507,55823.0,2024-01-21,2024,1,21,1,110.10453648915188,1.7,-2.4,2352.0,4.3,1206,75.8
PLT-005,뚝섬4주차장,508,39792.0,2024-01-21,2024,1,21,1,78.33070866141732,1.7,-2.4,2352.0,4.3,1206,75.8
PLT-005,뚝섬1주차장,115,8158.0,2024-01-21,2024,1,21,1,70.93913043478261,1.7,-2.4,2352.0,4.3,1206,75.8
PLT-005,뚝섬2주차장,511,55767.0,2024-01-21,2024,1,21,1,109.133072407045,1.7,-2.4,2352.0,4.3,1206,75.8
PLT-005,뚝섬3주차장,422,48794.0,2024-01-20,2024,1,20,1,115.6255924170616,3.4,1.9,1914.0,4.9,1306,69.5
PLT-005,뚝섬2주차장,482,57176.0,2024-01-20,2024,1,20,1,118.62240663900415,3.4,1.9,1914.0,4.9,1306,69.5
PLT-005,뚝섬1주차장,179,11646.0,2024-01-20,2024,1,20,1,65.06145251396649,3.4,1.9,1914.0,4.9,1306,69.5
PLT-005,뚝섬4주차장,478,46723.0,2024-01-20,2024,1,20,1,97.7468619246862,3.4,1.9,1914.0,4.9,1306,69.5
PLT-005,뚝섬3주차장,277,26356.0,2024-01-19,2024,1,19,0,95.14801444043322,5.4,4.0,2051.0,9.0,1436,65.4
PLT-005,뚝섬1주차장,180,10944.0,2024-01-19,2024,1,19,0,60.8,5.4,4.0,2051.0,9.0,1436,65.4
PLT-005,뚝섬2주차장,508,58659.0,2024-01-19,2024,1,19,0,115.47047244094487,5.4,4.0,2051.0,9.0,1436,65.4
PLT-005,뚝섬4주차장,480,48506.0,2024-01-19,2024,1,19,0,101.05416666666666,5.4,4.0,2051.0,9.0,1436,65.4
PLT-005,뚝섬3주차장,241,27354.0,2024-01-18,2024,1,18,0,113.50207468879668,4.5,1.4,751.0,9.4,1606,81.5
PLT-005,뚝섬2주차장,468,59877.0,2024-01-18,2024,1,18,0,127.9423076923077,4.5,1.4,751.0,9.4,1606,81.5
PLT-005,뚝섬1주차장,160,10585.0,2024-01-18,2024,1,18,0,66.15625,4.5,1.4,751.0,9.4,1606,81.5
PLT-005,뚝섬4주차장,405,38363.0,2024-01-18,2024,1,18,0,94.72345679012344,4.5,1.4,751.0,9.4,1606,81.5
PLT-005,뚝섬4주차장,304,32834.0,2024-01-17,2024,1,17,0,108.00657894736842,0.6,-2.3,103.0,1.9,2140,78.5
PLT-005,뚝섬2주차장,341,45452.0,2024-01-17,2024,1,17,0,133.29032258064515,0.6,-2.3,103.0,1.9,2140,78.5
PLT-005,뚝섬3주차장,189,17895.0,2024-01-17,2024,1,17,0,94.68253968253968,0.6,-2.3,103.0,1.9,2140,78.5
PLT-005,뚝섬1주차장,109,8226.0,2024-01-17,2024,1,17,0,75.46788990825688,0.6,-2.3,103.0,1.9,2140,78.5
PLT-005,뚝섬4주차장,329,28874.0,2024-01-16,2024,1,16,0,87.7629179331307,-2.1,-7.2,814.0,4.3,1516,49.8
PLT-005,뚝섬1주차장,129,7324.0,2024-01-16,2024,1,16,0,56.775193798449614,-2.1,-7.2,814.0,4.3,1516,49.8
PLT-005,뚝섬3주차장,188,20671.0,2024-01-16,2024,1,16,0,109.95212765957449,-2.1,-7.2,814.0,4.3,1516,49.8
PLT-005,뚝섬2주차장,380,43400.0,2024-01-16,2024,1,16,0,114.21052631578948,-2.1,-7.2,814.0,4.3,1516,49.8
PLT-005,뚝섬3주차장,190,17094.0,2024-01-15,2024,1,15,0,89.96842105263158,-3.7,-6.9,735.0,0.9,1547,51.3
PLT-005,뚝섬1주차장,94,5050.0,2024-01-15,2024,1,15,0,53.723404255319146,-3.7,-6.9,735.0,0.9,1547,51.3
PLT-005,뚝섬4주차장,319,25378.0,2024-01-15,2024,1,15,0,79.55485893416927,-3.7,-6.9,735.0,0.9,1547,51.3
PLT-005,뚝섬2주차장,442,51590.0,2024-01-15,2024,1,15,0,116.71945701357464,-3.7,-6.9,735.0,0.9,1547,51.3
PLT-005,뚝섬2주차장,417,43498.0,2024-01-14,2024,1,14,1,104.31175059952038,-0.6,-3.3,2400.0,2.4,1613,74.5
PLT-005,뚝섬1주차장,133,9215.0,2024-01-14,2024,1,14,1,69.28571428571429,-0.6,-3.3,2400.0,2.4,1613,74.5
PLT-005,뚝섬3주차장,324,29162.0,2024-01-14,2024,1,14,1,90.00617283950618,-0.6,-3.3,2400.0,2.4,1613,74.5
PLT-005,뚝섬4주차장,453,33803.0,2024-01-14,2024,1,14,1,74.62030905077263,-0.6,-3.3,2400.0,2.4,1613,74.5
PLT-005,뚝섬2주차장,741,77494.0,2024-01-13,2024,1,13,1,104.58029689608637,0.4,-3.8,800.0,6.4,1519,44.3
PLT-005,뚝섬1주차장,231,15585.0,2024-01-13,2024,1,13,1,67.46753246753246,0.4,-3.8,800.0,6.4,1519,44.3
PLT-005,뚝섬3주차장,508,59148.0,2024-01-13,2024,1,13,1,116.43307086614172,0.4,-3.8,800.0,6.4,1519,44.3
PLT-005,뚝섬4주차장,660,53901.0,2024-01-13,2024,1,13,1,81.66818181818182,0.4,-3.8,800.0,6.4,1519,44.3
PLT-005,뚝섬1주차장,187,13560.0,2024-01-12,2024,1,12,0,72.51336898395722,0.9,-1.4,2351.0,4.2,1546,61.6
PLT-005,뚝섬2주차장,475,63479.0,2024-01-12,2024,1,12,0,133.64,0.9,-1.4,2351.0,4.2,1546,61.6
PLT-005,뚝섬4주차장,433,41761.0,2024-01-12,2024,1,12,0,96.445727482679,0.9,-1.4,2351.0,4.2,1546,61.6
PLT-005,뚝섬3주차장,283,30134.0,2024-01-12,2024,1,12,0,106.48056537102474,0.9,-1.4,2351.0,4.2,1546,61.6
