주차장명,월,휴일여부,평균기온,최저기온,최고기온,영동_아침주차,영동_낮주차,영동_저녁주차,영동_아침이용,영동_낮이용,영동_저녁이용,요일,총 주차 대수,년도,아침 이용시간 예측,낮 이용시간 예측,저녁 이용시간 예측,아침 혼잡도,낮 혼잡도,저녁 혼잡도
뚝섬3주차장,12,0,1.3,-1.5,4.6,103.85593137158672,217.63962230816043,169.5044463202528,13647.430851377081,28599.442099683947,22274.127048938964,4,112,2023,11377.457,19490.43,17049.479,혼잡,만차,만차
뚝섬4주차장,12,0,1.3,-1.5,4.6,112.31669971143086,235.36993777114702,183.3133625174221,11075.357276064466,23209.426198936024,18076.216524999505,4,136,2023,11013.6045,23453.303,18586.115,혼잡,만차,만차
뚝섬1주차장,12,0,1.3,-1.5,4.6,39.977130405763525,83.77574056261165,65.24712903162481,3179.133703696433,6662.166035217212,5188.700261086354,4,67,2023,4500.5054,8640.949,8477.602,보통,만차,만차
뚝섬3주차장,12,0,1.2,-1.7,4.4,56.75530774179712,119.0381728500965,99.20651940810636,4633.916089914803,9719.14216364806,8099.9417464371345,3,112,2023,4969.2725,11327.148,9136.877,여유,혼잡,혼잡
뚝섬2주차장,12,0,1.2,-1.7,4.4,96.38083169243365,202.14846080361843,168.4707075039479,12118.806074903006,25417.89639911879,21183.2975259782,3,356,2023,11526.435,24562.098,20831.016,여유,보통,여유
뚝섬4주차장,12,0,1.2,-1.7,4.4,91.42764119860408,191.7596748094282,159.8126839919677,8559.113173337491,17951.822197960737,14961.06462870177,3,136,2023,8471.636,17307.094,15083.314,보통,만차,만차
뚝섬1주차장,12,0,1.2,-1.7,4.4,28.687228276762905,60.16838554968514,50.14438617355194,1688.6251925213965,3541.7102918526894,2951.6645156259133,3,67,2023,2190.3264,4731.704,3727.587,여유,혼잡,보통
뚝섬4주차장,12,0,1.5,-2.8,6.8,97.12479401953298,199.26146457135968,164.61374140910735,9211.896949479524,18899.15027531048,15612.952775209998,2,136,2023,8491.553,17480.275,15071.709,보통,만차,만차
뚝섬2주차장,12,0,1.5,-2.8,6.8,91.43635705960372,187.59105341425186,154.97258952614445,11526.45874361963,23647.710903902578,19535.830352477795,2,356,2023,11474.068,24341.725,19894.355,여유,여유,여유
뚝섬1주차장,12,0,1.5,-2.8,6.8,37.08018166472409,76.07379124633255,62.84602708894337,2491.956754149753,5112.5045617137575,4223.53868413649,2,67,2023,3039.7183,5571.937,4588.9844,보통,만차,혼잡
뚝섬3주차장,12,0,1.5,-2.8,6.8,84.6945058478357,173.75945500582776,143.54603914633657,10826.991680398698,22212.682569028577,18350.325750572727,2,112,2023,4993.817,11763.961,9523.06,여유,혼잡,혼잡
뚝섬3주차장,12,0,1.9,-2.6,7.2,89.27312748763718,182.44600570900172,147.28086680336108,12244.267518996501,25023.405861777832,20200.326619225667,1,112,2023,10030.401,20713.498,16061.138,보통,만차,만차
뚝섬4주차장,12,0,1.9,-2.6,7.2,96.94337233144373,198.1215575121618,159.9350701563945,9497.467615486672,19409.816588268404,15668.715796244924,1,136,2023,9355.473,19574.209,15701.327,보통,만차,만차
뚝섬1주차장,12,0,1.9,-2.6,7.2,32.598540586177776,66.62109516343023,53.78036425039199,2767.25388975998,5655.390744984521,4565.355365255497,1,67,2023,3657.9668,7904.848,5497.4155,보통,만차,혼잡
뚝섬2주차장,12,0,1.9,-2.6,7.2,89.06006513086479,182.0105737144695,146.92936115466568,12550.225063321674,25648.686205926104,20705.08873075222,1,356,2023,14185.632,29118.363,23279.078,여유,보통,여유
뚝섬3주차장,12,1,-0.7,-2.7,2.1,146.07685373752213,430.25306313224047,308.67008313023734,15519.634093413013,45711.3494474677,32794.01645911928,0,112,2023,15053.824,44429.844,32338.623,만차,만차,만차
뚝섬1주차장,12,1,-0.7,-2.7,2.1,40.27429639768971,118.62344339465162,85.10226020765865,2667.016726204387,7855.399993322872,5635.58328047274,0,67,2023,3725.256,9290.498,6877.543,보통,만차,만차
뚝섬4주차장,12,1,-0.7,-2.7,2.1,198.40042733616,584.3663072146362,419.2332654492037,13898.098487630621,40935.2973658732,29367.604146496175,0,136,2023,13071.438,39925.23,27674.576,만차,만차,만차
뚝섬2주차장,12,1,-0.7,-2.7,2.1,191.30290788902613,563.4613561245951,404.2357359863786,19985.129235802757,58863.96681467632,42229.90394952091,0,356,2023,20370.887,59151.133,42315.043,보통,만차,만차
뚝섬2주차장,12,1,-2.2,-5.6,3.0,190.5914550108288,584.2677129918713,432.14083199729976,19985.258909234093,61265.818636964534,45313.92245380136,6,356,2023,19084.955,59207.188,43557.613,보통,만차,만차
뚝섬4주차장,12,1,-2.2,-5.6,3.0,182.53829493994874,559.5803448372852,413.881360222766,13168.179956684382,40367.719461086264,29857.100582229345,6,136,2023,13257.576,39402.535,29105.13,만차,만차,만차
뚝섬3주차장,12,1,-2.2,-5.6,3.0,136.5879110061035,418.71712654347033,309.6949624504261,14657.382949399482,44932.94630551571,33233.6707450848,6,112,2023,14116.782,42535.934,31430.186,만차,만차,만차
뚝섬1주차장,12,1,-2.2,-5.6,3.0,57.79326639102183,177.16817146232387,131.03856214665427,2644.59460523725,8107.13807554918,5996.267319213568,6,67,2023,2874.0396,11216.729,7252.082,혼잡,만차,만차
뚝섬4주차장,12,1,-6.8,-12.7,-0.9,117.68532931626072,287.7365260691271,207.57814461461209,9699.536530253574,23715.02855887522,17108.4349108712,5,136,2023,7830.9526,18699.771,13773.985,보통,만차,만차
뚝섬1주차장,12,1,-6.8,-12.7,-0.9,36.668675202945835,89.65363210310485,64.67769269394928,2418.9806678383115,5914.323374340948,4266.695957820738,5,67,2023,2455.069,5841.535,4289.2183,보통,만차,혼잡
뚝섬3주차장,12,1,-6.8,-12.7,-0.9,96.18327893547573,235.164762741652,169.6519583228722,11099.857561302197,27138.764645577034,19578.377793120762,5,112,2023,11048.874,26685.662,19226.273,혼잡,만차,만차
뚝섬2주차장,12,1,-6.8,-12.7,-0.9,90.23181856222274,220.6136496777973,159.1545317599799,10398.737132814456,25424.54964850615,18341.713218679386,5,356,2023,10343.603,25838.543,18256.895,여유,보통,여유
뚝섬4주차장,12,0,-11.6,-14.7,-8.0,77.5933525206573,172.3101847553616,155.09646272398106,7486.513192832605,16625.167356791382,14964.31945037601,4,136,2023,7603.026,16578.85,14939.575,보통,만차,만차
뚝섬1주차장,12,0,-11.6,-14.7,-8.0,20.499972147432917,45.52392535512023,40.976102497446846,1504.1615077522974,3340.2648407761576,3006.573651471544,4,67,2023,1714.5477,4037.1553,3685.953,여유,보통,보통
뚝섬3주차장,12,0,-11.6,-14.7,-8.0,44.640126264970746,99.1315383901216,89.22833534490762,5954.379760467922,13222.785758054031,11901.834481478043,4,112,2023,5659.981,12827.858,11075.24,여유,혼잡,보통
뚝섬2주차장,12,0,-11.6,-14.7,-8.0,67.82233775879675,150.6118651935753,135.56579704762788,9510.454368210934,21119.697706805306,19009.84792498375,4,356,2023,9786.228,21562.006,19469.559,여유,여유,여유
뚝섬3주차장,12,0,-11.7,-14.4,-8.0,40.17709391784003,87.09863550587893,82.72427057628103,5144.198577442299,11151.943388009871,10591.85803454783,3,112,2023,5104.226,10736.33,10395.014,여유,보통,보통
뚝섬2주차장,12,0,-11.7,-14.4,-8.0,63.51807228915663,137.6987951807229,130.78313253012047,9327.590651763681,20220.985121207723,19205.424227028594,3,356,2023,9469.325,20401.28,19323.355,여유,여유,여유
뚝섬4주차장,12,0,-11.7,-14.4,-8.0,61.604877340688056,133.55124110901437,126.84388155029757,7235.129336623603,15684.805232980112,14897.065430396284,3,136,2023,7046.727,15495.569,14419.758,여유,혼잡,혼잡
뚝섬1주차장,12,0,-11.7,-14.4,-8.0,20.66250544346059,44.79358397445203,42.543910582087385,1664.2882856728118,3607.9572869792423,3426.7544273479457,3,67,2023,1616.3069,3639.9255,3458.589,여유,보통,보통
뚝섬1주차장,12,0,-7.4,-11.9,-2.1,23.874467835800488,53.56801937272976,46.55751279146975,2376.664765847752,5332.609928524001,4634.725305628247,2,67,2023,2294.4626,4942.6206,4152.601,여유,보통,보통
뚝섬2주차장,12,0,-7.4,-11.9,-2.1,57.56827324922859,129.16804671327577,112.2636800374956,8994.5132211069,20181.319298519702,17540.167480373395,2,356,2023,9073.899,20269.604,17274.432,여유,여유,여유
뚝섬4주차장,12,0,-7.4,-11.9,-2.1,57.56827324922859,129.16804671327577,112.2636800374956,7163.495566925749,16072.997812756317,13969.506620317932,2,136,2023,6200.0757,14104.78,11560.855,여유,혼잡,혼잡
뚝섬3주차장,12,0,-7.4,-11.9,-2.1,29.072940671015107,65.23202359098543,56.695035737999454,3494.1438893879617,7839.938835292739,6813.917275319299,2,112,2023,3276.2256,7388.765,6626.782,여유,보통,여유
뚝섬1주차장,12,0,-3.7,-8.2,0.2,28.02303473491773,57.970749542961606,47.00621572212065,2616.045107283748,5411.765611469258,4388.189281246992,1,67,2023,2642.07,5405.2734,4144.7246,여유,혼잡,보통
뚝섬2주차장,12,0,-3.7,-8.2,0.2,76.06252285191955,157.3491773308958,127.58829981718463,10513.905513326275,21749.92783604349,17636.166650630228,1,356,2023,10884.032,21741.883,18798.342,여유,여유,여유
뚝섬4주차장,12,0,-3.7,-8.2,0.2,58.9958625998268,122.04368324834023,98.96045415183295,6463.207447320311,13370.321370152988,10841.471182526699,1,136,2023,7004.7773,13852.8955,12498.657,여유,만차,혼잡
뚝섬3주차장,12,0,-3.7,-8.2,0.2,31.39422688347926,64.94467430000962,52.66109881651111,3378.1452323679396,6988.308476859424,5666.546290772635,1,112,2023,3981.204,8584.301,6921.536,여유,보통,여유
뚝섬4주차장,12,0,-7.7,-12.2,-3.6,63.39328125,134.87296875,113.73374999999999,6251.5528125,13300.5496875,11215.8975,0,136,2023,7555.179,15433.482,13126.056,보통,만차,혼잡
뚝섬3주차장,12,0,-7.7,-12.2,-3.6,30.071171875,63.978203125,53.950624999999995,3289.74556640625,6999.1289648437505,5902.1254687499995,0,112,2023,4544.1016,10673.139,8852.469,여유,혼잡,보통
뚝섬2주차장,12,0,-7.7,-12.2,-3.6,79.85115234375,169.88806640625,143.26078124999998,11165.54802734375,23755.36619140625,20032.08578125,0,356,2023,11279.291,23416.225,19958.639,여유,여유,여유
뚝섬1주차장,12,0,-7.7,-12.2,-3.6,21.943828125,46.686796875000006,39.369375,2288.86318359375,4869.69228515625,4106.444531249999,0,67,2023,2381.6301,5127.0117,4252.9966,여유,보통,보통
뚝섬2주차장,12,1,-9.8,-12.4,-6.4,56.226166662446495,169.13478337933304,114.63904995822044,6182.728508849668,18598.3592535386,12605.912237611728,6,356,2023,5434.164,21033.16,11795.437,여유,보통,여유
뚝섬1주차장,12,1,-9.8,-12.4,-6.4,16.86784999873395,50.74043501379992,34.39171498746613,1192.3254754007037,3586.6523181323273,2431.022206466969,6,67,2023,92.91774,3341.8362,2031.4861,여유,여유,여유
뚝섬4주차장,12,1,-9.8,-12.4,-6.4,54.73782695667585,164.65768617223307,111.60448687109107,4104.179424201757,12345.844276200845,8367.976299597396,6,136,2023,4140.8125,12371.83,8287.386,여유,만차,혼잡
뚝섬3주차장,12,1,-9.8,-12.4,-6.4,22.82120882181652,68.64882384219989,46.52996733598359,1920.288962600967,5776.4503076494575,3915.2607297495756,6,112,2023,2199.625,6577.456,4471.5366,여유,보통,여유
뚝섬3주차장,12,1,-4.1,-9.9,3.8,70.83290331755478,166.88617109887653,121.28092558356865,8661.542124616539,20407.06413668407,14830.393738699388,5,112,2023,8532.847,21298.842,14817.679,보통,만차,만차
뚝섬1주차장,12,1,-4.1,-9.9,3.8,31.76628811734351,74.84310180200312,54.39061008065335,2519.599374276252,5936.313105661987,4314.087520061759,5,67,2023,2547.1108,5985.576,4091.9133,여유,만차,혼잡
뚝섬4주차장,12,1,-4.1,-9.9,3.8,81.68474087316902,192.45369034800802,139.8615687788229,8470.352477500353,19956.610933913005,14503.036588586636,5,136,2023,8539.877,19371.299,14111.864,보통,만차,만차
뚝섬2주차장,12,1,-4.1,-9.9,3.8,100.42882392377544,236.61576905105335,171.95540702517116,11122.3442699551,26204.847774414397,19043.8079556305,5,356,2023,11780.223,26696.57,19629.043,여유,보통,여유
뚝섬4주차장,12,0,4.9,3.7,6.2,67.09184041281704,143.14076758171916,126.76739200546376,7318.983172392856,15615.086167972528,13828.930659634612,4,136,2023,7103.625,15623.487,13282.276,보통,만차,혼잡
뚝섬3주차장,12,0,4.9,3.7,6.2,26.87655328109881,57.34125704312192,50.78218967577925,2465.475820986131,5260.104646089051,4658.419532924817,4,112,2023,3374.2708,6871.732,6436.773,여유,보통,보통
뚝섬1주차장,12,0,4.9,3.7,6.2,23.49209842347896,50.12050615621027,44.38739542031075,2764.502361935838,5898.079224450304,5223.418413613857,4,67,2023,2173.6582,5317.3486,4870.15,여유,혼잡,보통
뚝섬2주차장,12,0,4.9,3.7,6.2,67.68909715239701,144.415017738233,127.89588510936997,9490.40959192578,20247.834987004608,17931.755421069607,4,356,2023,10132.5625,18551.19,12564.15,여유,보통,여유
뚝섬3주차장,12,0,7.6,6.2,9.1,33.50123275068996,71.0785648574057,67.42020239190433,4269.848978840845,9059.211039558417,8592.939981600737,3,112,2023,3788.52,7396.536,6573.731,여유,보통,보통
뚝섬1주차장,12,0,7.6,6.2,9.1,18.893137074517014,40.085004599816,38.021858325666976,1320.7666237350502,2802.231094756209,2658.0022815087395,3,67,2023,2476.2686,5632.6895,4867.1177,여유,혼잡,보통
뚝섬2주차장,12,0,7.6,6.2,9.1,63.69129714811405,135.13192272309107,128.17678012879486,10024.85435142594,21269.43403863845,20174.711609935603,3,356,2023,11198.4,24261.766,21258.654,여유,여유,여유
뚝섬4주차장,12,0,7.6,6.2,9.1,59.990579576816906,127.28022079116833,120.72919963201473,7759.8204231830705,16463.779208831646,15616.400367985281,3,136,2023,7867.1987,17197.275,15420.94,여유,혼잡,혼잡
뚝섬1주차장,12,0,6.8,2.6,10.3,32.3954716981132,68.69132075471698,58.913207547169804,2752.805207547169,5837.044981132075,5006.149811320754,2,67,2023,2922.9683,6021.6074,4940.2007,여유,만차,혼잡
뚝섬3주차장,12,0,6.8,2.6,10.3,42.51905660377358,90.15735849056604,77.32358490566037,3672.836603773584,7787.878490566038,6679.284905660377,2,112,2023,3766.847,6962.7944,6355.5757,여유,보통,보통
뚝섬2주차장,12,0,6.8,2.6,10.3,87.06283018867923,184.60792452830188,158.32924528301885,10884.271075471695,23078.995811320754,19793.733113207545,2,356,2023,11225.538,23166.383,19878.975,여유,보통,여유
뚝섬4주차장,12,0,6.8,2.6,10.3,95.16169811320752,201.78075471698114,173.0575471698113,10144.439490566036,21510.257773584904,18448.302735849054,2,136,2023,8680.09,18682.678,15886.156,보통,만차,만차
뚝섬4주차장,12,0,5.4,3.5,9.3,75.57012363028657,157.31395635907856,136.11592001063485,9196.413012514955,19144.1279412044,16564.459046280645,1,136,2023,8578.118,17597.473,15617.838,보통,만차,만차
뚝섬3주차장,12,0,5.4,3.5,9.3,36.45388077558539,75.88586512714359,65.66025409727101,3525.1721898323112,7338.333687828779,6349.49412233891,1,112,2023,3644.841,7826.706,6092.694,여유,보통,보통
뚝섬2주차장,12,0,5.4,3.5,9.3,83.76200695064284,174.36695975843668,150.87103329092048,11763.339650948592,24487.686556393262,21187.973792658144,1,356,2023,11631.244,24640.893,21679.12,여유,여유,여유
뚝섬1주차장,12,0,5.4,3.5,9.3,28.876388704255845,60.111836982737344,52.01177431300682,1912.3951611371708,3981.023643580151,3444.5811952826784,1,67,2023,2934.3276,5922.9863,5374.3286,여유,혼잡,혼잡
뚝섬3주차장,12,0,8.9,5.0,12.3,24.903749749348304,51.456707439342296,41.639542811309404,2497.1285341888906,5159.625105273712,4175.246360537397,0,112,2023,2738.3508,5289.5737,4748.6294,여유,여유,여유
뚝섬2주차장,12,0,8.9,5.0,12.3,59.93783837978744,123.84495688790857,100.21720473230398,11494.135752957689,23749.450852215763,19218.413394826548,0,356,2023,11742.876,25143.78,20212.125,여유,여유,여유
뚝섬1주차장,12,0,8.9,5.0,12.3,22.582213755764986,46.65989572889513,37.75789051533988,2332.9326248245434,4820.3596952075395,3900.7076799679166,0,67,2023,2547.3916,5113.2,4083.4875,여유,보통,보통
뚝섬4주차장,12,0,8.9,5.0,12.3,61.41517946661319,126.8974734309204,102.68734710246642,7500.4606978143165,15497.626488871067,12540.912813314619,0,136,2023,7740.1436,17223.275,13225.429,여유,혼잡,혼잡
뚝섬1주차장,12,1,11.4,6.7,15.5,42.8223272003978,119.48373943311783,79.69393336648433,2705.41553953257,7548.706166086523,5034.878294380905,6,67,2023,2546.3228,6867.6587,5785.2104,보통,만차,만차
뚝섬2주차장,12,1,11.4,6.7,15.5,126.16660865241171,352.0326703132769,234.80072103431127,13194.40837891596,36815.31004475385,24555.281576330184,6,356,2023,9011.707,22571.916,16503.215,여유,보통,여유
뚝섬4주차장,12,1,11.4,6.7,15.5,125.1048980606663,349.07026355047236,232.82483838886125,10219.318349080057,28514.152560914965,19018.529090004973,6,136,2023,9722.308,27360.31,17590.355,혼잡,만차,만차
뚝섬3주차장,12,1,11.4,6.7,15.5,71.66546494281451,199.96245648930878,133.37207856787668,5726.159124813525,15977.247140726005,10656.593734460466,6,112,2023,5520.9673,16592.646,10641.748,보통,만차,만차
뚝섬1주차장,12,1,13.7,11.7,16.2,56.25678644122447,130.43231696257632,95.3108965961992,4171.779851272646,9672.342596884384,7067.87755184297,5,67,2023,4220.9824,8946.039,6981.3945,혼잡,만차,만차
뚝섬3주차장,12,1,13.7,11.7,16.2,68.42580762177303,158.6463997098003,115.92779266842668,5729.813546683862,13284.670240422402,9707.516212893735,5,112,2023,6858.3354,15457.157,11339.964,보통,만차,만차
뚝섬2주차장,12,1,13.7,11.7,16.2,135.0561858890389,313.13006589951834,228.81374821144274,13803.260877451077,32003.095302392132,23385.64382015679,5,356,2023,13545.133,31490.625,23455.352,여유,혼잡,보통
뚝섬4주차장,12,1,13.7,11.7,16.2,148.42215997259223,344.11930432679713,251.45853570061064,12435.74218576812,28832.479937929507,21068.777876302374,5,136,2023,12284.338,27973.139,20339.254,만차,만차,만차
뚝섬2주차장,12,0,11.2,5.1,16.8,104.92777869197151,223.47759311063575,192.59462819739272,12786.889821366532,27233.811639515112,23470.298539118354,4,356,2023,13125.295,27618.586,24484.383,여유,보통,보통
뚝섬4주차장,12,0,11.2,5.1,16.8,97.07330005667997,206.74894410619277,178.17775583712725,10080.518439288388,21469.71970818935,18502.76185252226,4,136,2023,10416.807,22021.541,20272.607,보통,만차,만차
뚝섬1주차장,12,0,11.2,5.1,16.8,40.07798072879526,85.35900389446547,73.56301537673926,3407.8367432761033,7258.088969337941,6255.074287385954,4,67,2023,3061.665,7262.1094,6175.5186,보통,만차,만차
뚝섬3주차장,12,0,11.2,5.1,16.8,49.94642824493078,106.37705007953487,91.67652167553435,3811.033313221069,8116.826284899348,6995.140401879583,4,112,2023,3654.3154,8151.3247,6266.689,여유,혼잡,보통
뚝섬3주차장,12,0,6.6,0.8,11.4,36.958853851374904,78.88145946838368,71.1596866802414,3032.602425109607,6472.4979362720815,5838.899638618311,3,112,2023,3484.7751,7785.542,6329.4077,여유,보통,보통
뚝섬4주차장,12,0,6.6,0.8,11.4,80.8351402417772,172.5268284629354,155.63803129528736,8650.545851448278,18462.90160145286,16655.552547098858,3,136,2023,8598.283,18175.213,16423.645,보통,만차,만차
뚝섬1주차장,12,0,6.6,0.8,11.4,34.78480362482344,74.24137361730229,66.97382275787426,3008.885513547227,6421.878817896648,5793.2356685561235,3,67,2023,2863.4153,5896.2954,5216.014,보통,만차,혼잡
뚝섬2주차장,12,0,6.6,0.8,11.4,83.00919046832865,177.16691431401682,159.8238952176545,10876.180360647919,23213.084035000822,20940.735604351255,3,356,2023,11050.167,24123.717,21439.121,여유,여유,여유
뚝섬2주차장,12,0,6.1,3.9,8.7,66.5138923179185,138.86760991358844,117.618497768493,9655.016579622064,20157.729902193525,17073.253518184403,2,356,2023,10617.605,22820.617,19378.402,여유,여유,여유
뚝섬4주차장,12,0,6.1,3.9,8.7,66.5138923179185,138.86760991358844,117.618497768493,7367.803570411164,15382.48983002564,13028.706599563191,2,136,2023,7528.1104,15463.332,13558.967,여유,만차,혼잡
뚝섬3주차장,12,0,6.1,3.9,8.7,25.534745038457878,53.31140442503086,45.15385053651124,2395.1178995347063,5000.523748931725,4235.358351533567,2,112,2023,2990.42,6045.301,5177.2227,여유,보통,여유
뚝섬1주차장,12,0,6.1,3.9,8.7,33.56583420377931,70.07870097806476,59.35546481815591,3296.6591396828403,6882.760269679992,5829.580590637165,2,67,2023,2474.4177,5156.1323,4343.6704,여유,혼잡,혼잡
뚝섬3주차장,12,0,6.8,3.8,12.6,36.49606179369126,76.21604961759445,65.28788858871427,3840.9029527034736,8021.096952170768,6871.000095125755,1,112,2023,3119.6477,5531.077,5209.8706,여유,보통,보통
뚝섬2주차장,12,0,6.8,3.8,12.6,90.83008637418666,189.68376393592328,162.48614968989,12370.31964156615,25833.387199878238,22129.293158555607,1,356,2023,12092.859,25356.246,21665.062,여유,보통,여유
뚝섬4주차장,12,0,6.8,3.8,12.6,85.29416688862676,178.12290247707466,152.58293063429852,9010.221547886305,18816.372474411168,16118.40597770252,1,136,2023,8776.839,18414.576,16129.719,보통,만차,만차
뚝섬1주차장,12,0,6.8,3.8,12.6,32.39538069327651,67.65244853696586,57.952170769757615,2867.8113275750543,5988.954415737604,5130.23425668734,1,67,2023,3021.358,6010.474,5111.6616,보통,만차,혼잡
뚝섬3주차장,12,0,2.7,-3.0,9.4,31.50412825651302,65.63014028056112,50.86573146292585,2788.966813627254,5810.041202404809,4502.991983967936,0,112,2023,3527.2334,7783.0205,5041.67,여유,보통,여유
뚝섬4주차장,12,0,2.7,-3.0,9.4,82.16617234468936,171.170501002004,132.66332665330663,8890.975871743485,18521.88985971944,14355.134268537075,0,136,2023,8568.678,17776.064,14260.949,보통,만차,만차
뚝섬1주차장,12,0,2.7,-3.0,9.4,35.54857715430861,74.05563126252504,57.395791583166336,4129.3823246492975,8602.426292585169,6667.191382765532,0,67,2023,3006.039,5998.094,4822.798,보통,만차,혼잡
뚝섬2주차장,12,0,2.7,-3.0,9.4,90.68080160320639,188.908376753507,146.41082164328657,12558.86529058116,26162.923286573146,20277.211422845692,0,356,2023,11848.045,25342.037,20764.332,여유,여유,여유
뚝섬1주차장,12,1,0.8,-2.8,6.0,34.53445684578806,96.25195259565871,63.213590558553214,2526.177717002981,7040.78071796388,4624.041565033138,6,67,2023,2224.782,5315.2417,4308.663,보통,만차,혼잡
뚝섬4주차장,12,1,0.8,-2.8,6.0,78.85961022002118,219.79182989627222,144.34855988370657,6049.938403922438,16861.95289131988,11074.108704757678,6,136,2023,6100.246,17607.781,11477.499,보통,만차,만차
뚝섬3주차장,12,1,0.8,-2.8,6.0,39.69682410624091,110.64013107645305,72.66304481730602,3536.3995860743585,9856.39840342967,6473.20201049597,6,112,2023,5942.485,19378.562,12483.834,보통,만차,만차
뚝섬2주차장,12,1,0.8,-2.8,6.0,74.76531894448961,208.38051592874567,136.85416512676468,9155.191317416906,25516.69031956045,16758.11836302264,6,356,2023,10677.659,28477.229,19007.469,여유,보통,여유
뚝섬4주차장,12,1,2.0,-4.4,8.0,106.43681981233405,242.9349654459599,179.628214741706,8369.877632085603,19103.689277101108,14125.433090813283,5,136,2023,8875.251,20316.246,14765.801,보통,만차,만차
뚝섬3주차장,12,1,2.0,-4.4,8.0,60.36114545122914,137.77030176519466,101.86855278357618,6900.083740348174,15748.982429118618,11644.933830533204,5,112,2023,7890.359,18045.865,12642.961,보통,만차,혼잡
뚝섬2주차장,12,1,2.0,-4.4,8.0,115.28978781184766,263.14127637152177,194.5689358166305,13537.5964979835,30898.66404555864,22846.739456457854,5,356,2023,12612.329,28872.27,21195.78,여유,보통,보통
뚝섬1주차장,12,1,2.0,-4.4,8.0,44.4660438157388,101.49078896702672,75.04316721723444,4022.265529051739,9180.553675293353,6788.180795654905,5,67,2023,3362.5874,7476.635,5806.334,보통,만차,만차
뚝섬2주차장,12,0,-3.2,-6.8,0.7,91.16718294627637,194.6208919112121,166.2119251425115,10066.309217882215,21489.24662279817,18352.44415931961,4,356,2023,10658.346,21174.977,18596.73,여유,보통,여유
뚝섬3주차장,12,0,-3.2,-6.8,0.7,28.641017651263816,61.14196161812416,52.21702073061201,2881.0443389482557,6150.364646149897,5252.5910149018455,4,112,2023,4020.177,9387.961,7709.151,여유,보통,보통
뚝섬4주차장,12,0,-3.2,-6.8,0.7,76.84667412064447,164.04991110215002,140.10341477720547,8422.072767930787,17979.181333284454,15354.745898784755,4,136,2023,7528.31,17221.967,13894.345,보통,만차,만차
뚝섬1주차장,12,0,-3.2,-6.8,0.7,31.263082647506277,66.73946514654398,56.997452205949735,3939.955202815404,8410.894917242516,7183.149879942078,4,67,2023,3394.0234,7535.561,5537.76,여유,만차,혼잡
뚝섬1주차장,11,0,-4.3,-7.3,-0.5,30.571967316153362,64.487743557511,56.94028912633563,3213.073538654934,6777.5769956002505,5984.349465744814,3,67,2023,3010.7292,6245.245,5429.572,여유,혼잡,혼잡
뚝섬4주차장,11,0,-4.3,-7.3,-0.5,68.98805782526713,145.52168447517283,128.49025769956,6844.500314267756,14437.617850408546,12747.881835323695,3,136,2023,7230.476,15682.488,13215.955,여유,만차,혼잡
뚝섬3주차장,11,0,-4.3,-7.3,-0.5,29.365179132620995,61.942174732872395,54.69264613450659,3151.527341294783,6647.752985543682,5869.719673161533,3,112,2023,3295.0957,6471.356,6171.4746,여유,보통,여유
뚝섬2주차장,11,0,-4.3,-7.3,-0.5,71.60276555625393,151.0370835952231,133.36015084852292,12012.168447517284,25338.16781898177,22372.66373350094,3,356,2023,12091.213,23498.244,22233.32,여유,여유,여유
뚝섬4주차장,11,0,-1.4,-4.0,3.0,71.96406576642747,151.46855754562404,130.56737668794847,7443.198598790891,15666.298773942031,13504.502627267075,2,136,2023,7801.955,17267.559,14694.709,보통,만차,혼잡
뚝섬2주차장,11,0,-1.4,-4.0,3.0,84.97451833436915,178.85270354257304,154.17277812305778,12920.599129894343,27195.024238657552,23442.3766314481,2,356,2023,11978.493,25222.592,22040.447,여유,여유,여유
뚝섬3주차장,11,0,-1.4,-4.0,3.0,33.949149669472845,71.45550596078874,61.59534436973839,3355.4770326007115,7062.542403525623,6087.980563873664,2,112,2023,3316.763,7144.8203,6183.738,여유,보통,보통
뚝섬1주차장,11,0,-1.4,-4.0,3.0,33.13599638397649,69.74399683597943,60.120006780044065,3453.055426860274,7267.923498502741,6265.021074636984,2,67,2023,2958.181,3791.373,6402.469,보통,혼잡,혼잡
뚝섬2주차장,11,0,1.3,-1.2,5.2,78.65544845006593,160.93534666889545,136.40920488103862,11543.314630114595,23618.546182277445,20019.139187607958,1,356,2023,11734.6045,23796.193,20374.12,여유,여유,여유
뚝섬1주차장,11,0,1.3,-1.2,5.2,32.63364350587842,66.77104808603109,56.595308408090496,3361.683661150424,6878.273991939228,5830.042346910347,1,67,2023,2950.259,5303.8594,4403.7466,여유,보통,보통
뚝섬4주차장,11,0,1.3,-1.2,5.2,69.24189743875485,141.67446741330957,120.0836351479356,6707.468880592856,13724.018498913467,11632.512620493677,1,136,2023,7562.736,14569.23,13177.27,보통,만차,혼잡
뚝섬3주차장,11,0,1.3,-1.2,5.2,28.031463011459667,57.35461822774465,48.61391876079568,2769.048327482773,5665.694637915343,4802.257034601884,1,112,2023,2621.6804,5135.9023,4884.6226,여유,보통,여유
뚝섬1주차장,11,0,6.2,4.4,9.3,27.040822905962226,55.52235588063431,44.43682121340345,2422.8151484011355,4974.71565012392,3981.469201474944,0,67,2023,2451.2327,5079.6245,4042.6604,여유,혼잡,보통
