"지구별","주차장명","주차대수","이용시간","날짜"
"PLT-010","잠원2-6주차장","1780","149870","2024/01/06"
"PLT-010","잠원1주차장","446","31034","2024/01/06"
"PLT-003","망원1주차장","265","16646","2024/01/06"
"PLT-008","여의도5주차장","172","16127","2024/01/06"
"PLT-004","이촌1주차장","86","17911","2024/01/06"
"PLT-009","반포1주차장","538","19408","2024/01/06"
"PLT-005","뚝섬3주차장","542","59104","2024/01/06"
"PLT-005","뚝섬1주차장","188","10584","2024/01/06"
"PLT-003","망원2,3주차장","844","68828","2024/01/06"
"PLT-002","난지1,2,3주차장","1093","58434","2024/01/05"
"PLT-005","뚝섬2주차장","452","58782","2024/01/05"
"PLT-006","광나루1,2주차장","386","31398","2024/01/05"
"PLT-008","여의도5주차장","321","100476","2024/01/05"
"PLT-001","강서1주차장","102","4952","2024/01/05"
"PLT-008","여의도2주차장","697","166346","2024/01/05"
"PLT-004","이촌3,4주차장","609","78528","2024/01/05"
"PLT-008","여의도4주차장","239","66655","2024/01/05"
"PLT-003","망원2,3주차장","568","45995","2024/01/05"
"PLT-011","잠실1주차장","1838","46736","2024/01/05"
"PLT-007","양화2주차장","25","1966","2024/01/05"
"PLT-004","이촌2주차장","176","14316","2024/01/05"
"PLT-008","여의도3주차장","1241","384324","2024/01/05"
"PLT-005","뚝섬4주차장","466","39932","2024/01/05"
"PLT-005","뚝섬1주차장","174","13798","2024/01/05"
"PLT-005","뚝섬3주차장","258","29308","2024/01/05"
"PLT-010","잠원2-6주차장","1187","133647","2024/01/05"
"PLT-009","반포1주차장","407","14656","2024/01/05"
"PLT-003","망원1주차장","218","21615","2024/01/05"
"PLT-009","반포2,3주차장","1842","105121","2024/01/05"
"PLT-004","이촌1주차장","73","21107","2024/01/05"
"PLT-006","광나루4주차장","214","11008","2024/01/05"
"PLT-010","잠원1주차장","304","31045","2024/01/05"
"PLT-006","광나루3주차장","310","24554","2024/01/05"
"PLT-007","양화3,4,5주차장","455","39854","2024/01/05"
"PLT-008","여의도1주차장","1458","246984","2024/01/05"
"PLT-007","양화1주차장","180","25292","2024/01/05"
"PLT-007","양화1주차장","183","28998","2024/01/04"
"PLT-006","광나루4주차장","274","12630","2024/01/04"
"PLT-003","망원1주차장","193","14366","2024/01/04"
"PLT-008","여의도2주차장","625","170756","2024/01/04"
"PLT-005","뚝섬2주차장","404","60153","2024/01/04"
"PLT-002","난지1,2,3주차장","1008","52362","2024/01/04"
"PLT-010","잠원2-6주차장","1130","137999","2024/01/04"
"PLT-004","이촌2주차장","165","16091","2024/01/04"
"PLT-006","광나루3주차장","263","20844","2024/01/04"
"PLT-008","여의도5주차장","386","114922","2024/01/04"
"PLT-007","양화2주차장","34","2968","2024/01/04"
"PLT-008","여의도3주차장","1224","409371","2024/01/04"
"PLT-007","양화3,4,5주차장","420","42151","2024/01/04"
"PLT-004","이촌1주차장","70","16597","2024/01/04"
"PLT-005","뚝섬4주차장","347","37887","2024/01/04"
"PLT-004","이촌3,4주차장","519","77398","2024/01/04"
"PLT-006","광나루1,2주차장","348","26716","2024/01/04"
"PLT-011","잠실1주차장","1955","62241","2024/01/04"
"PLT-001","강서1주차장","115","5514","2024/01/04"
"PLT-008","여의도1주차장","1121","225243","2024/01/04"
"PLT-009","반포2,3주차장","1796","136360","2024/01/04"
"PLT-003","망원2,3주차장","489","47684","2024/01/04"
"PLT-005","뚝섬3주차장","233","24792","2024/01/04"
"PLT-010","잠원1주차장","258","27918","2024/01/04"
"PLT-009","반포1주차장","353","12822","2024/01/04"
"PLT-008","여의도4주차장","255","74598","2024/01/04"
"PLT-005","뚝섬1주차장","149","8908","2024/01/04"
"PLT-005","뚝섬2주차장","386","48031","2024/01/03"
"PLT-010","잠원1주차장","226","24498","2024/01/03"
"PLT-010","잠원2-6주차장","991","122572","2024/01/03"
"PLT-004","이촌1주차장","68","19637","2024/01/03"
"PLT-007","양화1주차장","174","26123","2024/01/03"
"PLT-004","이촌3,4주차장","576","85102","2024/01/03"
"PLT-008","여의도2주차장","565","166330","2024/01/03"
"PLT-011","잠실1주차장","2075","64949","2024/01/03"
"PLT-006","광나루4주차장","320","12967","2024/01/03"
"PLT-002","난지1,2,3주차장","1013","52217","2024/01/03"
"PLT-009","반포2,3주차장","1675","103806","2024/01/03"
"PLT-005","뚝섬3주차장","174","19386","2024/01/03"
"PLT-006","광나루3주차장","281","22017","2024/01/03"
"PLT-001","강서1주차장","95","3644","2024/01/03"
"PLT-007","양화3,4,5주차장","425","39045","2024/01/03"
"PLT-008","여의도1주차장","1012","221820","2024/01/03"
"PLT-008","여의도4주차장","229","67800","2024/01/03"
"PLT-009","반포1주차장","324","9436","2024/01/03"
"PLT-006","광나루1,2주차장","350","26566","2024/01/03"
"PLT-008","여의도5주차장","338","111986","2024/01/03"
"PLT-003","망원1주차장","154","13744","2024/01/03"
"PLT-008","여의도3주차장","1196","406964","2024/01/03"
"PLT-004","이촌2주차장","151","12173","2024/01/03"
"PLT-007","양화2주차장","23","1096","2024/01/03"
"PLT-005","뚝섬1주차장","145","8786","2024/01/03"
"PLT-003","망원2,3주차장","418","39812","2024/01/03"
"PLT-005","뚝섬4주차장","361","35073","2024/01/03"
"PLT-004","이촌2주차장","195","15000","2024/01/02"
"PLT-006","광나루3주차장","300","23142","2024/01/02"
"PLT-010","잠원2-6주차장","1166","139784","2024/01/02"
"PLT-007","양화1주차장","186","34283","2024/01/02"
"PLT-001","강서1주차장","97","3433","2024/01/02"
"PLT-008","여의도1주차장","1085","237845","2024/01/02"
"PLT-005","뚝섬1주차장","142","8914","2024/01/02"
"PLT-003","망원1주차장","211","20225","2024/01/02"
"PLT-004","이촌1주차장","80","19373","2024/01/02"
"PLT-005","뚝섬3주차장","294","37459","2024/01/02"
"PLT-009","반포1주차장","336","10763","2024/01/02"
"PLT-006","광나루4주차장","302","12697","2024/01/02"
"PLT-008","여의도4주차장","260","87029","2024/01/02"
"PLT-007","양화3,4,5주차장","429","38369","2024/01/02"
"PLT-010","잠원1주차장","304","37654","2024/01/02"
"PLT-007","양화2주차장","19","1002","2024/01/02"
"PLT-005","뚝섬2주차장","448","61453","2024/01/02"
"PLT-003","망원2,3주차장","444","40554","2024/01/02"
"PLT-004","이촌3,4주차장","519","77221","2024/01/02"
"PLT-009","반포2,3주차장","1406","78339","2024/01/02"
"PLT-008","여의도3주차장","1348","459931","2024/01/02"
"PLT-002","난지1,2,3주차장","967","49062","2024/01/02"
"PLT-011","잠실1주차장","2007","61169","2024/01/02"
"PLT-005","뚝섬4주차장","390","32945","2024/01/02"
"PLT-006","광나루1,2주차장","377","30355","2024/01/02"
"PLT-008","여의도5주차장","356","118898","2024/01/02"
"PLT-008","여의도2주차장","681","178624","2024/01/02"
"PLT-005","뚝섬2주차장","1025","99643","2024/01/01"
"PLT-004","이촌1주차장","93","3472","2024/01/01"
"PLT-003","망원1주차장","314","14957","2024/01/01"
"PLT-008","여의도5주차장","95","7781","2024/01/01"
"PLT-008","여의도4주차장","28","1256","2024/01/01"
"PLT-010","잠원2-6주차장","2217","175192","2024/01/01"
"PLT-007","양화1주차장","248","17725","2024/01/01"
"PLT-008","여의도2주차장","772","45200","2024/01/01"
"PLT-005","뚝섬1주차장","252","14710","2024/01/01"
"PLT-006","광나루1,2주차장","549","32600","2024/01/01"
"PLT-010","잠원1주차장","351","15751","2024/01/01"
"PLT-006","광나루4주차장","73","2851","2024/01/01"
"PLT-009","반포1주차장","695","32778","2024/01/01"
"PLT-007","양화2주차장","93","5233","2024/01/01"
"PLT-007","양화3,4,5주차장","1210","109515","2024/01/01"
"PLT-006","광나루3주차장","373","15426","2024/01/01"
"PLT-005","뚝섬3주차장","718","69321","2024/01/01"
"PLT-005","뚝섬4주차장","868","62593","2024/01/01"
"PLT-004","이촌2주차장","157","8856","2024/01/01"
"PLT-008","여의도1주차장","2180","165966","2024/01/01"
"PLT-011","잠실1주차장","703","33732","2024/01/01"
"PLT-008","여의도3주차장","1444","167193","2024/01/01"
"PLT-003","망원2,3주차장","1164","86826","2024/01/01"
"PLT-001","강서1주차장","270","14027","2024/01/01"
"PLT-009","반포2,3주차장","2564","161757","2024/01/01"
"PLT-002","난지1,2,3주차장","1194","56907","2024/01/01"
"PLT-004","이촌3,4주차장","634","32912","2024/01/01"
"PLT-007","양화3,4,5주차장","486","26136","2023/12/31"
"PLT-005","뚝섬3주차장","734","70534","2023/12/31"
"PLT-011","잠실1주차장","915","20556","2023/12/31"
"PLT-005","뚝섬2주차장","1003","65408","2023/12/31"
"PLT-006","광나루1,2주차장","391","20489","2023/12/31"
"PLT-010","잠원2-6주차장","1701","128848","2023/12/31"
"PLT-003","망원1주차장","363","37660","2023/12/31"
"PLT-008","여의도1주차장","1706","126762","2023/12/31"
"PLT-005","뚝섬1주차장","367","9175","2023/12/31"
"PLT-004","이촌3,4주차장","618","38000","2023/12/31"
"PLT-006","광나루3주차장","247","11441","2023/12/31"
"PLT-001","강서1주차장","146","6475","2023/12/31"
"PLT-002","난지1,2,3주차장","910","45564","2023/12/31"
"PLT-005","뚝섬4주차장","833","59327","2023/12/31"
"PLT-009","반포2,3주차장","2156","121669","2023/12/31"
"PLT-008","여의도3주차장","2057","222539","2023/12/31"
"PLT-010","잠원1주차장","289","18660","2023/12/31"
"PLT-007","양화1주차장","98","3474","2023/12/31"
"PLT-006","광나루4주차장","71","3097","2023/12/31"
"PLT-009","반포1주차장","451","9140","2023/12/31"
"PLT-004","이촌2주차장","396","40767","2023/12/31"
"PLT-004","이촌1주차장","74","3193","2023/12/31"
"PLT-008","여의도2주차장","626","51080","2023/12/31"
"PLT-003","망원2,3주차장","857","55554","2023/12/31"
"PLT-007","양화2주차장","32","1034","2023/12/31"
"PLT-008","여의도5주차장","138","10536","2023/12/31"
"PLT-008","여의도4주차장","35","1683","2023/12/31"
"PLT-008","여의도4주차장","33","7679","2023/12/30"
"PLT-007","양화2주차장","16","641","2023/12/30"
"PLT-007","양화1주차장","66","5446","2023/12/30"
"PLT-002","난지1,2,3주차장","731","35676","2023/12/30"
"PLT-005","뚝섬1주차장","123","7279","2023/12/30"
"PLT-003","망원1주차장","156","7327","2023/12/30"
"PLT-008","여의도3주차장","447","47401","2023/12/30"
"PLT-004","이촌1주차장","35","794","2023/12/30"
"PLT-010","잠원1주차장","284","16205","2023/12/30"
"PLT-010","잠원2-6주차장","1260","100745","2023/12/30"
"PLT-006","광나루1,2주차장","330","19921","2023/12/30"
"PLT-005","뚝섬3주차장","464","55351","2023/12/30"
"PLT-006","광나루3주차장","264","10930","2023/12/30"
"PLT-006","광나루4주차장","48","3692","2023/12/30"
"PLT-011","잠실1주차장","462","16018","2023/12/30"
"PLT-005","뚝섬4주차장","439","32364","2023/12/30"
"PLT-001","강서1주차장","83","4390","2023/12/30"
"PLT-008","여의도2주차장","477","80035","2023/12/30"
"PLT-009","반포1주차장","259","6958","2023/12/30"
"PLT-009","반포2,3주차장","1359","90555","2023/12/30"
"PLT-003","망원2,3주차장","617","47521","2023/12/30"
"PLT-008","여의도1주차장","1126","89705","2023/12/30"
"PLT-007","양화3,4,5주차장","307","14985","2023/12/30"
"PLT-004","이촌2주차장","135","7098","2023/12/30"
"PLT-004","이촌3,4주차장","433","28227","2023/12/30"
"PLT-005","뚝섬2주차장","436","37075","2023/12/30"
"PLT-008","여의도5주차장","138","10754","2023/12/30"
"PLT-004","이촌2주차장","161","12251","2023/12/29"
"PLT-009","반포2,3주차장","2337","120352","2023/12/29"
"PLT-001","강서1주차장","112","7471","2023/12/29"
"PLT-006","광나루4주차장","69","9803","2023/12/29"
"PLT-004","이촌1주차장","83","17259","2023/12/29"
"PLT-008","여의도2주차장","721","151588","2023/12/29"
"PLT-002","난지1,2,3주차장","1048","61386","2023/12/29"
"PLT-005","뚝섬2주차장","491","59104","2023/12/29"
"PLT-005","뚝섬3주차장","491","64521","2023/12/29"
"PLT-007","양화3,4,5주차장","405","30318","2023/12/29"
"PLT-006","광나루3주차장","269","20337","2023/12/29"
"PLT-011","잠실1주차장","1416","39525","2023/12/29"
"PLT-005","뚝섬4주차장","531","52361","2023/12/29"
"PLT-003","망원1주차장","213","15293","2023/12/29"
"PLT-007","양화2주차장","27","3648","2023/12/29"
"PLT-008","여의도5주차장","284","81052","2023/12/29"
"PLT-008","여의도4주차장","173","40087","2023/12/29"
"PLT-008","여의도3주차장","1136","276314","2023/12/29"
"PLT-006","광나루1,2주차장","446","32713","2023/12/29"
"PLT-005","뚝섬1주차장","189","15030","2023/12/29"
"PLT-004","이촌3,4주차장","545","47124","2023/12/29"
"PLT-003","망원2,3주차장","599","52507","2023/12/29"
"PLT-008","여의도1주차장","1470","213731","2023/12/29"
"PLT-007","양화1주차장","189","20960","2023/12/29"
"PLT-009","반포1주차장","481","11423","2023/12/29"
"PLT-010","잠원2-6주차장","1467","148715","2023/12/29"
"PLT-010","잠원1주차장","264","23287","2023/12/29"
"PLT-009","반포2,3주차장","1858","118050","2023/12/28"
"PLT-003","망원2,3주차장","513","43022","2023/12/28"
"PLT-002","난지1,2,3주차장","1057","61263","2023/12/28"
"PLT-007","양화1주차장","183","28960","2023/12/28"
"PLT-001","강서1주차장","108","6681","2023/12/28"
"PLT-011","잠실1주차장","1698","48888","2023/12/28"
"PLT-004","이촌2주차장","152","14753","2023/12/28"
"PLT-010","잠원1주차장","267","26741","2023/12/28"
"PLT-004","이촌1주차장","73","16414","2023/12/28"
"PLT-008","여의도3주차장","865","267453","2023/12/28"
"PLT-008","여의도4주차장","184","51387","2023/12/28"
"PLT-009","반포1주차장","442","10045","2023/12/28"
"PLT-006","광나루4주차장","67","11949","2023/12/28"
"PLT-008","여의도2주차장","654","157646","2023/12/28"
"PLT-005","뚝섬3주차장","275","22453","2023/12/28"
"PLT-006","광나루1,2주차장","386","28584","2023/12/28"
"PLT-008","여의도1주차장","1276","227423","2023/12/28"
"PLT-008","여의도5주차장","309","90883","2023/12/28"
"PLT-005","뚝섬2주차장","467","58720","2023/12/28"
"PLT-005","뚝섬4주차장","443","41472","2023/12/28"
"PLT-006","광나루3주차장","282","19155","2023/12/28"
"PLT-003","망원1주차장","195","15493","2023/12/28"
"PLT-007","양화3,4,5주차장","366","29687","2023/12/28"
"PLT-005","뚝섬1주차장","139","8182","2023/12/28"
"PLT-007","양화2주차장","20","2245","2023/12/28"
"PLT-010","잠원2-6주차장","1180","126813","2023/12/28"
"PLT-004","이촌3,4주차장","535","38714","2023/12/28"
"PLT-006","광나루3주차장","260","24083","2023/12/27"
"PLT-005","뚝섬4주차장","461","43724","2023/12/27"
"PLT-006","광나루1,2주차장","385","27198","2023/12/27"
"PLT-001","강서1주차장","113","6604","2023/12/27"
"PLT-009","반포2,3주차장","2282","179955","2023/12/27"
"PLT-008","여의도2주차장","617","158589","2023/12/27"
"PLT-004","이촌1주차장","68","19158","2023/12/27"
"PLT-007","양화1주차장","185","29722","2023/12/27"
"PLT-008","여의도5주차장","300","95394","2023/12/27"
"PLT-003","망원2,3주차장","520","41457","2023/12/27"
"PLT-008","여의도1주차장","1122","204588","2023/12/27"
"PLT-006","광나루4주차장","134","13128","2023/12/27"
"PLT-007","양화3,4,5주차장","403","35455","2023/12/27"
"PLT-007","양화2주차장","23","2867","2023/12/27"
"PLT-003","망원1주차장","179","15777","2023/12/27"
"PLT-004","이촌3,4주차장","433","36039","2023/12/27"
"PLT-002","난지1,2,3주차장","1017","59102","2023/12/27"
"PLT-008","여의도3주차장","1130","329338","2023/12/27"
"PLT-004","이촌2주차장","163","14439","2023/12/27"
"PLT-011","잠실1주차장","1976","58719","2023/12/27"
"PLT-005","뚝섬2주차장","434","54710","2023/12/27"
"PLT-005","뚝섬1주차장","176","11828","2023/12/27"
"PLT-009","반포1주차장","391","14684","2023/12/27"
"PLT-005","뚝섬3주차장","402","51390","2023/12/27"
"PLT-010","잠원2-6주차장","1227","138127","2023/12/27"
"PLT-008","여의도4주차장","199","57013","2023/12/27"
"PLT-010","잠원1주차장","271","27684","2023/12/27"
"PLT-010","잠원2-6주차장","1255","139326","2023/12/26"
"PLT-008","여의도5주차장","318","93115","2023/12/26"
"PLT-004","이촌2주차장","176","15413","2023/12/26"
"PLT-003","망원2,3주차장","511","47359","2023/12/26"
"PLT-001","강서1주차장","80","3705","2023/12/26"
"PLT-005","뚝섬3주차장","419","57468","2023/12/26"
"PLT-008","여의도3주차장","1031","304512","2023/12/26"
"PLT-009","반포2,3주차장","1741","101986","2023/12/26"
"PLT-005","뚝섬4주차장","455","44576","2023/12/26"
"PLT-011","잠실1주차장","1835","52607","2023/12/26"
"PLT-003","망원1주차장","200","16895","2023/12/26"
"PLT-007","양화3,4,5주차장","338","25848","2023/12/26"
"PLT-006","광나루4주차장","176","12330","2023/12/26"
"PLT-005","뚝섬1주차장","153","12988","2023/12/26"
"PLT-005","뚝섬2주차장","418","58904","2023/12/26"
"PLT-006","광나루3주차장","247","21676","2023/12/26"
"PLT-006","광나루1,2주차장","380","24185","2023/12/26"
