지구별,주차장명,년도,월,휴일여부,평균기온,최저기온,최고기온,요일,영동_아침주차,영동_낮주차,영동_저녁주차,청담_아침주차,청담_낮주차,청담_저녁주차,영동_아침이용,영동_낮이용,영동_저녁이용,청담_아침이용,청담_낮이용,청담_저녁이용,총 주차 대수
PLT-005,뚝섬3주차장,2024,2,1,2.8,0.8,5.9,6,98.50268952342648,264.86673034385683,179.63058013271663,116.96075977473203,259.17478452191114,166.86445570335678,13832.099587773977,37193.532575909914,25224.3678363161,16424.047758422315,36394.24920772693,23431.703033850747,112
PLT-005,뚝섬2주차장,2024,2,1,2.0,-1.3,5.9,5,100.8573277256551,229.6384665156907,169.50420575865417,127.23624059609084,220.99636442172704,151.76739498218205,10154.114040763505,23119.541531866707,17065.344427369782,12809.890230733234,22249.471977250636,15279.637792016125,356
PLT-005,뚝섬1주차장,2024,2,1,2.0,-1.3,5.9,5,45.18408282109348,102.87803299902943,75.93788417987706,57.0018357870487,99.00637126093372,67.99179295201756,3234.2927855063076,7364.046344225169,5435.660870268522,4080.2117634354413,7086.911414275943,4866.876822288615,67
PLT-005,뚝섬3주차장,2024,2,1,2.0,-1.3,5.9,5,64.34697508896795,146.50934163701066,108.14368327402136,81.17672150030596,140.99568050106186,96.82759799863216,4543.420899385311,10344.753639598835,7635.825461015853,5731.7381663727,9955.44422446996,6836.817609157338,112
PLT-005,뚝섬4주차장,2024,2,1,2.0,-1.3,5.9,5,144.6294079585894,329.30156098350045,243.06903105791005,182.45676901479428,316.90878658075655,217.63444440444908,13148.568100938204,29937.507602717564,22097.924296344227,16587.53421403117,28810.854036931712,19785.61174903711,136
PLT-005,뚝섬2주차장,2024,2,0,1.8,-1.0,6.1,4,90.19024316224726,205.01375137513753,167.7960054626152,125.37199011253047,190.98319821610687,146.64481167136265,10378.695800614543,23592.079207920793,19309.22499146466,14427.25622720437,21977.50496966344,16875.238803132186,356
PLT-005,뚝섬1주차장,2024,2,0,1.8,-1.0,6.1,4,26.88175714123136,61.10561056105611,50.01263229771252,37.36789338127258,56.92371782683099,43.708388791896425,2098.7250104320774,4770.665566556656,3904.609423011266,2917.4035021002232,4444.174897581717,3412.4216003180586,67
PLT-005,뚝섬3주차장,2024,2,0,1.8,-1.0,6.1,4,40.32263571184704,91.65841584158416,75.01894844656879,56.05184007190887,85.38557674024648,65.56258318784464,2838.9473085239556,6453.283828382839,5281.768863093204,3946.3744792657,6011.63959136402,4615.985929370279,112
PLT-005,뚝섬4주차장,2024,2,0,1.8,-1.0,6.1,4,104.99468912408481,238.66611661166118,195.33919426425396,145.95140965584,222.3324920917529,170.71609825240705,11134.501726034672,25310.12101210121,20715.377261864112,15477.88975125754,23577.96892015695,18104.141328585505,136
PLT-005,뚝섬2주차장,2024,2,0,0.2,-1.1,1.6,3,70.09841907879739,160.34637299794875,132.55520792325382,97.03565474386177,153.41398908760232,112.55035616853591,9761.253133870663,22328.342871350724,18458.403994778608,13512.281752046074,21363.0036374659,15672.714610488027,356
PLT-005,뚝섬4주차장,2024,2,0,0.2,-1.1,1.6,3,71.83639641132956,164.32190290698878,135.8417006816816,99.44149742346166,157.21764170960898,115.34086086692938,8193.597579926649,18742.4148933966,15493.987526676749,11342.211655046984,17932.108972415885,13155.679372537132,136
PLT-005,뚝섬3주차장,2024,2,0,0.2,-1.1,1.6,3,27.80763732051467,63.60847854464082,52.583884134844496,38.49348287359806,60.8584419521067,44.64807517429524,2043.6682344653245,4674.781447485651,3864.5503180490227,2829.0036753561685,4472.67285541073,3281.323469233101,112
PLT-005,뚝섬1주차장,2024,2,0,0.2,-1.1,1.6,3,23.17303110042889,53.00706545386735,43.819903445703744,32.07790239466505,50.71536829342225,37.2067293119127,1217.5496757350347,2785.0795640552806,2302.3707602096842,1685.4264549863594,2664.6699757502274,1954.9035692634131,67
PLT-005,뚝섬3주차장,2024,2,0,1.9,0.0,4.0,2,21.050278892259513,45.83021822096095,40.11950288677952,29.71710564067252,43.0304508329986,34.252443526328875,2135.1278207260984,4648.554750954105,4069.3174283197955,3014.2032478338215,4364.574606453588,3474.222145712591,112
PLT-005,뚝섬2주차장,2024,2,0,1.9,0.0,4.0,2,62.56064194148155,136.20569527351012,119.23366278500829,88.3181270442417,127.88489126068744,101.79698169507085,9938.289147666112,21637.43115764752,18941.279694686364,14030.084351867792,20315.600791874676,16171.31485625753,356
PLT-005,뚝섬4주차장,2024,2,0,1.9,0.0,4.0,2,69.6429787650455,151.62520794598296,132.7318132889715,98.31640557755209,142.3624261203879,113.32116830206,8799.606771699773,19158.31617575105,16771.077052549168,12422.58334767889,17987.934909431726,14318.481742889384,136
PLT-005,뚝섬1주차장,2024,2,0,1.9,0.0,4.0,2,20.46008415696252,44.545258831588214,38.994657011449256,28.883915762896656,41.82398959469023,33.29209464241311,916.1789607593697,1994.6852921029454,1746.1357471376843,1293.3884202674012,1872.8299956006963,1490.7815841319025,67
PLT-005,뚝섬4주차장,2024,2,0,4.3,2.8,6.8,1,86.38183993208305,181.04441614571272,154.5737439222042,119.00920315839676,168.08139760823866,134.90939923336452,10473.491047310335,21950.99193486146,18741.5170178282,14429.442864460967,20379.272014272843,16357.285121266184,136
PLT-005,뚝섬3주차장,2024,2,0,4.3,2.8,6.8,1,35.82185305240411,75.077660723933,64.10048622366287,49.352157707865956,69.70200137782409,55.94584091430994,2634.032029019063,5520.567646831827,4713.400324149107,3628.934659341823,5125.287735599088,4113.777605059087,112
PLT-005,뚝섬2주차장,2024,2,0,4.3,2.8,6.8,1,88.83819556996218,186.19259859535384,158.96920583468392,122.39335111550756,172.86096341700375,138.74568546748864,14570.896947595895,30538.589276066985,26073.51377633711,20074.483669251556,28351.986080443727,22756.53025030471,356
PLT-005,뚝섬1주차장,2024,2,0,4.3,2.8,6.8,1,25.791734197730957,54.055915721231756,46.15235008103727,35.53355354966349,50.18544099203334,40.281005458303156,2186.97530292506,4583.598440997143,3913.426256077795,3013.0197311476563,4255.406758403843,3415.5735104484993,67
PLT-005,뚝섬1주차장,2024,2,0,9.1,4.2,11.9,0,27.291997880233176,58.12135665076841,44.5866454689984,37.00880325395764,54.03116466476979,38.96003208127255,2063.4849781908606,4394.4216501569435,3371.0933716521945,2798.150209101151,4085.1716730001713,2945.678117898676,67
PLT-005,뚝섬4주차장,2024,2,0,9.1,4.2,11.9,0,78.72691696221108,167.65775956952425,128.61532346826462,106.75616323257012,155.85912884068208,112.38470792674774,10674.530186294893,22732.60384819208,17438.86596551302,14474.997001928694,21132.83537342219,15238.167624649108,136
PLT-005,뚝섬2주차장,2024,2,0,9.1,4.2,11.9,0,80.40642452407158,171.23445844034077,131.3591170355876,109.03362804819828,159.1841235892833,114.78224836251836,13641.170355876238,29050.395316130605,22285.434327993145,18497.85391563389,27006.022972482664,19473.123111883433,356
PLT-005,뚝섬3주차장,2024,2,0,9.1,4.2,11.9,0,27.082059435000613,57.674269291916346,44.24367127308303,36.72412015200412,53.615540321194636,38.66033952680122,2054.2476866006277,4374.749806367453,3356.002507031918,2785.624152615196,4066.8842018828645,2932.491645501938,112
PLT-005,뚝섬2주차장,2024,2,1,6.2,1.2,9.4,6,91.0958358238693,257.77246463438934,171.1316995417414,117.3334466710585,242.92156321057442,159.74499011836704,9592.741880852758,27144.43195855748,18020.82616058976,12355.663216949655,25580.57491977814,16821.761863272197,356
PLT-005,뚝섬3주차장,2024,2,1,6.2,1.2,9.4,6,42.21941621837019,119.4676230324766,79.31296074915322,54.379539707163644,112.58480141105468,74.03565888178166,3343.217174736003,9460.24945208209,6280.533373181909,4306.1374928278465,8915.221369828081,5862.641137344071,112
PLT-005,뚝섬1주차장,2024,2,1,6.2,1.2,9.4,6,29.956515242080094,84.76748356246264,56.27600119545726,38.58465265529039,79.88382174809274,52.53152559661686,2671.560569834628,7559.67324168161,5018.766188483762,3441.0289648723883,7124.141998002423,4684.829037125188,67
PLT-005,뚝섬4주차장,2024,2,1,6.2,1.2,9.4,6,93.37323171946602,264.21677625024904,175.40999203028494,120.26678283783495,248.99460229083877,163.73861487132623,8132.055190276947,23011.14963140068,15276.795178322376,10474.266527827953,21685.421085067046,14260.312387104997,136
PLT-005,뚝섬3주차장,2024,2,1,4.4,-1.2,11.7,5,102.5205378522748,233.22158776938662,168.25787437833853,127.61058863268677,220.89480701879143,155.49460434852176,8248.631608030943,18764.620249278563,13537.748142690489,10267.33527707159,17772.82801472026,12510.836708208146,112
PLT-005,뚝섬2주차장,2024,2,1,4.4,-1.2,11.7,5,168.01977036900593,382.2242688442725,275.7559607867215,209.13957581468108,362.0220448363526,254.8383793489662,16076.400135077052,36571.82886146415,26384.771003458787,20010.80883215701,34638.8477839606,24383.34338388238,356
PLT-005,뚝섬4주차장,2024,2,1,4.4,-1.2,11.7,5,196.49769755019335,447.0080432246577,322.4942592251489,244.58696154598297,423.3817134526836,298.03132500133336,16996.440596794986,38664.80751519617,27894.75188800884,21156.01258689043,36621.20336361535,25778.784049494214,136
PLT-005,뚝섬1주차장,2024,2,1,4.4,-1.2,11.7,5,64.88899121999138,147.61445733816336,106.49655144184523,80.769400344895,139.81238777578267,98.4182118793223,4575.792656720082,10409.364319191174,7509.843024088741,5695.635300183113,9859.183896602606,6940.180803214279,67
PLT-005,뚝섬4주차장,2024,2,0,2.3,-1.5,8.1,4,117.60132701421797,257.6378199052133,219.76085308056872,164.63350472318547,245.17158914265212,185.19490613416238,12919.741080568716,28304.220796208534,24143.03812322275,18086.71983737893,26934.67439913906,20345.605763482003,136
PLT-005,뚝섬1주차장,2024,2,0,2.3,-1.5,8.1,4,37.751014218009466,82.70390521327015,70.54508056872038,52.84873849097214,78.7021403802463,59.449121128781535,2986.480758293838,6542.701611374408,5580.817630331753,4180.860935071147,6226.122204950376,4703.0168599784765,67
PLT-005,뚝섬2주차장,2024,2,0,2.3,-1.5,8.1,4,91.31397156398101,200.04818957345972,170.63783886255922,127.83307425564988,190.36852804017693,143.79839770417314,11347.243336492887,24859.235090047394,21204.521573459715,15885.334688508909,23656.380007174455,17869.285304316632,356
PLT-005,뚝섬3주차장,2024,2,0,2.3,-1.5,8.1,4,40.715753554502356,89.19897630331754,76.0852701421801,56.99916297979194,84.88293674518712,64.11790027502092,2865.519393364928,6277.702710900474,5354.777895734597,4011.5236159272986,5973.94571326079,4512.53067081191,112
PLT-005,뚝섬3주차장,2024,2,0,4.5,0.6,11.6,3,25.289111681044535,53.65061785964093,47.060270459314516,34.23762629960463,52.007980670669205,39.75439302972616,2005.6674049895082,4255.004954534856,3732.327640475635,2715.3698381900717,4124.728181285694,3152.9019805242347,112
PLT-005,뚝섬4주차장,2024,2,0,4.5,0.6,11.6,3,80.48360146110205,170.74522033107948,149.77117820781842,108.962604334456,165.51746229316151,126.51993337238247,9301.174710499728,19732.356609932383,17308.468679567886,12592.3815712403,19128.205081271048,14621.41334748865,136
PLT-005,뚝섬2주차장,2024,2,0,4.5,0.6,11.6,3,79.68077251884667,169.04202611331309,148.2772013678402,107.87569556303998,163.86641528774345,125.25788914921655,10890.575308929821,23104.25536255537,20266.169328514803,14744.189211451165,22396.865390247473,17119.94539830136,356
PLT-005,뚝섬1주차장,2024,2,0,4.5,0.6,11.6,3,30.306792570140672,64.2955817206808,56.39762570917851,41.03080612095475,62.327024454532136,47.6421694245131,1936.2227014844177,4107.678654698064,3603.0986438175173,2621.352229462586,3981.91261531703,3043.735155220383,67
PLT-005,뚝섬2주차장,2024,2,0,12.9,8.8,18.3,2,127.56601183340423,278.988882013999,240.44510615259674,177.24164506410708,266.5650879282561,203.19326700763682,14727.269325960015,32208.770544104565,27758.960129935414,20462.23288726967,30774.46559938345,23458.30151334688,356
PLT-005,뚝섬1주차장,2024,2,0,12.9,8.8,18.3,2,45.74237209482192,100.03928999574616,86.21833790943191,63.55496391788692,95.58439010719539,72.86064597491769,2231.3207974012917,4879.933814145945,4205.745388452762,3100.2220976669237,4662.623029496252,3554.1548728368252,67
PLT-005,뚝섬4주차장,2024,2,0,12.9,8.8,18.3,2,131.70648516957345,288.0441625739588,248.24935225646774,182.9944650739158,275.2171232396833,209.7884116864009,13822.477319308558,30229.976139835257,26053.54654085618,19205.10474322147,28883.789882995865,22017.10537378267,136
PLT-005,뚝섬3주차장,2024,2,0,12.9,8.8,18.3,2,64.47308480606365,141.00365443365945,121.52326076027687,89.57962586702165,134.72454984936593,102.69582428361242,5066.9535364863295,11081.507386209829,9550.539077303838,7040.081972955931,10588.031212779373,8070.886814264696,112
PLT-005,뚝섬1주차장,2024,2,0,8.2,2.0,13.7,1,36.219763040974165,74.29981898963304,59.480417969392796,48.83176209369198,72.05802060204564,49.11021730426236,3106.5903817673193,6372.739180516703,5101.670437715979,4188.328959341899,6180.458814108397,4212.212226549703,67
PLT-005,뚝섬3주차장,2024,2,0,8.2,2.0,13.7,1,53.2643574131973,109.26443969063683,87.47120289616588,71.81141484366466,105.96767735594948,72.22090780038583,3847.817179529373,7893.263123251605,6318.919697219023,5187.656608306335,7655.10501219379,5217.238379499872,112
PLT-005,뚝섬2주차장,2024,2,0,8.2,2.0,13.7,1,110.78986341945038,227.27003455652462,181.940102024025,149.3677428748225,220.4127689003749,150.21948822480252,14000.642874773737,28720.37650156327,22991.980623662992,18875.774014486946,27853.81592836603,18983.410057147015,356
PLT-005,뚝섬4주차장,2024,2,0,8.2,2.0,13.7,1,109.29846141188087,224.21063024518676,179.49090834293239,147.3570232591999,217.44567393440832,148.19730280639172,10244.440389995063,21015.04821457956,16823.511395425376,13811.633039711713,20380.975321224476,13890.391639063808,136
PLT-005,뚝섬4주차장,2024,2,1,3.5,-2.9,10.5,0,138.88617638083608,389.1119926762283,282.00183094293556,146.03572222633957,414.07470540280144,249.88957237085893,10409.09025870545,29162.74288814295,21135.166853151593,10944.926653326416,31033.62116158996,18728.45218508362,136
PLT-005,뚝섬3주차장,2024,2,1,3.5,-2.9,10.5,0,89.33296036347603,250.28067677075916,181.38636286576474,93.93161886410236,266.3369401418019,160.7314409940957,9073.55392805072,25421.022751161294,18423.42332078798,9540.63993675733,27051.85834630302,16325.501716939645,112
PLT-005,뚝섬1주차장,2024,2,1,3.5,-2.9,10.5,0,39.436815515546044,110.48859051300309,80.07459397145084,41.46693347167667,117.57676820079547,70.95629832752785,3128.368256874511,8764.627538738006,6352.004204387481,3289.4095703945254,9326.9049383631,5628.685491242372,67
PLT-005,뚝섬2주차장,2024,2,1,3.5,-2.9,10.5,0,132.88492184586167,372.2985115112061,269.8165666429322,139.72553669804094,396.1825885026804,239.0918747992786,13251.970264130465,37127.529108602044,26907.500627267484,13934.15168358902,39509.3725388473,23843.47577756367,356
PLT-005,뚝섬3주차장,2024,2,1,1.0,-3.1,5.5,6,77.75206611570246,265.9669421487603,158.28099173553719,96.36162579664881,243.2876799054573,162.3506942978939,8114.4038721148445,27756.988245365643,16518.607882519507,10056.544971088508,25390.1226100536,16943.33241885789,112
PLT-005,뚝섬2주차장,2024,2,1,1.0,-3.1,5.5,6,86.11583418392543,294.57693194165483,175.30723387441967,106.72721900983413,269.4580677837336,179.8147132064323,8071.655724210594,27610.759408646405,16431.584867143,10003.565272443338,25256.362849786856,16854.071877769806,356
PLT-005,뚝섬1주차장,2024,2,1,1.0,-3.1,5.5,6,26.795034737084713,91.65793026242137,54.54703500049389,33.20828936816782,83.84216857299624,55.949542058835945,588.8712258404397,2014.355207270093,1198.773566889467,729.8145443801967,1842.5891613556746,1229.5962942641288,67
PLT-005,뚝섬4주차장,2024,2,1,1.0,-3.1,5.5,6,104.85687004049913,358.6845016627704,213.45862829673044,129.95382602456422,328.09912210357487,218.9470518718609,6854.8823548780065,23448.53570840604,13954.581936715946,8495.563415354747,21449.056050310217,14313.380534335036,136
PLT-005,뚝섬3주차장,2024,2,1,1.7,-1.5,7.4,5,94.27451866071931,237.50753768844223,116.21794365083846,120.90043477476502,187.7638144720463,139.33575075318862,8162.321495116028,20563.48743718593,10062.19106769804,10467.602821525861,16256.658115494938,12063.739062979197,112
PLT-005,뚝섬4주차장,2024,2,1,1.7,-1.5,7.4,5,154.4586979843035,389.13065326633165,190.41064874936478,198.0824087604409,307.6308924608973,228.28669877866173,9562.129749872958,24090.05025125628,11787.819998870758,12262.758384297595,19044.615467878983,14132.626147823417,136
PLT-005,뚝섬2주차장,2024,2,1,1.7,-1.5,7.4,5,114.26576703743434,287.8718592964824,140.86237366608322,146.537803756021,227.57980191589542,168.88239432808354,9432.923155101347,23764.53768844221,11628.53915645644,12097.060020566109,18787.278454294526,13941.661525139361,356
PLT-005,뚝섬1주차장,2024,2,1,1.7,-1.5,7.4,5,46.71639094348144,117.69346733668343,57.59014171983513,59.91048330356659,93.0436759214158,69.04584077501758,2466.0783129128786,6212.836683417086,3040.0850036700353,3162.5718641193553,4911.6163879417645,3644.8117479388784,67
PLT-005,뚝섬1주차장,2024,2,1,1.1,-2.5,6.1,4,42.64581789155595,121.49204629682423,62.86213581161982,52.95992436920001,116.16156303653314,57.87851259426684,1904.4081760647696,5425.395917669195,2807.1959062660358,2364.998913350575,5187.3557907547865,2584.6452958946384,67
PLT-005,뚝섬3주차장,2024,2,1,1.1,-2.5,6.1,4,72.32881008039226,206.05479217743317,106.6163977421746,89.82189815921588,197.0141047095386,98.16399713124552,7350.297907520381,20939.98375049889,10834.71834198073,9128.004585660574,20021.2385630148,9975.756851324626,112
PLT-005,뚝섬2주차장,2024,2,1,1.1,-2.5,6.1,4,98.06659444666171,279.37818575745484,144.55521979588346,121.78449568600179,267.12042248929646,133.0950818247017,8577.633274417012,24436.492730486345,12643.873995096643,10652.177210788255,23364.337643709383,11641.485145502358,356
PLT-005,뚝섬4주차장,2024,2,1,1.1,-2.5,6.1,4,113.4716916585894,323.2651804549861,167.26312788642454,140.91539347575687,309.0818681676917,154.00273835655142,7031.863276127486,20032.807457665775,10365.32926620674,8732.554930128443,19153.86477734553,9543.580292526025,136
PLT-005,뚝섬3주차장,2024,2,0,0.6,-3.0,6.2,3,50.847678142514006,105.47718174539632,78.67514011208968,66.43152239441115,97.95347352743003,70.61500407815879,4652.237990392313,9650.488871096877,7198.273138510809,6078.060268094613,8962.11759282244,6460.822139082946,112
PLT-005,뚝섬4주차장,2024,2,0,0.6,-3.0,6.2,3,97.58426741393113,202.42642113690954,150.98931144915935,127.49198553140182,187.98730451434446,135.52070995425368,9191.529223378702,19066.683746997598,14221.7870296237,12008.557750274833,17706.653427426503,12764.788822298662,136
PLT-005,뚝섬2주차장,2024,2,0,0.6,-3.0,6.2,3,102.99359487590071,213.64739791833466,159.3590072057646,134.55916876484983,198.4078868044966,143.03294443065357,11575.311649319454,24011.54379503603,17910.144555644518,15122.924057590695,22298.795631050743,16075.280311358558,356
PLT-005,뚝섬1주차장,2024,2,0,0.6,-3.0,6.2,3,41.327261809447556,85.72826261008807,63.94447558046438,53.99327990354268,79.61324869676228,57.393471399695024,2891.610088070456,5998.285348278623,4474.104563650921,3777.83346927196,5570.426469023723,4015.7400617043154,67
PLT-005,뚝섬1주차장,2024,2,0,0.6,-0.9,2.7,2,27.649509525432716,60.47683975305836,51.87365072150891,37.97168086106902,57.63171186234042,44.39660727659055,2374.105385751619,5192.800647653675,4454.093966594704,3260.411254506505,4948.5057735513865,3812.082971942107,67
PLT-005,뚝섬3주차장,2024,2,0,0.6,-0.9,2.7,2,38.51181683899557,84.23559822747414,72.25258493353026,52.88912691363185,80.27274152254559,61.83813156382255,3515.83263265538,7690.0621520281775,6596.10521531644,4828.370447776791,7328.2838183813155,5645.345733841892,112
PLT-005,뚝섬4주차장,2024,2,0,0.6,-0.9,2.7,2,77.41862667121161,169.33515130856338,145.24622202022493,106.32070641099325,161.36879321455316,124.31050037445354,9124.140646896187,19956.92514108245,17117.93421202136,12530.383457860911,19018.053259487606,14650.563282651477,136
PLT-005,뚝섬2주차장,2024,2,0,0.6,-0.9,2.7,2,89.26841646782563,195.25379691701698,167.47778661515733,122.59428392287997,186.06809829841336,143.33761777870663,13187.828561148355,28845.292675074797,24741.878763776836,18111.135639270597,27488.268282912722,21175.59607781667,356
PLT-005,뚝섬4주차장,2024,2,0,1.2,0.0,2.9,1,71.30945738199624,154.53760747024995,130.15293514775377,96.4727927927928,146.64634234234234,112.88086486486486,7207.262882195524,15619.150714570402,13154.586403234069,9750.526846846848,14821.578774774773,11408.894378378378,136
PLT-005,뚝섬1주차장,2024,2,0,1.2,0.0,2.9,1,24.838125604964983,53.82770597278369,45.33416842225132,33.60288288288288,51.07906306306305,39.31805405405405,2164.1218470648523,4689.955930080282,3949.9222228548647,2927.786666666667,4450.4693333333325,3425.7439999999997,67
PLT-005,뚝섬2주차장,2024,2,0,1.2,0.0,2.9,1,76.51745146045664,165.82406194841425,139.65848659112905,103.51855855855857,157.35646846846845,121.12497297297297,11444.366679952172,24801.54962136309,20888.08369868473,15482.79927927928,23535.09023423423,18116.110486486486,356
PLT-005,뚝섬3주차장,2024,2,0,1.2,0.0,2.9,1,38.05841826567215,82.47793657120081,69.46364516312701,51.48828828828829,78.26630630630629,60.24540540540541,3810.448898252007,8257.777828389228,6954.7732733587645,5155.061621621622,7836.104972972972,6031.833405405405,112
PLT-005,뚝섬1주차장,2024,2,0,2.7,0.1,6.6,0,29.413578994358986,63.344020129053206,47.242400876587794,38.60746909759345,56.30146493350589,45.091065968900644,2344.682439836045,5049.423318858812,3765.8942413051413,3077.566822351021,4488.031061842326,3594.402115806651,67
PLT-005,뚝섬4주차장,2024,2,0,2.7,0.1,6.6,0,62.81900085223812,135.2847287041922,100.89627044356965,82.45452328700316,120.24384296513044,96.30163374786638,6665.117000121746,14353.754961243456,10705.128038634795,8748.452497514676,12757.911953932435,10217.635548552886,136
PLT-005,뚝섬3주차장,2024,2,0,2.7,0.1,6.6,0,28.152997037457887,60.62927640923664,45.21772655330546,36.95286327912516,53.88854500778421,43.158591713090615,2423.258715149547,5218.642344060711,3892.09894078974,3180.7039183688776,4638.436403878978,3714.859677752143,112
PLT-005,뚝섬2주차장,2024,2,0,2.7,0.1,6.6,0,72.27336552899637,155.64530660281645,116.08132786818716,94.86406692551535,138.34074240804304,110.79519066644158,11036.815226654759,23768.486181567307,17726.698591777928,14486.625475962708,21125.918256335226,16919.456267702062,356
