주차장명,주차대수,이용시간,날짜,주차구획수,연도,월,일,요일,휴일여부,도로명,년도,아침 주차대수,낮 주차대수,저녁 주차대수,아침 이용시간,낮 이용시간,저녁 이용시간,예측 이용시간,아침 혼잡도,낮 혼잡도,저녁 혼잡도
뚝섬2주차장,983,110473,2024-09-30,356,2024,9,30,0,0,영동대교,2024,203.07,422.79,357.14,22821.721373346896,47514.62835198372,40136.65027466938,96228.24,보통,만차,혼잡
뚝섬2주차장,983,110473,2024-09-30,356,2024,9,30,0,0,청담대교,2024,275.11,403.6,304.29,30917.83014242116,45357.988606307226,34197.18125127162,96228.24,보통,만차,혼잡
뚝섬4주차장,953,94018,2024-09-30,136,2024,9,30,0,0,영동대교,2024,196.87,409.88,346.24,19422.369237872383,40437.0432428462,34158.58751928142,90407.92,만차,만차,만차
뚝섬4주차장,953,94018,2024-09-30,136,2024,9,30,0,0,청담대교,2024,266.72,391.28,295.0,26313.201427072407,38601.64012591815,29103.158447009446,90407.92,만차,만차,만차
뚝섬1주차장,256,21880,2024-09-30,67,2024,9,30,0,0,영동대교,2024,52.89,110.11,93.01,4520.265614624429,9410.59646107574,7949.137924299833,21039.69,혼잡,만차,만차
뚝섬1주차장,256,21880,2024-09-30,67,2024,9,30,0,0,청담대교,2024,71.65,105.11,79.24,6123.835937500001,8983.6203125,6772.54375,21039.69,혼잡,만차,만차
뚝섬3주차장,620,58185,2024-09-30,112,2024,9,30,0,0,영동대교,2024,128.08,266.66,225.26,12019.894838709679,25025.180806451615,21139.92435483871,58534.47,만차,만차,만차
뚝섬3주차장,620,58185,2024-09-30,112,2024,9,30,0,0,청담대교,2024,173.52,254.56,191.92,16284.292258064515,23889.634838709677,18011.072903225806,58534.47,만차,만차,만차
뚝섬4주차장,1134,131106,2024-09-29,136,2024,9,29,6,1,청담대교,2024,275.67,491.46,366.86,31871.52533972963,56820.03788393196,42414.43677633842,124152.83,만차,만차,만차
뚝섬4주차장,1134,131106,2024-09-29,136,2024,9,29,6,1,영동대교,2024,217.17,526.95,389.88,25107.83952380952,60922.66904761905,45075.491428571426,124152.83,만차,만차,만차
뚝섬1주차장,460,46313,2024-09-29,67,2024,9,29,6,1,청담대교,2024,111.83,199.36,148.82,11258.848264168171,20071.215147496798,14982.936588335037,44815.26,만차,만차,만차
뚝섬1주차장,460,46313,2024-09-29,67,2024,9,29,6,1,영동대교,2024,88.09,213.76,158.15,8868.9395,21521.449739130432,15922.610760869567,44815.26,만차,만차,만차
뚝섬2주차장,1881,246537,2024-09-29,356,2024,9,29,6,1,청담대교,2024,457.27,815.21,608.53,59932.68190493405,106846.54933785573,79757.76875721021,243965.49,만차,만차,만차
뚝섬2주차장,1881,246537,2024-09-29,356,2024,9,29,6,1,영동대교,2024,360.22,874.08,646.7,47212.94956937799,114563.03081339713,84761.01961722488,243965.49,만차,만차,만차
뚝섬3주차장,817,114939,2024-09-29,112,2024,9,29,6,1,청담대교,2024,198.61,354.08,264.31,27941.29105263158,49813.465263157894,37184.24368421052,109933.68,만차,만차,만차
뚝섬3주차장,817,114939,2024-09-29,112,2024,9,29,6,1,영동대교,2024,156.46,379.65,280.89,22011.45157894737,53410.76052631578,39516.78789473684,109933.68,만차,만차,만차
뚝섬4주차장,958,121606,2024-09-28,136,2024,9,28,5,1,청담대교,2024,267.04,400.67,290.28,33897.70899487469,50860.526748713455,36847.76425641186,119133.85,만차,만차,만차
뚝섬4주차장,958,121606,2024-09-28,136,2024,9,28,5,1,영동대교,2024,222.12,414.84,321.04,28195.328517745304,52658.69837160751,40751.97311064719,119133.85,만차,만차,만차
뚝섬3주차장,710,112987,2024-09-28,112,2024,9,28,5,1,청담대교,2024,197.91,296.95,215.14,31494.728408450705,47255.61922535211,34236.65236619718,107505.55,만차,만차,만차
뚝섬3주차장,710,112987,2024-09-28,112,2024,9,28,5,1,영동대교,2024,164.62,307.45,237.93,26197.07033802817,48926.553732394364,37863.375929577465,107505.55,만차,만차,만차
뚝섬2주차장,1600,254536,2024-09-28,356,2024,9,28,5,1,청담대교,2024,446.0,669.18,484.81,70952.35345220909,106457.16565728537,77126.48089050558,252105.8,만차,만차,만차
뚝섬2주차장,1600,254536,2024-09-28,356,2024,9,28,5,1,영동대교,2024,370.97,692.84,536.19,59015.76245,110220.4514,85299.78615,252105.8,만차,만차,만차
뚝섬1주차장,412,45709,2024-09-28,67,2024,9,28,5,1,청담대교,2024,114.85,172.32,124.84,12741.629208028931,19117.436178733526,13849.934613237543,45211.59,만차,만차,만차
뚝섬1주차장,412,45709,2024-09-28,67,2024,9,28,5,1,영동대교,2024,95.52,178.41,138.07,10597.387572815533,19793.5502184466,15318.062208737863,45211.59,만차,만차,만차
뚝섬2주차장,1059,121330,2024-09-27,356,2024,9,27,4,0,청담대교,2024,294.9,421.25,342.85,33786.79603399433,48262.7596789424,39280.44428706327,116185.72,보통,만차,만차
뚝섬2주차장,1059,121330,2024-09-27,356,2024,9,27,4,0,영동대교,2024,209.74,452.9,396.36,24029.9850802644,51888.91123701605,45411.10368271955,116185.72,보통,만차,만차
뚝섬4주차장,955,101758,2024-09-27,136,2024,9,27,4,0,청담대교,2024,265.94,379.88,309.18,28336.672795811515,40477.30789528796,32944.019308900526,100307.73,만차,만차,만차
뚝섬4주차장,955,101758,2024-09-27,136,2024,9,27,4,0,영동대교,2024,189.14,408.42,357.43,20153.62267667724,43518.78277259447,38085.59455072828,100307.73,만차,만차,만차
뚝섬3주차장,646,64723,2024-09-27,112,2024,9,27,4,0,청담대교,2024,179.89,256.97,209.14,18023.251501547988,25745.927724458204,20953.820773993808,63186.66,만차,만차,만차
뚝섬3주차장,646,64723,2024-09-27,112,2024,9,27,4,0,영동대교,2024,127.94,276.27,241.78,12818.558522577749,27680.0309757117,24224.41050171055,63186.66,만차,만차,만차
뚝섬1주차장,329,23919,2024-09-27,67,2024,9,27,4,0,청담대교,2024,91.62,130.87,106.51,6660.968936170214,9514.52744680851,7743.503617021277,24344.84,만차,만차,만차
뚝섬1주차장,329,23919,2024-09-27,67,2024,9,27,4,0,영동대교,2024,65.16,140.7,123.14,4737.270638297872,10229.189361702127,8952.539999999999,24344.84,만차,만차,만차
뚝섬3주차장,510,47963,2024-09-26,112,2024,9,26,3,0,영동대교,2024,99.23,212.84,197.93,9332.095078431374,20016.558666666668,18614.346254901964,48715.64,혼잡,만차,만차
뚝섬3주차장,510,47963,2024-09-26,112,2024,9,26,3,0,청담대교,2024,143.29,193.97,172.74,13475.722098039214,18241.927666666666,16245.350235294118,48715.64,혼잡,만차,만차
뚝섬2주차장,763,95135,2024-09-26,356,2024,9,26,3,0,영동대교,2024,148.46,318.42,296.11,18511.044836760637,39702.86202964652,36921.09313359284,93371.44,여유,혼잡,혼잡
뚝섬2주차장,763,95135,2024-09-26,356,2024,9,26,3,0,청담대교,2024,214.38,290.2,258.43,26729.71691065648,36183.243994180935,32222.03909516258,93371.44,여유,혼잡,혼잡
뚝섬4주차장,898,106868,2024-09-26,136,2024,9,26,3,0,영동대교,2024,174.73,374.76,348.5,20794.269023040346,44599.44061737881,41474.290359580846,101535.92,만차,만차,만차
뚝섬4주차장,898,106868,2024-09-26,136,2024,9,26,3,0,청담대교,2024,252.31,341.54,304.15,30026.575812917596,40645.54200445435,36195.88218262806,101535.92,만차,만차,만차
뚝섬1주차장,251,22103,2024-09-26,67,2024,9,26,3,0,영동대교,2024,48.84,104.75,97.41,4300.838725099602,9224.259960159363,8577.901314741035,20389.15,보통,만차,만차
뚝섬1주차장,251,22103,2024-09-26,67,2024,9,26,3,0,청담대교,2024,70.52,95.46,85.01,6210.22176182318,8406.519701980158,7486.258536196662,20389.15,보통,만차,만차
뚝섬3주차장,498,49623,2024-09-25,112,2024,9,25,2,0,영동대교,2024,101.87,211.18,184.95,10150.793192771085,21042.942048192774,18429.264759036145,47439.3,혼잡,만차,만차
뚝섬3주차장,498,49623,2024-09-25,112,2024,9,25,2,0,청담대교,2024,143.41,197.59,157.0,14290.028975903615,19688.772228915663,15644.198795180722,47439.3,혼잡,만차,만차
뚝섬1주차장,182,10680,2024-09-25,67,2024,9,25,2,0,영동대교,2024,37.23,77.18,67.59,2184.7054945054942,4529.024175824176,3966.2703296703303,11714.57,보통,만차,혼잡
뚝섬1주차장,182,10680,2024-09-25,67,2024,9,25,2,0,청담대교,2024,52.41,72.21,57.38,3075.4879120879123,4237.378021978021,3367.134065934066,11714.57,보통,만차,혼잡
뚝섬4주차장,625,49232,2024-09-25,136,2024,9,25,2,0,영동대교,2024,127.84,265.04,232.12,10070.110208,20877.518848000003,18284.370944,49123.21,만차,만차,만차
뚝섬4주차장,625,49232,2024-09-25,136,2024,9,25,2,0,청담대교,2024,179.98,247.98,197.04,14177.240576,19533.682176000002,15521.077248,49123.21,만차,만차,만차
뚝섬2주차장,673,64347,2024-09-25,356,2024,9,25,2,0,영동대교,2024,137.66,285.39,249.94,13162.168858378282,27287.16671867338,23897.664422948335,59916.5,여유,보통,보통
뚝섬2주차장,673,64347,2024-09-25,356,2024,9,25,2,0,청담대교,2024,193.8,267.03,212.17,18529.64130757801,25531.321560178305,20286.037132243684,59916.5,여유,보통,보통
뚝섬1주차장,102,4224,2024-09-24,67,2024,9,24,1,0,청담대교,2024,29.64,41.52,30.84,1227.444705882353,1719.4164705882354,1277.1388235294119,6417.76,여유,보통,보통
뚝섬1주차장,102,4224,2024-09-24,67,2024,9,24,1,0,영동대교,2024,21.1,42.08,38.82,873.7882352941177,1742.6070588235293,1607.604705882353,6417.76,여유,보통,보통
뚝섬2주차장,334,23353,2024-09-24,356,2024,9,24,1,0,청담대교,2024,97.06,135.96,100.98,6786.35383233533,9506.209221556886,7060.436946107785,40035.31,여유,여유,여유
뚝섬2주차장,334,23353,2024-09-24,356,2024,9,24,1,0,영동대교,2024,69.1,137.79,127.11,4831.414071856287,9634.16128742515,8887.424640718564,40035.31,여유,여유,여유
뚝섬4주차장,405,24358,2024-09-24,136,2024,9,24,1,0,청담대교,2024,117.69,164.86,122.45,7078.2543703703695,9915.209580246914,7364.536049382716,30927.05,보통,만차,혼잡
뚝섬4주차장,405,24358,2024-09-24,136,2024,9,24,1,0,영동대교,2024,83.79,167.08,154.13,5039.399555555556,10048.72750617284,9269.872938271605,30927.05,보통,만차,혼잡
뚝섬3주차장,219,9718,2024-09-24,112,2024,9,24,1,0,청담대교,2024,63.64,89.15,66.21,2823.988675799087,3955.9803652968035,2938.0309589041094,16118.85,여유,보통,보통
뚝섬3주차장,219,9718,2024-09-24,112,2024,9,24,1,0,영동대교,2024,45.31,90.35,83.34,2010.605388127854,4009.2296803652966,3698.1649315068494,16118.85,여유,보통,보통
뚝섬2주차장,807,93785,2024-09-23,356,2024,9,23,0,0,청담대교,2024,230.99,341.36,234.66,26844.025662631197,39670.44720635432,27270.527131014485,89284.26,보통,혼잡,보통
뚝섬2주차장,807,93785,2024-09-23,356,2024,9,23,0,0,영동대교,2024,168.73,339.71,298.57,19608.60838155661,39478.695864983085,34697.695753460306,89284.26,보통,혼잡,보통
뚝섬4주차장,857,97996,2024-09-23,136,2024,9,23,0,0,청담대교,2024,245.3,362.51,249.2,28049.1695546143,41451.70996837843,28495.120477007273,82833.7,만차,만차,만차
뚝섬4주차장,857,97996,2024-09-23,136,2024,9,23,0,0,영동대교,2024,179.18,360.75,317.07,20488.825297549593,41250.94165694283,36256.233045507586,82833.7,만차,만차,만차
뚝섬3주차장,546,48490,2024-09-23,112,2024,9,23,0,0,청담대교,2024,156.28,230.96,158.76,13879.15238095238,20511.44761904762,14099.4,38481.37,만차,만차,만차
뚝섬3주차장,546,48490,2024-09-23,112,2024,9,23,0,0,영동대교,2024,114.16,229.84,202.0,10138.495238095238,20411.980952380953,17939.52380952381,38481.37,만차,만차,만차
뚝섬1주차장,269,24682,2024-09-23,67,2024,9,23,0,0,청담대교,2024,77.0,113.79,78.22,7064.845173041895,10440.373145979704,7176.781680978403,18183.17,만차,만차,만차
뚝섬1주차장,269,24682,2024-09-23,67,2024,9,23,0,0,영동대교,2024,56.24,113.24,99.52,5160.281338289963,10390.296208178439,9131.422453531599,18183.17,만차,만차,만차
뚝섬4주차장,1116,119705,2024-09-22,136,2024,9,22,6,1,영동대교,2024,208.86,531.59,375.55,22402.855107526884,57019.69619175627,40282.44870071684,116012.63,만차,만차,만차
뚝섬4주차장,1116,119705,2024-09-22,136,2024,9,22,6,1,청담대교,2024,265.03,500.6,350.37,28427.79224910394,53695.629928315415,37581.57782258065,116012.63,만차,만차,만차
뚝섬3주차장,818,108984,2024-09-22,112,2024,9,22,6,1,영동대교,2024,153.09,389.64,275.27,20396.528801955992,51912.62317848411,36674.8480195599,105393.45,만차,만차,만차
뚝섬3주차장,818,108984,2024-09-22,112,2024,9,22,6,1,청담대교,2024,194.26,366.93,256.81,25881.701515892422,48886.91823960881,34215.38024449878,105393.45,만차,만차,만차
뚝섬2주차장,1832,236015,2024-09-22,356,2024,9,22,6,1,영동대교,2024,342.86,872.65,616.49,44170.361844978164,112422.75641375546,79421.88174126638,208338.64,만차,만차,만차
뚝섬2주차장,1832,236015,2024-09-22,356,2024,9,22,6,1,청담대교,2024,435.07,821.78,575.15,56049.69762554585,105869.21763100436,74096.08474344978,208338.64,만차,만차,만차
뚝섬1주차장,499,43238,2024-09-22,67,2024,9,22,6,1,영동대교,2024,93.39,237.69,167.92,8092.177995991984,20595.671783567133,14550.15022044088,36358.47,만차,만차,만차
뚝섬1주차장,499,43238,2024-09-22,67,2024,9,22,6,1,청담대교,2024,118.5,223.84,156.66,10267.941883767535,19395.57899799599,13574.479118236473,36358.47,만차,만차,만차
뚝섬3주차장,782,72944,2024-09-21,112,2024,9,21,5,1,영동대교,2024,167.83,362.38,251.8,15654.776179332746,33801.92928479175,23487.294535875502,77922.13,만차,만차,만차
뚝섬3주차장,782,72944,2024-09-21,112,2024,9,21,5,1,청담대교,2024,190.03,357.14,234.82,17725.991790176344,33314.006777580275,21904.001432243378,77922.13,만차,만차,만차
뚝섬1주차장,376,26809,2024-09-21,67,2024,9,21,5,1,영동대교,2024,80.69,174.24,121.07,5753.239920212765,12423.404680851065,8632.35539893617,27704.37,만차,만차,만차
뚝섬1주차장,376,26809,2024-09-21,67,2024,9,21,5,1,청담대교,2024,91.37,171.72,112.91,6514.72960106383,12243.727340425532,8050.543058510638,27704.37,만차,만차,만차
뚝섬4주차장,1086,95608,2024-09-21,136,2024,9,21,5,1,영동대교,2024,233.07,503.25,349.68,20518.74453038674,44304.53591160221,30784.71955801105,97541.43,만차,만차,만차
뚝섬4주차장,1086,95608,2024-09-21,136,2024,9,21,5,1,청담대교,2024,263.91,495.98,326.11,23233.80044198895,43664.508139963174,28709.69141804788,97541.43,만차,만차,만차
뚝섬2주차장,1320,116263,2024-09-21,356,2024,9,21,5,1,영동대교,2024,283.29,611.68,425.03,24951.625204545457,53875.569575757574,37435.80521969697,134712.43,보통,만차,만차
뚝섬2주차장,1320,116263,2024-09-21,356,2024,9,21,5,1,청담대교,2024,320.77,602.85,396.38,28252.789780303032,53097.84056818182,34912.369651515146,134712.43,보통,만차,만차
뚝섬4주차장,422,57343,2024-09-20,136,2024,9,20,4,0,영동대교,2024,90.68,179.87,151.45,12321.950805687204,24441.43462085308,20579.614573459716,59950.72,혼잡,만차,만차
뚝섬4주차장,422,57343,2024-09-20,136,2024,9,20,4,0,청담대교,2024,121.55,162.73,137.72,16516.686374407585,22112.384810426538,18713.928815165877,59950.72,혼잡,만차,만차
뚝섬1주차장,127,9840,2024-09-20,67,2024,9,20,4,0,영동대교,2024,27.29,54.13,45.58,2114.437795275591,4194.009448818898,3531.5527559055113,15898.47,보통,만차,혼잡
뚝섬1주차장,127,9840,2024-09-20,67,2024,9,20,4,0,청담대교,2024,36.58,48.97,41.45,2834.2299212598423,3794.2110236220474,3211.5590551181103,15898.47,보통,만차,혼잡
뚝섬3주차장,227,16390,2024-09-20,112,2024,9,20,4,0,영동대교,2024,48.78,96.76,81.47,3521.889784590987,6986.019999118981,5882.09021629003,24711.46,보통,혼잡,혼잡
뚝섬3주차장,227,16390,2024-09-20,112,2024,9,20,4,0,청담대교,2024,65.38,87.54,74.08,4720.608810572687,6320.619383259912,5348.7718061674,24711.46,보통,혼잡,혼잡
뚝섬2주차장,377,50215,2024-09-20,356,2024,9,20,4,0,영동대교,2024,81.01,160.69,135.3,10790.231167108754,21403.31127320955,18021.4575596817,57429.48,여유,여유,여유
뚝섬2주차장,377,50215,2024-09-20,356,2024,9,20,4,0,청담대교,2024,108.59,145.38,123.03,14463.78474801061,19364.076127320954,16387.139124668436,57429.48,여유,여유,여유
뚝섬1주차장,222,18740,2024-09-19,67,2024,9,19,3,0,영동대교,2024,48.22,95.84,77.94,4070.463063063063,8090.277477477478,6579.259459459458,17318.11,혼잡,만차,혼잡
뚝섬1주차장,222,18740,2024-09-19,67,2024,9,19,3,0,청담대교,2024,63.27,93.1,65.63,5340.900000000001,7858.981981981982,5540.118018018017,17318.11,혼잡,만차,혼잡
뚝섬3주차장,359,31564,2024-09-19,112,2024,9,19,3,0,영동대교,2024,77.98,154.99,126.03,6856.15799442897,13627.03164345404,11080.810362116992,30415.5,보통,만차,만차
뚝섬3주차장,359,31564,2024-09-19,112,2024,9,19,3,0,청담대교,2024,102.31,150.55,106.14,8995.300389972146,13236.657938718663,9332.041671309193,30415.5,보통,만차,만차
뚝섬2주차장,543,61792,2024-09-19,356,2024,9,19,3,0,영동대교,2024,117.95,234.42,190.63,13422.405893186005,26676.391602209944,21693.20250460405,60838.72,여유,보통,여유
뚝섬2주차장,543,61792,2024-09-19,356,2024,9,19,3,0,청담대교,2024,154.75,227.71,160.54,17610.151012891347,25912.810902394107,18269.03808471455,60838.72,여유,보통,여유
뚝섬4주차장,675,82938,2024-09-19,136,2024,9,19,3,0,영동대교,2024,146.62,291.41,236.97,18015.362311111112,35805.87048888889,29116.7672,75032.46,만차,만차,만차
뚝섬4주차장,675,82938,2024-09-19,136,2024,9,19,3,0,청담대교,2024,192.37,283.07,199.56,23636.715644444444,34781.12542222222,24520.158933333332,75032.46,만차,만차,만차
뚝섬1주차장,440,27758,2024-09-15,67,2024,9,15,6,1,청담대교,2024,105.45,209.85,124.7,6652.457045454546,13238.673409090909,7866.869545454545,27857.2,만차,만차,만차
뚝섬1주차장,440,27758,2024-09-15,67,2024,9,15,6,1,영동대교,2024,92.53,209.01,138.46,5837.381227272727,13185.680863636364,8734.93790909091,27857.2,만차,만차,만차
뚝섬2주차장,1465,145658,2024-09-15,356,2024,9,15,6,1,청담대교,2024,351.09,698.71,415.2,34907.213119453925,69469.4206006826,41281.366279863476,142799.87,혼잡,만차,만차
뚝섬2주차장,1465,145658,2024-09-15,356,2024,9,15,6,1,영동대교,2024,308.1,695.9,461.0,30632.921365187714,69190.03563139931,45835.04300341297,142799.87,혼잡,만차,만차
뚝섬4주차장,940,81209,2024-09-15,136,2024,9,15,6,1,청담대교,2024,225.27,448.32,266.41,19461.65045744681,38731.50944680851,23015.840095744683,87844.67,만차,만차,만차
뚝섬4주차장,940,81209,2024-09-15,136,2024,9,15,6,1,영동대교,2024,197.69,446.51,295.8,17078.94384042553,38575.138925531915,25554.917234042554,87844.67,만차,만차,만차
뚝섬3주차장,863,80373,2024-09-15,112,2024,9,15,6,1,청담대교,2024,206.82,411.6,244.59,19261.357180102197,38332.72708311607,22778.915736781728,87156.07,만차,만차,만차
뚝섬3주차장,863,80373,2024-09-15,112,2024,9,15,6,1,영동대교,2024,181.49,409.94,271.57,16902.54434530707,38178.57198146002,25291.88367323291,87156.07,만차,만차,만차
뚝섬2주차장,1011,97741,2024-09-14,356,2024,9,14,5,1,영동대교,2024,224.19,469.48,317.33,21674.139258160238,45388.17475766568,30678.685984174084,106018.09,보통,만차,혼잡
뚝섬2주차장,1011,97741,2024-09-14,356,2024,9,14,5,1,청담대교,2024,270.37,452.9,287.73,26138.708377843715,43785.26102868447,27817.030593471813,106018.09,보통,만차,혼잡
뚝섬4주차장,1079,87728,2024-09-14,136,2024,9,14,5,1,영동대교,2024,239.27,501.06,338.68,19453.64599030593,40738.26162871521,27536.092380978862,90283.83,만차,만차,만차
뚝섬4주차장,1079,87728,2024-09-14,136,2024,9,14,5,1,청담대교,2024,288.56,483.36,307.08,23461.345393883224,39299.54224281743,24967.11236329935,90283.83,만차,만차,만차
뚝섬3주차장,695,60063,2024-09-14,112,2024,9,14,5,1,영동대교,2024,154.12,322.74,218.15,13319.10268916994,27891.300297837442,18852.59701299262,63150.66,만차,만차,만차
뚝섬3주차장,695,60063,2024-09-14,112,2024,9,14,5,1,청담대교,2024,185.86,311.34,197.79,16062.546482683207,26906.882717736946,17093.570799579848,63150.66,만차,만차,만차
뚝섬1주차장,328,23927,2024-09-14,67,2024,9,14,5,1,영동대교,2024,72.73,152.31,102.95,5305.682215921217,11111.074636421841,7510.243147656941,24923.22,만차,만차,만차
뚝섬1주차장,328,23927,2024-09-14,67,2024,9,14,5,1,청담대교,2024,87.72,146.93,93.35,6399.013536585367,10718.274725609757,6809.711737804878,24923.22,만차,만차,만차
뚝섬4주차장,494,62429,2024-09-13,136,2024,9,13,4,0,청담대교,2024,134.75,198.93,160.32,17028.96305668016,25139.678076923075,20260.35886639676,60693.59,혼잡,만차,만차
뚝섬4주차장,494,62429,2024-09-13,136,2024,9,13,4,0,영동대교,2024,109.62,227.8,156.57,13853.452458551792,28788.692483653515,19786.85505779469,60693.59,혼잡,만차,만차
뚝섬2주차장,419,50976,2024-09-13,356,2024,9,13,4,0,청담대교,2024,114.3,168.73,135.98,13905.531610224101,20527.38712679888,16543.081262977015,54799.92,여유,보통,여유
뚝섬2주차장,419,50976,2024-09-13,356,2024,9,13,4,0,영동대교,2024,92.98,193.22,132.8,11312.048878281623,23507.357326968973,16156.593794749406,54799.92,여유,보통,여유
뚝섬1주차장,177,15348,2024-09-13,67,2024,9,13,4,0,청담대교,2024,48.28,71.28,57.44,4186.448813559322,6180.821694915254,4980.729491525424,16319.55,보통,만차,혼잡
뚝섬1주차장,177,15348,2024-09-13,67,2024,9,13,4,0,영동대교,2024,39.28,81.62,56.1,3406.0420338983054,7077.422372881356,4864.535593220339,16319.55,보통,만차,혼잡
뚝섬3주차장,237,19079,2024-09-13,112,2024,9,13,4,0,청담대교,2024,64.65,95.44,76.91,5204.461392405064,7683.12135021097,6191.417257383966,34201.65,보통,만차,보통
뚝섬3주차장,237,19079,2024-09-13,112,2024,9,13,4,0,영동대교,2024,52.59,109.29,75.12,4233.605949367089,8798.075569620254,6047.318481012659,34201.65,보통,만차,보통
뚝섬1주차장,161,17363,2024-09-12,67,2024,9,12,3,0,영동대교,2024,32.94,69.14,58.92,3552.4050931677016,7456.38397515528,6354.210931677019,17749.96,보통,만차,혼잡
뚝섬1주차장,161,17363,2024-09-12,67,2024,9,12,3,0,청담대교,2024,41.97,65.31,53.72,4526.242919254659,7043.338695652174,5793.418385093168,17749.96,보통,만차,혼잡
뚝섬4주차장,482,55566,2024-09-12,136,2024,9,12,3,0,영동대교,2024,98.61,207.0,176.39,11367.97356846473,23863.406639004148,20334.619792531117,57336.31,혼잡,만차,만차
뚝섬4주차장,482,55566,2024-09-12,136,2024,9,12,3,0,청담대교,2024,125.66,195.51,160.83,14486.355933609957,22538.814647302905,18540.82941908714,57336.31,혼잡,만차,만차
뚝섬2주차장,436,52609,2024-09-12,356,2024,9,12,3,0,영동대교,2024,89.2,187.25,159.56,10762.878833054288,22593.59934405174,19252.52182289397,62410.98,여유,보통,여유
뚝섬2주차장,436,52609,2024-09-12,356,2024,9,12,3,0,청담대교,2024,113.66,176.85,145.48,13714.85341406913,21339.713410858047,17554.43317507282,62410.98,여유,보통,여유
뚝섬3주차장,266,26345,2024-09-12,112,2024,9,12,3,0,영동대교,2024,54.42,114.24,97.34,5389.830451127819,11314.484210526314,9640.685338345866,31286.45,보통,만차,혼잡
뚝섬3주차장,266,26345,2024-09-12,112,2024,9,12,3,0,청담대교,2024,69.35,107.9,88.76,6868.259651892787,10686.160294725763,8790.580053381453,31286.45,보통,만차,혼잡
뚝섬3주차장,318,29511,2024-09-11,112,2024,9,11,2,0,영동대교,2024,63.82,135.03,119.14,5922.802666750526,12531.43284380012,11056.764489449355,31580.96,보통,만차,혼잡
뚝섬3주차장,318,29511,2024-09-11,112,2024,9,11,2,0,청담대교,2024,89.21,129.33,99.46,8278.856320754716,12002.068018867927,9230.075660377357,31580.96,보통,만차,혼잡
뚝섬4주차장,637,77982,2024-09-11,136,2024,9,11,2,0,영동대교,2024,127.85,270.49,238.66,15651.489324960754,33113.58113029828,29216.92954474097,76513.72,만차,만차,만차
뚝섬4주차장,637,77982,2024-09-11,136,2024,9,11,2,0,청담대교,2024,178.71,259.06,199.24,21877.46380747555,31713.81441421642,24390.721778308034,76513.72,만차,만차,만차
뚝섬2주차장,513,55927,2024-09-11,356,2024,9,11,2,0,영동대교,2024,102.96,217.83,192.2,11224.865825844558,23748.179126298757,20953.95504785668,58011.61,여유,보통,여유
뚝섬2주차장,513,55927,2024-09-11,356,2024,9,11,2,0,청담대교,2024,143.92,208.63,160.45,15690.085458089668,22744.73686159844,17492.17768031189,58011.61,여유,보통,여유
뚝섬1주차장,200,22486,2024-09-11,67,2024,9,11,2,0,영동대교,2024,40.14,84.93,74.93,4512.9402,9548.679900000001,8424.379900000002,19052.57,보통,만차,만차
뚝섬1주차장,200,22486,2024-09-11,67,2024,9,11,2,0,청담대교,2024,56.11,81.34,62.55,6308.447300000001,9145.0562,7032.496499999999,19052.57,보통,만차,만차
뚝섬3주차장,398,40681,2024-09-10,112,2024,9,10,1,0,영동대교,2024,82.21,167.69,148.1,8402.977412060302,17140.193190954775,15137.829396984926,41044.5,혼잡,만차,만차
뚝섬3주차장,398,40681,2024-09-10,112,2024,9,10,1,0,청담대교,2024,115.86,152.55,129.59,11842.463969849246,15592.67977386935,13245.856256281406,41044.5,혼잡,만차,만차
뚝섬2주차장,578,66343,2024-09-10,356,2024,9,10,1,0,영동대교,2024,119.39,243.53,215.08,13703.617249134948,27952.44081314879,24686.941937716263,66998.57,여유,보통,보통
뚝섬2주차장,578,66343,2024-09-10,356,2024,9,10,1,0,청담대교,2024,168.26,221.55,188.2,19312.595249217142,25429.130378367157,21601.2743724157,66998.57,여유,보통,보통
뚝섬4주차장,736,82303,2024-09-10,136,2024,9,10,1,0,영동대교,2024,152.03,310.1,273.87,17000.713437500002,34676.84823369565,30625.438328804346,81394.09,만차,만차,만차
뚝섬4주차장,736,82303,2024-09-10,136,2024,9,10,1,0,청담대교,2024,214.25,282.11,239.64,23958.448029891304,31546.87408967391,26797.677880434778,81394.09,만차,만차,만차
뚝섬1주차장,292,29432,2024-09-10,67,2024,9,10,1,0,영동대교,2024,60.32,123.03,108.65,6079.925479452055,12400.749863013698,10951.324657534247,28072.79,만차,만차,만차
뚝섬1주차장,292,29432,2024-09-10,67,2024,9,10,1,0,청담대교,2024,85.0,111.92,95.07,8567.827665331004,11281.3090859276,9582.863248741394,28072.79,만차,만차,만차
뚝섬2주차장,607,74530,2024-09-09,356,2024,9,9,0,0,청담대교,2024,170.58,245.26,191.16,20944.52619439868,30114.049093904447,23471.42471169687,74481.29,여유,보통,보통
뚝섬2주차장,607,74530,2024-09-09,356,2024,9,9,0,0,영동대교,2024,124.63,264.05,218.32,15302.59291598023,32421.163920922572,26806.2431630972,74481.29,여유,보통,보통
뚝섬3주차장,411,41778,2024-09-09,112,2024,9,9,0,0,청담대교,2024,115.5,166.07,129.43,11740.532846715329,16880.954890510948,13156.512262773722,40866.62,혼잡,만차,만차
