주차장명,주차대수,이용시간,날짜,주차구획수,연도,월,일,요일,휴일여부,도로명,년도,아침 주차대수,낮 주차대수,저녁 주차대수,아침 이용시간,낮 이용시간,저녁 이용시간,예측 이용시간,아침 혼잡도,낮 혼잡도,저녁 혼잡도
뚝섬4주차장,952,104178,2022-10-01,136,2022,10,1,5,1,청담대교,2022,252.52,398.2,301.27,27633.72363155075,43575.751425960356,32968.52494248889,97752.23,만차,만차,만차
뚝섬4주차장,952,104178,2022-10-01,136,2022,10,1,5,1,영동대교,2022,189.24,430.11,332.65,20708.66042016807,47067.22644957984,36402.113130252095,97752.23,만차,만차,만차
뚝섬1주차장,551,43537,2022-10-01,67,2022,10,1,5,1,청담대교,2022,146.16,230.47,174.37,11548.762105263157,18210.47620689655,13777.76168784029,42342.0,만차,만차,만차
뚝섬1주차장,551,43537,2022-10-01,67,2022,10,1,5,1,영동대교,2022,109.53,248.94,192.53,8654.460272232305,19669.8743738657,15212.665353901997,42342.0,만차,만차,만차
뚝섬3주차장,762,85862,2022-10-01,112,2022,10,1,5,1,청담대교,2022,202.12,318.73,241.15,22774.839160104984,35914.42947506562,27172.731364829397,79812.59,만차,만차,만차
뚝섬3주차장,762,85862,2022-10-01,112,2022,10,1,5,1,영동대교,2022,151.47,344.27,266.26,17067.60779527559,38792.27131233596,30002.120892388448,79812.59,만차,만차,만차
뚝섬2주차장,971,110021,2022-09-30,356,2022,9,30,4,0,청담대교,2022,263.05,379.55,328.4,29805.38007209063,43005.63393408857,37209.9859938208,108907.8,보통,만차,혼잡
뚝섬2주차장,971,110021,2022-09-30,356,2022,9,30,4,0,영동대교,2022,194.35,408.89,367.76,22021.196035015448,46330.0583831102,41669.745581874355,108907.8,보통,만차,혼잡
뚝섬4주차장,774,83405,2022-09-30,136,2022,9,30,4,0,청담대교,2022,209.68,302.54,261.78,22594.780878552974,32601.225710594317,28208.99341085271,82766.53,만차,만차,만차
뚝섬4주차장,774,83405,2022-09-30,136,2022,9,30,4,0,영동대교,2022,154.92,325.93,293.15,16693.931007751937,35121.694638242894,31589.374354005166,82766.53,만차,만차,만차
뚝섬3주차장,472,44741,2022-09-30,112,2022,9,30,4,0,청담대교,2022,127.87,184.5,159.64,12120.573017520815,17488.431389165486,15131.995593313699,45738.23,만차,만차,만차
뚝섬3주차장,472,44741,2022-09-30,112,2022,9,30,4,0,영동대교,2022,94.47,198.76,178.77,8954.835317796611,18840.51093220339,16945.65375,45738.23,만차,만차,만차
뚝섬1주차장,298,20666,2022-09-30,67,2022,9,30,4,0,청담대교,2022,80.73,116.48,100.79,5598.5442281879195,8077.770738255033,6989.685033557047,20201.85,만차,만차,만차
뚝섬1주차장,298,20666,2022-09-30,67,2022,9,30,4,0,영동대교,2022,59.65,125.49,112.87,4136.528639978525,8702.313143854233,7827.158216167243,20201.85,만차,만차,만차
뚝섬1주차장,217,15628,2022-09-29,67,2022,9,29,3,0,청담대교,2022,58.96,86.44,71.6,4246.206820276499,6225.2733640553,5156.519815668203,14989.08,보통,만차,만차
뚝섬1주차장,217,15628,2022-09-29,67,2022,9,29,3,0,영동대교,2022,43.27,90.79,82.94,3116.237603686636,6538.553548387097,5973.2088479262675,14989.08,보통,만차,만차
뚝섬4주차장,740,85505,2022-09-29,136,2022,9,29,3,0,청담대교,2022,201.06,294.77,244.17,23231.939594594594,34059.876824324325,28213.183581081077,82891.92,만차,만차,만차
뚝섬4주차장,740,85505,2022-09-29,136,2022,9,29,3,0,영동대교,2022,147.57,309.6,282.83,17051.31466216216,35773.44324324325,32680.242094594592,82891.92,만차,만차,만차
뚝섬3주차장,386,42756,2022-09-29,112,2022,9,29,3,0,청담대교,2022,104.88,153.76,127.36,11617.226113989636,17031.509222797926,14107.264663212434,36121.26,혼잡,만차,만차
뚝섬3주차장,386,42756,2022-09-29,112,2022,9,29,3,0,영동대교,2022,76.98,161.49,147.53,8526.831295336788,17887.73689119171,16341.431813471503,36121.26,혼잡,만차,만차
뚝섬2주차장,753,88610,2022-09-29,356,2022,9,29,3,0,청담대교,2022,204.6,299.95,248.46,24076.182255215735,35296.43630230674,29237.381442477526,89768.05,보통,혼잡,보통
뚝섬2주차장,753,88610,2022-09-29,356,2022,9,29,3,0,영동대교,2022,150.16,315.04,287.8,17670.222576361222,37072.635325365205,33867.14209827357,89768.05,보통,혼잡,보통
뚝섬2주차장,639,55115,2022-09-28,356,2022,9,28,2,0,영동대교,2022,128.23,267.31,243.46,11060.088341158058,23056.010406885758,20998.90125195618,58081.79,여유,보통,보통
뚝섬2주차장,639,55115,2022-09-28,356,2022,9,28,2,0,청담대교,2022,175.89,264.55,198.56,15170.85657276995,22817.955007824727,17126.18841940532,58081.79,여유,보통,보통
뚝섬1주차장,205,12610,2022-09-28,67,2022,9,28,2,0,영동대교,2022,41.14,85.76,78.11,2530.4882688649336,5275.028535193405,4804.4831959416615,12870.62,보통,만차,만차
뚝섬1주차장,205,12610,2022-09-28,67,2022,9,28,2,0,청담대교,2022,56.43,84.87,63.7,3471.1331707317077,5220.540000000001,3918.326829268293,12870.62,보통,만차,만차
뚝섬3주차장,343,30760,2022-09-28,112,2022,9,28,2,0,영동대교,2022,68.83,143.49,130.68,6172.626239067055,12868.08279883382,11719.290962099127,34655.02,혼잡,만차,만차
뚝섬3주차장,343,30760,2022-09-28,112,2022,9,28,2,0,청담대교,2022,94.42,142.0,106.58,8467.519533527697,12734.460641399417,9558.019825072886,34655.02,혼잡,만차,만차
뚝섬4주차장,620,56196,2022-09-28,136,2022,9,28,2,0,영동대교,2022,124.41,259.37,236.22,11276.361870967743,23508.962129032258,21410.676,57729.48,만차,만차,만차
뚝섬4주차장,620,56196,2022-09-28,136,2022,9,28,2,0,청담대교,2022,170.66,256.68,192.65,15468.651687930449,23265.519250310488,17461.82906175906,57729.48,만차,만차,만차
뚝섬3주차장,377,39313,2022-09-27,112,2022,9,27,1,0,영동대교,2022,77.23,157.52,142.25,8053.429681697614,16425.951618037136,14833.618700265251,38503.36,혼잡,만차,만차
뚝섬3주차장,377,39313,2022-09-27,112,2022,9,27,1,0,청담대교,2022,105.72,152.73,118.54,11024.61699249317,15926.879996816891,12361.50301068994,38503.36,혼잡,만차,만차
뚝섬1주차장,201,11387,2022-09-27,67,2022,9,27,1,0,영동대교,2022,41.18,83.98,75.84,2332.9187064676617,4757.613233830846,4296.468059701493,11372.3,보통,만차,만차
뚝섬1주차장,201,11387,2022-09-27,67,2022,9,27,1,0,청담대교,2022,56.37,81.43,63.2,3193.458656716418,4613.151293532339,3580.3900497512436,11372.3,보통,만차,만차
뚝섬4주차장,724,83002,2022-09-27,136,2022,9,27,1,0,영동대교,2022,148.31,302.51,273.18,17002.799198895027,34680.84947513812,31318.35132596685,80657.95,만차,만차,만차
뚝섬4주차장,724,83002,2022-09-27,136,2022,9,27,1,0,청담대교,2022,203.03,293.31,227.66,23276.099530386742,33626.12792817679,26099.772541436465,80657.95,만차,만차,만차
뚝섬2주차장,799,94256,2022-09-27,356,2022,9,27,1,0,영동대교,2022,163.68,333.85,301.47,19308.913742177723,39383.43629536922,35563.64996245307,92047.66,보통,혼잡,보통
뚝섬2주차장,799,94256,2022-09-27,356,2022,9,27,1,0,청담대교,2022,224.07,323.69,251.24,26432.96861076345,38184.886908635795,29638.144480600753,92047.66,보통,혼잡,보통
뚝섬2주차장,856,96100,2022-09-26,356,2022,9,26,0,0,영동대교,2022,178.95,369.59,307.46,20090.064252336448,41492.52219626168,34517.41355140186,88457.74,보통,혼잡,보통
뚝섬2주차장,856,96100,2022-09-26,356,2022,9,26,0,0,청담대교,2022,241.06,352.49,262.45,27062.92757009346,39572.767523364484,29464.304906542056,88457.74,보통,혼잡,보통
뚝섬1주차장,202,12443,2022-09-26,67,2022,9,26,0,0,영동대교,2022,42.23,87.22,72.55,2601.326188118812,5372.665643564356,4469.008168316832,12535.37,보통,만차,만차
뚝섬1주차장,202,12443,2022-09-26,67,2022,9,26,0,0,청담대교,2022,56.89,83.18,61.93,3504.367673267327,5123.805643564357,3814.826683168317,12535.37,보통,만차,만차
뚝섬4주차장,701,79551,2022-09-26,136,2022,9,26,0,0,영동대교,2022,146.54,302.67,251.79,16629.67694721826,34347.64788873039,28573.675164051354,77869.62,만차,만차,만차
뚝섬4주차장,701,79551,2022-09-26,136,2022,9,26,0,0,청담대교,2022,197.41,288.66,214.93,22402.514850213982,32757.7627104137,24390.722439372326,77869.62,만차,만차,만차
뚝섬3주차장,385,35231,2022-09-26,112,2022,9,26,0,0,영동대교,2022,80.48,166.23,138.29,7364.6516363636365,15211.556181818181,12654.79218181818,36226.23,혼잡,만차,만차
뚝섬3주차장,385,35231,2022-09-26,112,2022,9,26,0,0,청담대교,2022,108.42,158.54,118.04,9921.415636363636,14507.851272727272,10801.73309090909,36226.23,혼잡,만차,만차
뚝섬4주차장,1014,121551,2022-09-25,136,2022,9,25,6,1,영동대교,2022,188.56,482.18,343.26,22603.211597633137,57800.257573964496,41147.53082840237,120269.71,만차,만차,만차
뚝섬4주차장,1014,121551,2022-09-25,136,2022,9,25,6,1,청담대교,2022,221.38,454.67,337.95,26537.43627218935,54502.55736686391,40511.00636094674,120269.71,만차,만차,만차
뚝섬1주차장,586,42125,2022-09-25,67,2022,9,25,6,1,영동대교,2022,108.97,278.65,198.37,7833.514650420655,20031.282530418608,14260.202819160737,44013.63,만차,만차,만차
뚝섬1주차장,586,42125,2022-09-25,67,2022,9,25,6,1,청담대교,2022,127.94,262.76,195.31,9196.89510417911,18888.355147523078,14039.74974829781,44013.63,만차,만차,만차
뚝섬3주차장,885,112452,2022-09-25,112,2022,9,25,6,1,영동대교,2022,164.58,420.84,299.59,20912.023773742672,53473.1807324211,38066.79549383622,108943.27,만차,만차,만차
뚝섬3주차장,885,112452,2022-09-25,112,2022,9,25,6,1,청담대교,2022,193.22,396.83,294.96,24551.107264324695,50422.398797753696,37478.49393792161,108943.27,만차,만차,만차
뚝섬2주차장,2000,266356,2022-09-25,356,2022,9,25,6,1,영동대교,2022,371.92,951.04,677.04,49531.561760000004,126657.60512,90166.83312,249613.08,만차,만차,만차
뚝섬2주차장,2000,266356,2022-09-25,356,2022,9,25,6,1,청담대교,2022,436.65,896.78,666.57,58152.1737,119431.36684,88772.45946,249613.08,만차,만차,만차
뚝섬2주차장,1879,228159,2022-09-24,356,2022,9,24,5,1,영동대교,2022,398.94,823.84,656.22,48441.592048962215,100035.39678552422,79682.01116551357,229193.57,만차,만차,만차
뚝섬2주차장,1879,228159,2022-09-24,356,2022,9,24,5,1,청담대교,2022,517.94,776.73,584.33,62891.257296434276,94315.02930814262,70952.7133954231,229193.57,만차,만차,만차
뚝섬4주차장,1109,117078,2022-09-24,136,2022,9,24,5,1,영동대교,2022,235.46,486.24,387.31,24857.47277301377,51332.27538074499,40888.25184624124,115430.93,만차,만차,만차
뚝섬4주차장,1109,117078,2022-09-24,136,2022,9,24,5,1,청담대교,2022,305.69,458.43,344.87,32272.224113833305,48397.25113842325,36408.52474774344,115430.93,만차,만차,만차
뚝섬1주차장,886,51942,2022-09-24,67,2022,9,24,5,1,영동대교,2022,188.11,388.46,309.43,11028.001828442439,22773.57711060948,18140.42106094808,50034.72,만차,만차,만차
뚝섬1주차장,886,51942,2022-09-24,67,2022,9,24,5,1,청담대교,2022,244.22,366.25,275.53,14317.466410835214,21471.509593679457,16153.023995485326,50034.72,만차,만차,만차
뚝섬3주차장,811,97442,2022-09-24,112,2022,9,24,5,1,영동대교,2022,172.19,355.58,283.23,20688.70281134402,42723.09045622688,34030.2067324291,96395.58,만차,만차,만차
뚝섬3주차장,811,97442,2022-09-24,112,2022,9,24,5,1,청담대교,2022,223.55,335.25,252.2,26859.628976572134,40280.43218249075,30301.938840937113,96395.58,만차,만차,만차
뚝섬1주차장,373,28696,2022-09-23,67,2022,9,23,4,0,청담대교,2022,104.2,146.18,122.62,8016.416085790885,11246.062412868634,9433.521501340483,26187.95,만차,만차,만차
뚝섬1주차장,373,28696,2022-09-23,67,2022,9,23,4,0,영동대교,2022,76.05,159.15,137.8,5850.752815013405,12243.883109919572,10601.364075067026,26187.95,만차,만차,만차
뚝섬2주차장,1001,108609,2022-09-23,356,2022,9,23,4,0,청담대교,2022,279.64,392.3,329.06,30341.079680319683,42564.74595404595,35703.17436563437,107327.93,보통,만차,혼잡
뚝섬2주차장,1001,108609,2022-09-23,356,2022,9,23,4,0,영동대교,2022,204.1,427.1,369.8,22144.951948051945,46340.56333666334,40123.48471528472,107327.93,보통,만차,혼잡
뚝섬3주차장,431,36855,2022-09-23,112,2022,9,23,4,0,청담대교,2022,120.4,168.91,141.68,10295.69595582264,14443.903686860484,12115.400357316876,38039.14,혼잡,만차,만차
뚝섬3주차장,431,36855,2022-09-23,112,2022,9,23,4,0,영동대교,2022,87.88,183.9,159.22,7514.657540603247,15725.370069605568,13614.972389791183,38039.14,혼잡,만차,만차
뚝섬4주차장,669,72325,2022-09-23,136,2022,9,23,4,0,청담대교,2022,186.89,262.19,219.92,20204.51307922272,28345.12967115097,23775.357249626304,74635.14,만차,만차,만차
뚝섬4주차장,669,72325,2022-09-23,136,2022,9,23,4,0,영동대교,2022,136.41,285.44,247.15,14747.164798206279,30858.666666666664,26719.168535127053,74635.14,만차,만차,만차
뚝섬2주차장,945,107748,2022-09-22,356,2022,9,22,3,0,영동대교,2022,194.88,392.08,358.04,22220.032,44704.58819047619,40823.379809523816,105842.79,보통,만차,혼잡
뚝섬2주차장,945,107748,2022-09-22,356,2022,9,22,3,0,청담대교,2022,263.88,372.49,308.63,30087.346285714284,42470.95504761905,35189.69866666667,105842.79,보통,만차,혼잡
뚝섬1주차장,256,17278,2022-09-22,67,2022,9,22,3,0,영동대교,2022,52.79,106.21,96.99,3563.051759834368,7168.625258799171,6546.322981366459,17643.07,혼잡,만차,만차
뚝섬1주차장,256,17278,2022-09-22,67,2022,9,22,3,0,청담대교,2022,71.48,100.91,83.61,4824.341562500001,6810.636640625,5643.021796875,17643.07,혼잡,만차,만차
뚝섬4주차장,674,76842,2022-09-22,136,2022,9,22,3,0,영동대교,2022,139.0,279.64,255.36,15847.237388724036,31881.449376854598,29113.31323442137,77058.98,만차,만차,만차
뚝섬4주차장,674,76842,2022-09-22,136,2022,9,22,3,0,청담대교,2022,188.2,265.67,220.13,21456.47537091988,30288.745014836797,25096.77961424332,77058.98,만차,만차,만차
뚝섬3주차장,479,50864,2022-09-22,112,2022,9,22,3,0,영동대교,2022,98.78,198.74,181.48,10489.239916492694,21103.781544885176,19270.97853862213,38089.79,혼잡,만차,만차
뚝섬3주차장,479,50864,2022-09-22,112,2022,9,22,3,0,청담대교,2022,133.75,188.81,156.44,14202.630480167014,20049.335782881,16612.033736951984,38089.79,혼잡,만차,만차
뚝섬3주차장,479,43880,2022-09-21,112,2022,9,21,2,0,영동대교,2022,97.28,203.44,178.27,8911.765172550575,18637.02206726654,16331.212760182885,41829.81,혼잡,만차,만차
뚝섬3주차장,479,43880,2022-09-21,112,2022,9,21,2,0,청담대교,2022,132.95,193.46,152.59,12179.219206680584,17722.389979123174,13978.390814196242,41829.81,혼잡,만차,만차
뚝섬2주차장,815,97918,2022-09-21,356,2022,9,21,2,0,영동대교,2022,165.52,346.15,303.33,19886.364858895708,41588.11742331288,36443.51771779141,96966.31,보통,혼잡,혼잡
뚝섬2주차장,815,97918,2022-09-21,356,2022,9,21,2,0,청담대교,2022,226.21,329.16,259.63,27177.951877300613,39546.8575214724,31193.190601226994,96966.31,보통,혼잡,혼잡
뚝섬1주차장,265,18192,2022-09-21,67,2022,9,21,2,0,영동대교,2022,53.82,112.55,98.63,3694.6922264150944,7726.451320754717,6770.856452830188,17627.82,만차,만차,만차
뚝섬1주차장,265,18192,2022-09-21,67,2022,9,21,2,0,청담대교,2022,73.55,107.03,84.42,5049.138113207548,7347.508528301887,5795.353358490566,17627.82,만차,만차,만차
뚝섬4주차장,732,82748,2022-09-21,136,2022,9,21,2,0,영동대교,2022,148.67,310.9,272.44,16805.979645086816,35144.81113645988,30797.2092184533,79781.76,만차,만차,만차
뚝섬4주차장,732,82748,2022-09-21,136,2022,9,21,2,0,청담대교,2022,203.18,295.63,233.19,22968.22218579235,33419.113715846994,26360.66409836066,79781.76,만차,만차,만차
뚝섬4주차장,642,74859,2022-09-20,136,2022,9,20,1,0,청담대교,2022,179.1,263.09,199.81,20883.56214953271,30677.031635514013,23298.40621495327,72541.56,만차,만차,만차
뚝섬4주차장,642,74859,2022-09-20,136,2022,9,20,1,0,영동대교,2022,129.75,271.34,240.91,15129.21378504673,31639.004766355138,28090.78144859813,72541.56,만차,만차,만차
뚝섬2주차장,796,91844,2022-09-20,356,2022,9,20,1,0,청담대교,2022,222.07,326.2,247.74,25622.538762075856,37637.1060665067,28584.355171417443,91453.4,보통,혼잡,보통
뚝섬2주차장,796,91844,2022-09-20,356,2022,9,20,1,0,영동대교,2022,160.88,336.43,298.69,18562.6416080402,38817.93582914573,34463.42256281407,91453.4,보통,혼잡,보통
뚝섬1주차장,243,15006,2022-09-20,67,2022,9,20,1,0,청담대교,2022,67.79,99.58,75.63,4186.241728395062,6149.372345679012,4670.385925925925,15673.86,혼잡,만차,만차
뚝섬1주차장,243,15006,2022-09-20,67,2022,9,20,1,0,영동대교,2022,49.11,102.7,91.18,3032.81888143545,6342.302975431087,5630.878143133462,15673.86,혼잡,만차,만차
뚝섬3주차장,489,45351,2022-09-20,112,2022,9,20,1,0,청담대교,2022,136.42,200.39,152.19,12651.908834355829,18584.635766871168,14114.455398773009,42773.34,만차,만차,만차
뚝섬3주차장,489,45351,2022-09-20,112,2022,9,20,1,0,영동대교,2022,98.83,206.68,183.49,9165.724601226993,19167.985030674845,17017.29036809816,42773.34,만차,만차,만차
뚝섬4주차장,652,66794,2022-09-19,136,2022,9,19,0,0,영동대교,2022,136.79,284.46,230.75,14013.422177914108,29141.4436196319,23639.134202453988,64902.32,만차,만차,만차
뚝섬4주차장,652,66794,2022-09-19,136,2022,9,19,0,0,청담대교,2022,179.53,276.13,196.34,18391.912300613494,28288.07855828221,20114.009141104296,64902.32,만차,만차,만차
뚝섬2주차장,830,96480,2022-09-19,356,2022,9,19,0,0,영동대교,2022,174.13,362.12,293.75,20241.039036144575,42093.1778313253,34145.78313253012,92609.54,보통,혼잡,보통
뚝섬2주차장,830,96480,2022-09-19,356,2022,9,19,0,0,청담대교,2022,228.54,351.52,249.94,26565.70987951807,40861.02361445783,29053.266506024094,92609.54,보통,혼잡,보통
뚝섬1주차장,263,17603,2022-09-19,67,2022,9,19,0,0,영동대교,2022,55.18,114.74,93.08,3693.2834220532322,7679.727072243346,6229.989505703422,17076.46,혼잡,만차,만차
뚝섬1주차장,263,17603,2022-09-19,67,2022,9,19,0,0,청담대교,2022,72.42,111.38,79.2,4847.18349809886,7454.837034220532,5300.979467680609,17076.46,혼잡,만차,만차
뚝섬3주차장,415,35863,2022-09-19,112,2022,9,19,0,0,영동대교,2022,87.06,181.06,146.88,7523.452481927711,15646.638024096386,12692.909493975903,36902.47,보통,만차,만차
뚝섬3주차장,415,35863,2022-09-19,112,2022,9,19,0,0,청담대교,2022,114.27,175.76,124.97,9874.855445783132,15188.628626506024,10799.515927710843,36902.47,보통,만차,만차
뚝섬2주차장,1800,191699,2022-09-18,356,2022,9,18,6,1,영동대교,2022,311.6,853.47,634.93,33185.226888888894,90894.08085,67619.69226111111,187528.4,혼잡,만차,만차
뚝섬2주차장,1800,191699,2022-09-18,356,2022,9,18,6,1,청담대교,2022,398.73,808.26,593.01,42464.52348333333,86079.24096666666,63155.235550000005,187528.4,혼잡,만차,만차
뚝섬3주차장,882,89342,2022-09-18,112,2022,9,18,6,1,영동대교,2022,152.68,418.2,311.12,15465.68770975057,42361.47891156463,31514.83337868481,89485.04,만차,만차,만차
뚝섬3주차장,882,89342,2022-09-18,112,2022,9,18,6,1,청담대교,2022,195.38,396.05,290.57,19790.97501133787,40117.79943310658,29433.225555555553,89485.04,만차,만차,만차
뚝섬4주차장,1045,105069,2022-09-18,136,2022,9,18,6,1,영동대교,2022,180.9,495.49,368.61,18188.499617224883,49818.79311961722,37061.7072631579,103195.81,만차,만차,만차
뚝섬4주차장,1045,105069,2022-09-18,136,2022,9,18,6,1,청담대교,2022,231.48,469.24,344.27,23274.263026440443,47179.95154020613,34614.78543335343,103195.81,만차,만차,만차
뚝섬1주차장,698,49081,2022-09-18,67,2022,9,18,6,1,영동대교,2022,120.83,330.96,246.21,8496.35706303725,23271.988194842408,17312.654742120343,43447.99,만차,만차,만차
뚝섬1주차장,698,49081,2022-09-18,67,2022,9,18,6,1,청담대교,2022,154.62,313.43,229.96,10872.199853870288,22039.022120026933,16169.778026102778,43447.99,만차,만차,만차
뚝섬4주차장,828,115155,2022-09-17,136,2022,9,17,5,1,청담대교,2022,208.76,344.15,275.08,29033.874563702462,47863.61338905059,38257.51204724694,111750.69,만차,만차,만차
뚝섬4주차장,828,115155,2022-09-17,136,2022,9,17,5,1,영동대교,2022,171.3,367.09,289.61,23823.733695652176,51053.44076086956,40277.82554347826,111750.69,만차,만차,만차
뚝섬1주차장,687,40148,2022-09-17,67,2022,9,17,5,1,청담대교,2022,173.21,285.55,228.24,10122.321804949055,16687.425618631733,13338.252576419214,39835.33,만차,만차,만차
뚝섬1주차장,687,40148,2022-09-17,67,2022,9,17,5,1,영동대교,2022,142.13,304.58,240.29,8306.019272197962,17799.531062590973,14042.449665211061,39835.33,만차,만차,만차
뚝섬3주차장,915,108928,2022-09-17,112,2022,9,17,5,1,청담대교,2022,230.7,380.31,303.99,27464.14163934426,45274.76249180328,36189.09586885246,106951.57,만차,만차,만차
뚝섬3주차장,915,108928,2022-09-17,112,2022,9,17,5,1,영동대교,2022,189.3,405.66,320.04,22535.596065573773,48292.60380327869,38099.800131147545,106951.57,만차,만차,만차
뚝섬2주차장,1819,209045,2022-09-17,356,2022,9,17,5,1,청담대교,2022,458.62,756.06,604.32,52706.002144035185,86888.70956569543,69450.28829026938,196679.06,만차,만차,만차
뚝섬2주차장,1819,209045,2022-09-17,356,2022,9,17,5,1,영동대교,2022,376.33,806.44,636.23,43248.985623969216,92678.53205057724,73117.48232545354,196679.06,만차,만차,만차
뚝섬4주차장,453,47943,2022-09-16,136,2022,9,16,4,0,영동대교,2022,95.23,192.25,165.52,10078.61344370861,20346.670529801326,17517.716026490067,49345.38,혼잡,만차,만차
뚝섬4주차장,453,47943,2022-09-16,136,2022,9,16,4,0,청담대교,2022,122.73,180.92,149.35,12989.060463576157,19147.56635761589,15806.373178807948,49345.38,혼잡,만차,만차
뚝섬1주차장,185,9498,2022-09-16,67,2022,9,16,4,0,영동대교,2022,38.89,78.51,67.6,1996.6336216216216,4030.745837837838,3470.6205405405403,10687.71,보통,만차,혼잡
뚝섬1주차장,185,9498,2022-09-16,67,2022,9,16,4,0,청담대교,2022,50.12,73.89,60.99,2573.1878918918915,3793.5525405405406,3131.2595675675675,10687.71,보통,만차,혼잡
뚝섬2주차장,525,63034,2022-09-16,356,2022,9,16,4,0,영동대교,2022,110.36,222.81,191.83,13250.347123809524,26751.6296,23032.023276190477,62864.77,여유,보통,보통
뚝섬2주차장,525,63034,2022-09-16,356,2022,9,16,4,0,청담대교,2022,142.23,209.68,173.09,17076.811085714286,25175.179276190476,20782.00963809524,62864.77,여유,보통,보통
뚝섬3주차장,272,25174,2022-09-16,112,2022,9,16,4,0,영동대교,2022,57.18,115.44,99.38,5292.093088235294,10684.141764705882,9197.765147058823,28357.53,보통,만차,혼잡
뚝섬3주차장,272,25174,2022-09-16,112,2022,9,16,4,0,청담대교,2022,73.69,108.63,89.68,6820.117867647059,10053.86625,8300.015882352942,28357.53,보통,만차,혼잡
뚝섬1주차장,245,19191,2022-09-15,67,2022,9,15,3,0,청담대교,2022,66.27,99.51,79.23,5190.757805803844,7794.36108730256,6205.881106893597,18767.56,혼잡,만차,만차
뚝섬1주차장,245,19191,2022-09-15,67,2022,9,15,3,0,영동대교,2022,49.59,102.5,92.91,3884.4150612244903,8028.887755102041,7277.697183673468,18767.56,혼잡,만차,만차
뚝섬2주차장,749,88675,2022-09-15,356,2022,9,15,3,0,청담대교,2022,202.58,304.21,242.2,23984.0071296012,36016.26423583759,28674.72863456121,85894.76,여유,혼잡,보통
뚝섬2주차장,749,88675,2022-09-15,356,2022,9,15,3,0,영동대교,2022,151.6,313.35,284.05,17948.104138851802,37097.87883845127,33629.01702269693,85894.76,여유,혼잡,보통
뚝섬4주차장,658,77302,2022-09-15,136,2022,9,15,3,0,청담대교,2022,177.97,267.25,212.78,20907.95887537994,31396.594984802432,24997.446139817628,73115.87,만차,만차,만차
뚝섬4주차장,658,77302,2022-09-15,136,2022,9,15,3,0,영동대교,2022,133.18,275.28,249.54,15646.01878419453,32339.961337386016,29316.01987841945,73115.87,만차,만차,만차
뚝섬3주차장,419,41703,2022-09-15,112,2022,9,15,3,0,청담대교,2022,113.33,170.18,135.49,11279.715966587113,16937.986968973746,13485.297064439143,41817.71,혼잡,만차,만차
뚝섬3주차장,419,41703,2022-09-15,112,2022,9,15,3,0,영동대교,2022,84.81,175.29,158.9,8441.125131264916,17446.58441527446,15815.29045346062,41817.71,혼잡,만차,만차
뚝섬4주차장,591,64763,2022-09-14,136,2022,9,14,2,0,청담대교,2022,163.19,245.49,182.32,17882.697072758037,26901.300964467006,19979.001962774957,62469.29,만차,만차,만차
뚝섬4주차장,591,64763,2022-09-14,136,2022,9,14,2,0,영동대교,2022,115.46,255.76,219.79,12652.131063772185,28026.234547638785,24084.634388589024,62469.29,만차,만차,만차
뚝섬2주차장,707,76906,2022-09-14,356,2022,9,14,2,0,청담대교,2022,195.22,293.67,218.11,21235.628458274397,31944.816152758136,23725.55538896747,76817.38,여유,혼잡,보통
뚝섬2주차장,707,76906,2022-09-14,356,2022,9,14,2,0,영동대교,2022,138.12,305.96,262.92,15024.408373408769,33281.69697312588,28599.894653465348,76817.38,여유,혼잡,보통
뚝섬1주차장,230,16052,2022-09-14,67,2022,9,14,2,0,청담대교,2022,63.51,95.54,70.96,4432.253032476849,6667.5713229859575,4952.175644537194,16580.41,혼잡,만차,만차
뚝섬1주차장,230,16052,2022-09-14,67,2022,9,14,2,0,영동대교,2022,44.93,99.53,85.53,3135.8596460715685,6946.630549154311,5969.50980477412,16580.41,혼잡,만차,만차
뚝섬3주차장,383,39875,2022-09-14,112,2022,9,14,2,0,청담대교,2022,105.76,159.09,118.16,11010.626354403279,16562.788830578836,12301.584815017884,39789.24,혼잡,만차,만차
뚝섬3주차장,383,39875,2022-09-14,112,2022,9,14,2,0,영동대교,2022,74.82,165.75,142.43,7789.6801566579625,17256.6090078329,14828.710835509139,39789.24,혼잡,만차,만차
뚝섬4주차장,625,64846,2022-09-13,136,2022,9,13,1,0,영동대교,2022,133.25,263.53,228.21,13825.388406214499,27342.62368997904,23677.98790380646,64436.72,만차,만차,만차
뚝섬4주차장,625,64846,2022-09-13,136,2022,9,13,1,0,청담대교,2022,180.87,259.23,184.9,18765.913632,26896.045728,19184.04064,64436.72,만차,만차,만차
뚝섬2주차장,659,77269,2022-09-13,356,2022,9,13,1,0,영동대교,2022,140.5,277.87,240.63,16473.891502276176,32580.784567526556,28214.323930197268,76451.72,여유,보통,보통
뚝섬2주차장,659,77269,2022-09-13,356,2022,9,13,1,0,청담대교,2022,190.7,273.33,194.96,22360.276028467808,32048.94728296332,22859.77668856887,76451.72,여유,보통,보통
뚝섬3주차장,321,29003,2022-09-13,112,2022,9,13,1,0,영동대교,2022,68.44,135.35,117.21,6183.692585669782,12229.146573208722,10590.160841121495,28374.22,보통,만차,혼잡
