지구별,주차장명,주차대수,이용시간,날짜,년도,월,일,휴일여부,1대당 평균 주차시간
PLT-005,뚝섬3주차장,172,20284.0,2024-03-22,2024,3,22,평일,117.93023255813954
PLT-005,뚝섬4주차장,559,64814.0,2024-03-21,2024,3,21,평일,115.94633273703042
PLT-005,뚝섬2주차장,524,59572.0,2024-03-21,2024,3,21,평일,113.68702290076335
PLT-005,뚝섬3주차장,218,22777.0,2024-03-21,2024,3,21,평일,104.48165137614679
PLT-005,뚝섬1주차장,205,10708.0,2024-03-21,2024,3,21,평일,52.234146341463415
PLT-005,뚝섬1주차장,173,10943.0,2024-03-20,2024,3,20,평일,63.25433526011561
PLT-005,뚝섬3주차장,217,18102.0,2024-03-20,2024,3,20,평일,83.41935483870968
PLT-005,뚝섬4주차장,517,61874.0,2024-03-20,2024,3,20,평일,119.678916827853
PLT-005,뚝섬2주차장,474,61581.0,2024-03-20,2024,3,20,평일,129.91772151898735
PLT-005,뚝섬2주차장,456,62298.0,2024-03-19,2024,3,19,평일,136.6184210526316
PLT-005,뚝섬4주차장,397,47998.0,2024-03-19,2024,3,19,평일,120.90176322418137
PLT-005,뚝섬3주차장,177,12296.0,2024-03-19,2024,3,19,평일,69.46892655367232
PLT-005,뚝섬1주차장,167,10078.0,2024-03-19,2024,3,19,평일,60.34730538922156
PLT-005,뚝섬4주차장,527,50417.0,2024-03-18,2024,3,18,평일,95.66793168880456
PLT-005,뚝섬1주차장,297,23348.0,2024-03-18,2024,3,18,평일,78.61279461279462
PLT-005,뚝섬2주차장,605,69584.0,2024-03-18,2024,3,18,평일,115.01487603305785
PLT-005,뚝섬3주차장,248,21139.0,2024-03-18,2024,3,18,평일,85.23790322580645
PLT-005,뚝섬1주차장,353,22788.0,2024-03-17,2024,3,17,주말,64.55524079320114
PLT-005,뚝섬4주차장,848,72576.0,2024-03-17,2024,3,17,주말,85.58490566037736
PLT-005,뚝섬2주차장,1044,96753.0,2024-03-17,2024,3,17,주말,92.67528735632185
PLT-005,뚝섬3주차장,406,33159.0,2024-03-17,2024,3,17,주말,81.67241379310344
PLT-005,뚝섬2주차장,1531,143677.0,2024-03-16,2024,3,16,주말,93.84519921619857
PLT-005,뚝섬3주차장,766,48304.0,2024-03-16,2024,3,16,주말,63.06005221932115
PLT-005,뚝섬4주차장,1169,96126.0,2024-03-16,2024,3,16,주말,82.22925577416595
PLT-005,뚝섬1주차장,660,33577.0,2024-03-16,2024,3,16,주말,50.874242424242425
PLT-005,뚝섬4주차장,730,69624.0,2024-03-15,2024,3,15,평일,95.37534246575342
PLT-005,뚝섬2주차장,747,85096.0,2024-03-15,2024,3,15,평일,113.91700133868808
PLT-005,뚝섬1주차장,285,18260.0,2024-03-15,2024,3,15,평일,64.0701754385965
PLT-005,뚝섬3주차장,358,28406.0,2024-03-15,2024,3,15,평일,79.3463687150838
PLT-005,뚝섬1주차장,227,17070.0,2024-03-14,2024,3,14,평일,75.19823788546256
PLT-005,뚝섬3주차장,287,23820.0,2024-03-14,2024,3,14,평일,82.99651567944251
PLT-005,뚝섬2주차장,609,71828.0,2024-03-14,2024,3,14,평일,117.94417077175697
PLT-005,뚝섬4주차장,622,68870.0,2024-03-14,2024,3,14,평일,110.72347266881029
PLT-005,뚝섬4주차장,546,53830.0,2024-03-13,2024,3,13,평일,98.58974358974359
PLT-005,뚝섬2주차장,520,64559.0,2024-03-13,2024,3,13,평일,124.15192307692308
PLT-005,뚝섬1주차장,247,14440.0,2024-03-13,2024,3,13,평일,58.46153846153846
PLT-005,뚝섬3주차장,227,18866.0,2024-03-13,2024,3,13,평일,83.1101321585903
PLT-005,뚝섬4주차장,462,50976.0,2024-03-12,2024,3,12,평일,110.33766233766234
PLT-005,뚝섬1주차장,120,7579.0,2024-03-12,2024,3,12,평일,63.15833333333333
PLT-005,뚝섬2주차장,424,60379.0,2024-03-12,2024,3,12,평일,142.40330188679246
PLT-005,뚝섬3주차장,173,14003.0,2024-03-12,2024,3,12,평일,80.94219653179191
PLT-005,뚝섬2주차장,511,71502.0,2024-03-11,2024,3,11,평일,139.9256360078278
PLT-005,뚝섬3주차장,224,18130.0,2024-03-11,2024,3,11,평일,80.9375
PLT-005,뚝섬1주차장,176,13486.0,2024-03-11,2024,3,11,평일,76.625
PLT-005,뚝섬4주차장,471,49693.0,2024-03-11,2024,3,11,평일,105.50530785562633
PLT-005,뚝섬4주차장,977,71148.0,2024-03-10,2024,3,10,주말,72.8229273285568
PLT-005,뚝섬2주차장,915,84260.0,2024-03-10,2024,3,10,주말,92.08743169398907
PLT-005,뚝섬3주차장,512,41864.0,2024-03-10,2024,3,10,주말,81.765625
PLT-005,뚝섬1주차장,261,19617.0,2024-03-10,2024,3,10,주말,75.16091954022988
PLT-005,뚝섬1주차장,418,25085.0,2024-03-09,2024,3,9,주말,60.01196172248804
PLT-005,뚝섬4주차장,891,83569.0,2024-03-09,2024,3,9,주말,93.79236812570146
PLT-005,뚝섬3주차장,507,58701.0,2024-03-09,2024,3,9,주말,115.7810650887574
PLT-005,뚝섬2주차장,972,114785.0,2024-03-09,2024,3,9,주말,118.09156378600824
PLT-005,뚝섬4주차장,485,45757.0,2024-03-08,2024,3,8,평일,94.34432989690721
PLT-005,뚝섬2주차장,450,56736.0,2024-03-08,2024,3,8,평일,126.08
PLT-005,뚝섬3주차장,221,17919.0,2024-03-08,2024,3,8,평일,81.08144796380091
PLT-005,뚝섬1주차장,183,12531.0,2024-03-08,2024,3,8,평일,68.47540983606558
PLT-005,뚝섬2주차장,406,58096.0,2024-03-07,2024,3,7,평일,143.0935960591133
PLT-005,뚝섬3주차장,176,15872.0,2024-03-07,2024,3,7,평일,90.18181818181819
PLT-005,뚝섬4주차장,421,51746.0,2024-03-07,2024,3,7,평일,122.91211401425178
PLT-005,뚝섬1주차장,158,9994.0,2024-03-07,2024,3,7,평일,63.25316455696203
PLT-005,뚝섬4주차장,514,56274.0,2024-03-06,2024,3,6,평일,109.48249027237354
PLT-005,뚝섬1주차장,175,11974.0,2024-03-06,2024,3,6,평일,68.42285714285714
PLT-005,뚝섬2주차장,493,62395.0,2024-03-06,2024,3,6,평일,126.56186612576064
PLT-005,뚝섬3주차장,206,17866.0,2024-03-06,2024,3,6,평일,86.72815533980582
PLT-005,뚝섬4주차장,464,53527.0,2024-03-05,2024,3,5,평일,115.35991379310344
PLT-005,뚝섬3주차장,176,12846.0,2024-03-05,2024,3,5,평일,72.98863636363636
PLT-005,뚝섬2주차장,420,63372.0,2024-03-05,2024,3,5,평일,150.88571428571427
PLT-005,뚝섬1주차장,140,12088.0,2024-03-05,2024,3,5,평일,86.34285714285714
PLT-005,뚝섬2주차장,484,64023.0,2024-03-04,2024,3,4,평일,132.27892561983472
PLT-005,뚝섬4주차장,485,49258.0,2024-03-04,2024,3,4,평일,101.56288659793815
PLT-005,뚝섬1주차장,146,10949.0,2024-03-04,2024,3,4,평일,74.9931506849315
PLT-005,뚝섬3주차장,183,13402.0,2024-03-04,2024,3,4,평일,73.23497267759562
PLT-005,뚝섬2주차장,571,60504.0,2024-03-03,2024,3,3,주말,105.9614711033275
PLT-005,뚝섬1주차장,224,17870.0,2024-03-03,2024,3,3,주말,79.77678571428571
PLT-005,뚝섬3주차장,320,19625.0,2024-03-03,2024,3,3,주말,61.328125
PLT-005,뚝섬4주차장,573,42440.0,2024-03-03,2024,3,3,주말,74.06631762652705
PLT-005,뚝섬4주차장,542,46858.0,2024-03-02,2024,3,2,주말,86.45387453874538
PLT-005,뚝섬2주차장,492,49260.0,2024-03-02,2024,3,2,주말,100.1219512195122
PLT-005,뚝섬3주차장,231,13512.0,2024-03-02,2024,3,2,주말,58.493506493506494
PLT-005,뚝섬1주차장,192,12947.0,2024-03-02,2024,3,2,주말,67.43229166666667
PLT-005,뚝섬1주차장,426,24492.0,2024-03-01,2024,3,1,휴일,57.49295774647887
PLT-005,뚝섬4주차장,734,73379.0,2024-03-01,2024,3,1,휴일,99.97138964577657
PLT-005,뚝섬3주차장,491,61214.0,2024-03-01,2024,3,1,휴일,124.67209775967413
PLT-005,뚝섬2주차장,900,120179.0,2024-03-01,2024,3,1,휴일,133.53222222222223
PLT-005,뚝섬2주차장,518,54850.0,2024-02-29,2024,2,29,평일,105.88803088803088
PLT-005,뚝섬1주차장,175,10098.0,2024-02-29,2024,2,29,평일,57.70285714285714
PLT-005,뚝섬3주차장,260,20227.0,2024-02-29,2024,2,29,평일,77.79615384615384
PLT-005,뚝섬4주차장,526,54791.0,2024-02-29,2024,2,29,평일,104.16539923954373
PLT-005,뚝섬3주차장,195,17464.0,2024-02-28,2024,2,28,평일,89.55897435897435
PLT-005,뚝섬2주차장,488,58616.0,2024-02-28,2024,2,28,평일,120.11475409836065
PLT-005,뚝섬4주차장,524,60552.0,2024-02-28,2024,2,28,평일,115.55725190839695
PLT-005,뚝섬1주차장,191,13356.0,2024-02-28,2024,2,28,평일,69.92670157068063
PLT-005,뚝섬4주차장,519,66605.0,2024-02-27,2024,2,27,평일,128.33333333333334
PLT-005,뚝섬2주차장,511,58955.0,2024-02-27,2024,2,27,평일,115.37181996086106
PLT-005,뚝섬1주차장,176,13270.0,2024-02-27,2024,2,27,평일,75.39772727272727
PLT-005,뚝섬3주차장,222,17810.0,2024-02-27,2024,2,27,평일,80.22522522522523
PLT-005,뚝섬1주차장,165,11144.0,2024-02-26,2024,2,26,평일,67.53939393939395
PLT-005,뚝섬2주차장,524,69284.0,2024-02-26,2024,2,26,평일,132.22137404580153
PLT-005,뚝섬3주차장,248,25668.0,2024-02-26,2024,2,26,평일,103.5
PLT-005,뚝섬4주차장,509,56167.0,2024-02-26,2024,2,26,평일,110.34774066797642
PLT-005,뚝섬1주차장,410,23622.0,2024-02-25,2024,2,25,주말,57.614634146341466
PLT-005,뚝섬4주차장,775,80606.0,2024-02-25,2024,2,25,주말,104.00774193548386
PLT-005,뚝섬2주차장,987,151674.0,2024-02-25,2024,2,25,주말,153.67173252279636
PLT-005,뚝섬3주차장,543,76250.0,2024-02-25,2024,2,25,주말,140.42357274401473
PLT-005,뚝섬2주차장,500,50339.0,2024-02-24,2024,2,24,주말,100.678
PLT-005,뚝섬1주차장,224,16034.0,2024-02-24,2024,2,24,주말,71.58035714285714
PLT-005,뚝섬3주차장,319,22524.0,2024-02-24,2024,2,24,주말,70.60815047021944
PLT-005,뚝섬4주차장,717,65184.0,2024-02-24,2024,2,24,주말,90.91213389121339
PLT-005,뚝섬2주차장,463,53280.0,2024-02-23,2024,2,23,평일,115.0755939524838
PLT-005,뚝섬1주차장,138,10774.0,2024-02-23,2024,2,23,평일,78.07246376811594
PLT-005,뚝섬3주차장,207,14574.0,2024-02-23,2024,2,23,평일,70.40579710144928
PLT-005,뚝섬4주차장,539,57160.0,2024-02-23,2024,2,23,평일,106.04823747680891
PLT-005,뚝섬2주차장,363,50548.0,2024-02-22,2024,2,22,평일,139.25068870523415
PLT-005,뚝섬4주차장,372,42430.0,2024-02-22,2024,2,22,평일,114.05913978494624
PLT-005,뚝섬3주차장,144,10583.0,2024-02-22,2024,2,22,평일,73.49305555555556
PLT-005,뚝섬1주차장,120,6305.0,2024-02-22,2024,2,22,평일,52.541666666666664
PLT-005,뚝섬3주차장,107,10853.0,2024-02-21,2024,2,21,평일,101.42990654205607
PLT-005,뚝섬2주차장,318,50517.0,2024-02-21,2024,2,21,평일,158.85849056603774
PLT-005,뚝섬4주차장,354,44729.0,2024-02-21,2024,2,21,평일,126.35310734463278
PLT-005,뚝섬1주차장,104,4657.0,2024-02-21,2024,2,21,평일,44.77884615384615
PLT-005,뚝섬4주차장,422,51166.0,2024-02-20,2024,2,20,평일,121.24644549763033
PLT-005,뚝섬3주차장,175,12868.0,2024-02-20,2024,2,20,평일,73.53142857142858
PLT-005,뚝섬2주차장,434,71183.0,2024-02-20,2024,2,20,평일,164.01612903225808
PLT-005,뚝섬1주차장,126,10684.0,2024-02-20,2024,2,20,평일,84.7936507936508
PLT-005,뚝섬1주차장,130,9829.0,2024-02-19,2024,2,19,평일,75.6076923076923
PLT-005,뚝섬4주차장,375,50846.0,2024-02-19,2024,2,19,평일,135.58933333333334
PLT-005,뚝섬2주차장,383,64977.0,2024-02-19,2024,2,19,평일,169.65274151436032
PLT-005,뚝섬3주차장,129,9785.0,2024-02-19,2024,2,19,평일,75.85271317829458
PLT-005,뚝섬2주차장,520,54758.0,2024-02-18,2024,2,18,주말,105.30384615384615
PLT-005,뚝섬3주차장,241,19084.0,2024-02-18,2024,2,18,주말,79.18672199170125
PLT-005,뚝섬1주차장,171,15250.0,2024-02-18,2024,2,18,주말,89.18128654970761
PLT-005,뚝섬4주차장,533,46420.0,2024-02-18,2024,2,18,주말,87.09193245778611
PLT-005,뚝섬3주차장,504,40551.0,2024-02-17,2024,2,17,주말,80.45833333333333
PLT-005,뚝섬2주차장,826,79033.0,2024-02-17,2024,2,17,주말,95.681598062954
PLT-005,뚝섬4주차장,966,83556.0,2024-02-17,2024,2,17,주말,86.4968944099379
PLT-005,뚝섬1주차장,319,22495.0,2024-02-17,2024,2,17,주말,70.51724137931035
PLT-005,뚝섬4주차장,595,65367.0,2024-02-16,2024,2,16,평일,109.86050420168067
PLT-005,뚝섬1주차장,191,15110.0,2024-02-16,2024,2,16,평일,79.10994764397905
PLT-005,뚝섬2주차장,462,57411.0,2024-02-16,2024,2,16,평일,124.26623376623377
PLT-005,뚝섬3주차장,206,14498.0,2024-02-16,2024,2,16,평일,70.37864077669903
PLT-005,뚝섬3주차장,126,9993.0,2024-02-15,2024,2,15,평일,79.30952380952381
PLT-005,뚝섬4주차장,401,46342.0,2024-02-15,2024,2,15,평일,115.56608478802993
PLT-005,뚝섬2주차장,397,54261.0,2024-02-15,2024,2,15,평일,136.67758186397984
PLT-005,뚝섬1주차장,151,9647.0,2024-02-15,2024,2,15,평일,63.88741721854305
PLT-005,뚝섬2주차장,647,74695.0,2024-02-14,2024,2,14,평일,115.44822256568779
PLT-005,뚝섬1주차장,232,11317.0,2024-02-14,2024,2,14,평일,48.7801724137931
PLT-005,뚝섬4주차장,668,70106.0,2024-02-14,2024,2,14,평일,104.94910179640719
PLT-005,뚝섬3주차장,327,25699.0,2024-02-14,2024,2,14,평일,78.59021406727828
PLT-005,뚝섬1주차장,170,14581.0,2024-02-13,2024,2,13,평일,85.77058823529411
PLT-005,뚝섬3주차장,250,18060.0,2024-02-13,2024,2,13,평일,72.24
PLT-005,뚝섬2주차장,520,65713.0,2024-02-13,2024,2,13,평일,126.37115384615385
PLT-005,뚝섬4주차장,513,48083.0,2024-02-13,2024,2,13,평일,93.729044834308
PLT-005,뚝섬4주차장,810,60707.0,2024-02-12,2024,2,12,휴일,74.94691358024691
PLT-005,뚝섬3주차장,521,52918.0,2024-02-12,2024,2,12,휴일,101.57005758157389
PLT-005,뚝섬1주차장,230,18245.0,2024-02-12,2024,2,12,휴일,79.32608695652173
PLT-005,뚝섬2주차장,775,77287.0,2024-02-12,2024,2,12,휴일,99.72516129032257
PLT-005,뚝섬3주차장,502,52390.0,2024-02-11,2024,2,11,휴일,104.36254980079681
PLT-005,뚝섬2주차장,556,52114.0,2024-02-11,2024,2,11,휴일,93.73021582733813
PLT-005,뚝섬1주차장,173,3802.0,2024-02-11,2024,2,11,휴일,21.976878612716764
PLT-005,뚝섬4주차장,677,44258.0,2024-02-11,2024,2,11,휴일,65.37370753323486
PLT-005,뚝섬3주차장,448,38788.0,2024-02-10,2024,2,10,휴일,86.58035714285714
PLT-005,뚝섬4주차장,734,45440.0,2024-02-10,2024,2,10,휴일,61.90735694822888
PLT-005,뚝섬2주차장,543,44826.0,2024-02-10,2024,2,10,휴일,82.5524861878453
PLT-005,뚝섬1주차장,222,11719.0,2024-02-10,2024,2,10,휴일,52.788288288288285
PLT-005,뚝섬1주차장,227,10137.0,2024-02-09,2024,2,9,휴일,44.65638766519824
PLT-005,뚝섬3주차장,385,39125.0,2024-02-09,2024,2,9,휴일,101.62337662337663
PLT-005,뚝섬2주차장,522,45658.0,2024-02-09,2024,2,9,휴일,87.46743295019157
PLT-005,뚝섬4주차장,604,37430.0,2024-02-09,2024,2,9,휴일,61.97019867549669
PLT-005,뚝섬3주차장,235,21501.0,2024-02-08,2024,2,8,평일,91.49361702127659
PLT-005,뚝섬4주차장,451,42480.0,2024-02-08,2024,2,8,평일,94.19068736141907
PLT-005,뚝섬2주차장,476,53497.0,2024-02-08,2024,2,8,평일,112.38865546218487
PLT-005,뚝섬1주차장,191,13364.0,2024-02-08,2024,2,8,평일,69.96858638743456
PLT-005,뚝섬1주차장,140,12021.0,2024-02-07,2024,2,7,평일,85.86428571428571
PLT-005,뚝섬3주차장,195,17802.0,2024-02-07,2024,2,7,평일,91.29230769230769
PLT-005,뚝섬4주차장,392,46199.0,2024-02-07,2024,2,7,평일,117.8545918367347
PLT-005,뚝섬2주차장,452,66775.0,2024-02-07,2024,2,7,평일,147.73230088495575
PLT-005,뚝섬4주차장,356,35981.0,2024-02-06,2024,2,6,평일,101.07022471910112
PLT-005,뚝섬1주차장,124,10804.0,2024-02-06,2024,2,6,평일,87.12903225806451
PLT-005,뚝섬2주차장,382,57134.0,2024-02-06,2024,2,6,평일,149.565445026178
PLT-005,뚝섬3주차장,190,19023.0,2024-02-06,2024,2,6,평일,100.12105263157895
PLT-005,뚝섬1주차장,140,11160.0,2024-02-05,2024,2,5,평일,79.71428571428571
PLT-005,뚝섬4주차장,299,31724.0,2024-02-05,2024,2,5,평일,106.10033444816054
PLT-005,뚝섬3주차장,134,11534.0,2024-02-05,2024,2,5,평일,86.07462686567165
PLT-005,뚝섬2주차장,344,52532.0,2024-02-05,2024,2,5,평일,152.7093023255814
PLT-005,뚝섬3주차장,550,61498.0,2024-02-04,2024,2,4,주말,111.81454545454545
PLT-005,뚝섬1주차장,281,21380.0,2024-02-04,2024,2,4,주말,76.08540925266904
PLT-005,뚝섬2주차장,899,95244.0,2024-02-04,2024,2,4,주말,105.94438264738598
PLT-005,뚝섬4주차장,813,62188.0,2024-02-04,2024,2,4,주말,76.4920049200492
PLT-005,뚝섬4주차장,581,55670.0,2024-02-03,2024,2,3,주말,95.81755593803787
PLT-005,뚝섬3주차장,409,48754.0,2024-02-03,2024,2,3,주말,119.20293398533008
PLT-005,뚝섬2주차장,562,61286.0,2024-02-03,2024,2,3,주말,109.04982206405694
PLT-005,뚝섬1주차장,250,17274.0,2024-02-03,2024,2,3,주말,69.096
PLT-005,뚝섬1주차장,187,13403.0,2024-02-02,2024,2,2,평일,71.67379679144385
PLT-005,뚝섬2주차장,454,58217.0,2024-02-02,2024,2,2,평일,128.23127753303964
PLT-005,뚝섬4주차장,436,41577.0,2024-02-02,2024,2,2,평일,95.36009174311927
PLT-005,뚝섬3주차장,214,20403.0,2024-02-02,2024,2,2,평일,95.3411214953271
PLT-005,뚝섬4주차장,416,45299.0,2024-02-01,2024,2,1,평일,108.89182692307692
PLT-005,뚝섬1주차장,162,12525.0,2024-02-01,2024,2,1,평일,77.31481481481481
PLT-005,뚝섬2주차장,440,62723.0,2024-02-01,2024,2,1,평일,142.55227272727274
PLT-005,뚝섬3주차장,206,21984.0,2024-02-01,2024,2,1,평일,106.71844660194175
PLT-005,뚝섬2주차장,461,55709.0,2024-01-31,2024,1,31,평일,120.84381778741866
PLT-005,뚝섬1주차장,184,14119.0,2024-01-31,2024,1,31,평일,76.7336956521739
PLT-005,뚝섬3주차장,235,25921.0,2024-01-31,2024,1,31,평일,110.30212765957447
PLT-005,뚝섬4주차장,426,41467.0,2024-01-31,2024,1,31,평일,97.34037558685446
PLT-005,뚝섬2주차장,439,54079.0,2024-01-30,2024,1,30,평일,123.1867881548975
PLT-005,뚝섬4주차장,414,44851.0,2024-01-30,2024,1,30,평일,108.33574879227054
PLT-005,뚝섬1주차장,152,12184.0,2024-01-30,2024,1,30,평일,80.15789473684211
PLT-005,뚝섬3주차장,225,25061.0,2024-01-30,2024,1,30,평일,111.38222222222223
PLT-005,뚝섬3주차장,205,22408.0,2024-01-29,2024,1,29,평일,109.30731707317074
PLT-005,뚝섬4주차장,411,42745.0,2024-01-29,2024,1,29,평일,104.00243309002433
PLT-005,뚝섬2주차장,419,60413.0,2024-01-29,2024,1,29,평일,144.1837708830549
PLT-005,뚝섬1주차장,152,15100.0,2024-01-29,2024,1,29,평일,99.34210526315789
PLT-005,뚝섬3주차장,471,50776.0,2024-01-28,2024,1,28,주말,107.80467091295117
PLT-005,뚝섬1주차장,203,15932.0,2024-01-28,2024,1,28,주말,78.48275862068965
PLT-005,뚝섬2주차장,663,70252.0,2024-01-28,2024,1,28,주말,105.96078431372548
PLT-005,뚝섬4주차장,578,46449.0,2024-01-28,2024,1,28,주말,80.36159169550173
PLT-005,뚝섬4주차장,620,48104.0,2024-01-27,2024,1,27,주말,77.58709677419355
PLT-005,뚝섬2주차장,616,58952.0,2024-01-27,2024,1,27,주말,95.7012987012987
PLT-005,뚝섬1주차장,234,16391.0,2024-01-27,2024,1,27,주말,70.04700854700855
PLT-005,뚝섬3주차장,573,61386.0,2024-01-27,2024,1,27,주말,107.13089005235602
PLT-005,뚝섬3주차장,258,27336.0,2024-01-26,2024,1,26,평일,105.95348837209302
PLT-005,뚝섬4주차장,411,39309.0,2024-01-26,2024,1,26,평일,95.64233576642336
PLT-005,뚝섬1주차장,179,12861.0,2024-01-26,2024,1,26,평일,71.84916201117318
PLT-005,뚝섬2주차장,460,50855.0,2024-01-26,2024,1,26,평일,110.55434782608695
PLT-005,뚝섬1주차장,154,11277.0,2024-01-25,2024,1,25,평일,73.22727272727273
PLT-005,뚝섬2주차장,400,59478.0,2024-01-25,2024,1,25,평일,148.695
PLT-005,뚝섬3주차장,160,15498.0,2024-01-25,2024,1,25,평일,96.8625
PLT-005,뚝섬4주차장,394,46868.0,2024-01-25,2024,1,25,평일,118.95431472081218
PLT-005,뚝섬4주차장,320,36020.0,2024-01-24,2024,1,24,평일,112.5625
PLT-005,뚝섬1주차장,128,8219.0,2024-01-24,2024,1,24,평일,64.2109375
PLT-005,뚝섬2주차장,388,54114.0,2024-01-24,2024,1,24,평일,139.46907216494844
PLT-005,뚝섬3주차장,178,16341.0,2024-01-24,2024,1,24,평일,91.80337078651685
PLT-005,뚝섬3주차장,144,14118.0,2024-01-23,2024,1,23,평일,98.04166666666667
PLT-005,뚝섬4주차장,291,35869.0,2024-01-23,2024,1,23,평일,123.26116838487972
PLT-005,뚝섬2주차장,367,61001.0,2024-01-23,2024,1,23,평일,166.21525885558583
PLT-005,뚝섬1주차장,109,9083.0,2024-01-23,2024,1,23,평일,83.3302752293578
PLT-005,뚝섬4주차장,324,36550.0,2024-01-22,2024,1,22,평일,112.80864197530865
PLT-005,뚝섬3주차장,180,17084.0,2024-01-22,2024,1,22,평일,94.91111111111111
PLT-005,뚝섬2주차장,364,50962.0,2024-01-22,2024,1,22,평일,140.0054945054945
PLT-005,뚝섬1주차장,110,8751.0,2024-01-22,2024,1,22,평일,79.55454545454545
PLT-005,뚝섬3주차장,507,55823.0,2024-01-21,2024,1,21,주말,110.10453648915187
PLT-005,뚝섬4주차장,508,39792.0,2024-01-21,2024,1,21,주말,78.33070866141732
PLT-005,뚝섬1주차장,115,8158.0,2024-01-21,2024,1,21,주말,70.93913043478261
PLT-005,뚝섬2주차장,511,55767.0,2024-01-21,2024,1,21,주말,109.133072407045
PLT-005,뚝섬3주차장,422,48794.0,2024-01-20,2024,1,20,주말,115.62559241706161
PLT-005,뚝섬2주차장,482,57176.0,2024-01-20,2024,1,20,주말,118.62240663900415
PLT-005,뚝섬1주차장,179,11646.0,2024-01-20,2024,1,20,주말,65.06145251396649
PLT-005,뚝섬4주차장,478,46723.0,2024-01-20,2024,1,20,주말,97.74686192468619
PLT-005,뚝섬3주차장,277,26356.0,2024-01-19,2024,1,19,평일,95.14801444043322
PLT-005,뚝섬1주차장,180,10944.0,2024-01-19,2024,1,19,평일,60.8
PLT-005,뚝섬2주차장,508,58659.0,2024-01-19,2024,1,19,평일,115.47047244094489
PLT-005,뚝섬4주차장,480,48506.0,2024-01-19,2024,1,19,평일,101.05416666666666
PLT-005,뚝섬3주차장,241,27354.0,2024-01-18,2024,1,18,평일,113.50207468879668
PLT-005,뚝섬2주차장,468,59877.0,2024-01-18,2024,1,18,평일,127.9423076923077
PLT-005,뚝섬1주차장,160,10585.0,2024-01-18,2024,1,18,평일,66.15625
PLT-005,뚝섬4주차장,405,38363.0,2024-01-18,2024,1,18,평일,94.72345679012345
PLT-005,뚝섬4주차장,304,32834.0,2024-01-17,2024,1,17,평일,108.00657894736842
PLT-005,뚝섬2주차장,341,45452.0,2024-01-17,2024,1,17,평일,133.29032258064515
PLT-005,뚝섬3주차장,189,17895.0,2024-01-17,2024,1,17,평일,94.68253968253968
PLT-005,뚝섬1주차장,109,8226.0,2024-01-17,2024,1,17,평일,75.46788990825688
PLT-005,뚝섬4주차장,329,28874.0,2024-01-16,2024,1,16,평일,87.7629179331307
PLT-005,뚝섬1주차장,129,7324.0,2024-01-16,2024,1,16,평일,56.775193798449614
PLT-005,뚝섬3주차장,188,20671.0,2024-01-16,2024,1,16,평일,109.95212765957447
PLT-005,뚝섬2주차장,380,43400.0,2024-01-16,2024,1,16,평일,114.21052631578948
PLT-005,뚝섬3주차장,190,17094.0,2024-01-15,2024,1,15,평일,89.96842105263158
PLT-005,뚝섬1주차장,94,5050.0,2024-01-15,2024,1,15,평일,53.723404255319146
PLT-005,뚝섬4주차장,319,25378.0,2024-01-15,2024,1,15,평일,79.55485893416927
PLT-005,뚝섬2주차장,442,51590.0,2024-01-15,2024,1,15,평일,116.71945701357465
PLT-005,뚝섬2주차장,417,43498.0,2024-01-14,2024,1,14,주말,104.31175059952038
PLT-005,뚝섬1주차장,133,9215.0,2024-01-14,2024,1,14,주말,69.28571428571429
PLT-005,뚝섬3주차장,324,29162.0,2024-01-14,2024,1,14,주말,90.00617283950618
PLT-005,뚝섬4주차장,453,33803.0,2024-01-14,2024,1,14,주말,74.62030905077263
PLT-005,뚝섬2주차장,741,77494.0,2024-01-13,2024,1,13,주말,104.58029689608637
PLT-005,뚝섬1주차장,231,15585.0,2024-01-13,2024,1,13,주말,67.46753246753246
PLT-005,뚝섬3주차장,508,59148.0,2024-01-13,2024,1,13,주말,116.43307086614173
PLT-005,뚝섬4주차장,660,53901.0,2024-01-13,2024,1,13,주말,81.66818181818182
PLT-005,뚝섬1주차장,187,13560.0,2024-01-12,2024,1,12,평일,72.51336898395722
PLT-005,뚝섬2주차장,475,63479.0,2024-01-12,2024,1,12,평일,133.64
PLT-005,뚝섬4주차장,433,41761.0,2024-01-12,2024,1,12,평일,96.44572748267899
PLT-005,뚝섬3주차장,283,30134.0,2024-01-12,2024,1,12,평일,106.48056537102474
PLT-005,뚝섬3주차장,223,22423.0,2024-01-11,2024,1,11,평일,100.55156950672645
PLT-005,뚝섬4주차장,420,41686.0,2024-01-11,2024,1,11,평일,99.25238095238095
PLT-005,뚝섬1주차장,148,10849.0,2024-01-11,2024,1,11,평일,73.30405405405405
PLT-005,뚝섬2주차장,422,60314.0,2024-01-11,2024,1,11,평일,142.92417061611374
PLT-005,뚝섬4주차장,370,35279.0,2024-01-10,2024,1,10,평일,95.34864864864865
PLT-005,뚝섬1주차장,141,9509.0,2024-01-10,2024,1,10,평일,67.43971631205673
PLT-005,뚝섬3주차장,222,24553.0,2024-01-10,2024,1,10,평일,110.59909909909909
PLT-005,뚝섬2주차장,372,53405.0,2024-01-10,2024,1,10,평일,143.56182795698925
PLT-005,뚝섬1주차장,111,9246.0,2024-01-09,2024,1,9,평일,83.29729729729729
PLT-005,뚝섬4주차장,286,24843.0,2024-01-09,2024,1,9,평일,86.86363636363636
