주차장명,주차대수,이용시간,code,월,일,휴일여부,평균기온(°C),일반이용자(아침),일반이용자(낮),일반이용자(저녁),비
뚝섬4주차장,584,1.6904965753424657,5,11,8,0,10.2,5609.536231884058,39790.17391304348,57144.40579710145,0
양화3주차장,690,1.8669806763285024,7,11,8,0,10.2,6681.83908045977,43533.16091954023,55499.50574712644,0
"광나루1,2주차장",514,1.8045395590142672,6,11,8,0,10.2,4102.309278350515,45017.536082474224,31883.60824742268,0
"반포2,3주차장",1994,1.2915162153126043,9,11,8,0,10.2,6574.3448275862065,29485.275862068964,28530.735632183907,0
뚝섬1주차장,186,1.178942652329749,5,11,8,0,10.2,5609.536231884058,39790.17391304348,57144.40579710145,0
잠실1주차장,1779,0.5148679033164699,11,11,8,0,10.2,6561.542635658915,29375.39534883721,23713.945736434107,0
"망원2,3주차장",935,1.2931194295900177,3,11,8,0,10.2,29879.310344827587,186954.36781609195,197444.54022988505,0
망원1주차장,281,1.8002965599051008,3,11,8,0,10.2,29879.310344827587,186954.36781609195,197444.54022988505,0
광나루3주차장,488,1.512704918032787,6,11,8,0,10.2,4102.309278350515,45017.536082474224,31883.60824742268,0
뚝섬2주차장,512,1.9341796875,5,11,8,0,10.2,5609.536231884058,39790.17391304348,57144.40579710145,0
이촌3주차장,843,1.6309806247528669,4,11,8,0,10.2,12483.372093023256,67409.86046511628,30981.75581395349,0
이촌2주차장,244,1.5935792349726776,4,11,8,0,10.2,12483.372093023256,67409.86046511628,30981.75581395349,0
여의도2주차장,1385,2.088026474127557,8,11,8,0,10.2,4348.862068965517,59578.528735632186,58199.08045977011,0
여의도5주차장,396,4.480555555555555,8,11,8,0,10.2,4348.862068965517,59578.528735632186,58199.08045977011,0
여의도1주차장,1833,2.7369703582469542,8,11,8,0,10.2,4348.862068965517,59578.528735632186,58199.08045977011,0
