주차장명,주차대수,이용시간,code,월,일,휴일여부,평균기온(°C),일반이용자(아침),일반이용자(낮),일반이용자(저녁),비
양화1주차장,265,1.888930817610063,7,10,10,0,18.8,10484.589041095891,71092.2602739726,550938.5753424658,0
잠원1주차장,430,1.6029457364341084,10,10,10,0,18.8,17329.535714285714,31356.383928571428,54227.21428571428,0
광나루3주차장,726,1.5394398530762168,6,10,10,0,18.8,10260.550295857987,91038.8224852071,109516.33136094674,0
여의도2주차장,2143,1.5971301913205789,8,10,10,0,18.8,28580.357333333333,117662.81333333334,200949.22666666665,0
뚝섬4주차장,703,1.831792318634424,5,10,10,0,18.8,10928.9898989899,75059.09764309764,229523.40740740742,0
뚝섬1주차장,223,1.314424514200299,5,10,10,0,18.8,10928.9898989899,75059.09764309764,229523.40740740742,0
"반포2,3주차장",2672,1.3942614770459083,9,10,10,0,18.8,7574.04,41024.306666666664,42296.36,0
"망원2,3주차장",1142,1.4568009340338588,3,10,10,0,18.8,38638.666666666664,225095.33333333334,259270.93333333332,0
잠원2-6주차장,2027,2.04873376089459,10,10,10,0,18.8,17329.535714285714,31356.383928571428,54227.21428571428,0
이촌1주차장,161,1.270807453416149,4,10,10,0,18.8,20305.420560747665,95861.22897196261,51371.19158878505,0
"광나루1,2주차장",815,1.4077096114519427,6,10,10,0,18.8,10260.550295857987,91038.8224852071,109516.33136094674,0
여의도4주차장,361,3.885780240073869,8,10,10,0,18.8,28580.357333333333,117662.81333333334,200949.22666666665,0
양화2주차장,65,1.8992307692307693,7,10,10,0,18.8,10484.589041095891,71092.2602739726,550938.5753424658,0
잠실1주차장,2249,0.6380687713057656,11,10,10,0,18.8,8537.0,44826.382978723406,35303.14893617021,0
여의도3주차장,1326,4.821380090497737,8,10,10,0,18.8,28580.357333333333,117662.81333333334,200949.22666666665,0
여의도1주차장,2102,2.934800190294957,8,10,10,0,18.8,28580.357333333333,117662.81333333334,200949.22666666665,0
뚝섬2주차장,669,2.0365719980069756,5,10,10,0,18.8,10928.9898989899,75059.09764309764,229523.40740740742,0
"이촌3,4주차장",774,1.6574935400516797,4,10,10,0,18.8,20305.420560747665,95861.22897196261,51371.19158878505,0
망원1주차장,275,1.5773333333333333,3,10,10,0,18.8,38638.666666666664,225095.33333333334,259270.93333333332,0
뚝섬3주차장,389,1.5318766066838043,5,10,10,0,18.8,10928.9898989899,75059.09764309764,229523.40740740742,0
강서1주차장,204,1.0236928104575165,1,10,10,0,18.8,14135.866666666667,59410.8,44452.933333333334,0
반포1주차장,813,0.7349323493234933,9,10,10,0,18.8,7574.04,41024.306666666664,42296.36,0
"난지1,2,3주차장",2191,1.0886353263350068,2,10,10,0,18.8,19986.386666666665,83945.42666666667,85478.69333333333,0
이촌2주차장,245,1.450612244897959,4,10,10,0,18.8,20305.420560747665,95861.22897196261,51371.19158878505,0
광나루4주차장,372,0.6495071684587814,6,10,10,0,18.8,10260.550295857987,91038.8224852071,109516.33136094674,0
양화3주차장,738,1.5771680216802169,7,10,10,0,18.8,10484.589041095891,71092.2602739726,550938.5753424658,0
여의도5주차장,465,4.219892473118279,8,10,10,0,18.8,28580.357333333333,117662.81333333334,200949.22666666665,0
양화2주차장,132,1.650631313131313,7,10,9,1,18.8,10474.816176470587,71714.48529411765,567244.4117647059,0
여의도2주차장,2391,0.9591872298898648,8,10,9,1,18.8,29300.573913043478,118425.17391304347,202130.78260869565,0
이촌2주차장,568,1.9613849765258216,4,10,9,1,18.8,20863.0,97777.73076923077,51317.96153846154,0
강서1주차장,340,2.0327941176470588,1,10,9,1,18.8,14068.91304347826,59267.391304347824,44547.608695652176,0
반포1주차장,1976,1.496761133603239,9,10,9,1,18.8,7588.913043478261,40147.586956521736,41648.108695652176,0
광나루3주차장,1188,2.4558221099887767,6,10,9,1,18.8,10294.669902912621,91576.43689320388,110050.87378640777,0
광나루4주차장,178,1.074250936329588,6,10,9,1,18.8,10294.669902912621,91576.43689320388,110050.87378640777,0
뚝섬1주차장,404,1.9183993399339936,5,10,9,1,18.8,11069.347826086956,75548.67391304347,232878.30434782608,0
뚝섬4주차장,770,2.1475108225108226,5,10,9,1,18.8,11069.347826086956,75548.67391304347,232878.30434782608,0
양화1주차장,427,1.86775956284153,7,10,9,1,18.8,10474.816176470587,71714.48529411765,567244.4117647059,0
"광나루1,2주차장",1849,1.5742653686677484,6,10,9,1,18.8,10294.669902912621,91576.43689320388,110050.87378640777,0
뚝섬2주차장,1163,3.1747348810547433,5,10,9,1,18.8,11069.347826086956,75548.67391304347,232878.30434782608,0
"망원2,3주차장",1605,1.750373831775701,3,10,9,1,18.8,38002.17391304348,224280.4347826087,259373.04347826086,0
"난지1,2,3주차장",3382,1.836763256455746,2,10,9,1,18.8,20236.68888888889,84776.77777777778,86145.8,0
잠실1주차장,2240,1.0935342261904764,11,10,9,1,18.8,8586.051724137931,44278.10344827586,34622.25862068965,0
여의도3주차장,3099,2.63378509196515,8,10,9,1,18.8,29300.573913043478,118425.17391304347,202130.78260869565,0
이촌1주차장,459,0.706318082788671,4,10,9,1,18.8,20863.0,97777.73076923077,51317.96153846154,0
잠실4주차장,3301,1.6776178935676058,11,10,9,1,18.8,8586.051724137931,44278.10344827586,34622.25862068965,0
"반포2,3주차장",4853,1.8649289099526067,9,10,9,1,18.8,7588.913043478261,40147.586956521736,41648.108695652176,0
여의도1주차장,3708,2.1967098166127292,8,10,9,1,18.8,29300.573913043478,118425.17391304347,202130.78260869565,0
잠원2-6주차장,3676,1.5189789626405512,10,10,9,1,18.8,17353.014492753624,31156.985507246376,54387.10144927536,0
망원1주차장,739,1.3315290933694182,3,10,9,1,18.8,38002.17391304348,224280.4347826087,259373.04347826086,0
여의도4주차장,97,1.8943298969072164,8,10,9,1,18.8,29300.573913043478,118425.17391304347,202130.78260869565,0
뚝섬3주차장,601,2.8775097060454797,5,10,9,1,18.8,11069.347826086956,75548.67391304347,232878.30434782608,0
"이촌3,4주차장",1789,1.872191168250419,4,10,9,1,18.8,20863.0,97777.73076923077,51317.96153846154,0
여의도5주차장,370,1.237882882882883,8,10,9,1,18.8,29300.573913043478,118425.17391304347,202130.78260869565,0
양화3주차장,1500,2.230477777777778,7,10,9,1,18.8,10474.816176470587,71714.48529411765,567244.4117647059,0
잠원1주차장,1095,1.3379604261796043,10,10,9,1,18.8,17353.014492753624,31156.985507246376,54387.10144927536,0
뚝섬1주차장,243,1.1938271604938273,5,10,8,0,17.7,10928.9898989899,75059.09764309764,229523.40740740742,0
"반포2,3주차장",3113,1.5215815397794197,9,10,8,0,17.7,7574.04,41024.306666666664,42296.36,0
여의도3주차장,1458,4.30679012345679,8,10,8,0,17.7,28580.357333333333,117662.81333333334,200949.22666666665,0
양화1주차장,372,1.912096774193548,7,10,8,0,17.7,10484.589041095891,71092.2602739726,550938.5753424658,0
"이촌3,4주차장",928,1.4978627873563215,4,10,8,0,17.7,20305.420560747665,95861.22897196261,51371.19158878505,0
광나루3주차장,563,1.8740674955595025,6,10,8,0,17.7,10260.550295857987,91038.8224852071,109516.33136094674,0
광나루4주차장,391,0.5386189258312021,6,10,8,0,17.7,10260.550295857987,91038.8224852071,109516.33136094674,0
"광나루1,2주차장",865,1.3007899807321774,6,10,8,0,17.7,10260.550295857987,91038.8224852071,109516.33136094674,0
양화2주차장,81,1.9251028806584365,7,10,8,0,17.7,10484.589041095891,71092.2602739726,550938.5753424658,0
망원1주차장,368,1.4700634057971016,3,10,8,0,17.7,38638.666666666664,225095.33333333334,259270.93333333332,0
여의도1주차장,2617,2.4527512418800153,8,10,8,0,17.7,28580.357333333333,117662.81333333334,200949.22666666665,0
잠실1주차장,2296,0.6393655632984901,11,10,8,0,17.7,8537.0,44826.382978723406,35303.14893617021,0
뚝섬2주차장,746,1.894593386952636,5,10,8,0,17.7,10928.9898989899,75059.09764309764,229523.40740740742,0
뚝섬4주차장,852,1.807648669796557,5,10,8,0,17.7,10928.9898989899,75059.09764309764,229523.40740740742,0
이촌2주차장,304,1.4686403508771928,4,10,8,0,17.7,20305.420560747665,95861.22897196261,51371.19158878505,0
"망원2,3주차장",1349,1.356548060291574,3,10,8,0,17.7,38638.666666666664,225095.33333333334,259270.93333333332,0
"난지1,2,3주차장",1838,0.7891820819731592,2,10,8,0,17.7,19986.386666666665,83945.42666666667,85478.69333333333,0
반포1주차장,881,0.7938138479001136,9,10,8,0,17.7,7574.04,41024.306666666664,42296.36,0
강서1주차장,204,1.0910947712418302,1,10,8,0,17.7,14135.866666666667,59410.8,44452.933333333334,0
여의도5주차장,428,4.368380062305296,8,10,8,0,17.7,28580.357333333333,117662.81333333334,200949.22666666665,0
뚝섬3주차장,505,1.8806930693069304,5,10,8,0,17.7,10928.9898989899,75059.09764309764,229523.40740740742,0
여의도2주차장,2111,1.5075003947576189,8,10,8,0,17.7,28580.357333333333,117662.81333333334,200949.22666666665,0
잠실4주차장,2247,0.9186470850022252,11,10,8,0,17.7,8537.0,44826.382978723406,35303.14893617021,0
이촌1주차장,173,1.0238921001926782,4,10,8,0,17.7,20305.420560747665,95861.22897196261,51371.19158878505,0
잠원2-6주차장,2022,1.7715710517639305,10,10,8,0,17.7,17329.535714285714,31356.383928571428,54227.21428571428,0
양화3주차장,812,1.6200944170771756,7,10,8,0,17.7,10484.589041095891,71092.2602739726,550938.5753424658,0
잠원1주차장,513,1.3999025341130604,10,10,8,0,17.7,17329.535714285714,31356.383928571428,54227.21428571428,0
여의도4주차장,214,4.868146417445483,8,10,8,0,17.7,28580.357333333333,117662.81333333334,200949.22666666665,0
광나루4주차장,412,0.6001618122977347,6,10,7,0,16.9,10260.550295857987,91038.8224852071,109516.33136094674,0
양화1주차장,242,2.1362947658402205,7,10,7,0,16.9,10484.589041095891,71092.2602739726,550938.5753424658,0
반포1주차장,691,0.8486493005306319,9,10,7,0,16.9,7574.04,41024.306666666664,42296.36,0
양화2주차장,69,1.997584541062802,7,10,7,0,16.9,10484.589041095891,71092.2602739726,550938.5753424658,0
"이촌3,4주차장",900,1.763,4,10,7,0,16.9,20305.420560747665,95861.22897196261,51371.19158878505,0
뚝섬4주차장,709,1.8196520921485664,5,10,7,0,16.9,10928.9898989899,75059.09764309764,229523.40740740742,0
이촌2주차장,214,1.4924454828660436,4,10,7,0,16.9,20305.420560747665,95861.22897196261,51371.19158878505,0
여의도4주차장,249,5.412784471218206,8,10,7,0,16.9,28580.357333333333,117662.81333333334,200949.22666666665,0
양화3주차장,692,1.56235549132948,7,10,7,0,16.9,10484.589041095891,71092.2602739726,550938.5753424658,0
"망원2,3주차장",1025,1.3481463414634145,3,10,7,0,16.9,38638.666666666664,225095.33333333334,259270.93333333332,0
광나루3주차장,491,1.697895451459606,6,10,7,0,16.9,10260.550295857987,91038.8224852071,109516.33136094674,0
잠원1주차장,442,1.4590120663650077,10,10,7,0,16.9,17329.535714285714,31356.383928571428,54227.21428571428,0
이촌1주차장,151,1.276158940397351,4,10,7,0,16.9,20305.420560747665,95861.22897196261,51371.19158878505,0
뚝섬1주차장,197,1.1532148900169206,5,10,7,0,16.9,10928.9898989899,75059.09764309764,229523.40740740742,0
뚝섬2주차장,634,1.9979758149316509,5,10,7,0,16.9,10928.9898989899,75059.09764309764,229523.40740740742,0
여의도2주차장,1868,1.7176570306923626,8,10,7,0,16.9,28580.357333333333,117662.81333333334,200949.22666666665,0
망원1주차장,340,1.483235294117647,3,10,7,0,16.9,38638.666666666664,225095.33333333334,259270.93333333332,0
잠실4주차장,2086,0.8546979865771812,11,10,7,0,16.9,8537.0,44826.382978723406,35303.14893617021,0
"광나루1,2주차장",778,1.2715724078834618,6,10,7,0,16.9,10260.550295857987,91038.8224852071,109516.33136094674,0
"반포2,3주차장",2339,1.2186048168733077,9,10,7,0,16.9,7574.04,41024.306666666664,42296.36,0
여의도1주차장,2046,2.958993157380254,8,10,7,0,16.9,28580.357333333333,117662.81333333334,200949.22666666665,0
강서1주차장,196,1.1360544217687074,1,10,7,0,16.9,14135.866666666667,59410.8,44452.933333333334,0
여의도3주차장,1249,5.270496397117695,8,10,7,0,16.9,28580.357333333333,117662.81333333334,200949.22666666665,0
여의도5주차장,418,4.496969696969697,8,10,7,0,16.9,28580.357333333333,117662.81333333334,200949.22666666665,0
"난지1,2,3주차장",1926,0.9594582900657668,2,10,7,0,16.9,19986.386666666665,83945.42666666667,85478.69333333333,0
잠실1주차장,1966,0.6771108850457782,11,10,7,0,16.9,8537.0,44826.382978723406,35303.14893617021,0
뚝섬3주차장,403,1.7411083540115797,5,10,7,0,16.9,10928.9898989899,75059.09764309764,229523.40740740742,0
잠원2-6주차장,1871,1.856075182611794,10,10,7,0,16.9,17329.535714285714,31356.383928571428,54227.21428571428,0
여의도5주차장,167,1.6607784431137729,8,10,6,1,15.4,29300.573913043478,118425.17391304347,202130.78260869565,0
잠실1주차장,1261,1.2422680412371134,11,10,6,1,15.4,8586.051724137931,44278.10344827586,34622.25862068965,0
"망원2,3주차장",1487,1.7062429948442053,3,10,6,1,15.4,38002.17391304348,224280.4347826087,259373.04347826086,0
망원1주차장,558,2.011529271206691,3,10,6,1,15.4,38002.17391304348,224280.4347826087,259373.04347826086,0
광나루3주차장,636,1.45020964360587,6,10,6,1,15.4,10294.669902912621,91576.43689320388,110050.87378640777,0
뚝섬3주차장,723,2.3688335638543108,5,10,6,1,15.4,11069.347826086956,75548.67391304347,232878.30434782608,0
뚝섬4주차장,985,1.6626565143824028,5,10,6,1,15.4,11069.347826086956,75548.67391304347,232878.30434782608,0
여의도3주차장,2191,2.245397839647041,8,10,6,1,15.4,29300.573913043478,118425.17391304347,202130.78260869565,0
반포1주차장,1386,1.2234247234247235,9,10,6,1,15.4,7588.913043478261,40147.586956521736,41648.108695652176,0
뚝섬1주차장,401,1.5534081463009144,5,10,6,1,15.4,11069.347826086956,75548.67391304347,232878.30434782608,0
광나루4주차장,81,0.8362139917695474,6,10,6,1,15.4,10294.669902912621,91576.43689320388,110050.87378640777,0
여의도1주차장,3119,1.5394250293897616,8,10,6,1,15.4,29300.573913043478,118425.17391304347,202130.78260869565,0
잠실4주차장,1833,2.147917803236952,11,10,6,1,15.4,8586.051724137931,44278.10344827586,34622.25862068965,0
뚝섬2주차장,1383,2.2016389491443724,5,10,6,1,15.4,11069.347826086956,75548.67391304347,232878.30434782608,0
이촌1주차장,381,0.8493438320209974,4,10,6,1,15.4,20863.0,97777.73076923077,51317.96153846154,0
잠원2-6주차장,2363,1.4703977994075328,10,10,6,1,15.4,17353.014492753624,31156.985507246376,54387.10144927536,0
"이촌3,4주차장",1508,1.4459659593280283,4,10,6,1,15.4,20863.0,97777.73076923077,51317.96153846154,0
강서1주차장,321,1.2389408099688473,1,10,6,1,15.4,14068.91304347826,59267.391304347824,44547.608695652176,0
이촌2주차장,608,1.90844298245614,4,10,6,1,15.4,20863.0,97777.73076923077,51317.96153846154,0
여의도2주차장,2120,0.9431053459119496,8,10,6,1,15.4,29300.573913043478,118425.17391304347,202130.78260869565,0
여의도4주차장,55,2.107878787878788,8,10,6,1,15.4,29300.573913043478,118425.17391304347,202130.78260869565,0
양화3주차장,1026,1.636858349577648,7,10,6,1,15.4,10474.816176470587,71714.48529411765,567244.4117647059,0
양화1주차장,308,1.5346861471861473,7,10,6,1,15.4,10474.816176470587,71714.48529411765,567244.4117647059,0
"광나루1,2주차장",1003,1.5354935194416748,6,10,6,1,15.4,10294.669902912621,91576.43689320388,110050.87378640777,0
양화2주차장,89,2.087078651685393,7,10,6,1,15.4,10474.816176470587,71714.48529411765,567244.4117647059,0
잠원1주차장,542,1.2149753997539976,10,10,6,1,15.4,17353.014492753624,31156.985507246376,54387.10144927536,0
"반포2,3주차장",4503,1.8249537345473388,9,10,6,1,15.4,7588.913043478261,40147.586956521736,41648.108695652176,0
"난지1,2,3주차장",1878,1.4845402910898118,2,10,6,1,15.4,20236.68888888889,84776.77777777778,86145.8,0
"이촌3,4주차장",503,3.93025182239894,4,10,5,1,17.5,20863.0,97777.73076923077,51317.96153846154,0
잠실1주차장,2296,0.90897212543554,11,10,5,1,17.5,8586.051724137931,44278.10344827586,34622.25862068965,0
강서1주차장,338,1.9857495069033528,1,10,5,1,17.5,14068.91304347826,59267.391304347824,44547.608695652176,0
이촌1주차장,368,1.0262228260869564,4,10,5,1,17.5,20863.0,97777.73076923077,51317.96153846154,0
광나루4주차장,188,0.6845744680851064,6,10,5,1,17.5,10294.669902912621,91576.43689320388,110050.87378640777,0
이촌2주차장,262,4.344847328244274,4,10,5,1,17.5,20863.0,97777.73076923077,51317.96153846154,0
망원1주차장,365,2.764246575342466,3,10,5,1,17.5,38002.17391304348,224280.4347826087,259373.04347826086,0
여의도3주차장,1209,7.6563964709126,8,10,5,1,17.5,29300.573913043478,118425.17391304347,202130.78260869565,0
"난지1,2,3주차장",3224,1.3961176592224978,2,10,5,1,17.5,20236.68888888889,84776.77777777778,86145.8,0
뚝섬2주차장,1929,2.3599274235355105,5,10,5,1,17.5,11069.347826086956,75548.67391304347,232878.30434782608,0
"망원2,3주차장",1309,2.004647313470843,3,10,5,1,17.5,38002.17391304348,224280.4347826087,259373.04347826086,0
여의도4주차장,247,4.281983805668016,8,10,5,1,17.5,29300.573913043478,118425.17391304347,202130.78260869565,0
양화1주차장,311,2.9677384780278673,7,10,5,1,17.5,10474.816176470587,71714.48529411765,567244.4117647059,0
잠실4주차장,2977,1.5650095174112644,11,10,5,1,17.5,8586.051724137931,44278.10344827586,34622.25862068965,0
"광나루1,2주차장",1368,1.2707358674463938,6,10,5,1,17.5,10294.669902912621,91576.43689320388,110050.87378640777,0
여의도2주차장,2058,0.9097343699384516,8,10,5,1,17.5,29300.573913043478,118425.17391304347,202130.78260869565,0
반포1주차장,1349,1.6276501111934765,9,10,5,1,17.5,7588.913043478261,40147.586956521736,41648.108695652176,0
뚝섬1주차장,348,1.8654214559386972,5,10,5,1,17.5,11069.347826086956,75548.67391304347,232878.30434782608,0
잠원2-6주차장,3507,1.8748978234008171,10,10,5,1,17.5,17353.014492753624,31156.985507246376,54387.10144927536,0
뚝섬4주차장,1046,1.9769439133205864,5,10,5,1,17.5,11069.347826086956,75548.67391304347,232878.30434782608,0
"반포2,3주차장",4252,2.120116023831922,9,10,5,1,17.5,7588.913043478261,40147.586956521736,41648.108695652176,0
뚝섬3주차장,857,2.615966549980552,5,10,5,1,17.5,11069.347826086956,75548.67391304347,232878.30434782608,0
여의도1주차장,921,0.7442815779949331,8,10,5,1,17.5,29300.573913043478,118425.17391304347,202130.78260869565,0
여의도5주차장,317,8.53080967402734,8,10,5,1,17.5,29300.573913043478,118425.17391304347,202130.78260869565,0
양화3주차장,1151,2.7381407471763684,7,10,5,1,17.5,10474.816176470587,71714.48529411765,567244.4117647059,0
잠원1주차장,864,1.5909529320987654,10,10,5,1,17.5,17353.014492753624,31156.985507246376,54387.10144927536,0
광나루3주차장,1012,1.6150856389986823,6,10,5,1,17.5,10294.669902912621,91576.43689320388,110050.87378640777,0
양화2주차장,119,2.4831932773109244,7,10,5,1,17.5,10474.816176470587,71714.48529411765,567244.4117647059,0
"망원2,3주차장",1646,1.2418995544754965,3,10,4,0,17.6,38638.666666666664,225095.33333333334,259270.93333333332,0
"이촌3,4주차장",1736,1.1891993087557602,4,10,4,0,17.6,20305.420560747665,95861.22897196261,51371.19158878505,0
망원1주차장,408,1.2029411764705882,3,10,4,0,17.6,38638.666666666664,225095.33333333334,259270.93333333332,0
"광나루1,2주차장",937,1.2611881892564925,6,10,4,0,17.6,10260.550295857987,91038.8224852071,109516.33136094674,0
여의도3주차장,2365,2.6667019027484145,8,10,4,0,17.6,28580.357333333333,117662.81333333334,200949.22666666665,0
뚝섬4주차장,825,1.9443030303030304,5,10,4,0,17.6,10928.9898989899,75059.09764309764,229523.40740740742,0
강서1주차장,267,1.1380149812734084,1,10,4,0,17.6,14135.866666666667,59410.8,44452.933333333334,0
"반포2,3주차장",3724,1.4289921231650555,9,10,4,0,17.6,7574.04,41024.306666666664,42296.36,0
양화3주차장,1040,1.4869391025641026,7,10,4,0,17.6,10484.589041095891,71092.2602739726,550938.5753424658,0
여의도4주차장,225,3.932148148148148,8,10,4,0,17.6,28580.357333333333,117662.81333333334,200949.22666666665,0
양화1주차장,379,1.7177660510114334,7,10,4,0,17.6,10484.589041095891,71092.2602739726,550938.5753424658,0
여의도2주차장,2963,0.8257565530430869,8,10,4,0,17.6,28580.357333333333,117662.81333333334,200949.22666666665,0
뚝섬1주차장,348,1.4152777777777776,5,10,4,0,17.6,10928.9898989899,75059.09764309764,229523.40740740742,0
광나루3주차장,677,1.4830871491875923,6,10,4,0,17.6,10260.550295857987,91038.8224852071,109516.33136094674,0
이촌2주차장,364,1.3436813186813188,4,10,4,0,17.6,20305.420560747665,95861.22897196261,51371.19158878505,0
여의도1주차장,2133,2.527269885919675,8,10,4,0,17.6,28580.357333333333,117662.81333333334,200949.22666666665,0
뚝섬3주차장,633,2.011822011585045,5,10,4,0,17.6,10928.9898989899,75059.09764309764,229523.40740740742,0
뚝섬2주차장,1250,2.39568,5,10,4,0,17.6,10928.9898989899,75059.09764309764,229523.40740740742,0
"난지1,2,3주차장",2045,1.0467400162999183,2,10,4,0,17.6,19986.386666666665,83945.42666666667,85478.69333333333,0
잠원2-6주차장,2330,1.700143061516452,10,10,4,0,17.6,17329.535714285714,31356.383928571428,54227.21428571428,0
잠원1주차장,589,1.3817770232031692,10,10,4,0,17.6,17329.535714285714,31356.383928571428,54227.21428571428,0
잠실1주차장,2018,0.7649240171787247,11,10,4,0,17.6,8537.0,44826.382978723406,35303.14893617021,0
잠실4주차장,2229,1.040257215492747,11,10,4,0,17.6,8537.0,44826.382978723406,35303.14893617021,0
광나루4주차장,130,1.961794871794872,6,10,4,0,17.6,10260.550295857987,91038.8224852071,109516.33136094674,0
여의도5주차장,448,3.598325892857143,8,10,4,0,17.6,28580.357333333333,117662.81333333334,200949.22666666665,0
양화2주차장,99,1.6964646464646465,7,10,4,0,17.6,10484.589041095891,71092.2602739726,550938.5753424658,0
이촌1주차장,258,0.8584625322997416,4,10,4,0,17.6,20305.420560747665,95861.22897196261,51371.19158878505,0
반포1주차장,1149,0.916840731070496,9,10,4,0,17.6,7574.04,41024.306666666664,42296.36,0
강서1주차장,312,2.03125,1,10,3,1,16.4,14068.91304347826,59267.391304347824,44547.608695652176,0
"난지1,2,3주차장",3120,1.6559668803418803,2,10,3,1,16.4,20236.68888888889,84776.77777777778,86145.8,0
뚝섬3주차장,803,2.228497301784973,5,10,3,1,16.4,11069.347826086956,75548.67391304347,232878.30434782608,0
여의도4주차장,150,1.9483333333333333,8,10,3,1,16.4,29300.573913043478,118425.17391304347,202130.78260869565,0
양화2주차장,101,2.458250825082508,7,10,3,1,16.4,10474.816176470587,71714.48529411765,567244.4117647059,0
"망원2,3주차장",1740,1.62411877394636,3,10,3,1,16.4,38002.17391304348,224280.4347826087,259373.04347826086,0
뚝섬4주차장,1003,1.8445330674642737,5,10,3,1,16.4,11069.347826086956,75548.67391304347,232878.30434782608,0
"이촌3,4주차장",1899,1.738388625592417,4,10,3,1,16.4,20863.0,97777.73076923077,51317.96153846154,0
여의도2주차장,2813,0.902186277995023,8,10,3,1,16.4,29300.573913043478,118425.17391304347,202130.78260869565,0
반포1주차장,1982,1.2892364614867138,9,10,3,1,16.4,7588.913043478261,40147.586956521736,41648.108695652176,0
광나루3주차장,967,1.827266459841434,6,10,3,1,16.4,10294.669902912621,91576.43689320388,110050.87378640777,0
잠실4주차장,2953,1.59385935207134,11,10,3,1,16.4,8586.051724137931,44278.10344827586,34622.25862068965,0
이촌1주차장,485,0.6712371134020618,4,10,3,1,16.4,20863.0,97777.73076923077,51317.96153846154,0
뚝섬2주차장,1557,2.351948190965532,5,10,3,1,16.4,11069.347826086956,75548.67391304347,232878.30434782608,0
여의도1주차장,4286,2.2231140146212476,8,10,3,1,16.4,29300.573913043478,118425.17391304347,202130.78260869565,0
양화3주차장,1610,2.1322463768115942,7,10,3,1,16.4,10474.816176470587,71714.48529411765,567244.4117647059,0
잠원1주차장,906,1.3341427520235467,10,10,3,1,16.4,17353.014492753624,31156.985507246376,54387.10144927536,0
이촌2주차장,503,1.5052352551358514,4,10,3,1,16.4,20863.0,97777.73076923077,51317.96153846154,0
광나루4주차장,163,0.9767893660531698,6,10,3,1,16.4,10294.669902912621,91576.43689320388,110050.87378640777,0
여의도5주차장,366,1.896903460837887,8,10,3,1,16.4,29300.573913043478,118425.17391304347,202130.78260869565,0
잠실1주차장,2010,1.0804643449419569,11,10,3,1,16.4,8586.051724137931,44278.10344827586,34622.25862068965,0
"반포2,3주차장",4911,1.6287687504242176,9,10,3,1,16.4,7588.913043478261,40147.586956521736,41648.108695652176,0
망원1주차장,741,1.361178587494377,3,10,3,1,16.4,38002.17391304348,224280.4347826087,259373.04347826086,0
뚝섬1주차장,398,1.68036013400335,5,10,3,1,16.4,11069.347826086956,75548.67391304347,232878.30434782608,0
잠원2-6주차장,3564,1.580873550317995,10,10,3,1,16.4,17353.014492753624,31156.985507246376,54387.10144927536,0
"광나루1,2주차장",1540,1.2491883116883118,6,10,3,1,16.4,10294.669902912621,91576.43689320388,110050.87378640777,0
여의도3주차장,3098,2.994039165052722,8,10,3,1,16.4,29300.573913043478,118425.17391304347,202130.78260869565,0
양화1주차장,432,1.887692901234568,7,10,3,1,16.4,10474.816176470587,71714.48529411765,567244.4117647059,0
"광나루1,2주차장",821,1.2652862362971984,6,10,2,0,14.9,10260.550295857987,91038.8224852071,109516.33136094674,0
양화1주차장,309,1.796925566343042,7,10,2,0,14.9,10484.589041095891,71092.2602739726,550938.5753424658,0
여의도3주차장,1419,4.502748414376321,8,10,2,0,14.9,28580.357333333333,117662.81333333334,200949.22666666665,0
이촌2주차장,257,1.5102464332036316,4,10,2,0,14.9,20305.420560747665,95861.22897196261,51371.19158878505,0
뚝섬1주차장,248,1.4066532258064517,5,10,2,0,14.9,10928.9898989899,75059.09764309764,229523.40740740742,0
뚝섬3주차장,550,1.6488484848484848,5,10,2,0,14.9,10928.9898989899,75059.09764309764,229523.40740740742,0
광나루3주차장,523,1.738559592096877,6,10,2,0,14.9,10260.550295857987,91038.8224852071,109516.33136094674,0
잠원2-6주차장,2058,1.7232264334305152,10,10,2,0,14.9,17329.535714285714,31356.383928571428,54227.21428571428,0
잠원1주차장,515,1.4832038834951458,10,10,2,0,14.9,17329.535714285714,31356.383928571428,54227.21428571428,0
망원1주차장,340,1.561764705882353,3,10,2,0,14.9,38638.666666666664,225095.33333333334,259270.93333333332,0
여의도2주차장,2660,1.2750877192982455,8,10,2,0,14.9,28580.357333333333,117662.81333333334,200949.22666666665,0
잠실1주차장,2419,0.5765605622157917,11,10,2,0,14.9,8537.0,44826.382978723406,35303.14893617021,0
"망원2,3주차장",1404,1.3758309591642923,3,10,2,0,14.9,38638.666666666664,225095.33333333334,259270.93333333332,0
뚝섬2주차장,812,1.8811986863711,5,10,2,0,14.9,10928.9898989899,75059.09764309764,229523.40740740742,0
여의도1주차장,2741,2.509911224613888,8,10,2,0,14.9,28580.357333333333,117662.81333333334,200949.22666666665,0
양화3주차장,811,1.4332922318125771,7,10,2,0,14.9,10484.589041095891,71092.2602739726,550938.5753424658,0
이촌1주차장,178,1.2952247191011237,4,10,2,0,14.9,20305.420560747665,95861.22897196261,51371.19158878505,0
잠실4주차장,2310,1.1726551226551227,11,10,2,0,14.9,8537.0,44826.382978723406,35303.14893617021,0
"난지1,2,3주차장",2213,0.7457523723452327,2,10,2,0,14.9,19986.386666666665,83945.42666666667,85478.69333333333,0
"이촌3,4주차장",1003,1.5367563974742438,4,10,2,0,14.9,20305.420560747665,95861.22897196261,51371.19158878505,0
